
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 21, 'alpha': 1.27152056055983, 'normalize_similarity': True} - results: ROC_AUC: 0.0744158, PRECISION: 0.0136831, PRECISION_RECALL_MIN_DEN: 0.0561330, RECALL: 0.0551520, MAP: 0.0241549, MRR: 0.0496672, NDCG: 0.0374644, F1: 0.0219200, HIT_RATE: 0.1368307, ARHR: 0.0526474, NOVELTY: 0.0053188, AVERAGE_POPULARITY: 0.0329757, DIVERSITY_MEAN_INTER_LIST: 0.9947446, DIVERSITY_HERFINDAHL: 0.9994556, COVERAGE_ITEM: 0.4969856, COVERAGE_ITEM_CORRECT: 0.0232839, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0805587, DIVERSITY_GINI: 0.2408942, SHANNON_ENTROPY: 12.7622622, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 33, 'alpha': 0.0005231189444372398, 'normalize_similarity': False} - results: ROC_AUC: 0.1200739, PRECISION: 0.0234765, PRECISION_RECALL_MIN_DEN: 0.0869659, RECALL: 0.0848214, MAP: 0.0396883, MRR: 0.0858560, NDCG: 0.0608402, F1: 0.0367696, HIT_RATE: 0.2347646, ARHR: 0.0953248, NOVELTY: 0.0047534, AVERAGE_POPULARITY: 0.1108118, DIVERSITY_MEAN_INTER_LIST: 0.9812140, DIVERSITY_HERFINDAHL: 0.9981028, COVERAGE_ITEM: 0.3953032, COVERAGE_ITEM_CORRECT: 0.0243234, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1252800, DIVERSITY_GINI: 0.1183298, SHANNON_ENTROPY: 11.1428302, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 998, 'alpha': 0.309996444064697, 'normalize_similarity': False} - results: ROC_AUC: 0.1345631, PRECISION: 0.0269632, PRECISION_RECALL_MIN_DEN: 0.0990246, RECALL: 0.0965580, MAP: 0.0446563, MRR: 0.0960538, NDCG: 0.0686848, F1: 0.0421500, HIT_RATE: 0.2696321, ARHR: 0.1073688, NOVELTY: 0.0046529, AVERAGE_POPULARITY: 0.1307942, DIVERSITY_MEAN_INTER_LIST: 0.9743746, DIVERSITY_HERFINDAHL: 0.9974190, COVERAGE_ITEM: 0.3541636, COVERAGE_ITEM_CORRECT: 0.0267565, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1420159, DIVERSITY_GINI: 0.0941526, SHANNON_ENTROPY: 10.6917818, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 974, 'alpha': 0.004030192907326758, 'normalize_similarity': False} - results: ROC_AUC: 0.1221877, PRECISION: 0.0239693, PRECISION_RECALL_MIN_DEN: 0.0894451, RECALL: 0.0873047, MAP: 0.0405391, MRR: 0.0869643, NDCG: 0.0621502, F1: 0.0376093, HIT_RATE: 0.2396930, ARHR: 0.0963931, NOVELTY: 0.0045843, AVERAGE_POPULARITY: 0.1443921, DIVERSITY_MEAN_INTER_LIST: 0.9673681, DIVERSITY_HERFINDAHL: 0.9967185, COVERAGE_ITEM: 0.3244119, COVERAGE_ITEM_CORRECT: 0.0224986, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1284762, DIVERSITY_GINI: 0.0790809, SHANNON_ENTROPY: 10.3638517, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3969824656863679, 'normalize_similarity': False} - results: ROC_AUC: 0.1376804, PRECISION: 0.0276801, PRECISION_RECALL_MIN_DEN: 0.1010464, RECALL: 0.0984332, MAP: 0.0456350, MRR: 0.0982002, NDCG: 0.0701485, F1: 0.0432053, HIT_RATE: 0.2768013, ARHR: 0.1100016, NOVELTY: 0.0046989, AVERAGE_POPULARITY: 0.1234802, DIVERSITY_MEAN_INTER_LIST: 0.9773029, DIVERSITY_HERFINDAHL: 0.9977118, COVERAGE_ITEM: 0.3748373, COVERAGE_ITEM_CORRECT: 0.0279962, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1452875, DIVERSITY_GINI: 0.1059132, SHANNON_ENTROPY: 10.8924092, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 6, 'alpha': 0.0025969148260032164, 'normalize_similarity': False} - results: ROC_AUC: 0.1076266, PRECISION: 0.0197503, PRECISION_RECALL_MIN_DEN: 0.0717296, RECALL: 0.0698942, MAP: 0.0344473, MRR: 0.0760655, NDCG: 0.0521800, F1: 0.0307959, HIT_RATE: 0.1975035, ARHR: 0.0827486, NOVELTY: 0.0047783, AVERAGE_POPULARITY: 0.0803160, DIVERSITY_MEAN_INTER_LIST: 0.9398389, DIVERSITY_HERFINDAHL: 0.9939661, COVERAGE_ITEM: 0.3562502, COVERAGE_ITEM_CORRECT: 0.0211896, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1100038, DIVERSITY_GINI: 0.0961205, SHANNON_ENTROPY: 10.3605170, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'alpha': 0.41514404851077663, 'normalize_similarity': False} - results: ROC_AUC: 0.1385141, PRECISION: 0.0278393, PRECISION_RECALL_MIN_DEN: 0.1016253, RECALL: 0.0990123, MAP: 0.0458471, MRR: 0.0989484, NDCG: 0.0705432, F1: 0.0434543, HIT_RATE: 0.2783935, ARHR: 0.1108384, NOVELTY: 0.0047098, AVERAGE_POPULARITY: 0.1217738, DIVERSITY_MEAN_INTER_LIST: 0.9779419, DIVERSITY_HERFINDAHL: 0.9977757, COVERAGE_ITEM: 0.3797267, COVERAGE_ITEM_CORRECT: 0.0283349, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1461935, DIVERSITY_GINI: 0.1088529, SHANNON_ENTROPY: 10.9397289, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 997, 'alpha': 0.4874363406161629, 'normalize_similarity': True} - results: ROC_AUC: 0.1194274, PRECISION: 0.0250770, PRECISION_RECALL_MIN_DEN: 0.0893300, RECALL: 0.0865968, MAP: 0.0384077, MRR: 0.0843115, NDCG: 0.0601554, F1: 0.0388854, HIT_RATE: 0.2507701, ARHR: 0.0946420, NOVELTY: 0.0049894, AVERAGE_POPULARITY: 0.0782412, DIVERSITY_MEAN_INTER_LIST: 0.9905272, DIVERSITY_HERFINDAHL: 0.9990340, COVERAGE_ITEM: 0.4687661, COVERAGE_ITEM_CORRECT: 0.0307757, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1310432, DIVERSITY_GINI: 0.1823079, SHANNON_ENTROPY: 12.0453914, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'alpha': 0.4079084625417329, 'normalize_similarity': False} - results: ROC_AUC: 0.1380260, PRECISION: 0.0278090, PRECISION_RECALL_MIN_DEN: 0.1013637, RECALL: 0.0987529, MAP: 0.0457555, MRR: 0.0988640, NDCG: 0.0704131, F1: 0.0433926, HIT_RATE: 0.2780895, ARHR: 0.1107172, NOVELTY: 0.0047058, AVERAGE_POPULARITY: 0.1224156, DIVERSITY_MEAN_INTER_LIST: 0.9777014, DIVERSITY_HERFINDAHL: 0.9977516, COVERAGE_ITEM: 0.3779172, COVERAGE_ITEM_CORRECT: 0.0282425, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1459419, DIVERSITY_GINI: 0.1077476, SHANNON_ENTROPY: 10.9220209, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 1000, 'alpha': 0.40822862280625544, 'normalize_similarity': False} - results: ROC_AUC: 0.1380638, PRECISION: 0.0278394, PRECISION_RECALL_MIN_DEN: 0.1015314, RECALL: 0.0989157, MAP: 0.0458418, MRR: 0.0989455, NDCG: 0.0705165, F1: 0.0434455, HIT_RATE: 0.2783935, ARHR: 0.1108258, NOVELTY: 0.0047060, AVERAGE_POPULARITY: 0.1223764, DIVERSITY_MEAN_INTER_LIST: 0.9777145, DIVERSITY_HERFINDAHL: 0.9977529, COVERAGE_ITEM: 0.3781328, COVERAGE_ITEM_CORRECT: 0.0283041, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1459922, DIVERSITY_GINI: 0.1078522, SHANNON_ENTROPY: 10.9231370, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 6, 'alpha': 0.3284793131544595, 'normalize_similarity': True} - results: ROC_AUC: 0.0774123, PRECISION: 0.0123104, PRECISION_RECALL_MIN_DEN: 0.0429770, RECALL: 0.0416353, MAP: 0.0240077, MRR: 0.0554617, NDCG: 0.0346668, F1: 0.0189937, HIT_RATE: 0.1231042, ARHR: 0.0585133, NOVELTY: 0.0050412, AVERAGE_POPULARITY: 0.0278710, DIVERSITY_MEAN_INTER_LIST: 0.8730332, DIVERSITY_HERFINDAHL: 0.9872868, COVERAGE_ITEM: 0.4175245, COVERAGE_ITEM_CORRECT: 0.0208508, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0723795, DIVERSITY_GINI: 0.1402011, SHANNON_ENTROPY: 10.2782247, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 991, 'alpha': 0.012526951201022877, 'normalize_similarity': False} - results: ROC_AUC: 0.1221210, PRECISION: 0.0240224, PRECISION_RECALL_MIN_DEN: 0.0895948, RECALL: 0.0874321, MAP: 0.0405025, MRR: 0.0870285, NDCG: 0.0621675, F1: 0.0376864, HIT_RATE: 0.2402236, ARHR: 0.0964795, NOVELTY: 0.0045835, AVERAGE_POPULARITY: 0.1445679, DIVERSITY_MEAN_INTER_LIST: 0.9672706, DIVERSITY_HERFINDAHL: 0.9967087, COVERAGE_ITEM: 0.3244196, COVERAGE_ITEM_CORRECT: 0.0225602, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1287278, DIVERSITY_GINI: 0.0790063, SHANNON_ENTROPY: 10.3597880, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'alpha': 0.445877389626754, 'normalize_similarity': False} - results: ROC_AUC: 0.1390914, PRECISION: 0.0279725, PRECISION_RECALL_MIN_DEN: 0.1017091, RECALL: 0.0990743, MAP: 0.0461295, MRR: 0.0994840, NDCG: 0.0708587, F1: 0.0436228, HIT_RATE: 0.2797252, ARHR: 0.1114757, NOVELTY: 0.0047278, AVERAGE_POPULARITY: 0.1190422, DIVERSITY_MEAN_INTER_LIST: 0.9789592, DIVERSITY_HERFINDAHL: 0.9978774, COVERAGE_ITEM: 0.3867411, COVERAGE_ITEM_CORRECT: 0.0287892, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1464200, DIVERSITY_GINI: 0.1134018, SHANNON_ENTROPY: 11.0165474, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 958, 'alpha': 1.9984673957290495, 'normalize_similarity': True} - results: ROC_AUC: 0.0814650, PRECISION: 0.0161125, PRECISION_RECALL_MIN_DEN: 0.0662159, RECALL: 0.0648613, MAP: 0.0263275, MRR: 0.0535330, NDCG: 0.0419099, F1: 0.0258091, HIT_RATE: 0.1611250, ARHR: 0.0574181, NOVELTY: 0.0051571, AVERAGE_POPULARITY: 0.0597863, DIVERSITY_MEAN_INTER_LIST: 0.9937109, DIVERSITY_HERFINDAHL: 0.9993523, COVERAGE_ITEM: 0.4460212, COVERAGE_ITEM_CORRECT: 0.0229913, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0930666, DIVERSITY_GINI: 0.1987657, SHANNON_ENTROPY: 12.4184518, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 964, 'alpha': 0.003623299310831608, 'normalize_similarity': False} - results: ROC_AUC: 0.1221712, PRECISION: 0.0240146, PRECISION_RECALL_MIN_DEN: 0.0895908, RECALL: 0.0874503, MAP: 0.0406031, MRR: 0.0870565, NDCG: 0.0622439, F1: 0.0376782, HIT_RATE: 0.2401461, ARHR: 0.0964994, NOVELTY: 0.0045850, AVERAGE_POPULARITY: 0.1442884, DIVERSITY_MEAN_INTER_LIST: 0.9674197, DIVERSITY_HERFINDAHL: 0.9967236, COVERAGE_ITEM: 0.3248277, COVERAGE_ITEM_CORRECT: 0.0225756, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1286775, DIVERSITY_GINI: 0.0792371, SHANNON_ENTROPY: 10.3664487, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 999, 'alpha': 0.6337250663003188, 'normalize_similarity': False} - results: ROC_AUC: 0.1371215, PRECISION: 0.0279306, PRECISION_RECALL_MIN_DEN: 0.1002817, RECALL: 0.0975211, MAP: 0.0449509, MRR: 0.0975788, NDCG: 0.0694213, F1: 0.0434186, HIT_RATE: 0.2793064, ARHR: 0.1097451, NOVELTY: 0.0048513, AVERAGE_POPULARITY: 0.1008853, DIVERSITY_MEAN_INTER_LIST: 0.9849216, DIVERSITY_HERFINDAHL: 0.9984735, COVERAGE_ITEM: 0.4283349, COVERAGE_ITEM_CORRECT: 0.0302368, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1447842, DIVERSITY_GINI: 0.1455700, SHANNON_ENTROPY: 11.5185705, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 996, 'alpha': 0.8190969139686655, 'normalize_similarity': True} - results: ROC_AUC: 0.1147017, PRECISION: 0.0242281, PRECISION_RECALL_MIN_DEN: 0.0874787, RECALL: 0.0848222, MAP: 0.0371368, MRR: 0.0801778, NDCG: 0.0582648, F1: 0.0376832, HIT_RATE: 0.2422808, ARHR: 0.0896895, NOVELTY: 0.0050385, AVERAGE_POPULARITY: 0.0744589, DIVERSITY_MEAN_INTER_LIST: 0.9913776, DIVERSITY_HERFINDAHL: 0.9991190, COVERAGE_ITEM: 0.4736631, COVERAGE_ITEM_CORRECT: 0.0298056, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1279728, DIVERSITY_GINI: 0.1946555, SHANNON_ENTROPY: 12.1891790, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 981, 'alpha': 0.0007579465465090698, 'normalize_similarity': True} - results: ROC_AUC: 0.1136826, PRECISION: 0.0235377, PRECISION_RECALL_MIN_DEN: 0.0819564, RECALL: 0.0793549, MAP: 0.0362522, MRR: 0.0813813, NDCG: 0.0564621, F1: 0.0363004, HIT_RATE: 0.2353772, ARHR: 0.0910966, NOVELTY: 0.0049523, AVERAGE_POPULARITY: 0.0778122, DIVERSITY_MEAN_INTER_LIST: 0.9904969, DIVERSITY_HERFINDAHL: 0.9990309, COVERAGE_ITEM: 0.4527892, COVERAGE_ITEM_CORRECT: 0.0298749, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1233170, DIVERSITY_GINI: 0.1676909, SHANNON_ENTROPY: 11.9392252, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'alpha': 0.36734501170737094, 'normalize_similarity': False} - results: ROC_AUC: 0.1366944, PRECISION: 0.0274904, PRECISION_RECALL_MIN_DEN: 0.1005525, RECALL: 0.0980059, MAP: 0.0453790, MRR: 0.0976377, NDCG: 0.0697859, F1: 0.0429332, HIT_RATE: 0.2749037, ARHR: 0.1092912, NOVELTY: 0.0046822, AVERAGE_POPULARITY: 0.1260949, DIVERSITY_MEAN_INTER_LIST: 0.9762950, DIVERSITY_HERFINDAHL: 0.9976110, COVERAGE_ITEM: 0.3671761, COVERAGE_ITEM_CORRECT: 0.0277806, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443815, DIVERSITY_GINI: 0.1015404, SHANNON_ENTROPY: 10.8201662, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 1000, 'alpha': 0.4379870573837206, 'normalize_similarity': False} - results: ROC_AUC: 0.1388637, PRECISION: 0.0279611, PRECISION_RECALL_MIN_DEN: 0.1017252, RECALL: 0.0990860, MAP: 0.0462103, MRR: 0.0997173, NDCG: 0.0709190, F1: 0.0436100, HIT_RATE: 0.2796114, ARHR: 0.1116985, NOVELTY: 0.0047228, AVERAGE_POPULARITY: 0.1198020, DIVERSITY_MEAN_INTER_LIST: 0.9786686, DIVERSITY_HERFINDAHL: 0.9978483, COVERAGE_ITEM: 0.3848162, COVERAGE_ITEM_CORRECT: 0.0286660, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462439, DIVERSITY_GINI: 0.1121810, SHANNON_ENTROPY: 10.9955481, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 6, 'alpha': 0.3829044559962632, 'normalize_similarity': False} - results: ROC_AUC: 0.1111250, PRECISION: 0.0192758, PRECISION_RECALL_MIN_DEN: 0.0677073, RECALL: 0.0657749, MAP: 0.0352257, MRR: 0.0793987, NDCG: 0.0520761, F1: 0.0298140, HIT_RATE: 0.1927581, ARHR: 0.0861798, NOVELTY: 0.0048989, AVERAGE_POPULARITY: 0.0638787, DIVERSITY_MEAN_INTER_LIST: 0.9164590, DIVERSITY_HERFINDAHL: 0.9916285, COVERAGE_ITEM: 0.4012320, COVERAGE_ITEM_CORRECT: 0.0222599, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1069586, DIVERSITY_GINI: 0.1231294, SHANNON_ENTROPY: 10.3901795, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 999, 'alpha': 0.0035677838346253052, 'normalize_similarity': False} - results: ROC_AUC: 0.1220364, PRECISION: 0.0239578, PRECISION_RECALL_MIN_DEN: 0.0894023, RECALL: 0.0872554, MAP: 0.0404861, MRR: 0.0869925, NDCG: 0.0621118, F1: 0.0375905, HIT_RATE: 0.2395780, ARHR: 0.0964070, NOVELTY: 0.0045829, AVERAGE_POPULARITY: 0.1446873, DIVERSITY_MEAN_INTER_LIST: 0.9672022, DIVERSITY_HERFINDAHL: 0.9967019, COVERAGE_ITEM: 0.3241501, COVERAGE_ITEM_CORRECT: 0.0224216, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1283755, DIVERSITY_GINI: 0.0788793, SHANNON_ENTROPY: 10.3568810, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'alpha': 0.8026111901714186, 'normalize_similarity': False} - results: ROC_AUC: 0.1265326, PRECISION: 0.0260930, PRECISION_RECALL_MIN_DEN: 0.0933618, RECALL: 0.0906025, MAP: 0.0410649, MRR: 0.0899453, NDCG: 0.0638059, F1: 0.0405099, HIT_RATE: 0.2609295, ARHR: 0.1010187, NOVELTY: 0.0049635, AVERAGE_POPULARITY: 0.0849656, DIVERSITY_MEAN_INTER_LIST: 0.9891179, DIVERSITY_HERFINDAHL: 0.9988930, COVERAGE_ITEM: 0.4570703, COVERAGE_ITEM_CORRECT: 0.0300058, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1361520, DIVERSITY_GINI: 0.1749695, SHANNON_ENTROPY: 11.9350759, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 997, 'alpha': 0.003670028531940651, 'normalize_similarity': False} - results: ROC_AUC: 0.1220973, PRECISION: 0.0239541, PRECISION_RECALL_MIN_DEN: 0.0893334, RECALL: 0.0871867, MAP: 0.0405251, MRR: 0.0870317, NDCG: 0.0621274, F1: 0.0375792, HIT_RATE: 0.2395406, ARHR: 0.0964613, NOVELTY: 0.0045832, AVERAGE_POPULARITY: 0.1446652, DIVERSITY_MEAN_INTER_LIST: 0.9672096, DIVERSITY_HERFINDAHL: 0.9967026, COVERAGE_ITEM: 0.3242040, COVERAGE_ITEM_CORRECT: 0.0224216, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1283755, DIVERSITY_GINI: 0.0789712, SHANNON_ENTROPY: 10.3579380, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 19, 'alpha': 1.9989929790259444, 'normalize_similarity': True} - results: ROC_AUC: 0.0633224, PRECISION: 0.0116853, PRECISION_RECALL_MIN_DEN: 0.0485619, RECALL: 0.0477010, MAP: 0.0200341, MRR: 0.0411775, NDCG: 0.0315153, F1: 0.0187640, HIT_RATE: 0.1168527, ARHR: 0.0434187, NOVELTY: 0.0053411, AVERAGE_POPULARITY: 0.0311391, DIVERSITY_MEAN_INTER_LIST: 0.9942523, DIVERSITY_HERFINDAHL: 0.9994064, COVERAGE_ITEM: 0.4887469, COVERAGE_ITEM_CORRECT: 0.0206891, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0699383, DIVERSITY_GINI: 0.2322864, SHANNON_ENTROPY: 12.7033729, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 990, 'alpha': 0.6707799370686923, 'normalize_similarity': True} - results: ROC_AUC: 0.1179749, PRECISION: 0.0247321, PRECISION_RECALL_MIN_DEN: 0.0886836, RECALL: 0.0859679, MAP: 0.0376806, MRR: 0.0824011, NDCG: 0.0592440, F1: 0.0384060, HIT_RATE: 0.2473212, ARHR: 0.0923422, NOVELTY: 0.0050157, AVERAGE_POPULARITY: 0.0764169, DIVERSITY_MEAN_INTER_LIST: 0.9909636, DIVERSITY_HERFINDAHL: 0.9990776, COVERAGE_ITEM: 0.4727315, COVERAGE_ITEM_CORRECT: 0.0301752, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1299610, DIVERSITY_GINI: 0.1894523, SHANNON_ENTROPY: 12.1235340, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 1000, 'alpha': 0.43799945235553067, 'normalize_similarity': False} - results: ROC_AUC: 0.1387911, PRECISION: 0.0279460, PRECISION_RECALL_MIN_DEN: 0.1016818, RECALL: 0.0990418, MAP: 0.0461873, MRR: 0.0997221, NDCG: 0.0708895, F1: 0.0435876, HIT_RATE: 0.2794598, ARHR: 0.1116924, NOVELTY: 0.0047227, AVERAGE_POPULARITY: 0.1198076, DIVERSITY_MEAN_INTER_LIST: 0.9786675, DIVERSITY_HERFINDAHL: 0.9978482, COVERAGE_ITEM: 0.3846237, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1461432, DIVERSITY_GINI: 0.1121222, SHANNON_ENTROPY: 10.9952505, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 21, 'alpha': 0.0024525597967122175, 'normalize_similarity': False} - results: ROC_AUC: 0.1181866, PRECISION: 0.0228092, PRECISION_RECALL_MIN_DEN: 0.0855361, RECALL: 0.0834679, MAP: 0.0392680, MRR: 0.0845294, NDCG: 0.0599397, F1: 0.0358225, HIT_RATE: 0.2280920, ARHR: 0.0934690, NOVELTY: 0.0047703, AVERAGE_POPULARITY: 0.1063871, DIVERSITY_MEAN_INTER_LIST: 0.9819086, DIVERSITY_HERFINDAHL: 0.9981723, COVERAGE_ITEM: 0.3989374, COVERAGE_ITEM_CORRECT: 0.0236766, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1225116, DIVERSITY_GINI: 0.1208700, SHANNON_ENTROPY: 11.1883698, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 1000, 'alpha': 0.43308438192200416, 'normalize_similarity': False} - results: ROC_AUC: 0.1388703, PRECISION: 0.0279576, PRECISION_RECALL_MIN_DEN: 0.1018780, RECALL: 0.0992517, MAP: 0.0461663, MRR: 0.0995502, NDCG: 0.0709115, F1: 0.0436221, HIT_RATE: 0.2795764, ARHR: 0.1115246, NOVELTY: 0.0047200, AVERAGE_POPULARITY: 0.1202568, DIVERSITY_MEAN_INTER_LIST: 0.9785119, DIVERSITY_HERFINDAHL: 0.9978326, COVERAGE_ITEM: 0.3839230, COVERAGE_ITEM_CORRECT: 0.0287430, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462690, DIVERSITY_GINI: 0.1114938, SHANNON_ENTROPY: 10.9835492, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 1000, 'alpha': 0.433429164946106, 'normalize_similarity': False} - results: ROC_AUC: 0.1390090, PRECISION: 0.0279651, PRECISION_RECALL_MIN_DEN: 0.1018252, RECALL: 0.0991938, MAP: 0.0462325, MRR: 0.0997004, NDCG: 0.0709583, F1: 0.0436252, HIT_RATE: 0.2796506, ARHR: 0.1117023, NOVELTY: 0.0047201, AVERAGE_POPULARITY: 0.1202478, DIVERSITY_MEAN_INTER_LIST: 0.9785150, DIVERSITY_HERFINDAHL: 0.9978330, COVERAGE_ITEM: 0.3837613, COVERAGE_ITEM_CORRECT: 0.0287276, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462690, DIVERSITY_GINI: 0.1114577, SHANNON_ENTROPY: 10.9836663, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'alpha': 0.7996511218025839, 'normalize_similarity': False} - results: ROC_AUC: 0.1269359, PRECISION: 0.0261461, PRECISION_RECALL_MIN_DEN: 0.0935612, RECALL: 0.0907942, MAP: 0.0411167, MRR: 0.0900723, NDCG: 0.0639171, F1: 0.0405928, HIT_RATE: 0.2614607, ARHR: 0.1011623, NOVELTY: 0.0049618, AVERAGE_POPULARITY: 0.0851914, DIVERSITY_MEAN_INTER_LIST: 0.9890649, DIVERSITY_HERFINDAHL: 0.9988877, COVERAGE_ITEM: 0.4563388, COVERAGE_ITEM_CORRECT: 0.0300443, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1363533, DIVERSITY_GINI: 0.1743881, SHANNON_ENTROPY: 11.9285886, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 1000, 'alpha': 0.42365573282675845, 'normalize_similarity': False} - results: ROC_AUC: 0.1387508, PRECISION: 0.0279003, PRECISION_RECALL_MIN_DEN: 0.1017245, RECALL: 0.0990945, MAP: 0.0460685, MRR: 0.0994515, NDCG: 0.0707704, F1: 0.0435369, HIT_RATE: 0.2790034, ARHR: 0.1114176, NOVELTY: 0.0047145, AVERAGE_POPULARITY: 0.1210678, DIVERSITY_MEAN_INTER_LIST: 0.9782170, DIVERSITY_HERFINDAHL: 0.9978032, COVERAGE_ITEM: 0.3816208, COVERAGE_ITEM_CORRECT: 0.0285120, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1462439, DIVERSITY_GINI: 0.1100486, SHANNON_ENTROPY: 10.9604891, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 995, 'alpha': 0.01865992712465681, 'normalize_similarity': True} - results: ROC_AUC: 0.1141251, PRECISION: 0.0236021, PRECISION_RECALL_MIN_DEN: 0.0821714, RECALL: 0.0795642, MAP: 0.0361308, MRR: 0.0812474, NDCG: 0.0564279, F1: 0.0363980, HIT_RATE: 0.2360206, ARHR: 0.0910263, NOVELTY: 0.0049513, AVERAGE_POPULARITY: 0.0782634, DIVERSITY_MEAN_INTER_LIST: 0.9904120, DIVERSITY_HERFINDAHL: 0.9990224, COVERAGE_ITEM: 0.4530048, COVERAGE_ITEM_CORRECT: 0.0298518, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1235938, DIVERSITY_GINI: 0.1678087, SHANNON_ENTROPY: 11.9350803, 
