SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 504, 'shrink': 287, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0215962, PRECISION: 0.0043893, PRECISION_RECALL_MIN_DEN: 0.0159441, RECALL: 0.0153773, MAP: 0.0064696, MRR: 0.0146184, NDCG: 0.0103180, F1: 0.0068266, HIT_RATE: 0.0438934, ARHR: 0.0157846, NOVELTY: 0.0055510, AVERAGE_POPULARITY: 0.0121024, DIVERSITY_MEAN_INTER_LIST: 0.9570905, DIVERSITY_HERFINDAHL: 0.9956895, COVERAGE_ITEM: 0.4572936, COVERAGE_ITEM_CORRECT: 0.0079384, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0231282, DIVERSITY_GINI: 0.1831301, SHANNON_ENTROPY: 11.5647489, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 964, 'shrink': 999, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625462, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 992, 'shrink': 0, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500477, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116129, MRR: 0.0339167, NDCG: 0.0197965, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368676, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625462, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500477, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116129, MRR: 0.0339167, NDCG: 0.0197965, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368676, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625462, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 950, 'shrink': 987, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820156, DIVERSITY_MEAN_INTER_LIST: 0.7886293, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318321, SHANNON_ENTROPY: 8.0625333, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 994, 'shrink': 14, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820153, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318323, SHANNON_ENTROPY: 8.0625399, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 8, 'shrink': 987, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0237721, PRECISION: 0.0048228, PRECISION_RECALL_MIN_DEN: 0.0119602, RECALL: 0.0111151, MAP: 0.0050395, MRR: 0.0166654, NDCG: 0.0087168, F1: 0.0067196, HIT_RATE: 0.0482285, ARHR: 0.0184202, NOVELTY: 0.0048422, AVERAGE_POPULARITY: 0.0233409, DIVERSITY_MEAN_INTER_LIST: 0.6546983, DIVERSITY_HERFINDAHL: 0.9654565, COVERAGE_ITEM: 0.2985871, COVERAGE_ITEM_CORRECT: 0.0083773, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0242607, DIVERSITY_GINI: 0.0668361, SHANNON_ENTROPY: 7.7399469, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820158, DIVERSITY_MEAN_INTER_LIST: 0.7886280, DIVERSITY_HERFINDAHL: 0.9788467, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318333, SHANNON_ENTROPY: 8.0625190, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 992, 'shrink': 977, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886293, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318323, SHANNON_ENTROPY: 8.0625398, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820158, DIVERSITY_MEAN_INTER_LIST: 0.7886280, DIVERSITY_HERFINDAHL: 0.9788467, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318333, SHANNON_ENTROPY: 8.0625190, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 10, 'shrink': 4, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0264314, PRECISION: 0.0053004, PRECISION_RECALL_MIN_DEN: 0.0134806, RECALL: 0.0125720, MAP: 0.0056959, MRR: 0.0180049, NDCG: 0.0097670, F1: 0.0074494, HIT_RATE: 0.0530044, ARHR: 0.0199644, NOVELTY: 0.0048590, AVERAGE_POPULARITY: 0.0250667, DIVERSITY_MEAN_INTER_LIST: 0.6846614, DIVERSITY_HERFINDAHL: 0.9684522, COVERAGE_ITEM: 0.3045544, COVERAGE_ITEM_CORRECT: 0.0090164, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0267774, DIVERSITY_GINI: 0.0721505, SHANNON_ENTROPY: 8.0348171, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 993, 'shrink': 984, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886293, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318323, SHANNON_ENTROPY: 8.0625421, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 995, 'shrink': 2, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318338, SHANNON_ENTROPY: 8.0625598, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 995, 'shrink': 9, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0235063, PRECISION: 0.0048182, PRECISION_RECALL_MIN_DEN: 0.0180390, RECALL: 0.0174725, MAP: 0.0069978, MRR: 0.0156851, NDCG: 0.0113735, F1: 0.0075514, HIT_RATE: 0.0481824, ARHR: 0.0168921, NOVELTY: 0.0055244, AVERAGE_POPULARITY: 0.0128647, DIVERSITY_MEAN_INTER_LIST: 0.9574729, DIVERSITY_HERFINDAHL: 0.9957277, COVERAGE_ITEM: 0.4518961, COVERAGE_ITEM_CORRECT: 0.0086468, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0255694, DIVERSITY_GINI: 0.1756897, SHANNON_ENTROPY: 11.5044304, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 979, 'shrink': 971, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820155, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318324, SHANNON_ENTROPY: 8.0625436, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 17, 'shrink': 14, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0305846, PRECISION: 0.0061341, PRECISION_RECALL_MIN_DEN: 0.0158490, RECALL: 0.0148234, MAP: 0.0065151, MRR: 0.0210970, NDCG: 0.0113540, F1: 0.0086685, HIT_RATE: 0.0613414, ARHR: 0.0231758, NOVELTY: 0.0048735, AVERAGE_POPULARITY: 0.0306462, DIVERSITY_MEAN_INTER_LIST: 0.7414606, DIVERSITY_HERFINDAHL: 0.9741309, COVERAGE_ITEM: 0.3055245, COVERAGE_ITEM_CORRECT: 0.0099172, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0313326, DIVERSITY_GINI: 0.0772428, SHANNON_ENTROPY: 8.5622094, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 996, 'shrink': 992, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820152, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318341, SHANNON_ENTROPY: 8.0625728, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 998, 'shrink': 980, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820152, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318326, SHANNON_ENTROPY: 8.0625550, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 995, 'shrink': 12, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820152, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982599, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318327, SHANNON_ENTROPY: 8.0625560, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820158, DIVERSITY_MEAN_INTER_LIST: 0.7886280, DIVERSITY_HERFINDAHL: 0.9788467, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318333, SHANNON_ENTROPY: 8.0625190, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 993, 'shrink': 6, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0211600, PRECISION: 0.0041486, PRECISION_RECALL_MIN_DEN: 0.0157517, RECALL: 0.0152953, MAP: 0.0062820, MRR: 0.0139167, NDCG: 0.0101055, F1: 0.0065239, HIT_RATE: 0.0414863, ARHR: 0.0148317, NOVELTY: 0.0055411, AVERAGE_POPULARITY: 0.0122222, DIVERSITY_MEAN_INTER_LIST: 0.9578270, DIVERSITY_HERFINDAHL: 0.9957631, COVERAGE_ITEM: 0.4618826, COVERAGE_ITEM_CORRECT: 0.0075765, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0224487, DIVERSITY_GINI: 0.1859357, SHANNON_ENTROPY: 11.6029565, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 19, 'shrink': 3, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0308533, PRECISION: 0.0062774, PRECISION_RECALL_MIN_DEN: 0.0162630, RECALL: 0.0151997, MAP: 0.0066656, MRR: 0.0213010, NDCG: 0.0115985, F1: 0.0088808, HIT_RATE: 0.0627744, ARHR: 0.0234023, NOVELTY: 0.0048705, AVERAGE_POPULARITY: 0.0320740, DIVERSITY_MEAN_INTER_LIST: 0.7497936, DIVERSITY_HERFINDAHL: 0.9749640, COVERAGE_ITEM: 0.3029528, COVERAGE_ITEM_CORRECT: 0.0099095, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0320121, DIVERSITY_GINI: 0.0765934, SHANNON_ENTROPY: 8.6258537, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 993, 'shrink': 12, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820153, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318339, SHANNON_ENTROPY: 8.0625650, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 1000, 'shrink': 18, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820154, DIVERSITY_MEAN_INTER_LIST: 0.7886294, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982676, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318339, SHANNON_ENTROPY: 8.0625614, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 9, 'shrink': 983, 'similarity': 'pearson', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0252234, PRECISION: 0.0051122, PRECISION_RECALL_MIN_DEN: 0.0128376, RECALL: 0.0119161, MAP: 0.0054213, MRR: 0.0175064, NDCG: 0.0092984, F1: 0.0071444, HIT_RATE: 0.0511223, ARHR: 0.0194540, NOVELTY: 0.0048512, AVERAGE_POPULARITY: 0.0241782, DIVERSITY_MEAN_INTER_LIST: 0.6705378, DIVERSITY_HERFINDAHL: 0.9670401, COVERAGE_ITEM: 0.3021598, COVERAGE_ITEM_CORRECT: 0.0088008, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0256197, DIVERSITY_GINI: 0.0696780, SHANNON_ENTROPY: 7.8952506, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'pearson', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0500431, PRECISION: 0.0097145, PRECISION_RECALL_MIN_DEN: 0.0278100, RECALL: 0.0265294, MAP: 0.0116088, MRR: 0.0338963, NDCG: 0.0197914, F1: 0.0142196, HIT_RATE: 0.0971454, ARHR: 0.0368472, NOVELTY: 0.0046099, AVERAGE_POPULARITY: 0.0820161, DIVERSITY_MEAN_INTER_LIST: 0.7886292, DIVERSITY_HERFINDAHL: 0.9788468, COVERAGE_ITEM: 0.1982522, COVERAGE_ITEM_CORRECT: 0.0093782, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0503083, DIVERSITY_GINI: 0.0318310, SHANNON_ENTROPY: 8.0625216, 
