SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 265, 'shrink': 88, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0484079, PRECISION: 0.0094517, PRECISION_RECALL_MIN_DEN: 0.0367313, RECALL: 0.0358425, MAP: 0.0153475, MRR: 0.0320265, NDCG: 0.0240865, F1: 0.0149579, HIT_RATE: 0.0945174, ARHR: 0.0344531, NOVELTY: 0.0057038, AVERAGE_POPULARITY: 0.0114997, DIVERSITY_MEAN_INTER_LIST: 0.9932967, DIVERSITY_HERFINDAHL: 0.9993094, COVERAGE_ITEM: 0.6352878, COVERAGE_ITEM_CORRECT: 0.0173628, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0504845, DIVERSITY_GINI: 0.3824278, SHANNON_ENTROPY: 13.2977522, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 51, 'shrink': 3, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0980937, PRECISION: 0.0188669, PRECISION_RECALL_MIN_DEN: 0.0740140, RECALL: 0.0722921, MAP: 0.0317839, MRR: 0.0675157, NDCG: 0.0494879, F1: 0.0299213, HIT_RATE: 0.1886693, ARHR: 0.0735094, NOVELTY: 0.0049057, AVERAGE_POPULARITY: 0.0753887, DIVERSITY_MEAN_INTER_LIST: 0.9876068, DIVERSITY_HERFINDAHL: 0.9987405, COVERAGE_ITEM: 0.4020250, COVERAGE_ITEM_CORRECT: 0.0248239, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0972694, DIVERSITY_GINI: 0.1433387, SHANNON_ENTROPY: 11.7268493, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 992, 'shrink': 3, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030785, PRECISION: 0.0199757, PRECISION_RECALL_MIN_DEN: 0.0796526, RECALL: 0.0781083, MAP: 0.0334201, MRR: 0.0707137, NDCG: 0.0526386, F1: 0.0318117, HIT_RATE: 0.1997565, ARHR: 0.0767158, NOVELTY: 0.0046537, AVERAGE_POPULARITY: 0.1402188, DIVERSITY_MEAN_INTER_LIST: 0.9692856, DIVERSITY_HERFINDAHL: 0.9969087, COVERAGE_ITEM: 0.3476728, COVERAGE_ITEM_CORRECT: 0.0182252, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1036114, DIVERSITY_GINI: 0.0978282, SHANNON_ENTROPY: 10.6386447, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 990, 'shrink': 11, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1024584, PRECISION: 0.0197011, PRECISION_RECALL_MIN_DEN: 0.0783921, RECALL: 0.0768592, MAP: 0.0333001, MRR: 0.0708977, NDCG: 0.0522660, F1: 0.0313611, HIT_RATE: 0.1970109, ARHR: 0.0766589, NOVELTY: 0.0045598, AVERAGE_POPULARITY: 0.1546856, DIVERSITY_MEAN_INTER_LIST: 0.9627461, DIVERSITY_HERFINDAHL: 0.9962549, COVERAGE_ITEM: 0.3147334, COVERAGE_ITEM_CORRECT: 0.0174860, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1025293, DIVERSITY_GINI: 0.0781131, SHANNON_ENTROPY: 10.2494660, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030661, PRECISION: 0.0199553, PRECISION_RECALL_MIN_DEN: 0.0795875, RECALL: 0.0780432, MAP: 0.0333490, MRR: 0.0706412, NDCG: 0.0525637, F1: 0.0317806, HIT_RATE: 0.1995528, ARHR: 0.0766388, NOVELTY: 0.0046545, AVERAGE_POPULARITY: 0.1400867, DIVERSITY_MEAN_INTER_LIST: 0.9693385, DIVERSITY_HERFINDAHL: 0.9969140, COVERAGE_ITEM: 0.3478422, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034856, DIVERSITY_GINI: 0.0979734, SHANNON_ENTROPY: 10.6417389, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 13, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0686750, PRECISION: 0.0128369, PRECISION_RECALL_MIN_DEN: 0.0536177, RECALL: 0.0524624, MAP: 0.0229029, MRR: 0.0467375, NDCG: 0.0352728, F1: 0.0206264, HIT_RATE: 0.1283692, ARHR: 0.0500691, NOVELTY: 0.0051666, AVERAGE_POPULARITY: 0.0417466, DIVERSITY_MEAN_INTER_LIST: 0.9863404, DIVERSITY_HERFINDAHL: 0.9986139, COVERAGE_ITEM: 0.4724774, COVERAGE_ITEM_CORRECT: 0.0212358, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0683025, DIVERSITY_GINI: 0.2186552, SHANNON_ENTROPY: 12.3824522, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030661, PRECISION: 0.0199553, PRECISION_RECALL_MIN_DEN: 0.0795875, RECALL: 0.0780432, MAP: 0.0333490, MRR: 0.0706412, NDCG: 0.0525637, F1: 0.0317806, HIT_RATE: 0.1995528, ARHR: 0.0766388, NOVELTY: 0.0046545, AVERAGE_POPULARITY: 0.1400867, DIVERSITY_MEAN_INTER_LIST: 0.9693385, DIVERSITY_HERFINDAHL: 0.9969140, COVERAGE_ITEM: 0.3478422, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034856, DIVERSITY_GINI: 0.0979734, SHANNON_ENTROPY: 10.6417389, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 990, 'shrink': 998, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1041444, PRECISION: 0.0200986, PRECISION_RECALL_MIN_DEN: 0.0798269, RECALL: 0.0783042, MAP: 0.0338332, MRR: 0.0718738, NDCG: 0.0531715, F1: 0.0319849, HIT_RATE: 0.2009857, ARHR: 0.0778193, NOVELTY: 0.0045862, AVERAGE_POPULARITY: 0.1505117, DIVERSITY_MEAN_INTER_LIST: 0.9649869, DIVERSITY_HERFINDAHL: 0.9964790, COVERAGE_ITEM: 0.3257979, COVERAGE_ITEM_CORRECT: 0.0180558, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1043413, DIVERSITY_GINI: 0.0838737, SHANNON_ENTROPY: 10.3671109, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 997, 'shrink': 985, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1040943, PRECISION: 0.0201110, PRECISION_RECALL_MIN_DEN: 0.0798644, RECALL: 0.0783432, MAP: 0.0338277, MRR: 0.0718631, NDCG: 0.0531761, F1: 0.0320038, HIT_RATE: 0.2011095, ARHR: 0.0778282, NOVELTY: 0.0045866, AVERAGE_POPULARITY: 0.1504599, DIVERSITY_MEAN_INTER_LIST: 0.9650130, DIVERSITY_HERFINDAHL: 0.9964816, COVERAGE_ITEM: 0.3260135, COVERAGE_ITEM_CORRECT: 0.0180712, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1043664, DIVERSITY_GINI: 0.0839719, SHANNON_ENTROPY: 10.3686847, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030661, PRECISION: 0.0199553, PRECISION_RECALL_MIN_DEN: 0.0795875, RECALL: 0.0780432, MAP: 0.0333490, MRR: 0.0706412, NDCG: 0.0525637, F1: 0.0317806, HIT_RATE: 0.1995528, ARHR: 0.0766388, NOVELTY: 0.0046545, AVERAGE_POPULARITY: 0.1400867, DIVERSITY_MEAN_INTER_LIST: 0.9693385, DIVERSITY_HERFINDAHL: 0.9969140, COVERAGE_ITEM: 0.3478422, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034856, DIVERSITY_GINI: 0.0979734, SHANNON_ENTROPY: 10.6417389, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 976, 'shrink': 0, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0916861, PRECISION: 0.0174280, PRECISION_RECALL_MIN_DEN: 0.0678790, RECALL: 0.0663902, MAP: 0.0288799, MRR: 0.0632497, NDCG: 0.0455422, F1: 0.0276067, HIT_RATE: 0.1742797, ARHR: 0.0683625, NOVELTY: 0.0045519, AVERAGE_POPULARITY: 0.1550602, DIVERSITY_MEAN_INTER_LIST: 0.9605770, DIVERSITY_HERFINDAHL: 0.9960381, COVERAGE_ITEM: 0.3031376, COVERAGE_ITEM_CORRECT: 0.0150452, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0910784, DIVERSITY_GINI: 0.0732456, SHANNON_ENTROPY: 10.1555234, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 14, 'shrink': 986, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0774389, PRECISION: 0.0148403, PRECISION_RECALL_MIN_DEN: 0.0557360, RECALL: 0.0540789, MAP: 0.0239843, MRR: 0.0531788, NDCG: 0.0374675, F1: 0.0232884, HIT_RATE: 0.1484031, ARHR: 0.0579092, NOVELTY: 0.0050977, AVERAGE_POPULARITY: 0.0483505, DIVERSITY_MEAN_INTER_LIST: 0.9839674, DIVERSITY_HERFINDAHL: 0.9983766, COVERAGE_ITEM: 0.4654860, COVERAGE_ITEM_CORRECT: 0.0227064, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0764314, DIVERSITY_GINI: 0.2040095, SHANNON_ENTROPY: 12.2073228, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 504, 'shrink': 5, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1034329, PRECISION: 0.0201065, PRECISION_RECALL_MIN_DEN: 0.0795998, RECALL: 0.0780137, MAP: 0.0335055, MRR: 0.0711361, NDCG: 0.0527498, F1: 0.0319702, HIT_RATE: 0.2010645, ARHR: 0.0772474, NOVELTY: 0.0046629, AVERAGE_POPULARITY: 0.1370509, DIVERSITY_MEAN_INTER_LIST: 0.9706905, DIVERSITY_HERFINDAHL: 0.9970492, COVERAGE_ITEM: 0.3488739, COVERAGE_ITEM_CORRECT: 0.0185717, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1039638, DIVERSITY_GINI: 0.0988059, SHANNON_ENTROPY: 10.6782515, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 553, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1034432, PRECISION: 0.0200537, PRECISION_RECALL_MIN_DEN: 0.0796740, RECALL: 0.0781113, MAP: 0.0334332, MRR: 0.0710566, NDCG: 0.0527039, F1: 0.0319115, HIT_RATE: 0.2005373, ARHR: 0.0771149, NOVELTY: 0.0046621, AVERAGE_POPULARITY: 0.1375647, DIVERSITY_MEAN_INTER_LIST: 0.9704285, DIVERSITY_HERFINDAHL: 0.9970230, COVERAGE_ITEM: 0.3488585, COVERAGE_ITEM_CORRECT: 0.0184100, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1038128, DIVERSITY_GINI: 0.0988055, SHANNON_ENTROPY: 10.6734207, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 521, 'shrink': 13, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1035928, PRECISION: 0.0201025, PRECISION_RECALL_MIN_DEN: 0.0798182, RECALL: 0.0782434, MAP: 0.0335227, MRR: 0.0711618, NDCG: 0.0528209, F1: 0.0319845, HIT_RATE: 0.2010246, ARHR: 0.0772421, NOVELTY: 0.0046600, AVERAGE_POPULARITY: 0.1376400, DIVERSITY_MEAN_INTER_LIST: 0.9704428, DIVERSITY_HERFINDAHL: 0.9970244, COVERAGE_ITEM: 0.3482348, COVERAGE_ITEM_CORRECT: 0.0185640, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1040393, DIVERSITY_GINI: 0.0983469, SHANNON_ENTROPY: 10.6667280, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 998, 'shrink': 929, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1024184, PRECISION: 0.0196970, PRECISION_RECALL_MIN_DEN: 0.0783653, RECALL: 0.0768324, MAP: 0.0332935, MRR: 0.0708876, NDCG: 0.0522523, F1: 0.0313536, HIT_RATE: 0.1969696, ARHR: 0.0766488, NOVELTY: 0.0045597, AVERAGE_POPULARITY: 0.1547037, DIVERSITY_MEAN_INTER_LIST: 0.9627357, DIVERSITY_HERFINDAHL: 0.9962539, COVERAGE_ITEM: 0.3147411, COVERAGE_ITEM_CORRECT: 0.0174860, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1025041, DIVERSITY_GINI: 0.0781076, SHANNON_ENTROPY: 10.2490983, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 986, 'shrink': 10, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1027749, PRECISION: 0.0196691, PRECISION_RECALL_MIN_DEN: 0.0778719, RECALL: 0.0763527, MAP: 0.0333074, MRR: 0.0711319, NDCG: 0.0521872, F1: 0.0312783, HIT_RATE: 0.1966905, ARHR: 0.0769354, NOVELTY: 0.0045548, AVERAGE_POPULARITY: 0.1554925, DIVERSITY_MEAN_INTER_LIST: 0.9624935, DIVERSITY_HERFINDAHL: 0.9962297, COVERAGE_ITEM: 0.3118614, COVERAGE_ITEM_CORRECT: 0.0174629, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1023783, DIVERSITY_GINI: 0.0769095, SHANNON_ENTROPY: 10.2313546, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 686, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1032564, PRECISION: 0.0199721, PRECISION_RECALL_MIN_DEN: 0.0796326, RECALL: 0.0780824, MAP: 0.0334316, MRR: 0.0709209, NDCG: 0.0526600, F1: 0.0318050, HIT_RATE: 0.1997206, ARHR: 0.0769171, NOVELTY: 0.0046580, AVERAGE_POPULARITY: 0.1389032, DIVERSITY_MEAN_INTER_LIST: 0.9698470, DIVERSITY_HERFINDAHL: 0.9969649, COVERAGE_ITEM: 0.3482887, COVERAGE_ITEM_CORRECT: 0.0182791, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034353, DIVERSITY_GINI: 0.0983302, SHANNON_ENTROPY: 10.6563630, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 695, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1032295, PRECISION: 0.0199762, PRECISION_RECALL_MIN_DEN: 0.0796272, RECALL: 0.0780706, MAP: 0.0334360, MRR: 0.0709120, NDCG: 0.0526570, F1: 0.0318092, HIT_RATE: 0.1997616, ARHR: 0.0769244, NOVELTY: 0.0046578, AVERAGE_POPULARITY: 0.1389782, DIVERSITY_MEAN_INTER_LIST: 0.9698157, DIVERSITY_HERFINDAHL: 0.9969617, COVERAGE_ITEM: 0.3482194, COVERAGE_ITEM_CORRECT: 0.0182637, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034101, DIVERSITY_GINI: 0.0982950, SHANNON_ENTROPY: 10.6554876, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 704, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1032348, PRECISION: 0.0199761, PRECISION_RECALL_MIN_DEN: 0.0796390, RECALL: 0.0780792, MAP: 0.0334333, MRR: 0.0709128, NDCG: 0.0526542, F1: 0.0318100, HIT_RATE: 0.1997612, ARHR: 0.0769277, NOVELTY: 0.0046577, AVERAGE_POPULARITY: 0.1390135, DIVERSITY_MEAN_INTER_LIST: 0.9698063, DIVERSITY_HERFINDAHL: 0.9969608, COVERAGE_ITEM: 0.3482502, COVERAGE_ITEM_CORRECT: 0.0182560, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034101, DIVERSITY_GINI: 0.0982947, SHANNON_ENTROPY: 10.6552015, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 712, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1032902, PRECISION: 0.0199721, PRECISION_RECALL_MIN_DEN: 0.0796186, RECALL: 0.0780637, MAP: 0.0334306, MRR: 0.0708943, NDCG: 0.0526483, F1: 0.0318037, HIT_RATE: 0.1997206, ARHR: 0.0769060, NOVELTY: 0.0046575, AVERAGE_POPULARITY: 0.1390649, DIVERSITY_MEAN_INTER_LIST: 0.9697815, DIVERSITY_HERFINDAHL: 0.9969583, COVERAGE_ITEM: 0.3481963, COVERAGE_ITEM_CORRECT: 0.0182637, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034353, DIVERSITY_GINI: 0.0982649, SHANNON_ENTROPY: 10.6544203, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030661, PRECISION: 0.0199553, PRECISION_RECALL_MIN_DEN: 0.0795875, RECALL: 0.0780432, MAP: 0.0333490, MRR: 0.0706412, NDCG: 0.0525637, F1: 0.0317806, HIT_RATE: 0.1995528, ARHR: 0.0766388, NOVELTY: 0.0046545, AVERAGE_POPULARITY: 0.1400867, DIVERSITY_MEAN_INTER_LIST: 0.9693385, DIVERSITY_HERFINDAHL: 0.9969140, COVERAGE_ITEM: 0.3478422, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034856, DIVERSITY_GINI: 0.0979734, SHANNON_ENTROPY: 10.6417389, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 996, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1041409, PRECISION: 0.0200986, PRECISION_RECALL_MIN_DEN: 0.0798269, RECALL: 0.0783042, MAP: 0.0338300, MRR: 0.0718770, NDCG: 0.0531690, F1: 0.0319849, HIT_RATE: 0.2009857, ARHR: 0.0778200, NOVELTY: 0.0045861, AVERAGE_POPULARITY: 0.1505401, DIVERSITY_MEAN_INTER_LIST: 0.9649755, DIVERSITY_HERFINDAHL: 0.9964778, COVERAGE_ITEM: 0.3257979, COVERAGE_ITEM_CORRECT: 0.0180558, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1043413, DIVERSITY_GINI: 0.0838586, SHANNON_ENTROPY: 10.3666807, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 999, 'shrink': 979, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1024139, PRECISION: 0.0196928, PRECISION_RECALL_MIN_DEN: 0.0783241, RECALL: 0.0767912, MAP: 0.0332892, MRR: 0.0708821, NDCG: 0.0522400, F1: 0.0313449, HIT_RATE: 0.1969284, ARHR: 0.0766433, NOVELTY: 0.0045597, AVERAGE_POPULARITY: 0.1547089, DIVERSITY_MEAN_INTER_LIST: 0.9627328, DIVERSITY_HERFINDAHL: 0.9962536, COVERAGE_ITEM: 0.3147334, COVERAGE_ITEM_CORRECT: 0.0174860, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1024789, DIVERSITY_GINI: 0.0781049, SHANNON_ENTROPY: 10.2490016, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 994, 'shrink': 6, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1034255, PRECISION: 0.0198938, PRECISION_RECALL_MIN_DEN: 0.0788908, RECALL: 0.0773761, MAP: 0.0334512, MRR: 0.0714672, NDCG: 0.0526126, F1: 0.0316485, HIT_RATE: 0.1989378, ARHR: 0.0773503, NOVELTY: 0.0045647, AVERAGE_POPULARITY: 0.1538885, DIVERSITY_MEAN_INTER_LIST: 0.9633416, DIVERSITY_HERFINDAHL: 0.9963145, COVERAGE_ITEM: 0.3160654, COVERAGE_ITEM_CORRECT: 0.0177709, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034604, DIVERSITY_GINI: 0.0789785, SHANNON_ENTROPY: 10.2745997, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 998, 'shrink': 1, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0916187, PRECISION: 0.0174075, PRECISION_RECALL_MIN_DEN: 0.0677424, RECALL: 0.0662519, MAP: 0.0288388, MRR: 0.0632116, NDCG: 0.0454781, F1: 0.0275690, HIT_RATE: 0.1740749, ARHR: 0.0683232, NOVELTY: 0.0045514, AVERAGE_POPULARITY: 0.1552212, DIVERSITY_MEAN_INTER_LIST: 0.9604745, DIVERSITY_HERFINDAHL: 0.9960278, COVERAGE_ITEM: 0.3030067, COVERAGE_ITEM_CORRECT: 0.0150452, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0909777, DIVERSITY_GINI: 0.0731622, SHANNON_ENTROPY: 10.1524910, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 6, 'shrink': 68, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0598352, PRECISION: 0.0117720, PRECISION_RECALL_MIN_DEN: 0.0412916, RECALL: 0.0398093, MAP: 0.0179031, MRR: 0.0408671, NDCG: 0.0280068, F1: 0.0181690, HIT_RATE: 0.1177204, ARHR: 0.0448581, NOVELTY: 0.0050962, AVERAGE_POPULARITY: 0.0339513, DIVERSITY_MEAN_INTER_LIST: 0.9395331, DIVERSITY_HERFINDAHL: 0.9939341, COVERAGE_ITEM: 0.4866449, COVERAGE_ITEM_CORRECT: 0.0196266, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0600478, DIVERSITY_GINI: 0.2085342, SHANNON_ENTROPY: 11.4625463, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 350, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1040791, PRECISION: 0.0202866, PRECISION_RECALL_MIN_DEN: 0.0802210, RECALL: 0.0786128, MAP: 0.0336526, MRR: 0.0716150, NDCG: 0.0530524, F1: 0.0322476, HIT_RATE: 0.2028657, ARHR: 0.0778937, NOVELTY: 0.0046800, AVERAGE_POPULARITY: 0.1312666, DIVERSITY_MEAN_INTER_LIST: 0.9731486, DIVERSITY_HERFINDAHL: 0.9972950, COVERAGE_ITEM: 0.3511915, COVERAGE_ITEM_CORRECT: 0.0189721, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1045174, DIVERSITY_GINI: 0.1007930, SHANNON_ENTROPY: 10.7519555, 
SearchBayesianSkopt-CV: New best config found. Config 58: {'topK': 339, 'shrink': 995, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1054686, PRECISION: 0.0205885, PRECISION_RECALL_MIN_DEN: 0.0812802, RECALL: 0.0796531, MAP: 0.0342233, MRR: 0.0730829, NDCG: 0.0539227, F1: 0.0327163, HIT_RATE: 0.2058850, ARHR: 0.0793581, NOVELTY: 0.0046217, AVERAGE_POPULARITY: 0.1385067, DIVERSITY_MEAN_INTER_LIST: 0.9705668, DIVERSITY_HERFINDAHL: 0.9970368, COVERAGE_ITEM: 0.3314803, COVERAGE_ITEM_CORRECT: 0.0191261, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1063043, DIVERSITY_GINI: 0.0879732, SHANNON_ENTROPY: 10.5270465, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 327, 'shrink': 996, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1055638, PRECISION: 0.0206297, PRECISION_RECALL_MIN_DEN: 0.0813419, RECALL: 0.0797167, MAP: 0.0342119, MRR: 0.0731699, NDCG: 0.0539445, F1: 0.0327739, HIT_RATE: 0.2062965, ARHR: 0.0794382, NOVELTY: 0.0046243, AVERAGE_POPULARITY: 0.1375963, DIVERSITY_MEAN_INTER_LIST: 0.9709651, DIVERSITY_HERFINDAHL: 0.9970767, COVERAGE_ITEM: 0.3318807, COVERAGE_ITEM_CORRECT: 0.0192801, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1066063, DIVERSITY_GINI: 0.0882765, SHANNON_ENTROPY: 10.5396737, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 372, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1038909, PRECISION: 0.0202415, PRECISION_RECALL_MIN_DEN: 0.0800424, RECALL: 0.0784510, MAP: 0.0336561, MRR: 0.0716341, NDCG: 0.0530265, F1: 0.0321771, HIT_RATE: 0.2024147, ARHR: 0.0779168, NOVELTY: 0.0046765, AVERAGE_POPULARITY: 0.1325128, DIVERSITY_MEAN_INTER_LIST: 0.9726339, DIVERSITY_HERFINDAHL: 0.9972435, COVERAGE_ITEM: 0.3507988, COVERAGE_ITEM_CORRECT: 0.0188720, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1042406, DIVERSITY_GINI: 0.1004172, SHANNON_ENTROPY: 10.7362199, 
SearchBayesianSkopt-CV: New best config found. Config 61: {'topK': 342, 'shrink': 1, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1056307, PRECISION: 0.0207033, PRECISION_RECALL_MIN_DEN: 0.0820190, RECALL: 0.0804140, MAP: 0.0344068, MRR: 0.0732861, NDCG: 0.0542472, F1: 0.0329259, HIT_RATE: 0.2070331, ARHR: 0.0796245, NOVELTY: 0.0046336, AVERAGE_POPULARITY: 0.1370011, DIVERSITY_MEAN_INTER_LIST: 0.9711839, DIVERSITY_HERFINDAHL: 0.9970985, COVERAGE_ITEM: 0.3369240, COVERAGE_ITEM_CORRECT: 0.0193571, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1069083, DIVERSITY_GINI: 0.0910907, SHANNON_ENTROPY: 10.5806151, 
