
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 580, 'shrink': 171, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0833994, PRECISION: 0.0170684, PRECISION_RECALL_MIN_DEN: 0.0654620, RECALL: 0.0638074, MAP: 0.0270293, MRR: 0.0568628, NDCG: 0.0426467, F1: 0.0269283, HIT_RATE: 0.1706835, ARHR: 0.0624745, NOVELTY: 0.0050671, AVERAGE_POPULARITY: 0.0176848, DIVERSITY_MEAN_INTER_LIST: 0.9968117, DIVERSITY_HERFINDAHL: 0.9996623, COVERAGE_ITEM: 0.5037382, COVERAGE_ITEM_CORRECT: 0.0310221, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0934441, DIVERSITY_GINI: 0.2261143, SHANNON_ENTROPY: 12.7351729, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 993, 'shrink': 5, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0865190, PRECISION: 0.0173413, PRECISION_RECALL_MIN_DEN: 0.0681747, RECALL: 0.0666445, MAP: 0.0285015, MRR: 0.0598334, NDCG: 0.0446863, F1: 0.0275207, HIT_RATE: 0.1734134, ARHR: 0.0654045, NOVELTY: 0.0050666, AVERAGE_POPULARITY: 0.0180147, DIVERSITY_MEAN_INTER_LIST: 0.9970584, DIVERSITY_HERFINDAHL: 0.9996869, COVERAGE_ITEM: 0.5425294, COVERAGE_ITEM_CORRECT: 0.0320077, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0957342, DIVERSITY_GINI: 0.2510838, SHANNON_ENTROPY: 12.8745811, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 16, 'shrink': 14, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0876560, PRECISION: 0.0176365, PRECISION_RECALL_MIN_DEN: 0.0664452, RECALL: 0.0646737, MAP: 0.0284144, MRR: 0.0601786, NDCG: 0.0442883, F1: 0.0277139, HIT_RATE: 0.1763647, ARHR: 0.0664914, NOVELTY: 0.0050380, AVERAGE_POPULARITY: 0.0183860, DIVERSITY_MEAN_INTER_LIST: 0.9966179, DIVERSITY_HERFINDAHL: 0.9996429, COVERAGE_ITEM: 0.6305448, COVERAGE_ITEM_CORRECT: 0.0330703, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0952561, DIVERSITY_GINI: 0.3203647, SHANNON_ENTROPY: 13.1663144, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0758788, PRECISION: 0.0146010, PRECISION_RECALL_MIN_DEN: 0.0562148, RECALL: 0.0548677, MAP: 0.0246225, MRR: 0.0513844, NDCG: 0.0380099, F1: 0.0230631, HIT_RATE: 0.1460098, ARHR: 0.0557999, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0188834, DIVERSITY_MEAN_INTER_LIST: 0.9835475, DIVERSITY_HERFINDAHL: 0.9983361, COVERAGE_ITEM: 0.6161155, COVERAGE_ITEM_CORRECT: 0.0272185, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0818925, DIVERSITY_GINI: 0.2844785, SHANNON_ENTROPY: 12.5709716, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 975, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0842409, PRECISION: 0.0169552, PRECISION_RECALL_MIN_DEN: 0.0665535, RECALL: 0.0650228, MAP: 0.0277019, MRR: 0.0580964, NDCG: 0.0434954, F1: 0.0268967, HIT_RATE: 0.1695519, ARHR: 0.0634458, NOVELTY: 0.0050578, AVERAGE_POPULARITY: 0.0181021, DIVERSITY_MEAN_INTER_LIST: 0.9969716, DIVERSITY_HERFINDAHL: 0.9996783, COVERAGE_ITEM: 0.5299480, COVERAGE_ITEM_CORRECT: 0.0312300, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0934944, DIVERSITY_GINI: 0.2400103, SHANNON_ENTROPY: 12.8098742, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 15, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0833124, PRECISION: 0.0170916, PRECISION_RECALL_MIN_DEN: 0.0647826, RECALL: 0.0630584, MAP: 0.0269928, MRR: 0.0573786, NDCG: 0.0424537, F1: 0.0268903, HIT_RATE: 0.1709162, ARHR: 0.0633331, NOVELTY: 0.0050355, AVERAGE_POPULARITY: 0.0179561, DIVERSITY_MEAN_INTER_LIST: 0.9959358, DIVERSITY_HERFINDAHL: 0.9995747, COVERAGE_ITEM: 0.6136978, COVERAGE_ITEM_CORRECT: 0.0320770, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0926639, DIVERSITY_GINI: 0.3030750, SHANNON_ENTROPY: 13.0567271, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 981, 'shrink': 997, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0795958, PRECISION: 0.0161286, PRECISION_RECALL_MIN_DEN: 0.0626510, RECALL: 0.0611175, MAP: 0.0255060, MRR: 0.0535415, NDCG: 0.0404771, F1: 0.0255174, HIT_RATE: 0.1612861, ARHR: 0.0585042, NOVELTY: 0.0050729, AVERAGE_POPULARITY: 0.0177234, DIVERSITY_MEAN_INTER_LIST: 0.9961391, DIVERSITY_HERFINDAHL: 0.9995950, COVERAGE_ITEM: 0.4765813, COVERAGE_ITEM_CORRECT: 0.0291434, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0892664, DIVERSITY_GINI: 0.2008299, SHANNON_ENTROPY: 12.5296150, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 996, 'shrink': 2, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0854699, PRECISION: 0.0172317, PRECISION_RECALL_MIN_DEN: 0.0675112, RECALL: 0.0659703, MAP: 0.0283042, MRR: 0.0593649, NDCG: 0.0443111, F1: 0.0273255, HIT_RATE: 0.1723166, ARHR: 0.0648619, NOVELTY: 0.0050638, AVERAGE_POPULARITY: 0.0180857, DIVERSITY_MEAN_INTER_LIST: 0.9970200, DIVERSITY_HERFINDAHL: 0.9996831, COVERAGE_ITEM: 0.5380558, COVERAGE_ITEM_CORRECT: 0.0318229, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0949792, DIVERSITY_GINI: 0.2468290, SHANNON_ENTROPY: 12.8490907, 

SearchBayesianSkopt-CV: New best config found. Config 39: {'topK': 25, 'shrink': 6, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0880177, PRECISION: 0.0182157, PRECISION_RECALL_MIN_DEN: 0.0689483, RECALL: 0.0671252, MAP: 0.0291046, MRR: 0.0612187, NDCG: 0.0455194, F1: 0.0286539, HIT_RATE: 0.1821570, ARHR: 0.0678167, NOVELTY: 0.0050470, AVERAGE_POPULARITY: 0.0185127, DIVERSITY_MEAN_INTER_LIST: 0.9973874, DIVERSITY_HERFINDAHL: 0.9997198, COVERAGE_ITEM: 0.6260250, COVERAGE_ITEM_CORRECT: 0.0340558, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0979741, DIVERSITY_GINI: 0.3196237, SHANNON_ENTROPY: 13.2089356, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0758788, PRECISION: 0.0146010, PRECISION_RECALL_MIN_DEN: 0.0562148, RECALL: 0.0548677, MAP: 0.0246225, MRR: 0.0513844, NDCG: 0.0380099, F1: 0.0230631, HIT_RATE: 0.1460098, ARHR: 0.0557999, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0188834, DIVERSITY_MEAN_INTER_LIST: 0.9835475, DIVERSITY_HERFINDAHL: 0.9983361, COVERAGE_ITEM: 0.6161155, COVERAGE_ITEM_CORRECT: 0.0272185, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0818925, DIVERSITY_GINI: 0.2844785, SHANNON_ENTROPY: 12.5709716, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 998, 'shrink': 5, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0864697, PRECISION: 0.0173679, PRECISION_RECALL_MIN_DEN: 0.0681006, RECALL: 0.0665466, MAP: 0.0284859, MRR: 0.0597867, NDCG: 0.0446491, F1: 0.0275460, HIT_RATE: 0.1736790, ARHR: 0.0653815, NOVELTY: 0.0050658, AVERAGE_POPULARITY: 0.0180258, DIVERSITY_MEAN_INTER_LIST: 0.9970565, DIVERSITY_HERFINDAHL: 0.9996868, COVERAGE_ITEM: 0.5424216, COVERAGE_ITEM_CORRECT: 0.0320539, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0957594, DIVERSITY_GINI: 0.2509951, SHANNON_ENTROPY: 12.8739864, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 991, 'shrink': 999, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0795948, PRECISION: 0.0161059, PRECISION_RECALL_MIN_DEN: 0.0627400, RECALL: 0.0612094, MAP: 0.0255046, MRR: 0.0535923, NDCG: 0.0404871, F1: 0.0254969, HIT_RATE: 0.1610588, ARHR: 0.0585563, NOVELTY: 0.0050734, AVERAGE_POPULARITY: 0.0177490, DIVERSITY_MEAN_INTER_LIST: 0.9961251, DIVERSITY_HERFINDAHL: 0.9995936, COVERAGE_ITEM: 0.4763580, COVERAGE_ITEM_CORRECT: 0.0290818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0890902, DIVERSITY_GINI: 0.2005734, SHANNON_ENTROPY: 12.5270311, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 15, 'shrink': 981, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0833152, PRECISION: 0.0171030, PRECISION_RECALL_MIN_DEN: 0.0647977, RECALL: 0.0630718, MAP: 0.0270014, MRR: 0.0573971, NDCG: 0.0424660, F1: 0.0269056, HIT_RATE: 0.1710297, ARHR: 0.0633777, NOVELTY: 0.0050355, AVERAGE_POPULARITY: 0.0179563, DIVERSITY_MEAN_INTER_LIST: 0.9959350, DIVERSITY_HERFINDAHL: 0.9995746, COVERAGE_ITEM: 0.6137363, COVERAGE_ITEM_CORRECT: 0.0321001, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0926387, DIVERSITY_GINI: 0.3031040, SHANNON_ENTROPY: 13.0568393, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0758788, PRECISION: 0.0146010, PRECISION_RECALL_MIN_DEN: 0.0562148, RECALL: 0.0548677, MAP: 0.0246225, MRR: 0.0513844, NDCG: 0.0380099, F1: 0.0230631, HIT_RATE: 0.1460098, ARHR: 0.0557999, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0188834, DIVERSITY_MEAN_INTER_LIST: 0.9835475, DIVERSITY_HERFINDAHL: 0.9983361, COVERAGE_ITEM: 0.6161155, COVERAGE_ITEM_CORRECT: 0.0272185, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0818925, DIVERSITY_GINI: 0.2844785, SHANNON_ENTROPY: 12.5709716, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 988, 'shrink': 994, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0795828, PRECISION: 0.0161172, PRECISION_RECALL_MIN_DEN: 0.0627877, RECALL: 0.0612532, MAP: 0.0254802, MRR: 0.0535276, NDCG: 0.0404774, F1: 0.0255146, HIT_RATE: 0.1611723, ARHR: 0.0584933, NOVELTY: 0.0050729, AVERAGE_POPULARITY: 0.0177379, DIVERSITY_MEAN_INTER_LIST: 0.9961301, DIVERSITY_HERFINDAHL: 0.9995941, COVERAGE_ITEM: 0.4762271, COVERAGE_ITEM_CORRECT: 0.0291126, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0891406, DIVERSITY_GINI: 0.2006074, SHANNON_ENTROPY: 12.5277036, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 12, 'shrink': 5, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0857744, PRECISION: 0.0173565, PRECISION_RECALL_MIN_DEN: 0.0653747, RECALL: 0.0636186, MAP: 0.0279691, MRR: 0.0590488, NDCG: 0.0435903, F1: 0.0272719, HIT_RATE: 0.1735648, ARHR: 0.0651228, NOVELTY: 0.0050278, AVERAGE_POPULARITY: 0.0187695, DIVERSITY_MEAN_INTER_LIST: 0.9955298, DIVERSITY_HERFINDAHL: 0.9995341, COVERAGE_ITEM: 0.6304986, COVERAGE_ITEM_CORRECT: 0.0323388, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0941236, DIVERSITY_GINI: 0.3156275, SHANNON_ENTROPY: 13.0885621, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 7, 'shrink': 988, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0782698, PRECISION: 0.0159544, PRECISION_RECALL_MIN_DEN: 0.0607122, RECALL: 0.0591125, MAP: 0.0252082, MRR: 0.0530255, NDCG: 0.0396952, F1: 0.0251268, HIT_RATE: 0.1595444, ARHR: 0.0582757, NOVELTY: 0.0050087, AVERAGE_POPULARITY: 0.0179101, DIVERSITY_MEAN_INTER_LIST: 0.9896127, DIVERSITY_HERFINDAHL: 0.9989425, COVERAGE_ITEM: 0.6213744, COVERAGE_ITEM_CORRECT: 0.0299596, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0877312, DIVERSITY_GINI: 0.2957573, SHANNON_ENTROPY: 12.7877101, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 984, 'shrink': 992, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0795840, PRECISION: 0.0161323, PRECISION_RECALL_MIN_DEN: 0.0627537, RECALL: 0.0612170, MAP: 0.0255001, MRR: 0.0535060, NDCG: 0.0404862, F1: 0.0255307, HIT_RATE: 0.1613234, ARHR: 0.0584738, NOVELTY: 0.0050723, AVERAGE_POPULARITY: 0.0177312, DIVERSITY_MEAN_INTER_LIST: 0.9961340, DIVERSITY_HERFINDAHL: 0.9995945, COVERAGE_ITEM: 0.4762348, COVERAGE_ITEM_CORRECT: 0.0291434, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0892664, DIVERSITY_GINI: 0.2007015, SHANNON_ENTROPY: 12.5286110, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 9, 'shrink': 3, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0836081, PRECISION: 0.0166628, PRECISION_RECALL_MIN_DEN: 0.0629453, RECALL: 0.0613048, MAP: 0.0272675, MRR: 0.0572141, NDCG: 0.0422697, F1: 0.0262028, HIT_RATE: 0.1666278, ARHR: 0.0629660, NOVELTY: 0.0050172, AVERAGE_POPULARITY: 0.0188882, DIVERSITY_MEAN_INTER_LIST: 0.9935764, DIVERSITY_HERFINDAHL: 0.9993388, COVERAGE_ITEM: 0.6276266, COVERAGE_ITEM_CORRECT: 0.0309143, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0908771, DIVERSITY_GINI: 0.3078038, SHANNON_ENTROPY: 12.9714839, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 14, 'shrink': 996, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0830817, PRECISION: 0.0168605, PRECISION_RECALL_MIN_DEN: 0.0640883, RECALL: 0.0623861, MAP: 0.0268377, MRR: 0.0569303, NDCG: 0.0421193, F1: 0.0265431, HIT_RATE: 0.1686053, ARHR: 0.0628176, NOVELTY: 0.0050340, AVERAGE_POPULARITY: 0.0179380, DIVERSITY_MEAN_INTER_LIST: 0.9956985, DIVERSITY_HERFINDAHL: 0.9995510, COVERAGE_ITEM: 0.6149066, COVERAGE_ITEM_CORRECT: 0.0315842, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0917327, DIVERSITY_GINI: 0.3028420, SHANNON_ENTROPY: 13.0438763, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 998, 'shrink': 984, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0795127, PRECISION: 0.0160984, PRECISION_RECALL_MIN_DEN: 0.0627168, RECALL: 0.0611896, MAP: 0.0255049, MRR: 0.0535429, NDCG: 0.0404739, F1: 0.0254854, HIT_RATE: 0.1609844, ARHR: 0.0585112, NOVELTY: 0.0050733, AVERAGE_POPULARITY: 0.0177409, DIVERSITY_MEAN_INTER_LIST: 0.9961217, DIVERSITY_HERFINDAHL: 0.9995933, COVERAGE_ITEM: 0.4759038, COVERAGE_ITEM_CORRECT: 0.0290818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0890651, DIVERSITY_GINI: 0.2003559, SHANNON_ENTROPY: 12.5253751, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 14, 'shrink': 5, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0860373, PRECISION: 0.0175085, PRECISION_RECALL_MIN_DEN: 0.0660063, RECALL: 0.0642457, MAP: 0.0278308, MRR: 0.0590094, NDCG: 0.0436578, F1: 0.0275168, HIT_RATE: 0.1750846, ARHR: 0.0652459, NOVELTY: 0.0050315, AVERAGE_POPULARITY: 0.0187467, DIVERSITY_MEAN_INTER_LIST: 0.9961550, DIVERSITY_HERFINDAHL: 0.9995966, COVERAGE_ITEM: 0.6308681, COVERAGE_ITEM_CORRECT: 0.0327854, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0945262, DIVERSITY_GINI: 0.3176131, SHANNON_ENTROPY: 13.1279053, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0843372, PRECISION: 0.0169056, PRECISION_RECALL_MIN_DEN: 0.0665018, RECALL: 0.0649954, MAP: 0.0276517, MRR: 0.0580373, NDCG: 0.0434438, F1: 0.0268320, HIT_RATE: 0.1690561, ARHR: 0.0633657, NOVELTY: 0.0050585, AVERAGE_POPULARITY: 0.0181131, DIVERSITY_MEAN_INTER_LIST: 0.9969611, DIVERSITY_HERFINDAHL: 0.9996772, COVERAGE_ITEM: 0.5295168, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0932679, DIVERSITY_GINI: 0.2395818, SHANNON_ENTROPY: 12.8065150, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 6, 'shrink': 991, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0771251, PRECISION: 0.0154345, PRECISION_RECALL_MIN_DEN: 0.0595922, RECALL: 0.0580998, MAP: 0.0249898, MRR: 0.0520407, NDCG: 0.0391317, F1: 0.0243895, HIT_RATE: 0.1543450, ARHR: 0.0570619, NOVELTY: 0.0050041, AVERAGE_POPULARITY: 0.0178662, DIVERSITY_MEAN_INTER_LIST: 0.9868295, DIVERSITY_HERFINDAHL: 0.9986643, COVERAGE_ITEM: 0.6195496, COVERAGE_ITEM_CORRECT: 0.0289740, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0850635, DIVERSITY_GINI: 0.2909504, SHANNON_ENTROPY: 12.6866727, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 17, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0840947, PRECISION: 0.0171593, PRECISION_RECALL_MIN_DEN: 0.0648629, RECALL: 0.0631387, MAP: 0.0274751, MRR: 0.0582203, NDCG: 0.0429616, F1: 0.0269833, HIT_RATE: 0.1715935, ARHR: 0.0642445, NOVELTY: 0.0050277, AVERAGE_POPULARITY: 0.0185807, DIVERSITY_MEAN_INTER_LIST: 0.9965713, DIVERSITY_HERFINDAHL: 0.9996382, COVERAGE_ITEM: 0.6204504, COVERAGE_ITEM_CORRECT: 0.0319692, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0926387, DIVERSITY_GINI: 0.3095161, SHANNON_ENTROPY: 13.1162372, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 992, 'shrink': 974, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0795726, PRECISION: 0.0161136, PRECISION_RECALL_MIN_DEN: 0.0627355, RECALL: 0.0612015, MAP: 0.0255048, MRR: 0.0535704, NDCG: 0.0404843, F1: 0.0255058, HIT_RATE: 0.1611357, ARHR: 0.0585427, NOVELTY: 0.0050732, AVERAGE_POPULARITY: 0.0177416, DIVERSITY_MEAN_INTER_LIST: 0.9961295, DIVERSITY_HERFINDAHL: 0.9995941, COVERAGE_ITEM: 0.4763734, COVERAGE_ITEM_CORRECT: 0.0291049, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0890902, DIVERSITY_GINI: 0.2006147, SHANNON_ENTROPY: 12.5275925, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 13, 'shrink': 16, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0872447, PRECISION: 0.0174589, PRECISION_RECALL_MIN_DEN: 0.0660203, RECALL: 0.0642774, MAP: 0.0283214, MRR: 0.0601754, NDCG: 0.0441005, F1: 0.0274573, HIT_RATE: 0.1745890, ARHR: 0.0662808, NOVELTY: 0.0050334, AVERAGE_POPULARITY: 0.0184456, DIVERSITY_MEAN_INTER_LIST: 0.9959437, DIVERSITY_HERFINDAHL: 0.9995755, COVERAGE_ITEM: 0.6316920, COVERAGE_ITEM_CORRECT: 0.0326930, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0947276, DIVERSITY_GINI: 0.3185346, SHANNON_ENTROPY: 13.1239312, 
