
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 40, 'shrink': 498, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.4856707434737678, 'asymmetric_alpha': 1.5329654602917668, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1329217, PRECISION: 0.0266706, PRECISION_RECALL_MIN_DEN: 0.0988732, RECALL: 0.0964453, MAP: 0.0451051, MRR: 0.0958795, NDCG: 0.0689447, F1: 0.0417803, HIT_RATE: 0.2667063, ARHR: 0.1068837, NOVELTY: 0.0053782, AVERAGE_POPULARITY: 0.1200789, DIVERSITY_MEAN_INTER_LIST: 0.9872293, DIVERSITY_HERFINDAHL: 0.9987042, COVERAGE_ITEM: 0.4787218, COVERAGE_ITEM_CORRECT: 0.0319846, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1397760, DIVERSITY_GINI: 0.1671757, SHANNON_ENTROPY: 11.7349445, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 448, 'shrink': 765, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9664962201698626, 'asymmetric_alpha': 0.8187392707509482, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1375698, PRECISION: 0.0274052, PRECISION_RECALL_MIN_DEN: 0.1036216, RECALL: 0.1012190, MAP: 0.0466223, MRR: 0.0984031, NDCG: 0.0714288, F1: 0.0431295, HIT_RATE: 0.2740520, ARHR: 0.1096689, NOVELTY: 0.0052959, AVERAGE_POPULARITY: 0.1418604, DIVERSITY_MEAN_INTER_LIST: 0.9790503, DIVERSITY_HERFINDAHL: 0.9978865, COVERAGE_ITEM: 0.4009240, COVERAGE_ITEM_CORRECT: 0.0300751, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1197215, SHANNON_ENTROPY: 11.1091240, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 754, 'shrink': 939, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.3519657012916852, 'asymmetric_alpha': 0.8402435309487477, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1128197, PRECISION: 0.0238672, PRECISION_RECALL_MIN_DEN: 0.0879453, RECALL: 0.0857247, MAP: 0.0370614, MRR: 0.0784839, NDCG: 0.0583332, F1: 0.0373375, HIT_RATE: 0.2386720, ARHR: 0.0882509, NOVELTY: 0.0057457, AVERAGE_POPULARITY: 0.0581583, DIVERSITY_MEAN_INTER_LIST: 0.9983522, DIVERSITY_HERFINDAHL: 0.9998163, COVERAGE_ITEM: 0.6803388, COVERAGE_ITEM_CORRECT: 0.0435650, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1247263, DIVERSITY_GINI: 0.3781362, SHANNON_ENTROPY: 13.5157411, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1336470, PRECISION: 0.0253332, PRECISION_RECALL_MIN_DEN: 0.0927094, RECALL: 0.0903510, MAP: 0.0450838, MRR: 0.0960877, NDCG: 0.0673792, F1: 0.0395679, HIT_RATE: 0.2533323, ARHR: 0.1061706, NOVELTY: 0.0055372, AVERAGE_POPULARITY: 0.0872597, DIVERSITY_MEAN_INTER_LIST: 0.9780589, DIVERSITY_HERFINDAHL: 0.9977874, COVERAGE_ITEM: 0.5847623, COVERAGE_ITEM_CORRECT: 0.0377517, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1353970, DIVERSITY_GINI: 0.2445077, SHANNON_ENTROPY: 12.1867653, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 463, 'shrink': 970, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.02194059285403827, 'asymmetric_alpha': 0.041580410609666225, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1377031, PRECISION: 0.0272878, PRECISION_RECALL_MIN_DEN: 0.1033037, RECALL: 0.1008975, MAP: 0.0467505, MRR: 0.0982802, NDCG: 0.0714115, F1: 0.0429544, HIT_RATE: 0.2728779, ARHR: 0.1094590, NOVELTY: 0.0052758, AVERAGE_POPULARITY: 0.1481188, DIVERSITY_MEAN_INTER_LIST: 0.9762947, DIVERSITY_HERFINDAHL: 0.9976110, COVERAGE_ITEM: 0.3892666, COVERAGE_ITEM_CORRECT: 0.0294591, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444822, DIVERSITY_GINI: 0.1128094, SHANNON_ENTROPY: 10.9774019, 

SearchBayesianSkopt-CV: New best config found. Config 32: {'topK': 938, 'shrink': 985, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9755193235505681, 'asymmetric_alpha': 0.0519842599512146, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1614279, PRECISION: 0.0334485, PRECISION_RECALL_MIN_DEN: 0.1272880, RECALL: 0.1244953, MAP: 0.0562717, MRR: 0.1150805, NDCG: 0.0863846, F1: 0.0527259, HIT_RATE: 0.3344854, ARHR: 0.1298257, NOVELTY: 0.0053186, AVERAGE_POPULARITY: 0.1358490, DIVERSITY_MEAN_INTER_LIST: 0.9848258, DIVERSITY_HERFINDAHL: 0.9984639, COVERAGE_ITEM: 0.4468296, COVERAGE_ITEM_CORRECT: 0.0405775, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1729206, DIVERSITY_GINI: 0.1482093, SHANNON_ENTROPY: 11.5252983, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1315861, PRECISION: 0.0265264, PRECISION_RECALL_MIN_DEN: 0.0976315, RECALL: 0.0951717, MAP: 0.0439882, MRR: 0.0946673, NDCG: 0.0676680, F1: 0.0414876, HIT_RATE: 0.2652642, ARHR: 0.1056326, NOVELTY: 0.0054324, AVERAGE_POPULARITY: 0.1034884, DIVERSITY_MEAN_INTER_LIST: 0.9940431, DIVERSITY_HERFINDAHL: 0.9993855, COVERAGE_ITEM: 0.4841886, COVERAGE_ITEM_CORRECT: 0.0373436, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1390210, DIVERSITY_GINI: 0.1882927, SHANNON_ENTROPY: 12.2692134, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0363674, PRECISION: 0.0059349, PRECISION_RECALL_MIN_DEN: 0.0189411, RECALL: 0.0181955, MAP: 0.0116661, MRR: 0.0278508, NDCG: 0.0164529, F1: 0.0089466, HIT_RATE: 0.0593487, ARHR: 0.0298798, NOVELTY: 0.0057278, AVERAGE_POPULARITY: 0.0580778, DIVERSITY_MEAN_INTER_LIST: 0.6231730, DIVERSITY_HERFINDAHL: 0.9623055, COVERAGE_ITEM: 0.3575515, COVERAGE_ITEM_CORRECT: 0.0117036, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0330691, DIVERSITY_GINI: 0.0761882, SHANNON_ENTROPY: 7.4673098, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 546, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.33488361080997847, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372921, PRECISION: 0.0272734, PRECISION_RECALL_MIN_DEN: 0.1032878, RECALL: 0.1008884, MAP: 0.0466315, MRR: 0.0981753, NDCG: 0.0713148, F1: 0.0429363, HIT_RATE: 0.2727336, ARHR: 0.1093378, NOVELTY: 0.0052774, AVERAGE_POPULARITY: 0.1478367, DIVERSITY_MEAN_INTER_LIST: 0.9763622, DIVERSITY_HERFINDAHL: 0.9976177, COVERAGE_ITEM: 0.3895361, COVERAGE_ITEM_CORRECT: 0.0294514, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442305, DIVERSITY_GINI: 0.1127236, SHANNON_ENTROPY: 10.9807069, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1153222, PRECISION: 0.0214106, PRECISION_RECALL_MIN_DEN: 0.0814320, RECALL: 0.0795903, MAP: 0.0387307, MRR: 0.0827760, NDCG: 0.0582799, F1: 0.0337401, HIT_RATE: 0.2141064, ARHR: 0.0906477, NOVELTY: 0.0054518, AVERAGE_POPULARITY: 0.1056148, DIVERSITY_MEAN_INTER_LIST: 0.9817518, DIVERSITY_HERFINDAHL: 0.9981566, COVERAGE_ITEM: 0.5096131, COVERAGE_ITEM_CORRECT: 0.0276266, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1166730, DIVERSITY_GINI: 0.1826111, SHANNON_ENTROPY: 11.7307620, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 522, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.27508839459532636, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1375389, PRECISION: 0.0273224, PRECISION_RECALL_MIN_DEN: 0.1034346, RECALL: 0.1010216, MAP: 0.0467585, MRR: 0.0984553, NDCG: 0.0714703, F1: 0.0430090, HIT_RATE: 0.2732236, ARHR: 0.1096314, NOVELTY: 0.0052777, AVERAGE_POPULARITY: 0.1477378, DIVERSITY_MEAN_INTER_LIST: 0.9764393, DIVERSITY_HERFINDAHL: 0.9976254, COVERAGE_ITEM: 0.3897902, COVERAGE_ITEM_CORRECT: 0.0294591, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444570, DIVERSITY_GINI: 0.1129590, SHANNON_ENTROPY: 10.9847840, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1362646, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024381, RECALL: 0.1000973, MAP: 0.0463554, MRR: 0.0972237, NDCG: 0.0708034, F1: 0.0424693, HIT_RATE: 0.2695496, ARHR: 0.1081151, NOVELTY: 0.0052533, AVERAGE_POPULARITY: 0.1537950, DIVERSITY_MEAN_INTER_LIST: 0.9729596, DIVERSITY_HERFINDAHL: 0.9972775, COVERAGE_ITEM: 0.3699172, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1019200, SHANNON_ENTROPY: 10.7762172, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 826, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.42719716901288896, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1371642, PRECISION: 0.0270007, PRECISION_RECALL_MIN_DEN: 0.1025072, RECALL: 0.1001627, MAP: 0.0464347, MRR: 0.0976138, NDCG: 0.0709436, F1: 0.0425328, HIT_RATE: 0.2700066, ARHR: 0.1085111, NOVELTY: 0.0052578, AVERAGE_POPULARITY: 0.1525738, DIVERSITY_MEAN_INTER_LIST: 0.9738075, DIVERSITY_HERFINDAHL: 0.9973623, COVERAGE_ITEM: 0.3734899, COVERAGE_ITEM_CORRECT: 0.0287815, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1434252, DIVERSITY_GINI: 0.1038722, SHANNON_ENTROPY: 10.8200975, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1315861, PRECISION: 0.0265264, PRECISION_RECALL_MIN_DEN: 0.0976315, RECALL: 0.0951717, MAP: 0.0439882, MRR: 0.0946673, NDCG: 0.0676680, F1: 0.0414876, HIT_RATE: 0.2652642, ARHR: 0.1056326, NOVELTY: 0.0054324, AVERAGE_POPULARITY: 0.1034884, DIVERSITY_MEAN_INTER_LIST: 0.9940431, DIVERSITY_HERFINDAHL: 0.9993855, COVERAGE_ITEM: 0.4841886, COVERAGE_ITEM_CORRECT: 0.0373436, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1390210, DIVERSITY_GINI: 0.1882927, SHANNON_ENTROPY: 12.2692134, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 585, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.20540126681246387, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372533, PRECISION: 0.0271786, PRECISION_RECALL_MIN_DEN: 0.1029292, RECALL: 0.1005627, MAP: 0.0466426, MRR: 0.0981033, NDCG: 0.0712384, F1: 0.0427897, HIT_RATE: 0.2717856, ARHR: 0.1092470, NOVELTY: 0.0052734, AVERAGE_POPULARITY: 0.1489747, DIVERSITY_MEAN_INTER_LIST: 0.9757897, DIVERSITY_HERFINDAHL: 0.9975605, COVERAGE_ITEM: 0.3866333, COVERAGE_ITEM_CORRECT: 0.0292897, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1440292, DIVERSITY_GINI: 0.1110066, SHANNON_ENTROPY: 10.9495111, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 725, 'shrink': 579, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.18449395850130848, 'asymmetric_alpha': 0.22783946835915622, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1373653, PRECISION: 0.0272278, PRECISION_RECALL_MIN_DEN: 0.1031952, RECALL: 0.1007961, MAP: 0.0465425, MRR: 0.0980179, NDCG: 0.0712303, F1: 0.0428714, HIT_RATE: 0.2722781, ARHR: 0.1090809, NOVELTY: 0.0052733, AVERAGE_POPULARITY: 0.1486070, DIVERSITY_MEAN_INTER_LIST: 0.9759217, DIVERSITY_HERFINDAHL: 0.9975737, COVERAGE_ITEM: 0.3850010, COVERAGE_ITEM_CORRECT: 0.0292974, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443312, DIVERSITY_GINI: 0.1099973, SHANNON_ENTROPY: 10.9372687, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 605, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.013848623010406418, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1364218, PRECISION: 0.0270610, PRECISION_RECALL_MIN_DEN: 0.1028151, RECALL: 0.1004790, MAP: 0.0464034, MRR: 0.0974290, NDCG: 0.0709731, F1: 0.0426355, HIT_RATE: 0.2706095, ARHR: 0.1083710, NOVELTY: 0.0052587, AVERAGE_POPULARITY: 0.1525377, DIVERSITY_MEAN_INTER_LIST: 0.9736724, DIVERSITY_HERFINDAHL: 0.9973488, COVERAGE_ITEM: 0.3747680, COVERAGE_ITEM_CORRECT: 0.0286814, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1435762, DIVERSITY_GINI: 0.1042464, SHANNON_ENTROPY: 10.8157733, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 594, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.17490725410224905, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372230, PRECISION: 0.0272126, PRECISION_RECALL_MIN_DEN: 0.1030799, RECALL: 0.1007072, MAP: 0.0466348, MRR: 0.0980694, NDCG: 0.0712624, F1: 0.0428448, HIT_RATE: 0.2721263, ARHR: 0.1091953, NOVELTY: 0.0052725, AVERAGE_POPULARITY: 0.1491893, DIVERSITY_MEAN_INTER_LIST: 0.9756680, DIVERSITY_HERFINDAHL: 0.9975483, COVERAGE_ITEM: 0.3860019, COVERAGE_ITEM_CORRECT: 0.0292743, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441802, DIVERSITY_GINI: 0.1106208, SHANNON_ENTROPY: 10.9421859, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 629, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.08924836218220562, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1370590, PRECISION: 0.0271707, PRECISION_RECALL_MIN_DEN: 0.1029747, RECALL: 0.1006273, MAP: 0.0466093, MRR: 0.0977575, NDCG: 0.0712011, F1: 0.0427855, HIT_RATE: 0.2717074, ARHR: 0.1088608, NOVELTY: 0.0052692, AVERAGE_POPULARITY: 0.1499961, DIVERSITY_MEAN_INTER_LIST: 0.9752543, DIVERSITY_HERFINDAHL: 0.9975069, COVERAGE_ITEM: 0.3836073, COVERAGE_ITEM_CORRECT: 0.0291665, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439537, DIVERSITY_GINI: 0.1092207, SHANNON_ENTROPY: 10.9154315, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.514870350930298, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1173607, PRECISION: 0.0218123, PRECISION_RECALL_MIN_DEN: 0.0828686, RECALL: 0.0810077, MAP: 0.0391795, MRR: 0.0840666, NDCG: 0.0591554, F1: 0.0343673, HIT_RATE: 0.2181227, ARHR: 0.0920832, NOVELTY: 0.0054479, AVERAGE_POPULARITY: 0.1064332, DIVERSITY_MEAN_INTER_LIST: 0.9822560, DIVERSITY_HERFINDAHL: 0.9982070, COVERAGE_ITEM: 0.5082887, COVERAGE_ITEM_CORRECT: 0.0279038, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1189380, DIVERSITY_GINI: 0.1811515, SHANNON_ENTROPY: 11.7289982, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 609, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.1446947828521027, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372277, PRECISION: 0.0271972, PRECISION_RECALL_MIN_DEN: 0.1030163, RECALL: 0.1006536, MAP: 0.0466004, MRR: 0.0978791, NDCG: 0.0712157, F1: 0.0428208, HIT_RATE: 0.2719724, ARHR: 0.1089931, NOVELTY: 0.0052712, AVERAGE_POPULARITY: 0.1494921, DIVERSITY_MEAN_INTER_LIST: 0.9755200, DIVERSITY_HERFINDAHL: 0.9975335, COVERAGE_ITEM: 0.3850549, COVERAGE_ITEM_CORRECT: 0.0292050, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441550, DIVERSITY_GINI: 0.1100639, SHANNON_ENTROPY: 10.9318292, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 609, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.14490341496965795, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372319, PRECISION: 0.0271972, PRECISION_RECALL_MIN_DEN: 0.1030163, RECALL: 0.1006536, MAP: 0.0466004, MRR: 0.0978796, NDCG: 0.0712157, F1: 0.0428208, HIT_RATE: 0.2719724, ARHR: 0.1089936, NOVELTY: 0.0052712, AVERAGE_POPULARITY: 0.1494900, DIVERSITY_MEAN_INTER_LIST: 0.9755210, DIVERSITY_HERFINDAHL: 0.9975336, COVERAGE_ITEM: 0.3850549, COVERAGE_ITEM_CORRECT: 0.0292050, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441550, DIVERSITY_GINI: 0.1100639, SHANNON_ENTROPY: 10.9318384, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 610, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.14505752788609194, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1372002, PRECISION: 0.0272086, PRECISION_RECALL_MIN_DEN: 0.1030328, RECALL: 0.1006673, MAP: 0.0465949, MRR: 0.0978357, NDCG: 0.0712128, F1: 0.0428362, HIT_RATE: 0.2720863, ARHR: 0.1089494, NOVELTY: 0.0052712, AVERAGE_POPULARITY: 0.1494911, DIVERSITY_MEAN_INTER_LIST: 0.9755168, DIVERSITY_HERFINDAHL: 0.9975332, COVERAGE_ITEM: 0.3850164, COVERAGE_ITEM_CORRECT: 0.0292127, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442305, DIVERSITY_GINI: 0.1100445, SHANNON_ENTROPY: 10.9314732, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 654, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0444151920880652, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1370879, PRECISION: 0.0271443, PRECISION_RECALL_MIN_DEN: 0.1029705, RECALL: 0.1006320, MAP: 0.0465585, MRR: 0.0977862, NDCG: 0.0711752, F1: 0.0427532, HIT_RATE: 0.2714432, ARHR: 0.1088416, NOVELTY: 0.0052674, AVERAGE_POPULARITY: 0.1504337, DIVERSITY_MEAN_INTER_LIST: 0.9750207, DIVERSITY_HERFINDAHL: 0.9974836, COVERAGE_ITEM: 0.3823215, COVERAGE_ITEM_CORRECT: 0.0291665, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1438530, DIVERSITY_GINI: 0.1084703, SHANNON_ENTROPY: 10.9011789, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 669, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369422, PRECISION: 0.0271558, PRECISION_RECALL_MIN_DEN: 0.1029122, RECALL: 0.1005442, MAP: 0.0465538, MRR: 0.0977487, NDCG: 0.0711403, F1: 0.0427595, HIT_RATE: 0.2715578, ARHR: 0.1088366, NOVELTY: 0.0052619, AVERAGE_POPULARITY: 0.1516631, DIVERSITY_MEAN_INTER_LIST: 0.9743513, DIVERSITY_HERFINDAHL: 0.9974167, COVERAGE_ITEM: 0.3771704, COVERAGE_ITEM_CORRECT: 0.0290818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437020, DIVERSITY_GINI: 0.1060204, SHANNON_ENTROPY: 10.8615246, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 656, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.04067149213704459, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1370781, PRECISION: 0.0271519, PRECISION_RECALL_MIN_DEN: 0.1030121, RECALL: 0.1006727, MAP: 0.0465815, MRR: 0.0977987, NDCG: 0.0712026, F1: 0.0427663, HIT_RATE: 0.2715192, ARHR: 0.1088668, NOVELTY: 0.0052673, AVERAGE_POPULARITY: 0.1504708, DIVERSITY_MEAN_INTER_LIST: 0.9749986, DIVERSITY_HERFINDAHL: 0.9974814, COVERAGE_ITEM: 0.3822214, COVERAGE_ITEM_CORRECT: 0.0291588, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1438279, DIVERSITY_GINI: 0.1084068, SHANNON_ENTROPY: 10.8997591, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 613, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.13923303468872103, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1373475, PRECISION: 0.0271935, PRECISION_RECALL_MIN_DEN: 0.1030295, RECALL: 0.1006726, MAP: 0.0466011, MRR: 0.0978593, NDCG: 0.0712240, F1: 0.0428178, HIT_RATE: 0.2719349, ARHR: 0.1089429, NOVELTY: 0.0052709, AVERAGE_POPULARITY: 0.1495472, DIVERSITY_MEAN_INTER_LIST: 0.9754829, DIVERSITY_HERFINDAHL: 0.9975298, COVERAGE_ITEM: 0.3848008, COVERAGE_ITEM_CORRECT: 0.0292050, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442809, DIVERSITY_GINI: 0.1099246, SHANNON_ENTROPY: 10.9294756, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 669, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369422, PRECISION: 0.0271558, PRECISION_RECALL_MIN_DEN: 0.1029122, RECALL: 0.1005442, MAP: 0.0465538, MRR: 0.0977487, NDCG: 0.0711403, F1: 0.0427595, HIT_RATE: 0.2715578, ARHR: 0.1088366, NOVELTY: 0.0052619, AVERAGE_POPULARITY: 0.1516631, DIVERSITY_MEAN_INTER_LIST: 0.9743513, DIVERSITY_HERFINDAHL: 0.9974167, COVERAGE_ITEM: 0.3771704, COVERAGE_ITEM_CORRECT: 0.0290818, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437020, DIVERSITY_GINI: 0.1060204, SHANNON_ENTROPY: 10.8615246, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 663, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.02598016276423503, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1369977, PRECISION: 0.0271481, PRECISION_RECALL_MIN_DEN: 0.1029256, RECALL: 0.1005681, MAP: 0.0465559, MRR: 0.0977580, NDCG: 0.0711470, F1: 0.0427519, HIT_RATE: 0.2714810, ARHR: 0.1088480, NOVELTY: 0.0052667, AVERAGE_POPULARITY: 0.1506209, DIVERSITY_MEAN_INTER_LIST: 0.9749018, DIVERSITY_HERFINDAHL: 0.9974717, COVERAGE_ITEM: 0.3818672, COVERAGE_ITEM_CORRECT: 0.0291357, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1436014, DIVERSITY_GINI: 0.1081818, SHANNON_ENTROPY: 10.8948501, 
