
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 647, 'shrink': 492, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.12751404880876174} - results: ROC_AUC: 0.1358681, PRECISION: 0.0280866, PRECISION_RECALL_MIN_DEN: 0.1061640, RECALL: 0.1035515, MAP: 0.0456367, MRR: 0.0957111, NDCG: 0.0709809, F1: 0.0441869, HIT_RATE: 0.2808658, ARHR: 0.1071609, NOVELTY: 0.0053676, AVERAGE_POPULARITY: 0.1181245, DIVERSITY_MEAN_INTER_LIST: 0.9923992, DIVERSITY_HERFINDAHL: 0.9992211, COVERAGE_ITEM: 0.4581636, COVERAGE_ITEM_CORRECT: 0.0373821, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1471499, DIVERSITY_GINI: 0.1756154, SHANNON_ENTROPY: 12.1180130, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True, 'icm_weight': 3.469446951953614e-18} - results: ROC_AUC: 0.1197693, PRECISION: 0.0231746, PRECISION_RECALL_MIN_DEN: 0.0884083, RECALL: 0.0863121, MAP: 0.0401954, MRR: 0.0842934, NDCG: 0.0611991, F1: 0.0365368, HIT_RATE: 0.2317459, ARHR: 0.0927058, NOVELTY: 0.0054758, AVERAGE_POPULARITY: 0.0998856, DIVERSITY_MEAN_INTER_LIST: 0.9796423, DIVERSITY_HERFINDAHL: 0.9979457, COVERAGE_ITEM: 0.5614398, COVERAGE_ITEM_CORRECT: 0.0334475, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1250031, DIVERSITY_GINI: 0.2221065, SHANNON_ENTROPY: 11.9783708, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 24, 'shrink': 983, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9956732671861034} - results: ROC_AUC: 0.1361276, PRECISION: 0.0278158, PRECISION_RECALL_MIN_DEN: 0.1034982, RECALL: 0.1007965, MAP: 0.0458416, MRR: 0.0966903, NDCG: 0.0705084, F1: 0.0435987, HIT_RATE: 0.2781580, ARHR: 0.1082876, NOVELTY: 0.0054189, AVERAGE_POPULARITY: 0.1110106, DIVERSITY_MEAN_INTER_LIST: 0.9920995, DIVERSITY_HERFINDAHL: 0.9991911, COVERAGE_ITEM: 0.5538479, COVERAGE_ITEM_CORRECT: 0.0381598, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1454637, DIVERSITY_GINI: 0.2342279, SHANNON_ENTROPY: 12.4105076, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 23, 'shrink': 988, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9666278477210614} - results: ROC_AUC: 0.1357764, PRECISION: 0.0276870, PRECISION_RECALL_MIN_DEN: 0.1027835, RECALL: 0.1000928, MAP: 0.0455985, MRR: 0.0961115, NDCG: 0.0701503, F1: 0.0433750, HIT_RATE: 0.2768705, ARHR: 0.1075975, NOVELTY: 0.0054199, AVERAGE_POPULARITY: 0.1108212, DIVERSITY_MEAN_INTER_LIST: 0.9920613, DIVERSITY_HERFINDAHL: 0.9991873, COVERAGE_ITEM: 0.5548412, COVERAGE_ITEM_CORRECT: 0.0379750, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1448094, DIVERSITY_GINI: 0.2345874, SHANNON_ENTROPY: 12.4094593, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 18, 'shrink': 27, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.031690816122896155} - results: ROC_AUC: 0.1295333, PRECISION: 0.0266079, PRECISION_RECALL_MIN_DEN: 0.0999419, RECALL: 0.0973488, MAP: 0.0429523, MRR: 0.0907300, NDCG: 0.0668282, F1: 0.0417923, HIT_RATE: 0.2660791, ARHR: 0.1014520, NOVELTY: 0.0055458, AVERAGE_POPULARITY: 0.0837913, DIVERSITY_MEAN_INTER_LIST: 0.9957660, DIVERSITY_HERFINDAHL: 0.9995577, COVERAGE_ITEM: 0.6228912, COVERAGE_ITEM_CORRECT: 0.0421944, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1403800, DIVERSITY_GINI: 0.3065418, SHANNON_ENTROPY: 13.0178762, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 914, 'shrink': 984, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9954314587845123} - results: ROC_AUC: 0.1343071, PRECISION: 0.0274538, PRECISION_RECALL_MIN_DEN: 0.1041125, RECALL: 0.1016490, MAP: 0.0451307, MRR: 0.0946445, NDCG: 0.0700173, F1: 0.0432305, HIT_RATE: 0.2745378, ARHR: 0.1056284, NOVELTY: 0.0053450, AVERAGE_POPULARITY: 0.1256612, DIVERSITY_MEAN_INTER_LIST: 0.9912052, DIVERSITY_HERFINDAHL: 0.9991017, COVERAGE_ITEM: 0.4455746, COVERAGE_ITEM_CORRECT: 0.0357267, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1445577, DIVERSITY_GINI: 0.1647214, SHANNON_ENTROPY: 11.9791917, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 973, 'shrink': 968, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.03620331871435501} - results: ROC_AUC: 0.1343411, PRECISION: 0.0273440, PRECISION_RECALL_MIN_DEN: 0.1039765, RECALL: 0.1015368, MAP: 0.0450599, MRR: 0.0945370, NDCG: 0.0699101, F1: 0.0430843, HIT_RATE: 0.2734397, ARHR: 0.1054592, NOVELTY: 0.0053440, AVERAGE_POPULARITY: 0.1258578, DIVERSITY_MEAN_INTER_LIST: 0.9911692, DIVERSITY_HERFINDAHL: 0.9990981, COVERAGE_ITEM: 0.4443195, COVERAGE_ITEM_CORRECT: 0.0355727, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442054, DIVERSITY_GINI: 0.1637184, SHANNON_ENTROPY: 11.9696220, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 91, 'shrink': 1, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9924919410329651} - results: ROC_AUC: 0.1259081, PRECISION: 0.0262319, PRECISION_RECALL_MIN_DEN: 0.0997104, RECALL: 0.0972626, MAP: 0.0426058, MRR: 0.0886986, NDCG: 0.0662943, F1: 0.0413189, HIT_RATE: 0.2623187, ARHR: 0.0992612, NOVELTY: 0.0056307, AVERAGE_POPULARITY: 0.0729992, DIVERSITY_MEAN_INTER_LIST: 0.9976010, DIVERSITY_HERFINDAHL: 0.9997412, COVERAGE_ITEM: 0.6232685, COVERAGE_ITEM_CORRECT: 0.0433417, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1372342, DIVERSITY_GINI: 0.3202855, SHANNON_ENTROPY: 13.2144968, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 26, 'shrink': 988, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.968959415047824} - results: ROC_AUC: 0.1363549, PRECISION: 0.0279972, PRECISION_RECALL_MIN_DEN: 0.1041278, RECALL: 0.1014233, MAP: 0.0461954, MRR: 0.0971875, NDCG: 0.0709797, F1: 0.0438808, HIT_RATE: 0.2799717, ARHR: 0.1089795, NOVELTY: 0.0054168, AVERAGE_POPULARITY: 0.1114315, DIVERSITY_MEAN_INTER_LIST: 0.9921620, DIVERSITY_HERFINDAHL: 0.9991974, COVERAGE_ITEM: 0.5523311, COVERAGE_ITEM_CORRECT: 0.0381521, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1455644, DIVERSITY_GINI: 0.2336297, SHANNON_ENTROPY: 12.4116146, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 986, 'shrink': 13, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9923619526186656} - results: ROC_AUC: 0.1221555, PRECISION: 0.0248847, PRECISION_RECALL_MIN_DEN: 0.0970759, RECALL: 0.0949003, MAP: 0.0408664, MRR: 0.0844458, NDCG: 0.0638994, F1: 0.0394283, HIT_RATE: 0.2488466, ARHR: 0.0937142, NOVELTY: 0.0055662, AVERAGE_POPULARITY: 0.0780239, DIVERSITY_MEAN_INTER_LIST: 0.9970668, DIVERSITY_HERFINDAHL: 0.9996878, COVERAGE_ITEM: 0.5468181, COVERAGE_ITEM_CORRECT: 0.0411165, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1331823, DIVERSITY_GINI: 0.2534571, SHANNON_ENTROPY: 12.8803295, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 26, 'shrink': 999, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.04839150815936312} - results: ROC_AUC: 0.1363544, PRECISION: 0.0279934, PRECISION_RECALL_MIN_DEN: 0.1041257, RECALL: 0.1014212, MAP: 0.0461899, MRR: 0.0971748, NDCG: 0.0709737, F1: 0.0438759, HIT_RATE: 0.2799337, ARHR: 0.1089557, NOVELTY: 0.0054167, AVERAGE_POPULARITY: 0.1114660, DIVERSITY_MEAN_INTER_LIST: 0.9921536, DIVERSITY_HERFINDAHL: 0.9991966, COVERAGE_ITEM: 0.5523234, COVERAGE_ITEM_CORRECT: 0.0381444, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1455644, DIVERSITY_GINI: 0.2335779, SHANNON_ENTROPY: 12.4109056, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 976, 'shrink': 988, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9986984368992379} - results: ROC_AUC: 0.1343712, PRECISION: 0.0273364, PRECISION_RECALL_MIN_DEN: 0.1038286, RECALL: 0.1013856, MAP: 0.0450578, MRR: 0.0944911, NDCG: 0.0698749, F1: 0.0430613, HIT_RATE: 0.2733639, ARHR: 0.1054201, NOVELTY: 0.0053435, AVERAGE_POPULARITY: 0.1260391, DIVERSITY_MEAN_INTER_LIST: 0.9911362, DIVERSITY_HERFINDAHL: 0.9990948, COVERAGE_ITEM: 0.4440269, COVERAGE_ITEM_CORRECT: 0.0355111, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441299, DIVERSITY_GINI: 0.1635744, SHANNON_ENTROPY: 11.9671662, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1197693, PRECISION: 0.0231746, PRECISION_RECALL_MIN_DEN: 0.0884083, RECALL: 0.0863121, MAP: 0.0401954, MRR: 0.0842934, NDCG: 0.0611991, F1: 0.0365368, HIT_RATE: 0.2317459, ARHR: 0.0927058, NOVELTY: 0.0054758, AVERAGE_POPULARITY: 0.0998856, DIVERSITY_MEAN_INTER_LIST: 0.9796423, DIVERSITY_HERFINDAHL: 0.9979457, COVERAGE_ITEM: 0.5614398, COVERAGE_ITEM_CORRECT: 0.0334475, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1250031, DIVERSITY_GINI: 0.2221065, SHANNON_ENTROPY: 11.9783708, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 18, 'shrink': 9, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.08327071626951833} - results: ROC_AUC: 0.1257564, PRECISION: 0.0260130, PRECISION_RECALL_MIN_DEN: 0.0977411, RECALL: 0.0951936, MAP: 0.0420473, MRR: 0.0883772, NDCG: 0.0653545, F1: 0.0408601, HIT_RATE: 0.2601302, ARHR: 0.0989030, NOVELTY: 0.0055922, AVERAGE_POPULARITY: 0.0772628, DIVERSITY_MEAN_INTER_LIST: 0.9959705, DIVERSITY_HERFINDAHL: 0.9995782, COVERAGE_ITEM: 0.6441963, COVERAGE_ITEM_CORRECT: 0.0425794, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1369825, DIVERSITY_GINI: 0.3288764, SHANNON_ENTROPY: 13.1411773, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1197693, PRECISION: 0.0231746, PRECISION_RECALL_MIN_DEN: 0.0884083, RECALL: 0.0863121, MAP: 0.0401954, MRR: 0.0842934, NDCG: 0.0611991, F1: 0.0365368, HIT_RATE: 0.2317459, ARHR: 0.0927058, NOVELTY: 0.0054758, AVERAGE_POPULARITY: 0.0998856, DIVERSITY_MEAN_INTER_LIST: 0.9796423, DIVERSITY_HERFINDAHL: 0.9979457, COVERAGE_ITEM: 0.5614398, COVERAGE_ITEM_CORRECT: 0.0334475, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1250031, DIVERSITY_GINI: 0.2221065, SHANNON_ENTROPY: 11.9783708, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 950, 'shrink': 999, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.06384998591278236} - results: ROC_AUC: 0.1343479, PRECISION: 0.0274160, PRECISION_RECALL_MIN_DEN: 0.1038504, RECALL: 0.1013820, MAP: 0.0451095, MRR: 0.0946465, NDCG: 0.0699409, F1: 0.0431596, HIT_RATE: 0.2741602, ARHR: 0.1056143, NOVELTY: 0.0053440, AVERAGE_POPULARITY: 0.1259223, DIVERSITY_MEAN_INTER_LIST: 0.9911558, DIVERSITY_HERFINDAHL: 0.9990968, COVERAGE_ITEM: 0.4447815, COVERAGE_ITEM_CORRECT: 0.0356420, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444570, DIVERSITY_GINI: 0.1640429, SHANNON_ENTROPY: 11.9716477, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 950, 'shrink': 971, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9997801714281063} - results: ROC_AUC: 0.1343412, PRECISION: 0.0274122, PRECISION_RECALL_MIN_DEN: 0.1039086, RECALL: 0.1014470, MAP: 0.0451402, MRR: 0.0946942, NDCG: 0.0699789, F1: 0.0431607, HIT_RATE: 0.2741217, ARHR: 0.1056569, NOVELTY: 0.0053445, AVERAGE_POPULARITY: 0.1257262, DIVERSITY_MEAN_INTER_LIST: 0.9911933, DIVERSITY_HERFINDAHL: 0.9991005, COVERAGE_ITEM: 0.4448893, COVERAGE_ITEM_CORRECT: 0.0356805, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1641845, SHANNON_ENTROPY: 11.9744002, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 991, 'shrink': 986, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.022391355604634126} - results: ROC_AUC: 0.1342188, PRECISION: 0.0273743, PRECISION_RECALL_MIN_DEN: 0.1038963, RECALL: 0.1014336, MAP: 0.0450483, MRR: 0.0945058, NDCG: 0.0698787, F1: 0.0431125, HIT_RATE: 0.2737432, ARHR: 0.1054611, NOVELTY: 0.0053432, AVERAGE_POPULARITY: 0.1261141, DIVERSITY_MEAN_INTER_LIST: 0.9911250, DIVERSITY_HERFINDAHL: 0.9990937, COVERAGE_ITEM: 0.4435804, COVERAGE_ITEM_CORRECT: 0.0355881, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441047, DIVERSITY_GINI: 0.1632882, SHANNON_ENTROPY: 11.9646780, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 986, 'shrink': 20, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.009276678482949443} - results: ROC_AUC: 0.1239193, PRECISION: 0.0251377, PRECISION_RECALL_MIN_DEN: 0.0973583, RECALL: 0.0951283, MAP: 0.0415120, MRR: 0.0856115, NDCG: 0.0645802, F1: 0.0397652, HIT_RATE: 0.2513772, ARHR: 0.0951677, NOVELTY: 0.0055425, AVERAGE_POPULARITY: 0.0811940, DIVERSITY_MEAN_INTER_LIST: 0.9969032, DIVERSITY_HERFINDAHL: 0.9996714, COVERAGE_ITEM: 0.5370934, COVERAGE_ITEM_CORRECT: 0.0408624, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1340883, DIVERSITY_GINI: 0.2458427, SHANNON_ENTROPY: 12.8282306, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1341250, PRECISION: 0.0273933, PRECISION_RECALL_MIN_DEN: 0.1039842, RECALL: 0.1015202, MAP: 0.0450384, MRR: 0.0945056, NDCG: 0.0698913, F1: 0.0431439, HIT_RATE: 0.2739330, ARHR: 0.1054646, NOVELTY: 0.0053428, AVERAGE_POPULARITY: 0.1262558, DIVERSITY_MEAN_INTER_LIST: 0.9911011, DIVERSITY_HERFINDAHL: 0.9990913, COVERAGE_ITEM: 0.4431184, COVERAGE_ITEM_CORRECT: 0.0356035, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442557, DIVERSITY_GINI: 0.1630191, SHANNON_ENTROPY: 11.9617576, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1341250, PRECISION: 0.0273933, PRECISION_RECALL_MIN_DEN: 0.1039842, RECALL: 0.1015202, MAP: 0.0450384, MRR: 0.0945056, NDCG: 0.0698913, F1: 0.0431439, HIT_RATE: 0.2739330, ARHR: 0.1054646, NOVELTY: 0.0053428, AVERAGE_POPULARITY: 0.1262558, DIVERSITY_MEAN_INTER_LIST: 0.9911011, DIVERSITY_HERFINDAHL: 0.9990913, COVERAGE_ITEM: 0.4431184, COVERAGE_ITEM_CORRECT: 0.0356035, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442557, DIVERSITY_GINI: 0.1630191, SHANNON_ENTROPY: 11.9617576, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 28, 'shrink': 4, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.90508432084406} - results: ROC_AUC: 0.1266967, PRECISION: 0.0263576, PRECISION_RECALL_MIN_DEN: 0.0986206, RECALL: 0.0960350, MAP: 0.0425958, MRR: 0.0894678, NDCG: 0.0660425, F1: 0.0413618, HIT_RATE: 0.2635765, ARHR: 0.1001846, NOVELTY: 0.0056132, AVERAGE_POPULARITY: 0.0750201, DIVERSITY_MEAN_INTER_LIST: 0.9970339, DIVERSITY_HERFINDAHL: 0.9996845, COVERAGE_ITEM: 0.6445197, COVERAGE_ITEM_CORRECT: 0.0432493, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1383667, DIVERSITY_GINI: 0.3344849, SHANNON_ENTROPY: 13.2259084, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 19, 'shrink': 12, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.002280959028647334} - results: ROC_AUC: 0.1271845, PRECISION: 0.0262893, PRECISION_RECALL_MIN_DEN: 0.0988874, RECALL: 0.0963285, MAP: 0.0423528, MRR: 0.0893823, NDCG: 0.0659935, F1: 0.0413056, HIT_RATE: 0.2628932, ARHR: 0.1000024, NOVELTY: 0.0055810, AVERAGE_POPULARITY: 0.0787124, DIVERSITY_MEAN_INTER_LIST: 0.9961489, DIVERSITY_HERFINDAHL: 0.9995960, COVERAGE_ITEM: 0.6397690, COVERAGE_ITEM_CORRECT: 0.0426102, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1384422, DIVERSITY_GINI: 0.3244038, SHANNON_ENTROPY: 13.1278000, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 977, 'shrink': 8, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9702570038393123} - results: ROC_AUC: 0.1204772, PRECISION: 0.0244671, PRECISION_RECALL_MIN_DEN: 0.0957654, RECALL: 0.0936694, MAP: 0.0405920, MRR: 0.0837299, NDCG: 0.0632569, F1: 0.0387976, HIT_RATE: 0.2446710, ARHR: 0.0927844, NOVELTY: 0.0055886, AVERAGE_POPULARITY: 0.0752770, DIVERSITY_MEAN_INTER_LIST: 0.9971894, DIVERSITY_HERFINDAHL: 0.9997000, COVERAGE_ITEM: 0.5544716, COVERAGE_ITEM_CORRECT: 0.0409163, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1311187, DIVERSITY_GINI: 0.2596485, SHANNON_ENTROPY: 12.9211328, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.0} - results: ROC_AUC: 0.1341250, PRECISION: 0.0273933, PRECISION_RECALL_MIN_DEN: 0.1039842, RECALL: 0.1015202, MAP: 0.0450384, MRR: 0.0945056, NDCG: 0.0698913, F1: 0.0431439, HIT_RATE: 0.2739330, ARHR: 0.1054646, NOVELTY: 0.0053428, AVERAGE_POPULARITY: 0.1262558, DIVERSITY_MEAN_INTER_LIST: 0.9911011, DIVERSITY_HERFINDAHL: 0.9990913, COVERAGE_ITEM: 0.4431184, COVERAGE_ITEM_CORRECT: 0.0356035, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442557, DIVERSITY_GINI: 0.1630191, SHANNON_ENTROPY: 11.9617576, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 24, 'shrink': 24, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9963467024425319} - results: ROC_AUC: 0.1308170, PRECISION: 0.0270427, PRECISION_RECALL_MIN_DEN: 0.1008765, RECALL: 0.0981957, MAP: 0.0434610, MRR: 0.0916291, NDCG: 0.0675817, F1: 0.0424053, HIT_RATE: 0.2704267, ARHR: 0.1025614, NOVELTY: 0.0055487, AVERAGE_POPULARITY: 0.0832446, DIVERSITY_MEAN_INTER_LIST: 0.9964352, DIVERSITY_HERFINDAHL: 0.9996246, COVERAGE_ITEM: 0.6219750, COVERAGE_ITEM_CORRECT: 0.0428566, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1420662, DIVERSITY_GINI: 0.3086995, SHANNON_ENTROPY: 13.0657671, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 8, 'shrink': 997, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9862452440112903} - results: ROC_AUC: 0.1263847, PRECISION: 0.0252964, PRECISION_RECALL_MIN_DEN: 0.0959746, RECALL: 0.0935908, MAP: 0.0423808, MRR: 0.0888062, NDCG: 0.0651883, F1: 0.0398255, HIT_RATE: 0.2529641, ARHR: 0.0985933, NOVELTY: 0.0054539, AVERAGE_POPULARITY: 0.1042395, DIVERSITY_MEAN_INTER_LIST: 0.9872878, DIVERSITY_HERFINDAHL: 0.9987101, COVERAGE_ITEM: 0.5663292, COVERAGE_ITEM_CORRECT: 0.0359115, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1347427, DIVERSITY_GINI: 0.2325888, SHANNON_ENTROPY: 12.2209920, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 37, 'shrink': 994, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.015145935907026623} - results: ROC_AUC: 0.1381722, PRECISION: 0.0286678, PRECISION_RECALL_MIN_DEN: 0.1064765, RECALL: 0.1036513, MAP: 0.0468354, MRR: 0.0985102, NDCG: 0.0721848, F1: 0.0449113, HIT_RATE: 0.2866779, ARHR: 0.1108330, NOVELTY: 0.0054090, AVERAGE_POPULARITY: 0.1129184, DIVERSITY_MEAN_INTER_LIST: 0.9922788, DIVERSITY_HERFINDAHL: 0.9992091, COVERAGE_ITEM: 0.5441001, COVERAGE_ITEM_CORRECT: 0.0388065, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1481817, DIVERSITY_GINI: 0.2295848, SHANNON_ENTROPY: 12.4029569, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 945, 'shrink': 29, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.01200110090514395} - results: ROC_AUC: 0.1257541, PRECISION: 0.0256611, PRECISION_RECALL_MIN_DEN: 0.0992088, RECALL: 0.0969326, MAP: 0.0421578, MRR: 0.0871446, NDCG: 0.0656885, F1: 0.0405769, HIT_RATE: 0.2566109, ARHR: 0.0968593, NOVELTY: 0.0055198, AVERAGE_POPULARITY: 0.0845733, DIVERSITY_MEAN_INTER_LIST: 0.9966957, DIVERSITY_HERFINDAHL: 0.9996507, COVERAGE_ITEM: 0.5266526, COVERAGE_ITEM_CORRECT: 0.0410395, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1370580, DIVERSITY_GINI: 0.2377366, SHANNON_ENTROPY: 12.7692563, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1341250, PRECISION: 0.0273933, PRECISION_RECALL_MIN_DEN: 0.1039842, RECALL: 0.1015202, MAP: 0.0450384, MRR: 0.0945056, NDCG: 0.0698913, F1: 0.0431439, HIT_RATE: 0.2739330, ARHR: 0.1054646, NOVELTY: 0.0053428, AVERAGE_POPULARITY: 0.1262558, DIVERSITY_MEAN_INTER_LIST: 0.9911011, DIVERSITY_HERFINDAHL: 0.9990913, COVERAGE_ITEM: 0.4431184, COVERAGE_ITEM_CORRECT: 0.0356035, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442557, DIVERSITY_GINI: 0.1630191, SHANNON_ENTROPY: 11.9617576, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 970, 'shrink': 996, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.987723215463042} - results: ROC_AUC: 0.1344336, PRECISION: 0.0273214, PRECISION_RECALL_MIN_DEN: 0.1038374, RECALL: 0.1014049, MAP: 0.0450428, MRR: 0.0944857, NDCG: 0.0698665, F1: 0.0430444, HIT_RATE: 0.2732140, ARHR: 0.1054004, NOVELTY: 0.0053436, AVERAGE_POPULARITY: 0.1260482, DIVERSITY_MEAN_INTER_LIST: 0.9911357, DIVERSITY_HERFINDAHL: 0.9990948, COVERAGE_ITEM: 0.4443041, COVERAGE_ITEM_CORRECT: 0.0354957, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441802, DIVERSITY_GINI: 0.1636720, SHANNON_ENTROPY: 11.9677040, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 23, 'shrink': 973, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.053655658224171746} - results: ROC_AUC: 0.1358021, PRECISION: 0.0276946, PRECISION_RECALL_MIN_DEN: 0.1028010, RECALL: 0.1001097, MAP: 0.0456056, MRR: 0.0961367, NDCG: 0.0701640, F1: 0.0433858, HIT_RATE: 0.2769464, ARHR: 0.1076161, NOVELTY: 0.0054201, AVERAGE_POPULARITY: 0.1107802, DIVERSITY_MEAN_INTER_LIST: 0.9920735, DIVERSITY_HERFINDAHL: 0.9991885, COVERAGE_ITEM: 0.5548874, COVERAGE_ITEM_CORRECT: 0.0379904, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1448597, DIVERSITY_GINI: 0.2346400, SHANNON_ENTROPY: 12.4103623, 
