
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 879, 'shrink': 375, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0716578, PRECISION: 0.0142597, PRECISION_RECALL_MIN_DEN: 0.0593727, RECALL: 0.0582260, MAP: 0.0240100, MRR: 0.0473801, NDCG: 0.0377779, F1: 0.0229070, HIT_RATE: 0.1425974, ARHR: 0.0511107, NOVELTY: 0.0048200, AVERAGE_POPULARITY: 0.0186980, DIVERSITY_MEAN_INTER_LIST: 0.9954003, DIVERSITY_HERFINDAHL: 0.9995197, COVERAGE_ITEM: 0.4718537, COVERAGE_ITEM_CORRECT: 0.0243157, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0751479, DIVERSITY_GINI: 0.2047152, SHANNON_ENTROPY: 12.5248621, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 23, 'shrink': 997, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0755394, PRECISION: 0.0150284, PRECISION_RECALL_MIN_DEN: 0.0615216, RECALL: 0.0603020, MAP: 0.0254655, MRR: 0.0504441, NDCG: 0.0397485, F1: 0.0240593, HIT_RATE: 0.1502837, ARHR: 0.0546649, NOVELTY: 0.0047778, AVERAGE_POPULARITY: 0.0188556, DIVERSITY_MEAN_INTER_LIST: 0.9953834, DIVERSITY_HERFINDAHL: 0.9995180, COVERAGE_ITEM: 0.5860173, COVERAGE_ITEM_CORRECT: 0.0262868, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0786964, DIVERSITY_GINI: 0.2914724, SHANNON_ENTROPY: 12.9862213, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0631599, PRECISION: 0.0122371, PRECISION_RECALL_MIN_DEN: 0.0510803, RECALL: 0.0502700, MAP: 0.0209612, MRR: 0.0412007, NDCG: 0.0329319, F1: 0.0196820, HIT_RATE: 0.1223713, ARHR: 0.0440017, NOVELTY: 0.0047149, AVERAGE_POPULARITY: 0.0196775, DIVERSITY_MEAN_INTER_LIST: 0.9772222, DIVERSITY_HERFINDAHL: 0.9977022, COVERAGE_ITEM: 0.5886737, COVERAGE_ITEM_CORRECT: 0.0214591, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0658613, DIVERSITY_GINI: 0.2690497, SHANNON_ENTROPY: 12.3582613, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 998, 'shrink': 990, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0704152, PRECISION: 0.0141125, PRECISION_RECALL_MIN_DEN: 0.0587083, RECALL: 0.0575751, MAP: 0.0234835, MRR: 0.0464713, NDCG: 0.0371335, F1: 0.0226669, HIT_RATE: 0.1411251, ARHR: 0.0500441, NOVELTY: 0.0048232, AVERAGE_POPULARITY: 0.0186794, DIVERSITY_MEAN_INTER_LIST: 0.9951111, DIVERSITY_HERFINDAHL: 0.9994908, COVERAGE_ITEM: 0.4647546, COVERAGE_ITEM_CORRECT: 0.0240077, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0747955, DIVERSITY_GINI: 0.1979577, SHANNON_ENTROPY: 12.4586335, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 991, 'shrink': 997, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0705099, PRECISION: 0.0141576, PRECISION_RECALL_MIN_DEN: 0.0589049, RECALL: 0.0577640, MAP: 0.0235159, MRR: 0.0465204, NDCG: 0.0372098, F1: 0.0227394, HIT_RATE: 0.1415757, ARHR: 0.0500901, NOVELTY: 0.0048232, AVERAGE_POPULARITY: 0.0186674, DIVERSITY_MEAN_INTER_LIST: 0.9951138, DIVERSITY_HERFINDAHL: 0.9994910, COVERAGE_ITEM: 0.4649471, COVERAGE_ITEM_CORRECT: 0.0240770, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0750472, DIVERSITY_GINI: 0.1981039, SHANNON_ENTROPY: 12.4596828, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 12, 'shrink': 5, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0738448, PRECISION: 0.0145985, PRECISION_RECALL_MIN_DEN: 0.0589310, RECALL: 0.0577844, MAP: 0.0245360, MRR: 0.0491915, NDCG: 0.0383944, F1: 0.0233073, HIT_RATE: 0.1459849, ARHR: 0.0533112, NOVELTY: 0.0047588, AVERAGE_POPULARITY: 0.0197717, DIVERSITY_MEAN_INTER_LIST: 0.9930167, DIVERSITY_HERFINDAHL: 0.9992814, COVERAGE_ITEM: 0.6033956, COVERAGE_ITEM_CORRECT: 0.0256477, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0761042, DIVERSITY_GINI: 0.2990693, SHANNON_ENTROPY: 12.9160255, 

SearchBayesianSkopt-CV: New best config found. Config 37: {'topK': 1000, 'shrink': 18, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0764892, PRECISION: 0.0150650, PRECISION_RECALL_MIN_DEN: 0.0635091, RECALL: 0.0623489, MAP: 0.0256590, MRR: 0.0506860, NDCG: 0.0403447, F1: 0.0242641, HIT_RATE: 0.1506495, ARHR: 0.0547955, NOVELTY: 0.0048066, AVERAGE_POPULARITY: 0.0190993, DIVERSITY_MEAN_INTER_LIST: 0.9958772, DIVERSITY_HERFINDAHL: 0.9995674, COVERAGE_ITEM: 0.5193455, COVERAGE_ITEM_CORRECT: 0.0260712, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0794514, DIVERSITY_GINI: 0.2406566, SHANNON_ENTROPY: 12.7559792, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0722599, PRECISION: 0.0143142, PRECISION_RECALL_MIN_DEN: 0.0605622, RECALL: 0.0595051, MAP: 0.0242879, MRR: 0.0479642, NDCG: 0.0383272, F1: 0.0230745, HIT_RATE: 0.1431422, ARHR: 0.0517514, NOVELTY: 0.0047850, AVERAGE_POPULARITY: 0.0195179, DIVERSITY_MEAN_INTER_LIST: 0.9957011, DIVERSITY_HERFINDAHL: 0.9995498, COVERAGE_ITEM: 0.5048547, COVERAGE_ITEM_CORRECT: 0.0247161, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0757267, DIVERSITY_GINI: 0.2255560, SHANNON_ENTROPY: 12.6551278, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 30, 'shrink': 997, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0759635, PRECISION: 0.0152778, PRECISION_RECALL_MIN_DEN: 0.0621034, RECALL: 0.0608337, MAP: 0.0253835, MRR: 0.0503535, NDCG: 0.0398627, F1: 0.0244204, HIT_RATE: 0.1527776, ARHR: 0.0545721, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0188582, DIVERSITY_MEAN_INTER_LIST: 0.9958695, DIVERSITY_HERFINDAHL: 0.9995666, COVERAGE_ITEM: 0.5789028, COVERAGE_ITEM_CORRECT: 0.0267642, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0800554, DIVERSITY_GINI: 0.2875455, SHANNON_ENTROPY: 12.9924537, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0662093, PRECISION: 0.0128910, PRECISION_RECALL_MIN_DEN: 0.0522984, RECALL: 0.0512232, MAP: 0.0221263, MRR: 0.0439760, NDCG: 0.0342808, F1: 0.0205973, HIT_RATE: 0.1289101, ARHR: 0.0473631, NOVELTY: 0.0047340, AVERAGE_POPULARITY: 0.0185346, DIVERSITY_MEAN_INTER_LIST: 0.9757057, DIVERSITY_HERFINDAHL: 0.9975506, COVERAGE_ITEM: 0.5923696, COVERAGE_ITEM_CORRECT: 0.0226833, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0677992, DIVERSITY_GINI: 0.2719407, SHANNON_ENTROPY: 12.3417112, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 990, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0704805, PRECISION: 0.0141167, PRECISION_RECALL_MIN_DEN: 0.0587144, RECALL: 0.0575848, MAP: 0.0234921, MRR: 0.0464753, NDCG: 0.0371477, F1: 0.0226732, HIT_RATE: 0.1411671, ARHR: 0.0500472, NOVELTY: 0.0048223, AVERAGE_POPULARITY: 0.0186726, DIVERSITY_MEAN_INTER_LIST: 0.9951074, DIVERSITY_HERFINDAHL: 0.9994904, COVERAGE_ITEM: 0.4646853, COVERAGE_ITEM_CORRECT: 0.0240154, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0748459, DIVERSITY_GINI: 0.1979238, SHANNON_ENTROPY: 12.4582020, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 11, 'shrink': 6, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0736662, PRECISION: 0.0144759, PRECISION_RECALL_MIN_DEN: 0.0586554, RECALL: 0.0575359, MAP: 0.0245819, MRR: 0.0491641, NDCG: 0.0383388, F1: 0.0231310, HIT_RATE: 0.1447593, ARHR: 0.0532387, NOVELTY: 0.0047564, AVERAGE_POPULARITY: 0.0197068, DIVERSITY_MEAN_INTER_LIST: 0.9923800, DIVERSITY_HERFINDAHL: 0.9992177, COVERAGE_ITEM: 0.6045120, COVERAGE_ITEM_CORRECT: 0.0255014, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0754247, DIVERSITY_GINI: 0.2987094, SHANNON_ENTROPY: 12.8928582, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 998, 'shrink': 8, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0757231, PRECISION: 0.0149463, PRECISION_RECALL_MIN_DEN: 0.0627568, RECALL: 0.0616371, MAP: 0.0254323, MRR: 0.0504305, NDCG: 0.0400161, F1: 0.0240560, HIT_RATE: 0.1494625, ARHR: 0.0545450, NOVELTY: 0.0048034, AVERAGE_POPULARITY: 0.0193064, DIVERSITY_MEAN_INTER_LIST: 0.9958671, DIVERSITY_HERFINDAHL: 0.9995664, COVERAGE_ITEM: 0.5217863, COVERAGE_ITEM_CORRECT: 0.0259018, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0787467, DIVERSITY_GINI: 0.2409079, SHANNON_ENTROPY: 12.7527793, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 996, 'shrink': 994, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0704568, PRECISION: 0.0141044, PRECISION_RECALL_MIN_DEN: 0.0587086, RECALL: 0.0575817, MAP: 0.0234691, MRR: 0.0464578, NDCG: 0.0371217, F1: 0.0226568, HIT_RATE: 0.1410436, ARHR: 0.0500201, NOVELTY: 0.0048226, AVERAGE_POPULARITY: 0.0186807, DIVERSITY_MEAN_INTER_LIST: 0.9951118, DIVERSITY_HERFINDAHL: 0.9994908, COVERAGE_ITEM: 0.4648393, COVERAGE_ITEM_CORRECT: 0.0239923, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0747704, DIVERSITY_GINI: 0.1979921, SHANNON_ENTROPY: 12.4588851, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 18, 'shrink': 9, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0761715, PRECISION: 0.0149381, PRECISION_RECALL_MIN_DEN: 0.0607314, RECALL: 0.0595713, MAP: 0.0251336, MRR: 0.0503771, NDCG: 0.0394151, F1: 0.0238852, HIT_RATE: 0.1493811, ARHR: 0.0547161, NOVELTY: 0.0047749, AVERAGE_POPULARITY: 0.0194884, DIVERSITY_MEAN_INTER_LIST: 0.9951266, DIVERSITY_HERFINDAHL: 0.9994923, COVERAGE_ITEM: 0.6039500, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0776394, DIVERSITY_GINI: 0.3050182, SHANNON_ENTROPY: 13.0301311, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 7, 'shrink': 988, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0684936, PRECISION: 0.0134465, PRECISION_RECALL_MIN_DEN: 0.0545731, RECALL: 0.0534773, MAP: 0.0229094, MRR: 0.0455598, NDCG: 0.0356344, F1: 0.0214883, HIT_RATE: 0.1344647, ARHR: 0.0492108, NOVELTY: 0.0047471, AVERAGE_POPULARITY: 0.0186821, DIVERSITY_MEAN_INTER_LIST: 0.9847626, DIVERSITY_HERFINDAHL: 0.9984561, COVERAGE_ITEM: 0.5992839, COVERAGE_ITEM_CORRECT: 0.0236612, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0706430, DIVERSITY_GINI: 0.2851114, SHANNON_ENTROPY: 12.6111476, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0722599, PRECISION: 0.0143142, PRECISION_RECALL_MIN_DEN: 0.0605622, RECALL: 0.0595051, MAP: 0.0242879, MRR: 0.0479642, NDCG: 0.0383272, F1: 0.0230745, HIT_RATE: 0.1431422, ARHR: 0.0517514, NOVELTY: 0.0047850, AVERAGE_POPULARITY: 0.0195179, DIVERSITY_MEAN_INTER_LIST: 0.9957011, DIVERSITY_HERFINDAHL: 0.9995498, COVERAGE_ITEM: 0.5048547, COVERAGE_ITEM_CORRECT: 0.0247161, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0757267, DIVERSITY_GINI: 0.2255560, SHANNON_ENTROPY: 12.6551278, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 5, 'shrink': 11, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0679493, PRECISION: 0.0131857, PRECISION_RECALL_MIN_DEN: 0.0541714, RECALL: 0.0532108, MAP: 0.0223423, MRR: 0.0443671, NDCG: 0.0350760, F1: 0.0211334, HIT_RATE: 0.1318571, ARHR: 0.0476926, NOVELTY: 0.0047326, AVERAGE_POPULARITY: 0.0195856, DIVERSITY_MEAN_INTER_LIST: 0.9792290, DIVERSITY_HERFINDAHL: 0.9979029, COVERAGE_ITEM: 0.5997305, COVERAGE_ITEM_CORRECT: 0.0232608, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0701900, DIVERSITY_GINI: 0.2797465, SHANNON_ENTROPY: 12.4535914, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0722599, PRECISION: 0.0143142, PRECISION_RECALL_MIN_DEN: 0.0605622, RECALL: 0.0595051, MAP: 0.0242879, MRR: 0.0479642, NDCG: 0.0383272, F1: 0.0230745, HIT_RATE: 0.1431422, ARHR: 0.0517514, NOVELTY: 0.0047850, AVERAGE_POPULARITY: 0.0195179, DIVERSITY_MEAN_INTER_LIST: 0.9957011, DIVERSITY_HERFINDAHL: 0.9995498, COVERAGE_ITEM: 0.5048547, COVERAGE_ITEM_CORRECT: 0.0247161, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0757267, DIVERSITY_GINI: 0.2255560, SHANNON_ENTROPY: 12.6551278, 
SearchBayesianSkopt-CV: Search complete. Best config is 37: {'topK': 1000, 'shrink': 18, 'similarity': 'jaccard', 'normalize': False}
