SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 274, 'alpha': 1.7200123773560023, 'normalize_similarity': False} - results: ROC_AUC: 0.0546540, PRECISION: 0.0105235, PRECISION_RECALL_MIN_DEN: 0.0487686, RECALL: 0.0482751, MAP: 0.0187878, MRR: 0.0354529, NDCG: 0.0299846, F1: 0.0172732, HIT_RATE: 0.1052347, ARHR: 0.0368508, NOVELTY: 0.0051888, AVERAGE_POPULARITY: 0.0457019, DIVERSITY_MEAN_INTER_LIST: 0.9920761, DIVERSITY_HERFINDAHL: 0.9991873, COVERAGE_ITEM: 0.4717382, COVERAGE_ITEM_CORRECT: 0.0170934, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0599975, DIVERSITY_GINI: 0.2263910, SHANNON_ENTROPY: 12.5583464, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 6, 'alpha': 0.0002124528193210296, 'normalize_similarity': True} - results: ROC_AUC: 0.0552156, PRECISION: 0.0086486, PRECISION_RECALL_MIN_DEN: 0.0337364, RECALL: 0.0329265, MAP: 0.0175129, MRR: 0.0379306, NDCG: 0.0255690, F1: 0.0136965, HIT_RATE: 0.0864860, ARHR: 0.0392764, NOVELTY: 0.0049363, AVERAGE_POPULARITY: 0.0286124, DIVERSITY_MEAN_INTER_LIST: 0.8624327, DIVERSITY_HERFINDAHL: 0.9862256, COVERAGE_ITEM: 0.3889047, COVERAGE_ITEM_CORRECT: 0.0147064, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0491506, DIVERSITY_GINI: 0.1271123, SHANNON_ENTROPY: 10.0815685, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 960, 'alpha': 1.9935730814100903, 'normalize_similarity': True} - results: ROC_AUC: 0.0641646, PRECISION: 0.0123627, PRECISION_RECALL_MIN_DEN: 0.0557740, RECALL: 0.0549492, MAP: 0.0211602, MRR: 0.0409103, NDCG: 0.0339708, F1: 0.0201792, HIT_RATE: 0.1236271, ARHR: 0.0427983, NOVELTY: 0.0051111, AVERAGE_POPULARITY: 0.0601678, DIVERSITY_MEAN_INTER_LIST: 0.9906320, DIVERSITY_HERFINDAHL: 0.9990430, COVERAGE_ITEM: 0.4258710, COVERAGE_ITEM_CORRECT: 0.0173244, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0695357, DIVERSITY_GINI: 0.1875296, SHANNON_ENTROPY: 12.2441102, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3828564624148349, 'normalize_similarity': False} - results: ROC_AUC: 0.1094531, PRECISION: 0.0214012, PRECISION_RECALL_MIN_DEN: 0.0838350, RECALL: 0.0821087, MAP: 0.0354563, MRR: 0.0760177, NDCG: 0.0557954, F1: 0.0339505, HIT_RATE: 0.2140121, ARHR: 0.0827892, NOVELTY: 0.0046920, AVERAGE_POPULARITY: 0.1231934, DIVERSITY_MEAN_INTER_LIST: 0.9763279, DIVERSITY_HERFINDAHL: 0.9976128, COVERAGE_ITEM: 0.3621867, COVERAGE_ITEM_CORRECT: 0.0213975, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1098779, DIVERSITY_GINI: 0.1053904, SHANNON_ENTROPY: 10.8697022, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 965, 'alpha': 0.0033515070583209914, 'normalize_similarity': False} - results: ROC_AUC: 0.0989085, PRECISION: 0.0189206, PRECISION_RECALL_MIN_DEN: 0.0746962, RECALL: 0.0731364, MAP: 0.0317559, MRR: 0.0684014, NDCG: 0.0498902, F1: 0.0300603, HIT_RATE: 0.1892062, ARHR: 0.0739481, NOVELTY: 0.0045929, AVERAGE_POPULARITY: 0.1415016, DIVERSITY_MEAN_INTER_LIST: 0.9684603, DIVERSITY_HERFINDAHL: 0.9968262, COVERAGE_ITEM: 0.3193840, COVERAGE_ITEM_CORRECT: 0.0174937, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0986284, DIVERSITY_GINI: 0.0816281, SHANNON_ENTROPY: 10.4117394, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 999, 'alpha': 0.4177066387216858, 'normalize_similarity': False} - results: ROC_AUC: 0.1094888, PRECISION: 0.0215734, PRECISION_RECALL_MIN_DEN: 0.0838891, RECALL: 0.0821339, MAP: 0.0355506, MRR: 0.0762188, NDCG: 0.0559289, F1: 0.0341696, HIT_RATE: 0.2157339, ARHR: 0.0830945, NOVELTY: 0.0047115, AVERAGE_POPULARITY: 0.1201454, DIVERSITY_MEAN_INTER_LIST: 0.9773531, DIVERSITY_HERFINDAHL: 0.9977153, COVERAGE_ITEM: 0.3700635, COVERAGE_ITEM_CORRECT: 0.0217440, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1102806, DIVERSITY_GINI: 0.1104510, SHANNON_ENTROPY: 10.9532663, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3842213514716555, 'normalize_similarity': False} - results: ROC_AUC: 0.1093986, PRECISION: 0.0214135, PRECISION_RECALL_MIN_DEN: 0.0838096, RECALL: 0.0820850, MAP: 0.0354255, MRR: 0.0759793, NDCG: 0.0557686, F1: 0.0339639, HIT_RATE: 0.2141354, ARHR: 0.0827752, NOVELTY: 0.0046925, AVERAGE_POPULARITY: 0.1231093, DIVERSITY_MEAN_INTER_LIST: 0.9763579, DIVERSITY_HERFINDAHL: 0.9976158, COVERAGE_ITEM: 0.3623099, COVERAGE_ITEM_CORRECT: 0.0214206, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1098779, DIVERSITY_GINI: 0.1055033, SHANNON_ENTROPY: 10.8719118, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38434023277394114, 'normalize_similarity': False} - results: ROC_AUC: 0.1094856, PRECISION: 0.0214134, PRECISION_RECALL_MIN_DEN: 0.0838616, RECALL: 0.0821371, MAP: 0.0354565, MRR: 0.0760319, NDCG: 0.0558070, F1: 0.0339681, HIT_RATE: 0.2141337, ARHR: 0.0828075, NOVELTY: 0.0046924, AVERAGE_POPULARITY: 0.1230969, DIVERSITY_MEAN_INTER_LIST: 0.9763631, DIVERSITY_HERFINDAHL: 0.9976164, COVERAGE_ITEM: 0.3621867, COVERAGE_ITEM_CORRECT: 0.0214206, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099534, DIVERSITY_GINI: 0.1054784, SHANNON_ENTROPY: 10.8719931, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3844151279848106, 'normalize_similarity': False} - results: ROC_AUC: 0.1094837, PRECISION: 0.0214175, PRECISION_RECALL_MIN_DEN: 0.0838289, RECALL: 0.0821047, MAP: 0.0354531, MRR: 0.0759755, NDCG: 0.0557953, F1: 0.0339707, HIT_RATE: 0.2141755, ARHR: 0.0827517, NOVELTY: 0.0046926, AVERAGE_POPULARITY: 0.1230863, DIVERSITY_MEAN_INTER_LIST: 0.9763655, DIVERSITY_HERFINDAHL: 0.9976166, COVERAGE_ITEM: 0.3623946, COVERAGE_ITEM_CORRECT: 0.0214360, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099786, DIVERSITY_GINI: 0.1055667, SHANNON_ENTROPY: 10.8727219, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 940, 'alpha': 0.007308043533063914, 'normalize_similarity': False} - results: ROC_AUC: 0.0987665, PRECISION: 0.0189126, PRECISION_RECALL_MIN_DEN: 0.0743302, RECALL: 0.0727672, MAP: 0.0316854, MRR: 0.0682920, NDCG: 0.0497609, F1: 0.0300186, HIT_RATE: 0.1891258, ARHR: 0.0738467, NOVELTY: 0.0045938, AVERAGE_POPULARITY: 0.1413602, DIVERSITY_MEAN_INTER_LIST: 0.9685266, DIVERSITY_HERFINDAHL: 0.9968329, COVERAGE_ITEM: 0.3197305, COVERAGE_ITEM_CORRECT: 0.0174475, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0985026, DIVERSITY_GINI: 0.0818192, SHANNON_ENTROPY: 10.4161967, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38624444625064497, 'normalize_similarity': False} - results: ROC_AUC: 0.1095461, PRECISION: 0.0214216, PRECISION_RECALL_MIN_DEN: 0.0838366, RECALL: 0.0821038, MAP: 0.0355041, MRR: 0.0760410, NDCG: 0.0558277, F1: 0.0339757, HIT_RATE: 0.2142159, ARHR: 0.0828318, NOVELTY: 0.0046935, AVERAGE_POPULARITY: 0.1229262, DIVERSITY_MEAN_INTER_LIST: 0.9764272, DIVERSITY_HERFINDAHL: 0.9976228, COVERAGE_ITEM: 0.3626179, COVERAGE_ITEM_CORRECT: 0.0214514, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099031, DIVERSITY_GINI: 0.1057207, SHANNON_ENTROPY: 10.8764515, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3860618198756883, 'normalize_similarity': False} - results: ROC_AUC: 0.1095861, PRECISION: 0.0214502, PRECISION_RECALL_MIN_DEN: 0.0839678, RECALL: 0.0822370, MAP: 0.0354937, MRR: 0.0760239, NDCG: 0.0558581, F1: 0.0340231, HIT_RATE: 0.2145023, ARHR: 0.0828077, NOVELTY: 0.0046935, AVERAGE_POPULARITY: 0.1229280, DIVERSITY_MEAN_INTER_LIST: 0.9764226, DIVERSITY_HERFINDAHL: 0.9976223, COVERAGE_ITEM: 0.3626256, COVERAGE_ITEM_CORRECT: 0.0214822, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1100793, DIVERSITY_GINI: 0.1057191, SHANNON_ENTROPY: 10.8762332, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3858903420618313, 'normalize_similarity': False} - results: ROC_AUC: 0.1096786, PRECISION: 0.0213971, PRECISION_RECALL_MIN_DEN: 0.0837869, RECALL: 0.0820602, MAP: 0.0355143, MRR: 0.0760532, NDCG: 0.0558260, F1: 0.0339410, HIT_RATE: 0.2139710, ARHR: 0.0828443, NOVELTY: 0.0046934, AVERAGE_POPULARITY: 0.1229556, DIVERSITY_MEAN_INTER_LIST: 0.9764145, DIVERSITY_HERFINDAHL: 0.9976215, COVERAGE_ITEM: 0.3625640, COVERAGE_ITEM_CORRECT: 0.0214129, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1098276, DIVERSITY_GINI: 0.1056555, SHANNON_ENTROPY: 10.8755061, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3857426495724727, 'normalize_similarity': False} - results: ROC_AUC: 0.1097701, PRECISION: 0.0214092, PRECISION_RECALL_MIN_DEN: 0.0837950, RECALL: 0.0820694, MAP: 0.0355592, MRR: 0.0761361, NDCG: 0.0558767, F1: 0.0339571, HIT_RATE: 0.2140925, ARHR: 0.0829140, NOVELTY: 0.0046932, AVERAGE_POPULARITY: 0.1229804, DIVERSITY_MEAN_INTER_LIST: 0.9764020, DIVERSITY_HERFINDAHL: 0.9976202, COVERAGE_ITEM: 0.3626949, COVERAGE_ITEM_CORRECT: 0.0214437, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099283, DIVERSITY_GINI: 0.1056845, SHANNON_ENTROPY: 10.8751795, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 24, 'alpha': 1.9962856122314012, 'normalize_similarity': True} - results: ROC_AUC: 0.0514270, PRECISION: 0.0094939, PRECISION_RECALL_MIN_DEN: 0.0428088, RECALL: 0.0422314, MAP: 0.0168785, MRR: 0.0325223, NDCG: 0.0267474, F1: 0.0154967, HIT_RATE: 0.0949392, ARHR: 0.0337254, NOVELTY: 0.0052646, AVERAGE_POPULARITY: 0.0350675, DIVERSITY_MEAN_INTER_LIST: 0.9912864, DIVERSITY_HERFINDAHL: 0.9991084, COVERAGE_ITEM: 0.4621598, COVERAGE_ITEM_CORRECT: 0.0156766, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0543601, DIVERSITY_GINI: 0.2166549, SHANNON_ENTROPY: 12.5158219, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 998, 'alpha': 0.40655459049461384, 'normalize_similarity': True} - results: ROC_AUC: 0.0923280, PRECISION: 0.0186634, PRECISION_RECALL_MIN_DEN: 0.0710715, RECALL: 0.0692676, MAP: 0.0293414, MRR: 0.0634913, NDCG: 0.0465620, F1: 0.0294038, HIT_RATE: 0.1866345, ARHR: 0.0693460, NOVELTY: 0.0049527, AVERAGE_POPULARITY: 0.0797638, DIVERSITY_MEAN_INTER_LIST: 0.9876681, DIVERSITY_HERFINDAHL: 0.9987466, COVERAGE_ITEM: 0.4455977, COVERAGE_ITEM_CORRECT: 0.0226756, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0955832, DIVERSITY_GINI: 0.1735738, SHANNON_ENTROPY: 11.9088917, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 959, 'alpha': 0.003931990499873584, 'normalize_similarity': False} - results: ROC_AUC: 0.0988980, PRECISION: 0.0189369, PRECISION_RECALL_MIN_DEN: 0.0746340, RECALL: 0.0730748, MAP: 0.0317571, MRR: 0.0684426, NDCG: 0.0498914, F1: 0.0300756, HIT_RATE: 0.1893690, ARHR: 0.0739946, NOVELTY: 0.0045933, AVERAGE_POPULARITY: 0.1414706, DIVERSITY_MEAN_INTER_LIST: 0.9684722, DIVERSITY_HERFINDAHL: 0.9968274, COVERAGE_ITEM: 0.3195842, COVERAGE_ITEM_CORRECT: 0.0175014, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0987039, DIVERSITY_GINI: 0.0817305, SHANNON_ENTROPY: 10.4132352, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3883725203949063, 'normalize_similarity': False} - results: ROC_AUC: 0.1098069, PRECISION: 0.0214298, PRECISION_RECALL_MIN_DEN: 0.0839692, RECALL: 0.0822393, MAP: 0.0356912, MRR: 0.0762885, NDCG: 0.0560120, F1: 0.0339975, HIT_RATE: 0.2142980, ARHR: 0.0830777, NOVELTY: 0.0046950, AVERAGE_POPULARITY: 0.1227003, DIVERSITY_MEAN_INTER_LIST: 0.9765033, DIVERSITY_HERFINDAHL: 0.9976304, COVERAGE_ITEM: 0.3634418, COVERAGE_ITEM_CORRECT: 0.0215053, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1100289, DIVERSITY_GINI: 0.1061649, SHANNON_ENTROPY: 10.8828928, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38816156377985633, 'normalize_similarity': False} - results: ROC_AUC: 0.1097675, PRECISION: 0.0214217, PRECISION_RECALL_MIN_DEN: 0.0838994, RECALL: 0.0821667, MAP: 0.0356741, MRR: 0.0762720, NDCG: 0.0559821, F1: 0.0339811, HIT_RATE: 0.2142168, ARHR: 0.0830354, NOVELTY: 0.0046948, AVERAGE_POPULARITY: 0.1227266, DIVERSITY_MEAN_INTER_LIST: 0.9764901, DIVERSITY_HERFINDAHL: 0.9976291, COVERAGE_ITEM: 0.3634187, COVERAGE_ITEM_CORRECT: 0.0214822, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1100038, DIVERSITY_GINI: 0.1061276, SHANNON_ENTROPY: 10.8819539, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 7, 'alpha': 0.420168687478537, 'normalize_similarity': False} - results: ROC_AUC: 0.0800116, PRECISION: 0.0135159, PRECISION_RECALL_MIN_DEN: 0.0507284, RECALL: 0.0494440, MAP: 0.0255970, MRR: 0.0555792, NDCG: 0.0378140, F1: 0.0212266, HIT_RATE: 0.1351594, ARHR: 0.0593095, NOVELTY: 0.0049504, AVERAGE_POPULARITY: 0.0513217, DIVERSITY_MEAN_INTER_LIST: 0.9189724, DIVERSITY_HERFINDAHL: 0.9918785, COVERAGE_ITEM: 0.4178479, COVERAGE_ITEM_CORRECT: 0.0173167, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0722788, DIVERSITY_GINI: 0.1479262, SHANNON_ENTROPY: 10.7140235, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 987, 'alpha': 0.003451934574161265, 'normalize_similarity': False} - results: ROC_AUC: 0.0986750, PRECISION: 0.0188919, PRECISION_RECALL_MIN_DEN: 0.0744018, RECALL: 0.0728412, MAP: 0.0317235, MRR: 0.0682919, NDCG: 0.0497859, F1: 0.0299995, HIT_RATE: 0.1889186, ARHR: 0.0738086, NOVELTY: 0.0045922, AVERAGE_POPULARITY: 0.1416085, DIVERSITY_MEAN_INTER_LIST: 0.9683930, DIVERSITY_HERFINDAHL: 0.9968195, COVERAGE_ITEM: 0.3191299, COVERAGE_ITEM_CORRECT: 0.0174398, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0983516, DIVERSITY_GINI: 0.0814673, SHANNON_ENTROPY: 10.4077413, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38647702387360966, 'normalize_similarity': False} - results: ROC_AUC: 0.1096191, PRECISION: 0.0214298, PRECISION_RECALL_MIN_DEN: 0.0839241, RECALL: 0.0821885, MAP: 0.0355551, MRR: 0.0761257, NDCG: 0.0558939, F1: 0.0339935, HIT_RATE: 0.2142984, ARHR: 0.0828879, NOVELTY: 0.0046937, AVERAGE_POPULARITY: 0.1229072, DIVERSITY_MEAN_INTER_LIST: 0.9764284, DIVERSITY_HERFINDAHL: 0.9976229, COVERAGE_ITEM: 0.3625871, COVERAGE_ITEM_CORRECT: 0.0214514, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099786, DIVERSITY_GINI: 0.1057604, SHANNON_ENTROPY: 10.8768714, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3862012362399629, 'normalize_similarity': False} - results: ROC_AUC: 0.1095178, PRECISION: 0.0214298, PRECISION_RECALL_MIN_DEN: 0.0838968, RECALL: 0.0821638, MAP: 0.0355243, MRR: 0.0761051, NDCG: 0.0558610, F1: 0.0339913, HIT_RATE: 0.2142977, ARHR: 0.0828858, NOVELTY: 0.0046936, AVERAGE_POPULARITY: 0.1229287, DIVERSITY_MEAN_INTER_LIST: 0.9764226, DIVERSITY_HERFINDAHL: 0.9976223, COVERAGE_ITEM: 0.3627873, COVERAGE_ITEM_CORRECT: 0.0214668, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099534, DIVERSITY_GINI: 0.1057713, SHANNON_ENTROPY: 10.8766634, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 13, 'alpha': 0.0017997957443134376, 'normalize_similarity': False} - results: ROC_AUC: 0.0917448, PRECISION: 0.0169875, PRECISION_RECALL_MIN_DEN: 0.0675302, RECALL: 0.0661425, MAP: 0.0297522, MRR: 0.0619808, NDCG: 0.0459219, F1: 0.0270259, HIT_RATE: 0.1698746, ARHR: 0.0667033, NOVELTY: 0.0047610, AVERAGE_POPULARITY: 0.1023980, DIVERSITY_MEAN_INTER_LIST: 0.9747958, DIVERSITY_HERFINDAHL: 0.9974597, COVERAGE_ITEM: 0.3803272, COVERAGE_ITEM_CORRECT: 0.0172936, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0896691, DIVERSITY_GINI: 0.1163268, SHANNON_ENTROPY: 11.0026671, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 999, 'alpha': 0.0015792252266588762, 'normalize_similarity': False} - results: ROC_AUC: 0.0987018, PRECISION: 0.0188795, PRECISION_RECALL_MIN_DEN: 0.0744082, RECALL: 0.0728531, MAP: 0.0316747, MRR: 0.0682317, NDCG: 0.0497468, F1: 0.0299847, HIT_RATE: 0.1887951, ARHR: 0.0737256, NOVELTY: 0.0045917, AVERAGE_POPULARITY: 0.1417163, DIVERSITY_MEAN_INTER_LIST: 0.9683409, DIVERSITY_HERFINDAHL: 0.9968143, COVERAGE_ITEM: 0.3189451, COVERAGE_ITEM_CORRECT: 0.0174321, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0983767, DIVERSITY_GINI: 0.0813800, SHANNON_ENTROPY: 10.4053908, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 998, 'alpha': 0.30420581064494084, 'normalize_similarity': True} - results: ROC_AUC: 0.0918515, PRECISION: 0.0184623, PRECISION_RECALL_MIN_DEN: 0.0694844, RECALL: 0.0676756, MAP: 0.0289695, MRR: 0.0631246, NDCG: 0.0458868, F1: 0.0290100, HIT_RATE: 0.1846235, ARHR: 0.0689278, NOVELTY: 0.0049416, AVERAGE_POPULARITY: 0.0803255, DIVERSITY_MEAN_INTER_LIST: 0.9875406, DIVERSITY_HERFINDAHL: 0.9987339, COVERAGE_ITEM: 0.4419018, COVERAGE_ITEM_CORRECT: 0.0225448, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0947276, DIVERSITY_GINI: 0.1700379, SHANNON_ENTROPY: 11.8760498, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 997, 'alpha': 1.9966640191764908, 'normalize_similarity': True} - results: ROC_AUC: 0.0640216, PRECISION: 0.0123300, PRECISION_RECALL_MIN_DEN: 0.0557165, RECALL: 0.0548890, MAP: 0.0211338, MRR: 0.0408597, NDCG: 0.0339158, F1: 0.0201320, HIT_RATE: 0.1233005, ARHR: 0.0427484, NOVELTY: 0.0051107, AVERAGE_POPULARITY: 0.0601847, DIVERSITY_MEAN_INTER_LIST: 0.9906288, DIVERSITY_HERFINDAHL: 0.9990426, COVERAGE_ITEM: 0.4253551, COVERAGE_ITEM_CORRECT: 0.0172397, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0694350, DIVERSITY_GINI: 0.1873290, SHANNON_ENTROPY: 12.2427785, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38652566462040067, 'normalize_similarity': False} - results: ROC_AUC: 0.1096226, PRECISION: 0.0214421, PRECISION_RECALL_MIN_DEN: 0.0839519, RECALL: 0.0822175, MAP: 0.0355101, MRR: 0.0761423, NDCG: 0.0558741, F1: 0.0340115, HIT_RATE: 0.2144206, ARHR: 0.0829113, NOVELTY: 0.0046936, AVERAGE_POPULARITY: 0.1229072, DIVERSITY_MEAN_INTER_LIST: 0.9764316, DIVERSITY_HERFINDAHL: 0.9976232, COVERAGE_ITEM: 0.3626025, COVERAGE_ITEM_CORRECT: 0.0214822, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1100541, DIVERSITY_GINI: 0.1057349, SHANNON_ENTROPY: 10.8767467, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3862585554560934, 'normalize_similarity': False} - results: ROC_AUC: 0.1096594, PRECISION: 0.0214420, PRECISION_RECALL_MIN_DEN: 0.0839122, RECALL: 0.0821794, MAP: 0.0355483, MRR: 0.0761200, NDCG: 0.0558900, F1: 0.0340080, HIT_RATE: 0.2144196, ARHR: 0.0829063, NOVELTY: 0.0046936, AVERAGE_POPULARITY: 0.1229178, DIVERSITY_MEAN_INTER_LIST: 0.9764269, DIVERSITY_HERFINDAHL: 0.9976227, COVERAGE_ITEM: 0.3627719, COVERAGE_ITEM_CORRECT: 0.0214822, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1100541, DIVERSITY_GINI: 0.1057872, SHANNON_ENTROPY: 10.8769690, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 999, 'alpha': 0.003660103507344915, 'normalize_similarity': True} - results: ROC_AUC: 0.0881850, PRECISION: 0.0175825, PRECISION_RECALL_MIN_DEN: 0.0656183, RECALL: 0.0639311, MAP: 0.0273213, MRR: 0.0611995, NDCG: 0.0435755, F1: 0.0275788, HIT_RATE: 0.1758247, ARHR: 0.0666435, NOVELTY: 0.0049237, AVERAGE_POPULARITY: 0.0797302, DIVERSITY_MEAN_INTER_LIST: 0.9875903, DIVERSITY_HERFINDAHL: 0.9987388, COVERAGE_ITEM: 0.4332089, COVERAGE_ITEM_CORRECT: 0.0221213, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0907764, DIVERSITY_GINI: 0.1622964, SHANNON_ENTROPY: 11.8250477, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38422524890352566, 'normalize_similarity': False} - results: ROC_AUC: 0.1094328, PRECISION: 0.0214134, PRECISION_RECALL_MIN_DEN: 0.0838386, RECALL: 0.0821140, MAP: 0.0354507, MRR: 0.0760225, NDCG: 0.0557963, F1: 0.0339663, HIT_RATE: 0.2141342, ARHR: 0.0828030, NOVELTY: 0.0046924, AVERAGE_POPULARITY: 0.1231075, DIVERSITY_MEAN_INTER_LIST: 0.9763582, DIVERSITY_HERFINDAHL: 0.9976159, COVERAGE_ITEM: 0.3622560, COVERAGE_ITEM_CORRECT: 0.0214206, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099283, DIVERSITY_GINI: 0.1054775, SHANNON_ENTROPY: 10.8717382, 
SearchBayesianSkopt-CV: Config 62 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38396922286143564, 'normalize_similarity': False} - results: ROC_AUC: 0.1094900, PRECISION: 0.0214093, PRECISION_RECALL_MIN_DEN: 0.0838114, RECALL: 0.0820840, MAP: 0.0354198, MRR: 0.0759826, NDCG: 0.0557669, F1: 0.0339583, HIT_RATE: 0.2140927, ARHR: 0.0827347, NOVELTY: 0.0046923, AVERAGE_POPULARITY: 0.1231207, DIVERSITY_MEAN_INTER_LIST: 0.9763531, DIVERSITY_HERFINDAHL: 0.9976154, COVERAGE_ITEM: 0.3622483, COVERAGE_ITEM_CORRECT: 0.0214283, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1099283, DIVERSITY_GINI: 0.1054666, SHANNON_ENTROPY: 10.8713192, 
SearchBayesianSkopt-CV: Config 63 is suboptimal. Config: {'topK': 1000, 'alpha': 0.38375831986889647, 'normalize_similarity': False} - results: ROC_AUC: 0.1093813, PRECISION: 0.0214013, PRECISION_RECALL_MIN_DEN: 0.0837762, RECALL: 0.0820477, MAP: 0.0354167, MRR: 0.0759049, NDCG: 0.0557440, F1: 0.0339450, HIT_RATE: 0.2140125, ARHR: 0.0826736, NOVELTY: 0.0046924, AVERAGE_POPULARITY: 0.1231156, DIVERSITY_MEAN_INTER_LIST: 0.9763534, DIVERSITY_HERFINDAHL: 0.9976154, COVERAGE_ITEM: 0.3622791, COVERAGE_ITEM_CORRECT: 0.0214129, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1098528, DIVERSITY_GINI: 0.1054646, SHANNON_ENTROPY: 10.8713929, 
