SearchBayesianSkopt-CV: New best config found. Config 0: {'beta': 0.7264021416277086, 'topK': 784, 'l1_ratio': 0.6619933153159729, 'alpha': 0.249450119559034} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341,
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'beta': 0.2972572147281066, 'topK': 162, 'l1_ratio': 0.09429998731043497, 'alpha': 0.6489774777598268} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'beta': 0.23098691668787205, 'topK': 820, 'l1_ratio': 0.9562187113645971, 'alpha': 0.048945671767353274} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341, 

SearchBayesianSkopt-CV: New best config found. Config 12: {'beta': 0.7369111941797473, 'topK': 861, 'l1_ratio': 1.1059815991788057e-05, 'alpha': 0.4634984892808054} - results: ROC_AUC: 0.0995167, PRECISION: 0.0188629, PRECISION_RECALL_MIN_DEN: 0.0754181, RECALL: 0.0739160, MAP: 0.0328627, MRR: 0.0693505, NDCG: 0.0509044, F1: 0.0300535, HIT_RATE: 0.1886293, ARHR: 0.0748922, NOVELTY: 0.0046103, AVERAGE_POPULARITY: 0.1399340, DIVERSITY_MEAN_INTER_LIST: 0.9685111, DIVERSITY_HERFINDAHL: 0.9968313, COVERAGE_ITEM: 0.3129086, COVERAGE_ITEM_CORRECT: 0.0176092, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0985277, DIVERSITY_GINI: 0.0806272, SHANNON_ENTROPY: 10.4215411, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'beta': 0.5543920788575254, 'topK': 892, 'l1_ratio': 0.0009788036281999913, 'alpha': 0.9890844799406356} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'beta': 0.6423689646150381, 'topK': 854, 'l1_ratio': 0.0004019672887280254, 'alpha': 0.7551291156453817} - results: ROC_AUC: 0.0011610, PRECISION: 0.0001920, PRECISION_RECALL_MIN_DEN: 0.0007641, RECALL: 0.0007264, MAP: 0.0004257, MRR: 0.0008986, NDCG: 0.0005697, F1: 0.0002992, HIT_RATE: 0.0019200, ARHR: 0.0008986, NOVELTY: 0.0045712, AVERAGE_POPULARITY: 0.0147542, DIVERSITY_MEAN_INTER_LIST: 0.2978847, DIVERSITY_HERFINDAHL: 0.9297824, COVERAGE_ITEM: 0.0041501, COVERAGE_ITEM_CORRECT: 0.0002310, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0011828, DIVERSITY_GINI: 0.0005534, SHANNON_ENTROPY: 4.0886979, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'beta': 0.2537232625819957, 'topK': 715, 'l1_ratio': 0.00010314794660507569, 'alpha': 0.7037609005463481} - results: ROC_AUC: 0.0008673, PRECISION: 0.0001636, PRECISION_RECALL_MIN_DEN: 0.0005744, RECALL: 0.0005443, MAP: 0.0002316, MRR: 0.0005729, NDCG: 0.0003692, F1: 0.0002492, HIT_RATE: 0.0016356, ARHR: 0.0005729, NOVELTY: 0.0045745, AVERAGE_POPULARITY: 0.0139696, DIVERSITY_MEAN_INTER_LIST: 0.3051988, DIVERSITY_HERFINDAHL: 0.9305136, COVERAGE_ITEM: 0.0053051, COVERAGE_ITEM_CORRECT: 0.0002310, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0010067, DIVERSITY_GINI: 0.0005754, SHANNON_ENTROPY: 4.1331836, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'beta': 0.7514666702967197, 'topK': 688, 'l1_ratio': 0.00946657739953762, 'alpha': 0.24653935362170484} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'beta': 0.36081093392802366, 'topK': 612, 'l1_ratio': 0.001342167214789616, 'alpha': 0.06743995943663665} - results: ROC_AUC: 0.0022487, PRECISION: 0.0003021, PRECISION_RECALL_MIN_DEN: 0.0011920, RECALL: 0.0011465, MAP: 0.0008504, MRR: 0.0019693, NDCG: 0.0010978, F1: 0.0004741, HIT_RATE: 0.0030214, ARHR: 0.0019693, NOVELTY: 0.0045703, AVERAGE_POPULARITY: 0.0157693, DIVERSITY_MEAN_INTER_LIST: 0.3017698, DIVERSITY_HERFINDAHL: 0.9301708, COVERAGE_ITEM: 0.0046506, COVERAGE_ITEM_CORRECT: 0.0002618, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0018623, DIVERSITY_GINI: 0.0005619, SHANNON_ENTROPY: 4.1090329, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'beta': 0.7241573259594218, 'topK': 173, 'l1_ratio': 0.0009526278885593428, 'alpha': 0.36101898627921014} - results: ROC_AUC: 0.0023300, PRECISION: 0.0003103, PRECISION_RECALL_MIN_DEN: 0.0012091, RECALL: 0.0011560, MAP: 0.0008684, MRR: 0.0020585, NDCG: 0.0011037, F1: 0.0004821, HIT_RATE: 0.0031027, ARHR: 0.0020585, NOVELTY: 0.0045694, AVERAGE_POPULARITY: 0.0156363, DIVERSITY_MEAN_INTER_LIST: 0.3001277, DIVERSITY_HERFINDAHL: 0.9300066, COVERAGE_ITEM: 0.0041501, COVERAGE_ITEM_CORRECT: 0.0002541, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0019127, DIVERSITY_GINI: 0.0005558, SHANNON_ENTROPY: 4.0971158, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'beta': 0.7542376143063458, 'topK': 792, 'l1_ratio': 0.002703476135146915, 'alpha': 0.28749200916901974} - results: ROC_AUC: 0.0006855, PRECISION: 0.0001431, PRECISION_RECALL_MIN_DEN: 0.0005477, RECALL: 0.0005219, MAP: 0.0002096, MRR: 0.0004139, NDCG: 0.0003297, F1: 0.0002217, HIT_RATE: 0.0014310, ARHR: 0.0004139, NOVELTY: 0.0045725, AVERAGE_POPULARITY: 0.0139528, DIVERSITY_MEAN_INTER_LIST: 0.2969093, DIVERSITY_HERFINDAHL: 0.9296849, COVERAGE_ITEM: 0.0041193, COVERAGE_ITEM_CORRECT: 0.0002079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0008808, DIVERSITY_GINI: 0.0005520, SHANNON_ENTROPY: 4.0838341, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'beta': 0.2, 'topK': 5, 'l1_ratio': 1e-05, 'alpha': 0.001} - results: ROC_AUC: 0.0521045, PRECISION: 0.0090490, PRECISION_RECALL_MIN_DEN: 0.0361601, RECALL: 0.0354165, MAP: 0.0171289, MRR: 0.0354533, NDCG: 0.0256927, F1: 0.0144114, HIT_RATE: 0.0904903, ARHR: 0.0373661, NOVELTY: 0.0046566, AVERAGE_POPULARITY: 0.0238428, DIVERSITY_MEAN_INTER_LIST: 0.9800829, DIVERSITY_HERFINDAHL: 0.9979883, COVERAGE_ITEM: 0.5927469, COVERAGE_ITEM_CORRECT: 0.0149374, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0498301, DIVERSITY_GINI: 0.2822498, SHANNON_ENTROPY: 12.4938937, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'beta': 0.7978680018990618, 'topK': 69, 'l1_ratio': 1.0030936104604001e-05, 'alpha': 0.3506659158882183} - results: ROC_AUC: 0.1000378, PRECISION: 0.0190031, PRECISION_RECALL_MIN_DEN: 0.0754641, RECALL: 0.0739458, MAP: 0.0333902, MRR: 0.0693791, NDCG: 0.0513231, F1: 0.0302315, HIT_RATE: 0.1900307, ARHR: 0.0754041, NOVELTY: 0.0047184, AVERAGE_POPULARITY: 0.1176172, DIVERSITY_MEAN_INTER_LIST: 0.9773571, DIVERSITY_HERFINDAHL: 0.9977157, COVERAGE_ITEM: 0.3545486, COVERAGE_ITEM_CORRECT: 0.0192108, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0983264, DIVERSITY_GINI: 0.1042628, SHANNON_ENTROPY: 10.9242750, 

SearchBayesianSkopt-CV: New best config found. Config 25: {'beta': 0.8, 'topK': 1000, 'l1_ratio': 1e-05, 'alpha': 0.001} - results: ROC_AUC: 0.1092561, PRECISION: 0.0211854, PRECISION_RECALL_MIN_DEN: 0.0819057, RECALL: 0.0800637, MAP: 0.0360246, MRR: 0.0760990, NDCG: 0.0556679, F1: 0.0335004, HIT_RATE: 0.2118537, ARHR: 0.0829852, NOVELTY: 0.0047883, AVERAGE_POPULARITY: 0.0989951, DIVERSITY_MEAN_INTER_LIST: 0.9885543, DIVERSITY_HERFINDAHL: 0.9988352, COVERAGE_ITEM: 0.4216978, COVERAGE_ITEM_CORRECT: 0.0246699, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1087454, DIVERSITY_GINI: 0.1447284, SHANNON_ENTROPY: 11.6578560, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'beta': 0.7602309958428413, 'topK': 951, 'l1_ratio': 1.0147074527950248e-05, 'alpha': 0.8628675542071972} - results: ROC_AUC: 0.0988317, PRECISION: 0.0186875, PRECISION_RECALL_MIN_DEN: 0.0747442, RECALL: 0.0732386, MAP: 0.0326342, MRR: 0.0688118, NDCG: 0.0504929, F1: 0.0297752, HIT_RATE: 0.1868746, ARHR: 0.0743042, NOVELTY: 0.0046016, AVERAGE_POPULARITY: 0.1419412, DIVERSITY_MEAN_INTER_LIST: 0.9673853, DIVERSITY_HERFINDAHL: 0.9967188, COVERAGE_ITEM: 0.3096362, COVERAGE_ITEM_CORRECT: 0.0171935, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0974959, DIVERSITY_GINI: 0.0789467, SHANNON_ENTROPY: 10.3743382, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'beta': 0.8, 'topK': 1000, 'l1_ratio': 1e-05, 'alpha': 0.001} - results: ROC_AUC: 0.1092516, PRECISION: 0.0211894, PRECISION_RECALL_MIN_DEN: 0.0819098, RECALL: 0.0800678, MAP: 0.0360230, MRR: 0.0761031, NDCG: 0.0556691, F1: 0.0335058, HIT_RATE: 0.2118945, ARHR: 0.0829851, NOVELTY: 0.0047883, AVERAGE_POPULARITY: 0.0989943, DIVERSITY_MEAN_INTER_LIST: 0.9885546, DIVERSITY_HERFINDAHL: 0.9988353, COVERAGE_ITEM: 0.4217055, COVERAGE_ITEM_CORRECT: 0.0246776, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1087706, DIVERSITY_GINI: 0.1447321, SHANNON_ENTROPY: 11.6578910, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'beta': 0.7767845157440838, 'topK': 27, 'l1_ratio': 1.00416556192146e-05, 'alpha': 0.08397991404229346} - results: ROC_AUC: 0.1016258, PRECISION: 0.0193127, PRECISION_RECALL_MIN_DEN: 0.0786429, RECALL: 0.0771188, MAP: 0.0343387, MRR: 0.0696689, NDCG: 0.0527545, F1: 0.0308863, HIT_RATE: 0.1931275, ARHR: 0.0755527, NOVELTY: 0.0047691, AVERAGE_POPULARITY: 0.1031075, DIVERSITY_MEAN_INTER_LIST: 0.9848823, DIVERSITY_HERFINDAHL: 0.9984681, COVERAGE_ITEM: 0.4339634, COVERAGE_ITEM_CORRECT: 0.0213744, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1007173, DIVERSITY_GINI: 0.1476573, SHANNON_ENTROPY: 11.5243162, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'beta': 0.21898155743006817, 'topK': 957, 'l1_ratio': 1.0507593511543819e-05, 'alpha': 0.11215014974012251} - results: ROC_AUC: 0.0794286, PRECISION: 0.0157400, PRECISION_RECALL_MIN_DEN: 0.0591471, RECALL: 0.0577810, MAP: 0.0248470, MRR: 0.0538483, NDCG: 0.0394374, F1: 0.0247394, HIT_RATE: 0.1574000, ARHR: 0.0582773, NOVELTY: 0.0046844, AVERAGE_POPULARITY: 0.0447034, DIVERSITY_MEAN_INTER_LIST: 0.9940073, DIVERSITY_HERFINDAHL: 0.9993804, COVERAGE_ITEM: 0.4699134, COVERAGE_ITEM_CORRECT: 0.0214591, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0820184, DIVERSITY_GINI: 0.2033303, SHANNON_ENTROPY: 12.4063861, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'beta': 0.7988454181256965, 'topK': 842, 'l1_ratio': 1.0022993543714526e-05, 'alpha': 0.9190174582399858} - results: ROC_AUC: 0.0986930, PRECISION: 0.0187322, PRECISION_RECALL_MIN_DEN: 0.0750541, RECALL: 0.0735779, MAP: 0.0327211, MRR: 0.0688216, NDCG: 0.0506473, F1: 0.0298598, HIT_RATE: 0.1873223, ARHR: 0.0743365, NOVELTY: 0.0046071, AVERAGE_POPULARITY: 0.1409320, DIVERSITY_MEAN_INTER_LIST: 0.9679214, DIVERSITY_HERFINDAHL: 0.9967724, COVERAGE_ITEM: 0.3120693, COVERAGE_ITEM_CORRECT: 0.0173705, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0977476, DIVERSITY_GINI: 0.0801771, SHANNON_ENTROPY: 10.4024196, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'beta': 0.7989007904442111, 'topK': 13, 'l1_ratio': 1.1182133968465455e-05, 'alpha': 0.0369609143277492} - results: ROC_AUC: 0.0973323, PRECISION: 0.0183515, PRECISION_RECALL_MIN_DEN: 0.0749133, RECALL: 0.0734718, MAP: 0.0333743, MRR: 0.0670340, NDCG: 0.0508018, F1: 0.0293638, HIT_RATE: 0.1835153, ARHR: 0.0723425, NOVELTY: 0.0047929, AVERAGE_POPULARITY: 0.0928050, DIVERSITY_MEAN_INTER_LIST: 0.9861138, DIVERSITY_HERFINDAHL: 0.9985912, COVERAGE_ITEM: 0.4640847, COVERAGE_ITEM_CORRECT: 0.0209740, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0956336, DIVERSITY_GINI: 0.1659223, SHANNON_ENTROPY: 11.7080237, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'beta': 0.7920073491427517, 'topK': 161, 'l1_ratio': 1.0247369767205086e-05, 'alpha': 0.8090718369089722} - results: ROC_AUC: 0.1002673, PRECISION: 0.0191660, PRECISION_RECALL_MIN_DEN: 0.0759124, RECALL: 0.0743321, MAP: 0.0332135, MRR: 0.0696408, NDCG: 0.0513346, F1: 0.0304703, HIT_RATE: 0.1916602, ARHR: 0.0755650, NOVELTY: 0.0046682, AVERAGE_POPULARITY: 0.1272465, DIVERSITY_MEAN_INTER_LIST: 0.9739166, DIVERSITY_HERFINDAHL: 0.9973718, COVERAGE_ITEM: 0.3320115, COVERAGE_ITEM_CORRECT: 0.0186256, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0991569, DIVERSITY_GINI: 0.0919168, SHANNON_ENTROPY: 10.6951813, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'beta': 0.25949321132991066, 'topK': 975, 'l1_ratio': 1.0212890833534093e-05, 'alpha': 0.9943061698524626} - results: ROC_AUC: 0.0681737, PRECISION: 0.0127234, PRECISION_RECALL_MIN_DEN: 0.0488268, RECALL: 0.0478783, MAP: 0.0218138, MRR: 0.0463150, NDCG: 0.0337937, F1: 0.0201022, HIT_RATE: 0.1272342, ARHR: 0.0497143, NOVELTY: 0.0046398, AVERAGE_POPULARITY: 0.0537453, DIVERSITY_MEAN_INTER_LIST: 0.9886879, DIVERSITY_HERFINDAHL: 0.9988486, COVERAGE_ITEM: 0.4318537, COVERAGE_ITEM_CORRECT: 0.0160231, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0673462, DIVERSITY_GINI: 0.1735648, SHANNON_ENTROPY: 11.9990092,

config: {'beta': 0.4849594591575789, 'topK': 1000, 'l1_ratio': 1e-05, 'alpha': 0.001} ---- MAP: 0.04162380746004769
