
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 728, 'shrink': 783, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828434, PRECISION: 0.0166840, PRECISION_RECALL_MIN_DEN: 0.0696800, RECALL: 0.0683135, MAP: 0.0279827, MRR: 0.0556240, NDCG: 0.0441388, F1: 0.0268167, HIT_RATE: 0.1668398, ARHR: 0.0603555, NOVELTY: 0.0047884, AVERAGE_POPULARITY: 0.0188085, DIVERSITY_MEAN_INTER_LIST: 0.9962484, DIVERSITY_HERFINDAHL: 0.9996045, COVERAGE_ITEM: 0.5797344, COVERAGE_ITEM_CORRECT: 0.0288508, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0868756, DIVERSITY_GINI: 0.2836819, SHANNON_ENTROPY: 12.9776759, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 976, 'shrink': 992, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0764673, PRECISION: 0.0152659, PRECISION_RECALL_MIN_DEN: 0.0640623, RECALL: 0.0628128, MAP: 0.0252382, MRR: 0.0492572, NDCG: 0.0400809, F1: 0.0245604, HIT_RATE: 0.1526587, ARHR: 0.0532987, NOVELTY: 0.0048090, AVERAGE_POPULARITY: 0.0179829, DIVERSITY_MEAN_INTER_LIST: 0.9950793, DIVERSITY_HERFINDAHL: 0.9994876, COVERAGE_ITEM: 0.4746872, COVERAGE_ITEM_CORRECT: 0.0262406, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803322, DIVERSITY_GINI: 0.2078584, SHANNON_ENTROPY: 12.5191936, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 987, 'shrink': 11, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0766185, PRECISION: 0.0155270, PRECISION_RECALL_MIN_DEN: 0.0646149, RECALL: 0.0633821, MAP: 0.0250221, MRR: 0.0502707, NDCG: 0.0402412, F1: 0.0249427, HIT_RATE: 0.1552701, ARHR: 0.0542855, NOVELTY: 0.0047473, AVERAGE_POPULARITY: 0.0189420, DIVERSITY_MEAN_INTER_LIST: 0.9956103, DIVERSITY_HERFINDAHL: 0.9995407, COVERAGE_ITEM: 0.5255823, COVERAGE_ITEM_CORRECT: 0.0268874, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0823204, DIVERSITY_GINI: 0.2352403, SHANNON_ENTROPY: 12.6831260, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 972, 'shrink': 5, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0760244, PRECISION: 0.0154987, PRECISION_RECALL_MIN_DEN: 0.0645819, RECALL: 0.0633625, MAP: 0.0248258, MRR: 0.0498567, NDCG: 0.0400457, F1: 0.0249045, HIT_RATE: 0.1549865, ARHR: 0.0538299, NOVELTY: 0.0047467, AVERAGE_POPULARITY: 0.0189172, DIVERSITY_MEAN_INTER_LIST: 0.9955264, DIVERSITY_HERFINDAHL: 0.9995323, COVERAGE_ITEM: 0.5226564, COVERAGE_ITEM_CORRECT: 0.0268412, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0821442, DIVERSITY_GINI: 0.2323070, SHANNON_ENTROPY: 12.6592714, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 981, 'shrink': 6, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0764787, PRECISION: 0.0152578, PRECISION_RECALL_MIN_DEN: 0.0640518, RECALL: 0.0628062, MAP: 0.0252268, MRR: 0.0492736, NDCG: 0.0400732, F1: 0.0245494, HIT_RATE: 0.1525781, ARHR: 0.0532977, NOVELTY: 0.0048091, AVERAGE_POPULARITY: 0.0179806, DIVERSITY_MEAN_INTER_LIST: 0.9950715, DIVERSITY_HERFINDAHL: 0.9994868, COVERAGE_ITEM: 0.4744639, COVERAGE_ITEM_CORRECT: 0.0262098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803574, DIVERSITY_GINI: 0.2076772, SHANNON_ENTROPY: 12.5176900, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 32, 'shrink': 984, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0750188, PRECISION: 0.0154323, PRECISION_RECALL_MIN_DEN: 0.0635204, RECALL: 0.0622946, MAP: 0.0248580, MRR: 0.0498720, NDCG: 0.0397737, F1: 0.0247360, HIT_RATE: 0.1543228, ARHR: 0.0542534, NOVELTY: 0.0047364, AVERAGE_POPULARITY: 0.0189575, DIVERSITY_MEAN_INTER_LIST: 0.9962225, DIVERSITY_HERFINDAHL: 0.9996019, COVERAGE_ITEM: 0.5857632, COVERAGE_ITEM_CORRECT: 0.0270414, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0802064, DIVERSITY_GINI: 0.2902492, SHANNON_ENTROPY: 13.0087683, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 997, 'shrink': 998, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0765140, PRECISION: 0.0152578, PRECISION_RECALL_MIN_DEN: 0.0641146, RECALL: 0.0628800, MAP: 0.0252259, MRR: 0.0492414, NDCG: 0.0400888, F1: 0.0245553, HIT_RATE: 0.1525776, ARHR: 0.0532556, NOVELTY: 0.0048096, AVERAGE_POPULARITY: 0.0179788, DIVERSITY_MEAN_INTER_LIST: 0.9950508, DIVERSITY_HERFINDAHL: 0.9994847, COVERAGE_ITEM: 0.4741174, COVERAGE_ITEM_CORRECT: 0.0262098, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0804077, DIVERSITY_GINI: 0.2074370, SHANNON_ENTROPY: 12.5151688, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 8, 'shrink': 984, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0750027, PRECISION: 0.0144484, PRECISION_RECALL_MIN_DEN: 0.0605257, RECALL: 0.0594375, MAP: 0.0253310, MRR: 0.0504141, NDCG: 0.0393557, F1: 0.0232450, HIT_RATE: 0.1444841, ARHR: 0.0540547, NOVELTY: 0.0047366, AVERAGE_POPULARITY: 0.0188925, DIVERSITY_MEAN_INTER_LIST: 0.9915657, DIVERSITY_HERFINDAHL: 0.9991363, COVERAGE_ITEM: 0.6259326, COVERAGE_ITEM_CORRECT: 0.0255630, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0769850, DIVERSITY_GINI: 0.3146490, SHANNON_ENTROPY: 12.9311638, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 986, 'shrink': 998, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0676225, PRECISION: 0.0135047, PRECISION_RECALL_MIN_DEN: 0.0570216, RECALL: 0.0560372, MAP: 0.0226854, MRR: 0.0454544, NDCG: 0.0360368, F1: 0.0217619, HIT_RATE: 0.1350474, ARHR: 0.0487860, NOVELTY: 0.0047515, AVERAGE_POPULARITY: 0.0186409, DIVERSITY_MEAN_INTER_LIST: 0.9946180, DIVERSITY_HERFINDAHL: 0.9994415, COVERAGE_ITEM: 0.4752570, COVERAGE_ITEM_CORRECT: 0.0233686, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0719013, DIVERSITY_GINI: 0.1984013, SHANNON_ENTROPY: 12.4117005, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 970, 'shrink': 6, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0760420, PRECISION: 0.0154946, PRECISION_RECALL_MIN_DEN: 0.0645778, RECALL: 0.0633623, MAP: 0.0248257, MRR: 0.0498557, NDCG: 0.0400463, F1: 0.0248992, HIT_RATE: 0.1549458, ARHR: 0.0538278, NOVELTY: 0.0047466, AVERAGE_POPULARITY: 0.0189181, DIVERSITY_MEAN_INTER_LIST: 0.9955278, DIVERSITY_HERFINDAHL: 0.9995324, COVERAGE_ITEM: 0.5226795, COVERAGE_ITEM_CORRECT: 0.0268335, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0821442, DIVERSITY_GINI: 0.2323404, SHANNON_ENTROPY: 12.6596207, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 15, 'shrink': 6, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0729455, PRECISION: 0.0144807, PRECISION_RECALL_MIN_DEN: 0.0602878, RECALL: 0.0591545, MAP: 0.0243680, MRR: 0.0489131, NDCG: 0.0384461, F1: 0.0232648, HIT_RATE: 0.1448068, ARHR: 0.0528121, NOVELTY: 0.0047280, AVERAGE_POPULARITY: 0.0191653, DIVERSITY_MEAN_INTER_LIST: 0.9943615, DIVERSITY_HERFINDAHL: 0.9994158, COVERAGE_ITEM: 0.5976362, COVERAGE_ITEM_CORRECT: 0.0254398, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0760539, DIVERSITY_GINI: 0.2960972, SHANNON_ENTROPY: 12.9537927, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 934, 'shrink': 996, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0642569, PRECISION: 0.0128822, PRECISION_RECALL_MIN_DEN: 0.0523368, RECALL: 0.0511973, MAP: 0.0205107, MRR: 0.0418918, NDCG: 0.0329074, F1: 0.0205828, HIT_RATE: 0.1288222, ARHR: 0.0450612, NOVELTY: 0.0048196, AVERAGE_POPULARITY: 0.0180000, DIVERSITY_MEAN_INTER_LIST: 0.9939156, DIVERSITY_HERFINDAHL: 0.9993712, COVERAGE_ITEM: 0.3698556, COVERAGE_ITEM_CORRECT: 0.0218133, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0683528, DIVERSITY_GINI: 0.1488538, SHANNON_ENTROPY: 12.0727177, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 1000, 'shrink': 27, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0764699, PRECISION: 0.0152537, PRECISION_RECALL_MIN_DEN: 0.0641101, RECALL: 0.0628702, MAP: 0.0252438, MRR: 0.0492957, NDCG: 0.0400985, F1: 0.0245494, HIT_RATE: 0.1525370, ARHR: 0.0533140, NOVELTY: 0.0048097, AVERAGE_POPULARITY: 0.0179811, DIVERSITY_MEAN_INTER_LIST: 0.9950484, DIVERSITY_HERFINDAHL: 0.9994845, COVERAGE_ITEM: 0.4741020, COVERAGE_ITEM_CORRECT: 0.0262175, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803574, DIVERSITY_GINI: 0.2073900, SHANNON_ENTROPY: 12.5146830, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 36, 'shrink': 983, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0787537, PRECISION: 0.0157185, PRECISION_RECALL_MIN_DEN: 0.0642088, RECALL: 0.0628802, MAP: 0.0262937, MRR: 0.0521777, NDCG: 0.0412686, F1: 0.0251484, HIT_RATE: 0.1571849, ARHR: 0.0567752, NOVELTY: 0.0047624, AVERAGE_POPULARITY: 0.0179302, DIVERSITY_MEAN_INTER_LIST: 0.9955830, DIVERSITY_HERFINDAHL: 0.9995380, COVERAGE_ITEM: 0.5584062, COVERAGE_ITEM_CORRECT: 0.0276189, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0812382, DIVERSITY_GINI: 0.2741787, SHANNON_ENTROPY: 12.9202113, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 17, 'shrink': 999, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0730431, PRECISION: 0.0145825, PRECISION_RECALL_MIN_DEN: 0.0606725, RECALL: 0.0595118, MAP: 0.0244260, MRR: 0.0487138, NDCG: 0.0385619, F1: 0.0234242, HIT_RATE: 0.1458245, ARHR: 0.0527216, NOVELTY: 0.0047286, AVERAGE_POPULARITY: 0.0190810, DIVERSITY_MEAN_INTER_LIST: 0.9949748, DIVERSITY_HERFINDAHL: 0.9994771, COVERAGE_ITEM: 0.5968816, COVERAGE_ITEM_CORRECT: 0.0255938, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0765320, DIVERSITY_GINI: 0.2962937, SHANNON_ENTROPY: 12.9797829, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0828858, PRECISION: 0.0166959, PRECISION_RECALL_MIN_DEN: 0.0696836, RECALL: 0.0682873, MAP: 0.0281876, MRR: 0.0560841, NDCG: 0.0443061, F1: 0.0268293, HIT_RATE: 0.1669592, ARHR: 0.0608062, NOVELTY: 0.0047880, AVERAGE_POPULARITY: 0.0187826, DIVERSITY_MEAN_INTER_LIST: 0.9962331, DIVERSITY_HERFINDAHL: 0.9996029, COVERAGE_ITEM: 0.5757767, COVERAGE_ITEM_CORRECT: 0.0288970, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0869762, DIVERSITY_GINI: 0.2806857, SHANNON_ENTROPY: 12.9642681, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 995, 'shrink': 991, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0676131, PRECISION: 0.0135333, PRECISION_RECALL_MIN_DEN: 0.0571421, RECALL: 0.0561567, MAP: 0.0227115, MRR: 0.0454873, NDCG: 0.0360869, F1: 0.0218080, HIT_RATE: 0.1353333, ARHR: 0.0488345, NOVELTY: 0.0047512, AVERAGE_POPULARITY: 0.0186313, DIVERSITY_MEAN_INTER_LIST: 0.9946109, DIVERSITY_HERFINDAHL: 0.9994408, COVERAGE_ITEM: 0.4750414, COVERAGE_ITEM_CORRECT: 0.0234148, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0720020, DIVERSITY_GINI: 0.1982110, SHANNON_ENTROPY: 12.4100747, 
SearchBayesianSkopt-CV: Search complete. Best config is 21: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'}
