
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 906, 'shrink': 682, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0100071, PRECISION: 0.0021668, PRECISION_RECALL_MIN_DEN: 0.0075907, RECALL: 0.0072596, MAP: 0.0021562, MRR: 0.0059267, NDCG: 0.0041434, F1: 0.0033350, HIT_RATE: 0.0216677, ARHR: 0.0060924, NOVELTY: 0.0053387, AVERAGE_POPULARITY: 0.0111409, DIVERSITY_MEAN_INTER_LIST: 0.9428481, DIVERSITY_HERFINDAHL: 0.9942682, COVERAGE_ITEM: 0.1258133, COVERAGE_ITEM_CORRECT: 0.0039577, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0147477, DIVERSITY_GINI: 0.0183359, SHANNON_ENTROPY: 8.7763235, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 991, 'shrink': 27, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0993898, PRECISION: 0.0215885, PRECISION_RECALL_MIN_DEN: 0.0795982, RECALL: 0.0772244, MAP: 0.0333340, MRR: 0.0689223, NDCG: 0.0519646, F1: 0.0337407, HIT_RATE: 0.2158854, ARHR: 0.0779507, NOVELTY: 0.0052792, AVERAGE_POPULARITY: 0.0182634, DIVERSITY_MEAN_INTER_LIST: 0.9972099, DIVERSITY_HERFINDAHL: 0.9997034, COVERAGE_ITEM: 0.5583446, COVERAGE_ITEM_CORRECT: 0.0414167, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1210771, DIVERSITY_GINI: 0.2476064, SHANNON_ENTROPY: 12.8521654, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 21, 'shrink': 988, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0826033, PRECISION: 0.0175379, PRECISION_RECALL_MIN_DEN: 0.0616545, RECALL: 0.0595142, MAP: 0.0265445, MRR: 0.0576686, NDCG: 0.0412864, F1: 0.0270898, HIT_RATE: 0.1753788, ARHR: 0.0648262, NOVELTY: 0.0053067, AVERAGE_POPULARITY: 0.0170356, DIVERSITY_MEAN_INTER_LIST: 0.9932561, DIVERSITY_HERFINDAHL: 0.9993081, COVERAGE_ITEM: 0.5044158, COVERAGE_ITEM_CORRECT: 0.0340327, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0985781, DIVERSITY_GINI: 0.2213388, SHANNON_ENTROPY: 12.5563631, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0861472, PRECISION: 0.0172789, PRECISION_RECALL_MIN_DEN: 0.0633491, RECALL: 0.0616055, MAP: 0.0283508, MRR: 0.0600375, NDCG: 0.0434671, F1: 0.0269833, HIT_RATE: 0.1727887, ARHR: 0.0665707, NOVELTY: 0.0052946, AVERAGE_POPULARITY: 0.0187159, DIVERSITY_MEAN_INTER_LIST: 0.9873091, DIVERSITY_HERFINDAHL: 0.9987135, COVERAGE_ITEM: 0.6241155, COVERAGE_ITEM_CORRECT: 0.0338094, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1002391, DIVERSITY_GINI: 0.2844298, SHANNON_ENTROPY: 12.6640048, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 996, 'shrink': 16, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0979133, PRECISION: 0.0212316, PRECISION_RECALL_MIN_DEN: 0.0784060, RECALL: 0.0760968, MAP: 0.0327526, MRR: 0.0676145, NDCG: 0.0511189, F1: 0.0331969, HIT_RATE: 0.2123161, ARHR: 0.0764503, NOVELTY: 0.0052791, AVERAGE_POPULARITY: 0.0182136, DIVERSITY_MEAN_INTER_LIST: 0.9969996, DIVERSITY_HERFINDAHL: 0.9996823, COVERAGE_ITEM: 0.5503061, COVERAGE_ITEM_CORRECT: 0.0407392, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1192148, DIVERSITY_GINI: 0.2398960, SHANNON_ENTROPY: 12.7916054, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 995, 'shrink': 965, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086430, PRECISION: 0.0231710, PRECISION_RECALL_MIN_DEN: 0.0855467, RECALL: 0.0830763, MAP: 0.0366560, MRR: 0.0759335, NDCG: 0.0566332, F1: 0.0362329, HIT_RATE: 0.2317105, ARHR: 0.0859313, NOVELTY: 0.0052860, AVERAGE_POPULARITY: 0.0180105, DIVERSITY_MEAN_INTER_LIST: 0.9977609, DIVERSITY_HERFINDAHL: 0.9997585, COVERAGE_ITEM: 0.6025794, COVERAGE_ITEM_CORRECT: 0.0443426, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1294577, DIVERSITY_GINI: 0.2888923, SHANNON_ENTROPY: 13.1058749, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 995, 'shrink': 972, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0831303, PRECISION: 0.0174617, PRECISION_RECALL_MIN_DEN: 0.0628162, RECALL: 0.0607962, MAP: 0.0259768, MRR: 0.0567071, NDCG: 0.0411956, F1: 0.0271268, HIT_RATE: 0.1746171, ARHR: 0.0631440, NOVELTY: 0.0053090, AVERAGE_POPULARITY: 0.0169606, DIVERSITY_MEAN_INTER_LIST: 0.9951281, DIVERSITY_HERFINDAHL: 0.9994952, COVERAGE_ITEM: 0.3819442, COVERAGE_ITEM_CORRECT: 0.0326160, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1008934, DIVERSITY_GINI: 0.1505216, SHANNON_ENTROPY: 12.1524755, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 993, 'shrink': 6, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0977067, PRECISION: 0.0208913, PRECISION_RECALL_MIN_DEN: 0.0768760, RECALL: 0.0746408, MAP: 0.0317953, MRR: 0.0662707, NDCG: 0.0500738, F1: 0.0326435, HIT_RATE: 0.2089128, ARHR: 0.0746428, NOVELTY: 0.0052946, AVERAGE_POPULARITY: 0.0170900, DIVERSITY_MEAN_INTER_LIST: 0.9964625, DIVERSITY_HERFINDAHL: 0.9996286, COVERAGE_ITEM: 0.4949682, COVERAGE_ITEM_CORRECT: 0.0398152, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1183591, DIVERSITY_GINI: 0.2124296, SHANNON_ENTROPY: 12.6298171, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 6, 'shrink': 963, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0963368, PRECISION: 0.0200113, PRECISION_RECALL_MIN_DEN: 0.0720095, RECALL: 0.0697739, MAP: 0.0328676, MRR: 0.0682462, NDCG: 0.0496961, F1: 0.0310967, HIT_RATE: 0.2001126, ARHR: 0.0768563, NOVELTY: 0.0052986, AVERAGE_POPULARITY: 0.0181423, DIVERSITY_MEAN_INTER_LIST: 0.9944969, DIVERSITY_HERFINDAHL: 0.9994321, COVERAGE_ITEM: 0.6591877, COVERAGE_ITEM_CORRECT: 0.0394918, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1118158, DIVERSITY_GINI: 0.3234465, SHANNON_ENTROPY: 13.0666115, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 993, 'shrink': 27, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0979576, PRECISION: 0.0212246, PRECISION_RECALL_MIN_DEN: 0.0784255, RECALL: 0.0761220, MAP: 0.0327504, MRR: 0.0676166, NDCG: 0.0511240, F1: 0.0331907, HIT_RATE: 0.2122460, ARHR: 0.0764385, NOVELTY: 0.0052791, AVERAGE_POPULARITY: 0.0182158, DIVERSITY_MEAN_INTER_LIST: 0.9970001, DIVERSITY_HERFINDAHL: 0.9996824, COVERAGE_ITEM: 0.5503754, COVERAGE_ITEM_CORRECT: 0.0407238, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1192400, DIVERSITY_GINI: 0.2399165, SHANNON_ENTROPY: 12.7917361, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 10, 'shrink': 10, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0937566, PRECISION: 0.0197778, PRECISION_RECALL_MIN_DEN: 0.0711983, RECALL: 0.0689802, MAP: 0.0314209, MRR: 0.0660250, NDCG: 0.0481736, F1: 0.0307363, HIT_RATE: 0.1977784, ARHR: 0.0745150, NOVELTY: 0.0052761, AVERAGE_POPULARITY: 0.0187178, DIVERSITY_MEAN_INTER_LIST: 0.9960814, DIVERSITY_HERFINDAHL: 0.9995905, COVERAGE_ITEM: 0.6317151, COVERAGE_ITEM_CORRECT: 0.0384678, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1102554, DIVERSITY_GINI: 0.3053853, SHANNON_ENTROPY: 13.0639571, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 999, 'shrink': 1000, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0977269, PRECISION: 0.0208700, PRECISION_RECALL_MIN_DEN: 0.0768374, RECALL: 0.0746070, MAP: 0.0317854, MRR: 0.0662534, NDCG: 0.0500554, F1: 0.0326142, HIT_RATE: 0.2086995, ARHR: 0.0746193, NOVELTY: 0.0052945, AVERAGE_POPULARITY: 0.0170878, DIVERSITY_MEAN_INTER_LIST: 0.9964489, DIVERSITY_HERFINDAHL: 0.9996273, COVERAGE_ITEM: 0.4948142, COVERAGE_ITEM_CORRECT: 0.0397998, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1182585, DIVERSITY_GINI: 0.2123224, SHANNON_ENTROPY: 12.6286176, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 7, 'shrink': 990, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0902080, PRECISION: 0.0185124, PRECISION_RECALL_MIN_DEN: 0.0666275, RECALL: 0.0646408, MAP: 0.0298534, MRR: 0.0633111, NDCG: 0.0456743, F1: 0.0287783, HIT_RATE: 0.1851239, ARHR: 0.0709701, NOVELTY: 0.0052850, AVERAGE_POPULARITY: 0.0187585, DIVERSITY_MEAN_INTER_LIST: 0.9930804, DIVERSITY_HERFINDAHL: 0.9992905, COVERAGE_ITEM: 0.6304601, COVERAGE_ITEM_CORRECT: 0.0361886, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1047439, DIVERSITY_GINI: 0.2970920, SHANNON_ENTROPY: 12.9013538, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 45, 'shrink': 14, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1016209, PRECISION: 0.0222205, PRECISION_RECALL_MIN_DEN: 0.0802228, RECALL: 0.0775911, MAP: 0.0340734, MRR: 0.0705728, NDCG: 0.0527999, F1: 0.0345452, HIT_RATE: 0.2222053, ARHR: 0.0806076, NOVELTY: 0.0052838, AVERAGE_POPULARITY: 0.0170750, DIVERSITY_MEAN_INTER_LIST: 0.9977518, DIVERSITY_HERFINDAHL: 0.9997576, COVERAGE_ITEM: 0.5754918, COVERAGE_ITEM_CORRECT: 0.0432185, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1219580, DIVERSITY_GINI: 0.2791201, SHANNON_ENTROPY: 13.0692708, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 991, 'shrink': 24, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0993005, PRECISION: 0.0215391, PRECISION_RECALL_MIN_DEN: 0.0793964, RECALL: 0.0770333, MAP: 0.0332800, MRR: 0.0688161, NDCG: 0.0518670, F1: 0.0336622, HIT_RATE: 0.2153915, ARHR: 0.0778102, NOVELTY: 0.0052791, AVERAGE_POPULARITY: 0.0182576, DIVERSITY_MEAN_INTER_LIST: 0.9971904, DIVERSITY_HERFINDAHL: 0.9997014, COVERAGE_ITEM: 0.5574976, COVERAGE_ITEM_CORRECT: 0.0413244, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1208506, DIVERSITY_GINI: 0.2468208, SHANNON_ENTROPY: 12.8461634, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 992, 'shrink': 8, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0830839, PRECISION: 0.0174652, PRECISION_RECALL_MIN_DEN: 0.0628170, RECALL: 0.0607907, MAP: 0.0259837, MRR: 0.0567185, NDCG: 0.0412006, F1: 0.0271307, HIT_RATE: 0.1746525, ARHR: 0.0631621, NOVELTY: 0.0053090, AVERAGE_POPULARITY: 0.0169619, DIVERSITY_MEAN_INTER_LIST: 0.9951322, DIVERSITY_HERFINDAHL: 0.9994956, COVERAGE_ITEM: 0.3820597, COVERAGE_ITEM_CORRECT: 0.0326237, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1008431, DIVERSITY_GINI: 0.1505882, SHANNON_ENTROPY: 12.1532613, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 7, 'shrink': 990, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0909103, PRECISION: 0.0190227, PRECISION_RECALL_MIN_DEN: 0.0682590, RECALL: 0.0661087, MAP: 0.0306953, MRR: 0.0641533, NDCG: 0.0467544, F1: 0.0295414, HIT_RATE: 0.1902266, ARHR: 0.0722837, NOVELTY: 0.0052989, AVERAGE_POPULARITY: 0.0172983, DIVERSITY_MEAN_INTER_LIST: 0.9916626, DIVERSITY_HERFINDAHL: 0.9991487, COVERAGE_ITEM: 0.6246930, COVERAGE_ITEM_CORRECT: 0.0373898, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1063798, DIVERSITY_GINI: 0.2938552, SHANNON_ENTROPY: 12.8387760, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 28, 'shrink': 14, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1004891, PRECISION: 0.0216854, PRECISION_RECALL_MIN_DEN: 0.0787326, RECALL: 0.0763012, MAP: 0.0342472, MRR: 0.0712151, NDCG: 0.0525684, F1: 0.0337680, HIT_RATE: 0.2168542, ARHR: 0.0808356, NOVELTY: 0.0052703, AVERAGE_POPULARITY: 0.0183485, DIVERSITY_MEAN_INTER_LIST: 0.9979228, DIVERSITY_HERFINDAHL: 0.9997746, COVERAGE_ITEM: 0.6232223, COVERAGE_ITEM_CORRECT: 0.0424100, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1192400, DIVERSITY_GINI: 0.3068150, SHANNON_ENTROPY: 13.1898698, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 996, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0979473, PRECISION: 0.0212350, PRECISION_RECALL_MIN_DEN: 0.0784648, RECALL: 0.0761645, MAP: 0.0327585, MRR: 0.0676115, NDCG: 0.0511402, F1: 0.0332076, HIT_RATE: 0.2123498, ARHR: 0.0764302, NOVELTY: 0.0052790, AVERAGE_POPULARITY: 0.0182187, DIVERSITY_MEAN_INTER_LIST: 0.9970054, DIVERSITY_HERFINDAHL: 0.9996829, COVERAGE_ITEM: 0.5505679, COVERAGE_ITEM_CORRECT: 0.0407392, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1193155, DIVERSITY_GINI: 0.2400900, SHANNON_ENTROPY: 12.7931102, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 29, 'shrink': 10, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0641384, PRECISION: 0.0131856, PRECISION_RECALL_MIN_DEN: 0.0442268, RECALL: 0.0424133, MAP: 0.0192921, MRR: 0.0446529, NDCG: 0.0301657, F1: 0.0201103, HIT_RATE: 0.1318560, ARHR: 0.0497284, NOVELTY: 0.0053294, AVERAGE_POPULARITY: 0.0169354, DIVERSITY_MEAN_INTER_LIST: 0.9832104, DIVERSITY_HERFINDAHL: 0.9983037, COVERAGE_ITEM: 0.4161925, COVERAGE_ITEM_CORRECT: 0.0252012, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0758274, DIVERSITY_GINI: 0.1589483, SHANNON_ENTROPY: 11.8769377, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 972, 'shrink': 8, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0986460, PRECISION: 0.0213199, PRECISION_RECALL_MIN_DEN: 0.0788439, RECALL: 0.0765285, MAP: 0.0328869, MRR: 0.0680638, NDCG: 0.0513735, F1: 0.0333458, HIT_RATE: 0.2131995, ARHR: 0.0769054, NOVELTY: 0.0052789, AVERAGE_POPULARITY: 0.0182283, DIVERSITY_MEAN_INTER_LIST: 0.9970799, DIVERSITY_HERFINDAHL: 0.9996904, COVERAGE_ITEM: 0.5533782, COVERAGE_ITEM_CORRECT: 0.0409086, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1199195, DIVERSITY_GINI: 0.2426740, SHANNON_ENTROPY: 12.8137548, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 8, 'shrink': 990, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0991838, PRECISION: 0.0210853, PRECISION_RECALL_MIN_DEN: 0.0756434, RECALL: 0.0732406, MAP: 0.0339735, MRR: 0.0705034, NDCG: 0.0516173, F1: 0.0327413, HIT_RATE: 0.2108528, ARHR: 0.0799372, NOVELTY: 0.0052881, AVERAGE_POPULARITY: 0.0183205, DIVERSITY_MEAN_INTER_LIST: 0.9964983, DIVERSITY_HERFINDAHL: 0.9996322, COVERAGE_ITEM: 0.6607507, COVERAGE_ITEM_CORRECT: 0.0413244, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1162451, DIVERSITY_GINI: 0.3311455, SHANNON_ENTROPY: 13.1915024, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 14, 'shrink': 990, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0965696, PRECISION: 0.0205093, PRECISION_RECALL_MIN_DEN: 0.0741478, RECALL: 0.0718518, MAP: 0.0325606, MRR: 0.0680229, NDCG: 0.0498845, F1: 0.0319064, HIT_RATE: 0.2050926, ARHR: 0.0770110, NOVELTY: 0.0052727, AVERAGE_POPULARITY: 0.0186000, DIVERSITY_MEAN_INTER_LIST: 0.9972470, DIVERSITY_HERFINDAHL: 0.9997071, COVERAGE_ITEM: 0.6293975, COVERAGE_ITEM_CORRECT: 0.0399769, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1138543, DIVERSITY_GINI: 0.3073354, SHANNON_ENTROPY: 13.1378474, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 998, 'shrink': 984, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0977059, PRECISION: 0.0208735, PRECISION_RECALL_MIN_DEN: 0.0768472, RECALL: 0.0746192, MAP: 0.0317825, MRR: 0.0662394, NDCG: 0.0500559, F1: 0.0326197, HIT_RATE: 0.2087353, ARHR: 0.0746064, NOVELTY: 0.0052944, AVERAGE_POPULARITY: 0.0170882, DIVERSITY_MEAN_INTER_LIST: 0.9964494, DIVERSITY_HERFINDAHL: 0.9996273, COVERAGE_ITEM: 0.4948527, COVERAGE_ITEM_CORRECT: 0.0398075, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1182836, DIVERSITY_GINI: 0.2123482, SHANNON_ENTROPY: 12.6287791, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1086617, PRECISION: 0.0232029, PRECISION_RECALL_MIN_DEN: 0.0856091, RECALL: 0.0831213, MAP: 0.0367075, MRR: 0.0760059, NDCG: 0.0566932, F1: 0.0362760, HIT_RATE: 0.2320288, ARHR: 0.0860061, NOVELTY: 0.0052863, AVERAGE_POPULARITY: 0.0179953, DIVERSITY_MEAN_INTER_LIST: 0.9977621, DIVERSITY_HERFINDAHL: 0.9997586, COVERAGE_ITEM: 0.6024793, COVERAGE_ITEM_CORRECT: 0.0444273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1296338, DIVERSITY_GINI: 0.2888110, SHANNON_ENTROPY: 13.1057503, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 981, 'shrink': 5, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0981174, PRECISION: 0.0212246, PRECISION_RECALL_MIN_DEN: 0.0785358, RECALL: 0.0762409, MAP: 0.0327459, MRR: 0.0675909, NDCG: 0.0511449, F1: 0.0332018, HIT_RATE: 0.2122459, ARHR: 0.0763936, NOVELTY: 0.0052791, AVERAGE_POPULARITY: 0.0182062, DIVERSITY_MEAN_INTER_LIST: 0.9970034, DIVERSITY_HERFINDAHL: 0.9996827, COVERAGE_ITEM: 0.5506910, COVERAGE_ITEM_CORRECT: 0.0407315, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1193658, DIVERSITY_GINI: 0.2400568, SHANNON_ENTROPY: 12.7927764, 
