
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 139, 'shrink': 720, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3683541415129719, 'feature_weighting': 'none', 'icm_weight': 14.938572560058919} - results: ROC_AUC: 0.0504933, PRECISION: 0.0099357, PRECISION_RECALL_MIN_DEN: 0.0380830, RECALL: 0.0371463, MAP: 0.0155880, MRR: 0.0340893, NDCG: 0.0249394, F1: 0.0156773, HIT_RATE: 0.0993574, ARHR: 0.0366992, NOVELTY: 0.0047568, AVERAGE_POPULARITY: 0.0165213, DIVERSITY_MEAN_INTER_LIST: 0.9954770, DIVERSITY_HERFINDAHL: 0.9995274, COVERAGE_ITEM: 0.5376477, COVERAGE_ITEM_CORRECT: 0.0174398, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0520700, DIVERSITY_GINI: 0.2516542, SHANNON_ENTROPY: 12.7906911, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1338224, PRECISION: 0.0265934, PRECISION_RECALL_MIN_DEN: 0.1082731, RECALL: 0.1063852, MAP: 0.0463729, MRR: 0.0928575, NDCG: 0.0717546, F1: 0.0425478, HIT_RATE: 0.2659344, ARHR: 0.1020327, NOVELTY: 0.0046588, AVERAGE_POPULARITY: 0.1056605, DIVERSITY_MEAN_INTER_LIST: 0.9847788, DIVERSITY_HERFINDAHL: 0.9984578, COVERAGE_ITEM: 0.4377363, COVERAGE_ITEM_CORRECT: 0.0319307, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1338618, DIVERSITY_GINI: 0.1501532, SHANNON_ENTROPY: 11.5328102, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 893, 'shrink': 4, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01821279835346479, 'feature_weighting': 'BM25', 'icm_weight': 9.694254592436486} - results: ROC_AUC: 0.1062132, PRECISION: 0.0215088, PRECISION_RECALL_MIN_DEN: 0.0867067, RECALL: 0.0849632, MAP: 0.0360019, MRR: 0.0723331, NDCG: 0.0563306, F1: 0.0343265, HIT_RATE: 0.2150883, ARHR: 0.0793085, NOVELTY: 0.0047650, AVERAGE_POPULARITY: 0.0301265, DIVERSITY_MEAN_INTER_LIST: 0.9965408, DIVERSITY_HERFINDAHL: 0.9996337, COVERAGE_ITEM: 0.6197498, COVERAGE_ITEM_CORRECT: 0.0342637, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1092236, DIVERSITY_GINI: 0.3186234, SHANNON_ENTROPY: 13.1383506, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 102, 'shrink': 2, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.010060334953273522, 'feature_weighting': 'BM25', 'icm_weight': 19.624953696455886} - results: ROC_AUC: 0.0944108, PRECISION: 0.0188751, PRECISION_RECALL_MIN_DEN: 0.0775638, RECALL: 0.0761411, MAP: 0.0323184, MRR: 0.0645941, NDCG: 0.0503969, F1: 0.0302490, HIT_RATE: 0.1887514, ARHR: 0.0703418, NOVELTY: 0.0047647, AVERAGE_POPULARITY: 0.0235610, DIVERSITY_MEAN_INTER_LIST: 0.9967779, DIVERSITY_HERFINDAHL: 0.9996574, COVERAGE_ITEM: 0.6326853, COVERAGE_ITEM_CORRECT: 0.0317690, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0969422, DIVERSITY_GINI: 0.3393251, SHANNON_ENTROPY: 13.2565895, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 901, 'shrink': 26, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9909663396044555, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0255063335477577} - results: ROC_AUC: 0.0290125, PRECISION: 0.0058407, PRECISION_RECALL_MIN_DEN: 0.0237215, RECALL: 0.0232360, MAP: 0.0089376, MRR: 0.0194809, NDCG: 0.0147389, F1: 0.0093324, HIT_RATE: 0.0584066, ARHR: 0.0205977, NOVELTY: 0.0050497, AVERAGE_POPULARITY: 0.0093653, DIVERSITY_MEAN_INTER_LIST: 0.9930773, DIVERSITY_HERFINDAHL: 0.9992874, COVERAGE_ITEM: 0.2770125, COVERAGE_ITEM_CORRECT: 0.0106256, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0321127, DIVERSITY_GINI: 0.0988795, SHANNON_ENTROPY: 11.5753810, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1056310, PRECISION: 0.0201833, PRECISION_RECALL_MIN_DEN: 0.0799293, RECALL: 0.0783384, MAP: 0.0352255, MRR: 0.0738711, NDCG: 0.0543289, F1: 0.0320960, HIT_RATE: 0.2018329, ARHR: 0.0802243, NOVELTY: 0.0048701, AVERAGE_POPULARITY: 0.0624717, DIVERSITY_MEAN_INTER_LIST: 0.9935822, DIVERSITY_HERFINDAHL: 0.9993379, COVERAGE_ITEM: 0.4771588, COVERAGE_ITEM_CORRECT: 0.0285890, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1039889, DIVERSITY_GINI: 0.1918878, SHANNON_ENTROPY: 12.2769238, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 946, 'shrink': 862, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.040059893449573065, 'feature_weighting': 'TF-IDF', 'icm_weight': 17.541845192108873} - results: ROC_AUC: 0.0794946, PRECISION: 0.0161696, PRECISION_RECALL_MIN_DEN: 0.0637209, RECALL: 0.0623826, MAP: 0.0256805, MRR: 0.0534972, NDCG: 0.0410114, F1: 0.0256818, HIT_RATE: 0.1616965, ARHR: 0.0582497, NOVELTY: 0.0047474, AVERAGE_POPULARITY: 0.0236082, DIVERSITY_MEAN_INTER_LIST: 0.9963686, DIVERSITY_HERFINDAHL: 0.9996165, COVERAGE_ITEM: 0.5660751, COVERAGE_ITEM_CORRECT: 0.0264639, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0838304, DIVERSITY_GINI: 0.2857769, SHANNON_ENTROPY: 13.0001803, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 933, 'shrink': 978, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9974205948616222, 'feature_weighting': 'BM25', 'icm_weight': 18.10875345594364} - results: ROC_AUC: 0.0666039, PRECISION: 0.0134392, PRECISION_RECALL_MIN_DEN: 0.0551986, RECALL: 0.0540466, MAP: 0.0216839, MRR: 0.0443560, NDCG: 0.0347204, F1: 0.0215243, HIT_RATE: 0.1343918, ARHR: 0.0477823, NOVELTY: 0.0046548, AVERAGE_POPULARITY: 0.0134126, DIVERSITY_MEAN_INTER_LIST: 0.9955796, DIVERSITY_HERFINDAHL: 0.9995376, COVERAGE_ITEM: 0.4655245, COVERAGE_ITEM_CORRECT: 0.0237921, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0710457, DIVERSITY_GINI: 0.2079898, SHANNON_ENTROPY: 12.5623310, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 933, 'shrink': 34, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04404131952701729, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.512548009181603} - results: ROC_AUC: 0.1270337, PRECISION: 0.0255754, PRECISION_RECALL_MIN_DEN: 0.1005684, RECALL: 0.0985715, MAP: 0.0431008, MRR: 0.0879971, NDCG: 0.0669986, F1: 0.0406126, HIT_RATE: 0.2557543, ARHR: 0.0970232, NOVELTY: 0.0047520, AVERAGE_POPULARITY: 0.0644932, DIVERSITY_MEAN_INTER_LIST: 0.9933635, DIVERSITY_HERFINDAHL: 0.9993160, COVERAGE_ITEM: 0.5510375, COVERAGE_ITEM_CORRECT: 0.0344947, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1278722, DIVERSITY_GINI: 0.2429203, SHANNON_ENTROPY: 12.5256767, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1056310, PRECISION: 0.0201833, PRECISION_RECALL_MIN_DEN: 0.0799293, RECALL: 0.0783384, MAP: 0.0352255, MRR: 0.0738711, NDCG: 0.0543289, F1: 0.0320960, HIT_RATE: 0.2018329, ARHR: 0.0802243, NOVELTY: 0.0048701, AVERAGE_POPULARITY: 0.0624717, DIVERSITY_MEAN_INTER_LIST: 0.9935822, DIVERSITY_HERFINDAHL: 0.9993379, COVERAGE_ITEM: 0.4771588, COVERAGE_ITEM_CORRECT: 0.0285890, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1039889, DIVERSITY_GINI: 0.1918878, SHANNON_ENTROPY: 12.2769238, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 949, 'shrink': 947, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.012873776873817636, 'feature_weighting': 'BM25', 'icm_weight': 19.23022719131599} - results: ROC_AUC: 0.1076509, PRECISION: 0.0215906, PRECISION_RECALL_MIN_DEN: 0.0882834, RECALL: 0.0866434, MAP: 0.0364749, MRR: 0.0728094, NDCG: 0.0571237, F1: 0.0345663, HIT_RATE: 0.2159058, ARHR: 0.0796709, NOVELTY: 0.0047565, AVERAGE_POPULARITY: 0.0330717, DIVERSITY_MEAN_INTER_LIST: 0.9961823, DIVERSITY_HERFINDAHL: 0.9995979, COVERAGE_ITEM: 0.5691781, COVERAGE_ITEM_CORRECT: 0.0338017, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1102806, DIVERSITY_GINI: 0.2787860, SHANNON_ENTROPY: 12.9492474, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1056310, PRECISION: 0.0201833, PRECISION_RECALL_MIN_DEN: 0.0799293, RECALL: 0.0783384, MAP: 0.0352255, MRR: 0.0738711, NDCG: 0.0543289, F1: 0.0320960, HIT_RATE: 0.2018329, ARHR: 0.0802243, NOVELTY: 0.0048701, AVERAGE_POPULARITY: 0.0624717, DIVERSITY_MEAN_INTER_LIST: 0.9935822, DIVERSITY_HERFINDAHL: 0.9993379, COVERAGE_ITEM: 0.4771588, COVERAGE_ITEM_CORRECT: 0.0285890, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1039889, DIVERSITY_GINI: 0.1918878, SHANNON_ENTROPY: 12.2769238, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 967, 'shrink': 981, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1946546916407295, 'feature_weighting': 'BM25', 'icm_weight': 1.0531042622233975} - results: ROC_AUC: 0.1027520, PRECISION: 0.0208587, PRECISION_RECALL_MIN_DEN: 0.0813329, RECALL: 0.0796650, MAP: 0.0346099, MRR: 0.0709011, NDCG: 0.0540283, F1: 0.0330604, HIT_RATE: 0.2085867, ARHR: 0.0777449, NOVELTY: 0.0050280, AVERAGE_POPULARITY: 0.0274134, DIVERSITY_MEAN_INTER_LIST: 0.9967594, DIVERSITY_HERFINDAHL: 0.9996556, COVERAGE_ITEM: 0.6215130, COVERAGE_ITEM_CORRECT: 0.0344100, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1058261, DIVERSITY_GINI: 0.3223389, SHANNON_ENTROPY: 13.1833897, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'icm_weight': 1.0} - results: ROC_AUC: 0.1045573, PRECISION: 0.0209613, PRECISION_RECALL_MIN_DEN: 0.0824170, RECALL: 0.0807998, MAP: 0.0351901, MRR: 0.0722980, NDCG: 0.0548631, F1: 0.0332862, HIT_RATE: 0.2096125, ARHR: 0.0790580, NOVELTY: 0.0050218, AVERAGE_POPULARITY: 0.0298959, DIVERSITY_MEAN_INTER_LIST: 0.9965893, DIVERSITY_HERFINDAHL: 0.9996386, COVERAGE_ITEM: 0.6230298, COVERAGE_ITEM_CORRECT: 0.0347026, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1067321, DIVERSITY_GINI: 0.3187745, SHANNON_ENTROPY: 13.1429280, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 959, 'shrink': 81, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07113945187882999, 'feature_weighting': 'BM25', 'icm_weight': 19.883628493211123} - results: ROC_AUC: 0.1044123, PRECISION: 0.0210878, PRECISION_RECALL_MIN_DEN: 0.0861437, RECALL: 0.0844907, MAP: 0.0358437, MRR: 0.0715660, NDCG: 0.0559002, F1: 0.0337511, HIT_RATE: 0.2108778, ARHR: 0.0782105, NOVELTY: 0.0047616, AVERAGE_POPULARITY: 0.0295795, DIVERSITY_MEAN_INTER_LIST: 0.9964503, DIVERSITY_HERFINDAHL: 0.9996247, COVERAGE_ITEM: 0.5956882, COVERAGE_ITEM_CORRECT: 0.0337940, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1075374, DIVERSITY_GINI: 0.2995919, SHANNON_ENTROPY: 13.0606858, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 928, 'shrink': 43, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.014097003456078342, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.179389585224612} - results: ROC_AUC: 0.1294468, PRECISION: 0.0258528, PRECISION_RECALL_MIN_DEN: 0.1024104, RECALL: 0.1004451, MAP: 0.0440016, MRR: 0.0900520, NDCG: 0.0683390, F1: 0.0411208, HIT_RATE: 0.2585278, ARHR: 0.0990088, NOVELTY: 0.0047745, AVERAGE_POPULARITY: 0.0710840, DIVERSITY_MEAN_INTER_LIST: 0.9924629, DIVERSITY_HERFINDAHL: 0.9992260, COVERAGE_ITEM: 0.5244581, COVERAGE_ITEM_CORRECT: 0.0344177, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1295080, DIVERSITY_GINI: 0.2192788, SHANNON_ENTROPY: 12.3414322, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 970, 'shrink': 900, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.47124622576215935, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.2945214539449519} - results: ROC_AUC: 0.1304081, PRECISION: 0.0261803, PRECISION_RECALL_MIN_DEN: 0.1042483, RECALL: 0.1022724, MAP: 0.0446371, MRR: 0.0903011, NDCG: 0.0692608, F1: 0.0416877, HIT_RATE: 0.2618034, ARHR: 0.0994218, NOVELTY: 0.0047499, AVERAGE_POPULARITY: 0.0659830, DIVERSITY_MEAN_INTER_LIST: 0.9929954, DIVERSITY_HERFINDAHL: 0.9992792, COVERAGE_ITEM: 0.5343600, COVERAGE_ITEM_CORRECT: 0.0353802, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1317982, DIVERSITY_GINI: 0.2240985, SHANNON_ENTROPY: 12.3849342, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1130416, PRECISION: 0.0219278, PRECISION_RECALL_MIN_DEN: 0.0886770, RECALL: 0.0870338, MAP: 0.0384224, MRR: 0.0788123, NDCG: 0.0593776, F1: 0.0350274, HIT_RATE: 0.2192775, ARHR: 0.0858074, NOVELTY: 0.0045982, AVERAGE_POPULARITY: 0.1295944, DIVERSITY_MEAN_INTER_LIST: 0.9760764, DIVERSITY_HERFINDAHL: 0.9975877, COVERAGE_ITEM: 0.3742368, COVERAGE_ITEM_CORRECT: 0.0232300, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1121933, DIVERSITY_GINI: 0.1106089, SHANNON_ENTROPY: 10.9366211, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 994, 'shrink': 943, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7828993573289782, 'feature_weighting': 'none', 'icm_weight': 1.8578336893666578} - results: ROC_AUC: 0.1077492, PRECISION: 0.0214175, PRECISION_RECALL_MIN_DEN: 0.0829819, RECALL: 0.0812595, MAP: 0.0351671, MRR: 0.0742486, NDCG: 0.0553062, F1: 0.0338994, HIT_RATE: 0.2141746, ARHR: 0.0811965, NOVELTY: 0.0045881, AVERAGE_POPULARITY: 0.0854581, DIVERSITY_MEAN_INTER_LIST: 0.9874867, DIVERSITY_HERFINDAHL: 0.9987285, COVERAGE_ITEM: 0.4585178, COVERAGE_ITEM_CORRECT: 0.0254244, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1090978, DIVERSITY_GINI: 0.1725943, SHANNON_ENTROPY: 11.8258157, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1338224, PRECISION: 0.0265934, PRECISION_RECALL_MIN_DEN: 0.1082731, RECALL: 0.1063852, MAP: 0.0463729, MRR: 0.0928575, NDCG: 0.0717546, F1: 0.0425478, HIT_RATE: 0.2659344, ARHR: 0.1020327, NOVELTY: 0.0046588, AVERAGE_POPULARITY: 0.1056605, DIVERSITY_MEAN_INTER_LIST: 0.9847788, DIVERSITY_HERFINDAHL: 0.9984578, COVERAGE_ITEM: 0.4377363, COVERAGE_ITEM_CORRECT: 0.0319307, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1338618, DIVERSITY_GINI: 0.1501532, SHANNON_ENTROPY: 11.5328102, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 802, 'shrink': 988, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8077518527683152, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0449089816517514} - results: ROC_AUC: 0.1199840, PRECISION: 0.0242347, PRECISION_RECALL_MIN_DEN: 0.0968977, RECALL: 0.0950279, MAP: 0.0410189, MRR: 0.0831411, NDCG: 0.0638770, F1: 0.0386191, HIT_RATE: 0.2423469, ARHR: 0.0914278, NOVELTY: 0.0048621, AVERAGE_POPULARITY: 0.0518981, DIVERSITY_MEAN_INTER_LIST: 0.9944643, DIVERSITY_HERFINDAHL: 0.9994261, COVERAGE_ITEM: 0.5417517, COVERAGE_ITEM_CORRECT: 0.0354957, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1224613, DIVERSITY_GINI: 0.2335124, SHANNON_ENTROPY: 12.5439403, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1338224, PRECISION: 0.0265934, PRECISION_RECALL_MIN_DEN: 0.1082731, RECALL: 0.1063852, MAP: 0.0463729, MRR: 0.0928575, NDCG: 0.0717546, F1: 0.0425478, HIT_RATE: 0.2659344, ARHR: 0.1020327, NOVELTY: 0.0046588, AVERAGE_POPULARITY: 0.1056605, DIVERSITY_MEAN_INTER_LIST: 0.9847788, DIVERSITY_HERFINDAHL: 0.9984578, COVERAGE_ITEM: 0.4377363, COVERAGE_ITEM_CORRECT: 0.0319307, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1338618, DIVERSITY_GINI: 0.1501532, SHANNON_ENTROPY: 11.5328102, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 937, 'shrink': 939, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9460058988997737, 'feature_weighting': 'BM25', 'icm_weight': 1.8877467210759162} - results: ROC_AUC: 0.1010246, PRECISION: 0.0204207, PRECISION_RECALL_MIN_DEN: 0.0800441, RECALL: 0.0784078, MAP: 0.0341167, MRR: 0.0692995, NDCG: 0.0530888, F1: 0.0324017, HIT_RATE: 0.2042067, ARHR: 0.0760368, NOVELTY: 0.0048033, AVERAGE_POPULARITY: 0.0275695, DIVERSITY_MEAN_INTER_LIST: 0.9966212, DIVERSITY_HERFINDAHL: 0.9996418, COVERAGE_ITEM: 0.6222291, COVERAGE_ITEM_CORRECT: 0.0329933, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1036366, DIVERSITY_GINI: 0.3206652, SHANNON_ENTROPY: 13.1559077, 
SearchBayesianSkopt-CV: Search complete. Best config is 25: {'topK': 651, 'shrink': 858, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01038549339003936, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0091171832447683}
