
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 157, 'shrink': 71, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6978878753982184, 'tversky_beta': 1.4700049449073567, 'icm_weight': 6.764423848332919} - results: ROC_AUC: 0.1095167, PRECISION: 0.0221259, PRECISION_RECALL_MIN_DEN: 0.0903508, RECALL: 0.0885430, MAP: 0.0374584, MRR: 0.0745003, NDCG: 0.0584053, F1: 0.0354021, HIT_RATE: 0.2212591, ARHR: 0.0817000, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0440584, DIVERSITY_MEAN_INTER_LIST: 0.9953675, DIVERSITY_HERFINDAHL: 0.9995164, COVERAGE_ITEM: 0.5248277, COVERAGE_ITEM_CORRECT: 0.0327931, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1125959, DIVERSITY_GINI: 0.2431955, SHANNON_ENTROPY: 12.7162739, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 13, 'shrink': 9, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09679247618218237, 'tversky_beta': 1.9755029308431986, 'icm_weight': 3.6372932333175814} - results: ROC_AUC: 0.0860582, PRECISION: 0.0168451, PRECISION_RECALL_MIN_DEN: 0.0673982, RECALL: 0.0659527, MAP: 0.0295897, MRR: 0.0587885, NDCG: 0.0451278, F1: 0.0268354, HIT_RATE: 0.1684512, ARHR: 0.0637145, NOVELTY: 0.0047197, AVERAGE_POPULARITY: 0.0255839, DIVERSITY_MEAN_INTER_LIST: 0.9692960, DIVERSITY_HERFINDAHL: 0.9969098, COVERAGE_ITEM: 0.5994148, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0872027, DIVERSITY_GINI: 0.2867024, SHANNON_ENTROPY: 12.3065227, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1087930, PRECISION: 0.0214952, PRECISION_RECALL_MIN_DEN: 0.0876054, RECALL: 0.0859638, MAP: 0.0364969, MRR: 0.0730907, NDCG: 0.0570814, F1: 0.0343889, HIT_RATE: 0.2149521, ARHR: 0.0796314, NOVELTY: 0.0047182, AVERAGE_POPULARITY: 0.0596687, DIVERSITY_MEAN_INTER_LIST: 0.9926108, DIVERSITY_HERFINDAHL: 0.9992408, COVERAGE_ITEM: 0.4472839, COVERAGE_ITEM_CORRECT: 0.0289124, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1109601, DIVERSITY_GINI: 0.1755032, SHANNON_ENTROPY: 12.1315845, 

SearchBayesianSkopt-CV: New best config found. Config 30: {'topK': 159, 'shrink': 997, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.07278791481388171, 'tversky_beta': 0.16957969405156773, 'icm_weight': 19.305399620908123} - results: ROC_AUC: 0.1125229, PRECISION: 0.0226691, PRECISION_RECALL_MIN_DEN: 0.0915071, RECALL: 0.0896363, MAP: 0.0382783, MRR: 0.0771769, NDCG: 0.0597220, F1: 0.0361859, HIT_RATE: 0.2266908, ARHR: 0.0845702, NOVELTY: 0.0046883, AVERAGE_POPULARITY: 0.0651958, DIVERSITY_MEAN_INTER_LIST: 0.9924163, DIVERSITY_HERFINDAHL: 0.9992214, COVERAGE_ITEM: 0.4946295, COVERAGE_ITEM_CORRECT: 0.0302676, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1151126, DIVERSITY_GINI: 0.2075549, SHANNON_ENTROPY: 12.3187159, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 979, 'shrink': 874, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.21273868830968362, 'tversky_beta': 0.073332002270339, 'icm_weight': 19.909634695469276} - results: ROC_AUC: 0.1095014, PRECISION: 0.0217232, PRECISION_RECALL_MIN_DEN: 0.0884728, RECALL: 0.0868078, MAP: 0.0368953, MRR: 0.0742072, NDCG: 0.0577058, F1: 0.0347489, HIT_RATE: 0.2172316, ARHR: 0.0809082, NOVELTY: 0.0047078, AVERAGE_POPULARITY: 0.0645665, DIVERSITY_MEAN_INTER_LIST: 0.9916286, DIVERSITY_HERFINDAHL: 0.9991426, COVERAGE_ITEM: 0.4424870, COVERAGE_ITEM_CORRECT: 0.0283965, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1114634, DIVERSITY_GINI: 0.1700108, SHANNON_ENTROPY: 12.0378438, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1087930, PRECISION: 0.0214952, PRECISION_RECALL_MIN_DEN: 0.0876054, RECALL: 0.0859638, MAP: 0.0364969, MRR: 0.0730907, NDCG: 0.0570814, F1: 0.0343889, HIT_RATE: 0.2149521, ARHR: 0.0796314, NOVELTY: 0.0047182, AVERAGE_POPULARITY: 0.0596687, DIVERSITY_MEAN_INTER_LIST: 0.9926108, DIVERSITY_HERFINDAHL: 0.9992408, COVERAGE_ITEM: 0.4472839, COVERAGE_ITEM_CORRECT: 0.0289124, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1109601, DIVERSITY_GINI: 0.1755032, SHANNON_ENTROPY: 12.1315845, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 65, 'shrink': 965, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.812544743789931, 'tversky_beta': 1.9010106608921475, 'icm_weight': 19.84854350709124} - results: ROC_AUC: 0.1115876, PRECISION: 0.0228408, PRECISION_RECALL_MIN_DEN: 0.0913927, RECALL: 0.0894678, MAP: 0.0379694, MRR: 0.0763896, NDCG: 0.0593941, F1: 0.0363898, HIT_RATE: 0.2284081, ARHR: 0.0842561, NOVELTY: 0.0046914, AVERAGE_POPULARITY: 0.0594966, DIVERSITY_MEAN_INTER_LIST: 0.9933584, DIVERSITY_HERFINDAHL: 0.9993155, COVERAGE_ITEM: 0.5232878, COVERAGE_ITEM_CORRECT: 0.0313994, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1152133, DIVERSITY_GINI: 0.2301005, SHANNON_ENTROPY: 12.4916087, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 62, 'shrink': 963, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9917848065652386, 'tversky_beta': 0.011001334746631787, 'icm_weight': 4.706153091219933} - results: ROC_AUC: 0.1112657, PRECISION: 0.0228612, PRECISION_RECALL_MIN_DEN: 0.0914111, RECALL: 0.0894557, MAP: 0.0376638, MRR: 0.0760782, NDCG: 0.0591415, F1: 0.0364143, HIT_RATE: 0.2286122, ARHR: 0.0839988, NOVELTY: 0.0046839, AVERAGE_POPULARITY: 0.0606807, DIVERSITY_MEAN_INTER_LIST: 0.9930888, DIVERSITY_HERFINDAHL: 0.9992886, COVERAGE_ITEM: 0.5242425, COVERAGE_ITEM_CORRECT: 0.0312608, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1151630, DIVERSITY_GINI: 0.2294221, SHANNON_ENTROPY: 12.4679489, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 152, 'shrink': 20, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9842688957096402, 'tversky_beta': 0.1522842610215063, 'icm_weight': 1.2184751311677557} - results: ROC_AUC: 0.0856852, PRECISION: 0.0173844, PRECISION_RECALL_MIN_DEN: 0.0719054, RECALL: 0.0705084, MAP: 0.0291893, MRR: 0.0577890, NDCG: 0.0458346, F1: 0.0278873, HIT_RATE: 0.1738440, ARHR: 0.0627220, NOVELTY: 0.0047124, AVERAGE_POPULARITY: 0.0210181, DIVERSITY_MEAN_INTER_LIST: 0.9963160, DIVERSITY_HERFINDAHL: 0.9996112, COVERAGE_ITEM: 0.5501059, COVERAGE_ITEM_CORRECT: 0.0299827, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0901724, DIVERSITY_GINI: 0.2659639, SHANNON_ENTROPY: 12.9148157, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 988, 'shrink': 956, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09407936937618103, 'tversky_beta': 0.04805395493698074, 'icm_weight': 2.577834275368533} - results: ROC_AUC: 0.1092042, PRECISION: 0.0216578, PRECISION_RECALL_MIN_DEN: 0.0882621, RECALL: 0.0866072, MAP: 0.0366968, MRR: 0.0739148, NDCG: 0.0574835, F1: 0.0346486, HIT_RATE: 0.2165779, ARHR: 0.0805899, NOVELTY: 0.0047083, AVERAGE_POPULARITY: 0.0649441, DIVERSITY_MEAN_INTER_LIST: 0.9915435, DIVERSITY_HERFINDAHL: 0.9991341, COVERAGE_ITEM: 0.4407392, COVERAGE_ITEM_CORRECT: 0.0282271, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1112369, DIVERSITY_GINI: 0.1687478, SHANNON_ENTROPY: 12.0248947, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1083061, PRECISION: 0.0216373, PRECISION_RECALL_MIN_DEN: 0.0880123, RECALL: 0.0863363, MAP: 0.0363532, MRR: 0.0734825, NDCG: 0.0571258, F1: 0.0346017, HIT_RATE: 0.2163728, ARHR: 0.0800884, NOVELTY: 0.0047205, AVERAGE_POPULARITY: 0.0656823, DIVERSITY_MEAN_INTER_LIST: 0.9912130, DIVERSITY_HERFINDAHL: 0.9991010, COVERAGE_ITEM: 0.4052666, COVERAGE_ITEM_CORRECT: 0.0281116, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1111614, DIVERSITY_GINI: 0.1504123, SHANNON_ENTROPY: 11.8894906, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1083061, PRECISION: 0.0216373, PRECISION_RECALL_MIN_DEN: 0.0880123, RECALL: 0.0863363, MAP: 0.0363532, MRR: 0.0734825, NDCG: 0.0571258, F1: 0.0346017, HIT_RATE: 0.2163728, ARHR: 0.0800884, NOVELTY: 0.0047205, AVERAGE_POPULARITY: 0.0656823, DIVERSITY_MEAN_INTER_LIST: 0.9912130, DIVERSITY_HERFINDAHL: 0.9991010, COVERAGE_ITEM: 0.4052666, COVERAGE_ITEM_CORRECT: 0.0281116, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1111614, DIVERSITY_GINI: 0.1504123, SHANNON_ENTROPY: 11.8894906, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 986, 'shrink': 947, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.846260354048397, 'tversky_beta': 1.8154403057520836, 'icm_weight': 1.550304429028256} - results: ROC_AUC: 0.1087493, PRECISION: 0.0217399, PRECISION_RECALL_MIN_DEN: 0.0888262, RECALL: 0.0871550, MAP: 0.0369772, MRR: 0.0738833, NDCG: 0.0577864, F1: 0.0347976, HIT_RATE: 0.2173995, ARHR: 0.0805468, NOVELTY: 0.0047224, AVERAGE_POPULARITY: 0.0583201, DIVERSITY_MEAN_INTER_LIST: 0.9928327, DIVERSITY_HERFINDAHL: 0.9992630, COVERAGE_ITEM: 0.4461829, COVERAGE_ITEM_CORRECT: 0.0293513, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1116899, DIVERSITY_GINI: 0.1754422, SHANNON_ENTROPY: 12.1468131, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 94, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.928067679418453, 'tversky_beta': 1.982206741341684, 'icm_weight': 3.3354294683700374} - results: ROC_AUC: 0.1119571, PRECISION: 0.0225836, PRECISION_RECALL_MIN_DEN: 0.0909118, RECALL: 0.0890298, MAP: 0.0380481, MRR: 0.0762727, NDCG: 0.0592726, F1: 0.0360269, HIT_RATE: 0.2258363, ARHR: 0.0839189, NOVELTY: 0.0046961, AVERAGE_POPULARITY: 0.0592581, DIVERSITY_MEAN_INTER_LIST: 0.9933984, DIVERSITY_HERFINDAHL: 0.9993195, COVERAGE_ITEM: 0.5118922, COVERAGE_ITEM_CORRECT: 0.0310683, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1140305, DIVERSITY_GINI: 0.2227929, SHANNON_ENTROPY: 12.4588255, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 970, 'shrink': 981, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.07773743534083889, 'tversky_beta': 0.02893636530852218, 'icm_weight': 18.48313814454168} - results: ROC_AUC: 0.1092064, PRECISION: 0.0216866, PRECISION_RECALL_MIN_DEN: 0.0883077, RECALL: 0.0866418, MAP: 0.0367029, MRR: 0.0740469, NDCG: 0.0575154, F1: 0.0346890, HIT_RATE: 0.2168661, ARHR: 0.0807195, NOVELTY: 0.0047080, AVERAGE_POPULARITY: 0.0650337, DIVERSITY_MEAN_INTER_LIST: 0.9915385, DIVERSITY_HERFINDAHL: 0.9991336, COVERAGE_ITEM: 0.4408008, COVERAGE_ITEM_CORRECT: 0.0282502, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1113376, DIVERSITY_GINI: 0.1687675, SHANNON_ENTROPY: 12.0249391, 

SearchBayesianSkopt-CV: New best config found. Config 42: {'topK': 106, 'shrink': 979, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09608567445574437, 'tversky_beta': 0.0872747385379682, 'icm_weight': 18.89627667671209} - results: ROC_AUC: 0.1133905, PRECISION: 0.0227603, PRECISION_RECALL_MIN_DEN: 0.0917546, RECALL: 0.0898602, MAP: 0.0384311, MRR: 0.0771977, NDCG: 0.0598613, F1: 0.0363188, HIT_RATE: 0.2276029, ARHR: 0.0849118, NOVELTY: 0.0046812, AVERAGE_POPULARITY: 0.0649597, DIVERSITY_MEAN_INTER_LIST: 0.9925070, DIVERSITY_HERFINDAHL: 0.9992304, COVERAGE_ITEM: 0.5081424, COVERAGE_ITEM_CORRECT: 0.0305910, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1150623, DIVERSITY_GINI: 0.2173996, SHANNON_ENTROPY: 12.3771381, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 31, 'shrink': 11, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8202027503534777, 'tversky_beta': 0.1279873537380081, 'icm_weight': 19.903796289151742} - results: ROC_AUC: 0.0838762, PRECISION: 0.0172592, PRECISION_RECALL_MIN_DEN: 0.0704965, RECALL: 0.0690976, MAP: 0.0281151, MRR: 0.0559852, NDCG: 0.0446005, F1: 0.0276158, HIT_RATE: 0.1725923, ARHR: 0.0608779, NOVELTY: 0.0046927, AVERAGE_POPULARITY: 0.0210650, DIVERSITY_MEAN_INTER_LIST: 0.9957392, DIVERSITY_HERFINDAHL: 0.9995536, COVERAGE_ITEM: 0.5760385, COVERAGE_ITEM_CORRECT: 0.0297979, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0892412, DIVERSITY_GINI: 0.2860208, SHANNON_ENTROPY: 12.9816457, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 51, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9665394154130036, 'tversky_beta': 1.8208756110976063, 'icm_weight': 1.2570185518117545} - results: ROC_AUC: 0.1117832, PRECISION: 0.0226159, PRECISION_RECALL_MIN_DEN: 0.0908011, RECALL: 0.0889413, MAP: 0.0376185, MRR: 0.0757892, NDCG: 0.0589140, F1: 0.0360600, HIT_RATE: 0.2261594, ARHR: 0.0835699, NOVELTY: 0.0046886, AVERAGE_POPULARITY: 0.0592472, DIVERSITY_MEAN_INTER_LIST: 0.9933039, DIVERSITY_HERFINDAHL: 0.9993101, COVERAGE_ITEM: 0.5312801, COVERAGE_ITEM_CORRECT: 0.0310991, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1143073, DIVERSITY_GINI: 0.2348076, SHANNON_ENTROPY: 12.5102130, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 930, 'shrink': 929, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.999304504337574, 'tversky_beta': 0.14712066350034728, 'icm_weight': 1.7471421928420732} - results: ROC_AUC: 0.1087313, PRECISION: 0.0216379, PRECISION_RECALL_MIN_DEN: 0.0883551, RECALL: 0.0866646, MAP: 0.0366266, MRR: 0.0732835, NDCG: 0.0573516, F1: 0.0346284, HIT_RATE: 0.2163794, ARHR: 0.0799602, NOVELTY: 0.0047186, AVERAGE_POPULARITY: 0.0588031, DIVERSITY_MEAN_INTER_LIST: 0.9927888, DIVERSITY_HERFINDAHL: 0.9992586, COVERAGE_ITEM: 0.4477151, COVERAGE_ITEM_CORRECT: 0.0291280, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1110608, DIVERSITY_GINI: 0.1764313, SHANNON_ENTROPY: 12.1495851, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 989, 'shrink': 946, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.007587284544353203, 'tversky_beta': 1.2691621211340585, 'icm_weight': 2.0852187504979005} - results: ROC_AUC: 0.1091719, PRECISION: 0.0217107, PRECISION_RECALL_MIN_DEN: 0.0884898, RECALL: 0.0868128, MAP: 0.0367415, MRR: 0.0740091, NDCG: 0.0575849, F1: 0.0347336, HIT_RATE: 0.2171074, ARHR: 0.0806476, NOVELTY: 0.0047128, AVERAGE_POPULARITY: 0.0650772, DIVERSITY_MEAN_INTER_LIST: 0.9914242, DIVERSITY_HERFINDAHL: 0.9991222, COVERAGE_ITEM: 0.4291203, COVERAGE_ITEM_CORRECT: 0.0281963, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1115893, DIVERSITY_GINI: 0.1617125, SHANNON_ENTROPY: 11.9732226, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 935, 'shrink': 983, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.993883030735875, 'tversky_beta': 1.979561307838298, 'icm_weight': 15.87076002350021} - results: ROC_AUC: 0.1086850, PRECISION: 0.0216990, PRECISION_RECALL_MIN_DEN: 0.0887035, RECALL: 0.0870341, MAP: 0.0369948, MRR: 0.0739854, NDCG: 0.0577742, F1: 0.0347360, HIT_RATE: 0.2169899, ARHR: 0.0806534, NOVELTY: 0.0047231, AVERAGE_POPULARITY: 0.0579937, DIVERSITY_MEAN_INTER_LIST: 0.9929110, DIVERSITY_HERFINDAHL: 0.9992708, COVERAGE_ITEM: 0.4472762, COVERAGE_ITEM_CORRECT: 0.0293282, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1113879, DIVERSITY_GINI: 0.1765401, SHANNON_ENTROPY: 12.1589865, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 44, 'shrink': 990, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.952495808038486, 'tversky_beta': 0.5520479584725108, 'icm_weight': 19.902946197490117} - results: ROC_AUC: 0.1103438, PRECISION: 0.0224072, PRECISION_RECALL_MIN_DEN: 0.0893160, RECALL: 0.0874686, MAP: 0.0370718, MRR: 0.0744679, NDCG: 0.0580938, F1: 0.0356738, HIT_RATE: 0.2240719, ARHR: 0.0820893, NOVELTY: 0.0046794, AVERAGE_POPULARITY: 0.0601703, DIVERSITY_MEAN_INTER_LIST: 0.9930437, DIVERSITY_HERFINDAHL: 0.9992841, COVERAGE_ITEM: 0.5361001, COVERAGE_ITEM_CORRECT: 0.0306372, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1131748, DIVERSITY_GINI: 0.2367224, SHANNON_ENTROPY: 12.4997890, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 42, 'shrink': 883, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1132032481673764, 'tversky_beta': 0.11774503322246391, 'icm_weight': 1.7891271231602799} - results: ROC_AUC: 0.1113231, PRECISION: 0.0225054, PRECISION_RECALL_MIN_DEN: 0.0903854, RECALL: 0.0885758, MAP: 0.0377672, MRR: 0.0756604, NDCG: 0.0589500, F1: 0.0358895, HIT_RATE: 0.2250537, ARHR: 0.0832635, NOVELTY: 0.0046710, AVERAGE_POPULARITY: 0.0642186, DIVERSITY_MEAN_INTER_LIST: 0.9924194, DIVERSITY_HERFINDAHL: 0.9992217, COVERAGE_ITEM: 0.5367546, COVERAGE_ITEM_CORRECT: 0.0304139, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1140556, DIVERSITY_GINI: 0.2354420, SHANNON_ENTROPY: 12.4588797, 
SearchBayesianSkopt-CV: Search complete. Best config is 42: {'topK': 106, 'shrink': 979, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09608567445574437, 'tversky_beta': 0.0872747385379682, 'icm_weight': 18.89627667671209}
