
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 759, 'shrink': 384, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1481614, PRECISION: 0.0300633, PRECISION_RECALL_MIN_DEN: 0.1082583, RECALL: 0.1051200, MAP: 0.0499969, MRR: 0.1083864, NDCG: 0.0758611, F1: 0.0467529, HIT_RATE: 0.3006331, ARHR: 0.1231416, NOVELTY: 0.0045397, AVERAGE_POPULARITY: 0.1670066, DIVERSITY_MEAN_INTER_LIST: 0.9573250, DIVERSITY_HERFINDAHL: 0.9957156, COVERAGE_ITEM: 0.3090279, COVERAGE_ITEM_CORRECT: 0.0280346, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1640619, DIVERSITY_GINI: 0.0679589, SHANNON_ENTROPY: 10.0573628, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 354, 'shrink': 998, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1530501, PRECISION: 0.0314269, PRECISION_RECALL_MIN_DEN: 0.1123224, RECALL: 0.1090538, MAP: 0.0516305, MRR: 0.1126185, NDCG: 0.0786119, F1: 0.0487903, HIT_RATE: 0.3142687, ARHR: 0.1281385, NOVELTY: 0.0046320, AVERAGE_POPULARITY: 0.1414870, DIVERSITY_MEAN_INTER_LIST: 0.9720178, DIVERSITY_HERFINDAHL: 0.9971846, COVERAGE_ITEM: 0.3330202, COVERAGE_ITEM_CORRECT: 0.0307988, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1706053, DIVERSITY_GINI: 0.0807132, SHANNON_ENTROPY: 10.5024860, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 201, 'shrink': 990, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1576277, PRECISION: 0.0323874, PRECISION_RECALL_MIN_DEN: 0.1143917, RECALL: 0.1110219, MAP: 0.0535472, MRR: 0.1163229, NDCG: 0.0809935, F1: 0.0501438, HIT_RATE: 0.3238745, ARHR: 0.1325913, NOVELTY: 0.0047372, AVERAGE_POPULARITY: 0.1181679, DIVERSITY_MEAN_INTER_LIST: 0.9819015, DIVERSITY_HERFINDAHL: 0.9981728, COVERAGE_ITEM: 0.3637652, COVERAGE_ITEM_CORRECT: 0.0336092, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1750849, DIVERSITY_GINI: 0.0984795, SHANNON_ENTROPY: 10.9807456, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 991, 'shrink': 5, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1551145, PRECISION: 0.0316634, PRECISION_RECALL_MIN_DEN: 0.1143206, RECALL: 0.1111405, MAP: 0.0536509, MRR: 0.1142238, NDCG: 0.0807403, F1: 0.0492816, HIT_RATE: 0.3166337, ARHR: 0.1300493, NOVELTY: 0.0046186, AVERAGE_POPULARITY: 0.1564568, DIVERSITY_MEAN_INTER_LIST: 0.9637131, DIVERSITY_HERFINDAHL: 0.9963543, COVERAGE_ITEM: 0.3520539, COVERAGE_ITEM_CORRECT: 0.0307295, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1718133, DIVERSITY_GINI: 0.0870978, SHANNON_ENTROPY: 10.4224711, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 993, 'shrink': 2, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1549844, PRECISION: 0.0316530, PRECISION_RECALL_MIN_DEN: 0.1138549, RECALL: 0.1106754, MAP: 0.0535269, MRR: 0.1141896, NDCG: 0.0805612, F1: 0.0492230, HIT_RATE: 0.3165302, ARHR: 0.1299840, NOVELTY: 0.0046355, AVERAGE_POPULARITY: 0.1541222, DIVERSITY_MEAN_INTER_LIST: 0.9648487, DIVERSITY_HERFINDAHL: 0.9964678, COVERAGE_ITEM: 0.3603311, COVERAGE_ITEM_CORRECT: 0.0309220, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1716623, DIVERSITY_GINI: 0.0913335, SHANNON_ENTROPY: 10.4953092, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 853, 'shrink': 18, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1548257, PRECISION: 0.0315684, PRECISION_RECALL_MIN_DEN: 0.1139956, RECALL: 0.1108105, MAP: 0.0533096, MRR: 0.1137236, NDCG: 0.0803472, F1: 0.0491340, HIT_RATE: 0.3156840, ARHR: 0.1294869, NOVELTY: 0.0045863, AVERAGE_POPULARITY: 0.1605512, DIVERSITY_MEAN_INTER_LIST: 0.9616759, DIVERSITY_HERFINDAHL: 0.9961506, COVERAGE_ITEM: 0.3339596, COVERAGE_ITEM_CORRECT: 0.0302522, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1712093, DIVERSITY_GINI: 0.0786995, SHANNON_ENTROPY: 10.2773458, 

SearchBayesianSkopt-CV: New best config found. Config 37: {'topK': 197, 'shrink': 2, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1632449, PRECISION: 0.0342648, PRECISION_RECALL_MIN_DEN: 0.1184741, RECALL: 0.1147683, MAP: 0.0557724, MRR: 0.1207307, NDCG: 0.0841463, F1: 0.0527687, HIT_RATE: 0.3426478, ARHR: 0.1390232, NOVELTY: 0.0047664, AVERAGE_POPULARITY: 0.1160516, DIVERSITY_MEAN_INTER_LIST: 0.9822061, DIVERSITY_HERFINDAHL: 0.9982033, COVERAGE_ITEM: 0.3810279, COVERAGE_ITEM_CORRECT: 0.0368123, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1816031, DIVERSITY_GINI: 0.1070533, SHANNON_ENTROPY: 11.0623484, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 994, 'shrink': 987, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1450345, PRECISION: 0.0294268, PRECISION_RECALL_MIN_DEN: 0.1058228, RECALL: 0.1027199, MAP: 0.0491560, MRR: 0.1062394, NDCG: 0.0743708, F1: 0.0457449, HIT_RATE: 0.2942676, ARHR: 0.1205291, NOVELTY: 0.0045207, AVERAGE_POPULARITY: 0.1725634, DIVERSITY_MEAN_INTER_LIST: 0.9529651, DIVERSITY_HERFINDAHL: 0.9952797, COVERAGE_ITEM: 0.3044774, COVERAGE_ITEM_CORRECT: 0.0271184, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1607399, DIVERSITY_GINI: 0.0656311, SHANNON_ENTROPY: 9.9594718, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1544331, PRECISION: 0.0315895, PRECISION_RECALL_MIN_DEN: 0.1130299, RECALL: 0.1098492, MAP: 0.0532789, MRR: 0.1139188, NDCG: 0.0801721, F1: 0.0490648, HIT_RATE: 0.3158949, ARHR: 0.1297488, NOVELTY: 0.0046512, AVERAGE_POPULARITY: 0.1517791, DIVERSITY_MEAN_INTER_LIST: 0.9660128, DIVERSITY_HERFINDAHL: 0.9965842, COVERAGE_ITEM: 0.3658826, COVERAGE_ITEM_CORRECT: 0.0308681, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1710331, DIVERSITY_GINI: 0.0948991, SHANNON_ENTROPY: 10.5623765, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 979, 'shrink': 1, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1546536, PRECISION: 0.0316387, PRECISION_RECALL_MIN_DEN: 0.1134076, RECALL: 0.1102294, MAP: 0.0534754, MRR: 0.1141282, NDCG: 0.0804212, F1: 0.0491612, HIT_RATE: 0.3163868, ARHR: 0.1299662, NOVELTY: 0.0046430, AVERAGE_POPULARITY: 0.1529482, DIVERSITY_MEAN_INTER_LIST: 0.9654466, DIVERSITY_HERFINDAHL: 0.9965276, COVERAGE_ITEM: 0.3632416, COVERAGE_ITEM_CORRECT: 0.0309528, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1713854, DIVERSITY_GINI: 0.0930741, SHANNON_ENTROPY: 10.5280010, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 997, 'shrink': 11, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1550011, PRECISION: 0.0315117, PRECISION_RECALL_MIN_DEN: 0.1140357, RECALL: 0.1108623, MAP: 0.0534074, MRR: 0.1138273, NDCG: 0.0804330, F1: 0.0490703, HIT_RATE: 0.3151174, ARHR: 0.1295337, NOVELTY: 0.0045977, AVERAGE_POPULARITY: 0.1594838, DIVERSITY_MEAN_INTER_LIST: 0.9621559, DIVERSITY_HERFINDAHL: 0.9961986, COVERAGE_ITEM: 0.3416285, COVERAGE_ITEM_CORRECT: 0.0303138, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1710583, DIVERSITY_GINI: 0.0819762, SHANNON_ENTROPY: 10.3292738, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 999, 'shrink': 990, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1449849, PRECISION: 0.0294302, PRECISION_RECALL_MIN_DEN: 0.1058304, RECALL: 0.1027249, MAP: 0.0491493, MRR: 0.1061979, NDCG: 0.0743614, F1: 0.0457496, HIT_RATE: 0.2943021, ARHR: 0.1204886, NOVELTY: 0.0045204, AVERAGE_POPULARITY: 0.1726378, DIVERSITY_MEAN_INTER_LIST: 0.9529023, DIVERSITY_HERFINDAHL: 0.9952734, COVERAGE_ITEM: 0.3044158, COVERAGE_ITEM_CORRECT: 0.0271030, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1607399, DIVERSITY_GINI: 0.0656008, SHANNON_ENTROPY: 9.9580605, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 8, 'shrink': 13, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1112305, PRECISION: 0.0235329, PRECISION_RECALL_MIN_DEN: 0.0775634, RECALL: 0.0745877, MAP: 0.0369641, MRR: 0.0820736, NDCG: 0.0556095, F1: 0.0357767, HIT_RATE: 0.2353289, ARHR: 0.0947304, NOVELTY: 0.0053227, AVERAGE_POPULARITY: 0.0402981, DIVERSITY_MEAN_INTER_LIST: 0.9885188, DIVERSITY_HERFINDAHL: 0.9988344, COVERAGE_ITEM: 0.5583523, COVERAGE_ITEM_CORRECT: 0.0404312, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1238706, DIVERSITY_GINI: 0.2618825, SHANNON_ENTROPY: 12.6388573, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 213, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1620364, PRECISION: 0.0341096, PRECISION_RECALL_MIN_DEN: 0.1172445, RECALL: 0.1135419, MAP: 0.0551566, MRR: 0.1199845, NDCG: 0.0833568, F1: 0.0524557, HIT_RATE: 0.3410962, ARHR: 0.1381159, NOVELTY: 0.0047676, AVERAGE_POPULARITY: 0.1172792, DIVERSITY_MEAN_INTER_LIST: 0.9817477, DIVERSITY_HERFINDAHL: 0.9981574, COVERAGE_ITEM: 0.3842772, COVERAGE_ITEM_CORRECT: 0.0364581, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1807978, DIVERSITY_GINI: 0.1088450, SHANNON_ENTROPY: 11.0665011, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 216, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1619192, PRECISION: 0.0341060, PRECISION_RECALL_MIN_DEN: 0.1172531, RECALL: 0.1135431, MAP: 0.0551393, MRR: 0.1199184, NDCG: 0.0833391, F1: 0.0524520, HIT_RATE: 0.3410597, ARHR: 0.1380667, NOVELTY: 0.0047657, AVERAGE_POPULARITY: 0.1177315, DIVERSITY_MEAN_INTER_LIST: 0.9815785, DIVERSITY_HERFINDAHL: 0.9981405, COVERAGE_ITEM: 0.3839769, COVERAGE_ITEM_CORRECT: 0.0364427, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1806971, DIVERSITY_GINI: 0.1085711, SHANNON_ENTROPY: 11.0585413, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 437, 'shrink': 1, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1574626, PRECISION: 0.0326992, PRECISION_RECALL_MIN_DEN: 0.1151947, RECALL: 0.1117586, MAP: 0.0542336, MRR: 0.1172125, NDCG: 0.0817110, F1: 0.0505906, HIT_RATE: 0.3269916, ARHR: 0.1340756, NOVELTY: 0.0046787, AVERAGE_POPULARITY: 0.1408180, DIVERSITY_MEAN_INTER_LIST: 0.9719541, DIVERSITY_HERFINDAHL: 0.9971782, COVERAGE_ITEM: 0.3685390, COVERAGE_ITEM_CORRECT: 0.0327931, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1753366, DIVERSITY_GINI: 0.0968746, SHANNON_ENTROPY: 10.6847754, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 850, 'shrink': 2, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1554041, PRECISION: 0.0317094, PRECISION_RECALL_MIN_DEN: 0.1140304, RECALL: 0.1108421, MAP: 0.0536208, MRR: 0.1144545, NDCG: 0.0806981, F1: 0.0493078, HIT_RATE: 0.3170941, ARHR: 0.1303147, NOVELTY: 0.0046386, AVERAGE_POPULARITY: 0.1530772, DIVERSITY_MEAN_INTER_LIST: 0.9654471, DIVERSITY_HERFINDAHL: 0.9965276, COVERAGE_ITEM: 0.3605313, COVERAGE_ITEM_CORRECT: 0.0310683, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1719894, DIVERSITY_GINI: 0.0915880, SHANNON_ENTROPY: 10.5082307, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 184, 'shrink': 997, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1579379, PRECISION: 0.0324443, PRECISION_RECALL_MIN_DEN: 0.1144869, RECALL: 0.1110948, MAP: 0.0536129, MRR: 0.1166378, NDCG: 0.0810825, F1: 0.0502193, HIT_RATE: 0.3244426, ARHR: 0.1329927, NOVELTY: 0.0047558, AVERAGE_POPULARITY: 0.1144403, DIVERSITY_MEAN_INTER_LIST: 0.9832007, DIVERSITY_HERFINDAHL: 0.9983027, COVERAGE_ITEM: 0.3693859, COVERAGE_ITEM_CORRECT: 0.0339788, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1751604, DIVERSITY_GINI: 0.1019936, SHANNON_ENTROPY: 11.0615423, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 193, 'shrink': 990, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1579473, PRECISION: 0.0324336, PRECISION_RECALL_MIN_DEN: 0.1144763, RECALL: 0.1110827, MAP: 0.0536571, MRR: 0.1165929, NDCG: 0.0811191, F1: 0.0502057, HIT_RATE: 0.3243360, ARHR: 0.1330184, NOVELTY: 0.0047459, AVERAGE_POPULARITY: 0.1164066, DIVERSITY_MEAN_INTER_LIST: 0.9825275, DIVERSITY_HERFINDAHL: 0.9982354, COVERAGE_ITEM: 0.3666603, COVERAGE_ITEM_CORRECT: 0.0337324, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1749591, DIVERSITY_GINI: 0.1001824, SHANNON_ENTROPY: 11.0190597, 
SearchBayesianSkopt-CV: Search complete. Best config is 37: {'topK': 197, 'shrink': 2, 'similarity': 'dice', 'normalize': False}
