SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 728, 'shrink': 783, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0623461, PRECISION: 0.0125683, PRECISION_RECALL_MIN_DEN: 0.0474396, RECALL: 0.0462817, MAP: 0.0194542, MRR: 0.0425494, NDCG: 0.0311407, F1: 0.0197671, HIT_RATE: 0.1256833, ARHR: 0.0463187, NOVELTY: 0.0047479, AVERAGE_POPULARITY: 0.0170047, DIVERSITY_MEAN_INTER_LIST: 0.9966646, DIVERSITY_HERFINDAHL: 0.9996461, COVERAGE_ITEM: 0.6167007, COVERAGE_ITEM_CORRECT: 0.0222599, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0643513, DIVERSITY_GINI: 0.3203725, SHANNON_ENTROPY: 13.1620100, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 999, 'shrink': 972, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684271, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0541730, RECALL: 0.0529204, MAP: 0.0223568, MRR: 0.0460147, NDCG: 0.0353209, F1: 0.0220849, HIT_RATE: 0.1395472, ARHR: 0.0498590, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162408, DIVERSITY_MEAN_INTER_LIST: 0.9959179, DIVERSITY_HERFINDAHL: 0.9995714, COVERAGE_ITEM: 0.5301020, COVERAGE_ITEM_CORRECT: 0.0242618, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723543, DIVERSITY_GINI: 0.2553068, SHANNON_ENTROPY: 12.8272437, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 15, 'shrink': 999, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0620375, PRECISION: 0.0116087, PRECISION_RECALL_MIN_DEN: 0.0464202, RECALL: 0.0454092, MAP: 0.0207026, MRR: 0.0423200, NDCG: 0.0315738, F1: 0.0184894, HIT_RATE: 0.1160868, ARHR: 0.0454727, NOVELTY: 0.0047162, AVERAGE_POPULARITY: 0.0163838, DIVERSITY_MEAN_INTER_LIST: 0.9943350, DIVERSITY_HERFINDAHL: 0.9994132, COVERAGE_ITEM: 0.6021482, COVERAGE_ITEM_CORRECT: 0.0205505, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0613062, DIVERSITY_GINI: 0.3090569, SHANNON_ENTROPY: 13.0211714, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 25, 'shrink': 3, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0628543, PRECISION: 0.0121481, PRECISION_RECALL_MIN_DEN: 0.0475151, RECALL: 0.0464161, MAP: 0.0210035, MRR: 0.0429788, NDCG: 0.0321887, F1: 0.0192548, HIT_RATE: 0.1214809, ARHR: 0.0463230, NOVELTY: 0.0047106, AVERAGE_POPULARITY: 0.0159079, DIVERSITY_MEAN_INTER_LIST: 0.9949015, DIVERSITY_HERFINDAHL: 0.9994698, COVERAGE_ITEM: 0.5699865, COVERAGE_ITEM_CORRECT: 0.0213898, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0637725, DIVERSITY_GINI: 0.2872262, SHANNON_ENTROPY: 12.9569619, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0625104, PRECISION: 0.0126582, PRECISION_RECALL_MIN_DEN: 0.0473796, RECALL: 0.0461872, MAP: 0.0194811, MRR: 0.0426478, NDCG: 0.0311676, F1: 0.0198685, HIT_RATE: 0.1265820, ARHR: 0.0464259, NOVELTY: 0.0047472, AVERAGE_POPULARITY: 0.0169497, DIVERSITY_MEAN_INTER_LIST: 0.9966820, DIVERSITY_HERFINDAHL: 0.9996478, COVERAGE_ITEM: 0.6168393, COVERAGE_ITEM_CORRECT: 0.0224370, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0648295, DIVERSITY_GINI: 0.3207304, SHANNON_ENTROPY: 13.1655718, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 980, 'shrink': 981, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0683750, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0542023, RECALL: 0.0529569, MAP: 0.0223442, MRR: 0.0459990, NDCG: 0.0353223, F1: 0.0220880, HIT_RATE: 0.1395470, ARHR: 0.0498267, NOVELTY: 0.0047520, AVERAGE_POPULARITY: 0.0162301, DIVERSITY_MEAN_INTER_LIST: 0.9959268, DIVERSITY_HERFINDAHL: 0.9995723, COVERAGE_ITEM: 0.5303022, COVERAGE_ITEM_CORRECT: 0.0242772, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0724047, DIVERSITY_GINI: 0.2555209, SHANNON_ENTROPY: 12.8289531, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0557311, PRECISION: 0.0107984, PRECISION_RECALL_MIN_DEN: 0.0413285, RECALL: 0.0404247, MAP: 0.0179194, MRR: 0.0378863, NDCG: 0.0279463, F1: 0.0170423, HIT_RATE: 0.1079840, ARHR: 0.0406482, NOVELTY: 0.0047469, AVERAGE_POPULARITY: 0.0154102, DIVERSITY_MEAN_INTER_LIST: 0.9955153, DIVERSITY_HERFINDAHL: 0.9995312, COVERAGE_ITEM: 0.4817170, COVERAGE_ITEM_CORRECT: 0.0189105, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0571285, DIVERSITY_GINI: 0.2203309, SHANNON_ENTROPY: 12.6243211, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0557311, PRECISION: 0.0107984, PRECISION_RECALL_MIN_DEN: 0.0413285, RECALL: 0.0404247, MAP: 0.0179194, MRR: 0.0378863, NDCG: 0.0279463, F1: 0.0170423, HIT_RATE: 0.1079840, ARHR: 0.0406482, NOVELTY: 0.0047469, AVERAGE_POPULARITY: 0.0154102, DIVERSITY_MEAN_INTER_LIST: 0.9955153, DIVERSITY_HERFINDAHL: 0.9995312, COVERAGE_ITEM: 0.4817170, COVERAGE_ITEM_CORRECT: 0.0189105, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0571285, DIVERSITY_GINI: 0.2203309, SHANNON_ENTROPY: 12.6243211, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 981, 'shrink': 2, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0679737, PRECISION: 0.0136926, PRECISION_RECALL_MIN_DEN: 0.0546073, RECALL: 0.0534898, MAP: 0.0213929, MRR: 0.0455643, NDCG: 0.0346796, F1: 0.0218019, HIT_RATE: 0.1369258, ARHR: 0.0490557, NOVELTY: 0.0047491, AVERAGE_POPULARITY: 0.0182703, DIVERSITY_MEAN_INTER_LIST: 0.9962497, DIVERSITY_HERFINDAHL: 0.9996046, COVERAGE_ITEM: 0.5918229, COVERAGE_ITEM_CORRECT: 0.0239461, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0720272, DIVERSITY_GINI: 0.2893451, SHANNON_ENTROPY: 12.9894204, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 9, 'shrink': 988, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0560538, PRECISION: 0.0104272, PRECISION_RECALL_MIN_DEN: 0.0415567, RECALL: 0.0406557, MAP: 0.0190923, MRR: 0.0385957, NDCG: 0.0287809, F1: 0.0165952, HIT_RATE: 0.1042719, ARHR: 0.0413346, NOVELTY: 0.0047017, AVERAGE_POPULARITY: 0.0159886, DIVERSITY_MEAN_INTER_LIST: 0.9885197, DIVERSITY_HERFINDAHL: 0.9988318, COVERAGE_ITEM: 0.5848162, COVERAGE_ITEM_CORRECT: 0.0185101, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0553668, DIVERSITY_GINI: 0.2854809, SHANNON_ENTROPY: 12.7286222, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 999, 'shrink': 18, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684271, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0541730, RECALL: 0.0529204, MAP: 0.0223568, MRR: 0.0460147, NDCG: 0.0353209, F1: 0.0220849, HIT_RATE: 0.1395472, ARHR: 0.0498590, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162408, DIVERSITY_MEAN_INTER_LIST: 0.9959179, DIVERSITY_HERFINDAHL: 0.9995714, COVERAGE_ITEM: 0.5301020, COVERAGE_ITEM_CORRECT: 0.0242618, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723543, DIVERSITY_GINI: 0.2553068, SHANNON_ENTROPY: 12.8272437, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0557311, PRECISION: 0.0107984, PRECISION_RECALL_MIN_DEN: 0.0413285, RECALL: 0.0404247, MAP: 0.0179194, MRR: 0.0378863, NDCG: 0.0279463, F1: 0.0170423, HIT_RATE: 0.1079840, ARHR: 0.0406482, NOVELTY: 0.0047469, AVERAGE_POPULARITY: 0.0154102, DIVERSITY_MEAN_INTER_LIST: 0.9955153, DIVERSITY_HERFINDAHL: 0.9995312, COVERAGE_ITEM: 0.4817170, COVERAGE_ITEM_CORRECT: 0.0189105, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0571285, DIVERSITY_GINI: 0.2203309, SHANNON_ENTROPY: 12.6243211, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 5, 'shrink': 15, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0496874, PRECISION: 0.0090210, PRECISION_RECALL_MIN_DEN: 0.0369338, RECALL: 0.0362217, MAP: 0.0156794, MRR: 0.0331206, NDCG: 0.0245326, F1: 0.0144410, HIT_RATE: 0.0902096, ARHR: 0.0350638, NOVELTY: 0.0047150, AVERAGE_POPULARITY: 0.0177361, DIVERSITY_MEAN_INTER_LIST: 0.9831580, DIVERSITY_HERFINDAHL: 0.9982957, COVERAGE_ITEM: 0.6057517, COVERAGE_ITEM_CORRECT: 0.0161001, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0490248, DIVERSITY_GINI: 0.2865997, SHANNON_ENTROPY: 12.5734522, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 995, 'shrink': 998, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684388, PRECISION: 0.0139507, PRECISION_RECALL_MIN_DEN: 0.0541690, RECALL: 0.0529185, MAP: 0.0223562, MRR: 0.0460155, NDCG: 0.0353208, F1: 0.0220796, HIT_RATE: 0.1395065, ARHR: 0.0498552, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162397, DIVERSITY_MEAN_INTER_LIST: 0.9959193, DIVERSITY_HERFINDAHL: 0.9995716, COVERAGE_ITEM: 0.5301251, COVERAGE_ITEM_CORRECT: 0.0242618, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723543, DIVERSITY_GINI: 0.2553552, SHANNON_ENTROPY: 12.8275587, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 970, 'shrink': 7, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0683607, PRECISION: 0.0139669, PRECISION_RECALL_MIN_DEN: 0.0541549, RECALL: 0.0529036, MAP: 0.0223390, MRR: 0.0460112, NDCG: 0.0353132, F1: 0.0220986, HIT_RATE: 0.1396688, ARHR: 0.0498339, NOVELTY: 0.0047516, AVERAGE_POPULARITY: 0.0162278, DIVERSITY_MEAN_INTER_LIST: 0.9959293, DIVERSITY_HERFINDAHL: 0.9995726, COVERAGE_ITEM: 0.5303869, COVERAGE_ITEM_CORRECT: 0.0243003, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0724550, DIVERSITY_GINI: 0.2556358, SHANNON_ENTROPY: 12.8297241, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 27, 'shrink': 978, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0650217, PRECISION: 0.0126872, PRECISION_RECALL_MIN_DEN: 0.0497714, RECALL: 0.0486433, MAP: 0.0216080, MRR: 0.0443532, NDCG: 0.0333827, F1: 0.0201245, HIT_RATE: 0.1268721, ARHR: 0.0478764, NOVELTY: 0.0047310, AVERAGE_POPULARITY: 0.0163832, DIVERSITY_MEAN_INTER_LIST: 0.9957074, DIVERSITY_HERFINDAHL: 0.9995504, COVERAGE_ITEM: 0.5982522, COVERAGE_ITEM_CORRECT: 0.0224216, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0660878, DIVERSITY_GINI: 0.3109803, SHANNON_ENTROPY: 13.0876487, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 993, 'shrink': 996, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684316, PRECISION: 0.0139424, PRECISION_RECALL_MIN_DEN: 0.0541580, RECALL: 0.0529088, MAP: 0.0223525, MRR: 0.0460110, NDCG: 0.0353144, F1: 0.0220684, HIT_RATE: 0.1394242, ARHR: 0.0498475, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162373, DIVERSITY_MEAN_INTER_LIST: 0.9959207, DIVERSITY_HERFINDAHL: 0.9995717, COVERAGE_ITEM: 0.5301636, COVERAGE_ITEM_CORRECT: 0.0242464, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723292, DIVERSITY_GINI: 0.2553833, SHANNON_ENTROPY: 12.8278102, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 998, 'shrink': 4, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0686561, PRECISION: 0.0137991, PRECISION_RECALL_MIN_DEN: 0.0550160, RECALL: 0.0538762, MAP: 0.0216219, MRR: 0.0461323, NDCG: 0.0349900, F1: 0.0219686, HIT_RATE: 0.1379912, ARHR: 0.0497436, NOVELTY: 0.0047532, AVERAGE_POPULARITY: 0.0182848, DIVERSITY_MEAN_INTER_LIST: 0.9962911, DIVERSITY_HERFINDAHL: 0.9996087, COVERAGE_ITEM: 0.5974976, COVERAGE_ITEM_CORRECT: 0.0241001, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723543, DIVERSITY_GINI: 0.2947522, SHANNON_ENTROPY: 13.0159089, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 9, 'shrink': 992, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0560538, PRECISION: 0.0104272, PRECISION_RECALL_MIN_DEN: 0.0415567, RECALL: 0.0406557, MAP: 0.0190923, MRR: 0.0385957, NDCG: 0.0287809, F1: 0.0165952, HIT_RATE: 0.1042719, ARHR: 0.0413346, NOVELTY: 0.0047017, AVERAGE_POPULARITY: 0.0159886, DIVERSITY_MEAN_INTER_LIST: 0.9885197, DIVERSITY_HERFINDAHL: 0.9988318, COVERAGE_ITEM: 0.5848162, COVERAGE_ITEM_CORRECT: 0.0185101, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0553668, DIVERSITY_GINI: 0.2854809, SHANNON_ENTROPY: 12.7286222, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 993, 'shrink': 18, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0704911, PRECISION: 0.0141794, PRECISION_RECALL_MIN_DEN: 0.0558126, RECALL: 0.0546206, MAP: 0.0223800, MRR: 0.0477358, NDCG: 0.0359473, F1: 0.0225111, HIT_RATE: 0.1417943, ARHR: 0.0516740, NOVELTY: 0.0047647, AVERAGE_POPULARITY: 0.0181496, DIVERSITY_MEAN_INTER_LIST: 0.9964062, DIVERSITY_HERFINDAHL: 0.9996203, COVERAGE_ITEM: 0.6098633, COVERAGE_ITEM_CORRECT: 0.0247700, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0737134, DIVERSITY_GINI: 0.3069670, SHANNON_ENTROPY: 13.0774520, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 9, 'shrink': 988, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0577169, PRECISION: 0.0107217, PRECISION_RECALL_MIN_DEN: 0.0431122, RECALL: 0.0422104, MAP: 0.0197932, MRR: 0.0399543, NDCG: 0.0298266, F1: 0.0170977, HIT_RATE: 0.1072167, ARHR: 0.0428747, NOVELTY: 0.0047111, AVERAGE_POPULARITY: 0.0162926, DIVERSITY_MEAN_INTER_LIST: 0.9912645, DIVERSITY_HERFINDAHL: 0.9991062, COVERAGE_ITEM: 0.6027950, COVERAGE_ITEM_CORRECT: 0.0190953, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0568516, DIVERSITY_GINI: 0.3020497, SHANNON_ENTROPY: 12.8790434, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0556992, PRECISION: 0.0107616, PRECISION_RECALL_MIN_DEN: 0.0412370, RECALL: 0.0403386, MAP: 0.0178931, MRR: 0.0378091, NDCG: 0.0278935, F1: 0.0169888, HIT_RATE: 0.1076163, ARHR: 0.0405651, NOVELTY: 0.0047470, AVERAGE_POPULARITY: 0.0153961, DIVERSITY_MEAN_INTER_LIST: 0.9954834, DIVERSITY_HERFINDAHL: 0.9995280, COVERAGE_ITEM: 0.4804928, COVERAGE_ITEM_CORRECT: 0.0188489, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0569020, DIVERSITY_GINI: 0.2193780, SHANNON_ENTROPY: 12.6169298, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0625104, PRECISION: 0.0126582, PRECISION_RECALL_MIN_DEN: 0.0473796, RECALL: 0.0461872, MAP: 0.0194811, MRR: 0.0426478, NDCG: 0.0311676, F1: 0.0198685, HIT_RATE: 0.1265820, ARHR: 0.0464259, NOVELTY: 0.0047472, AVERAGE_POPULARITY: 0.0169497, DIVERSITY_MEAN_INTER_LIST: 0.9966820, DIVERSITY_HERFINDAHL: 0.9996478, COVERAGE_ITEM: 0.6168393, COVERAGE_ITEM_CORRECT: 0.0224370, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0648295, DIVERSITY_GINI: 0.3207304, SHANNON_ENTROPY: 13.1655718, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0556992, PRECISION: 0.0107616, PRECISION_RECALL_MIN_DEN: 0.0412370, RECALL: 0.0403386, MAP: 0.0178931, MRR: 0.0378091, NDCG: 0.0278935, F1: 0.0169888, HIT_RATE: 0.1076163, ARHR: 0.0405651, NOVELTY: 0.0047470, AVERAGE_POPULARITY: 0.0153961, DIVERSITY_MEAN_INTER_LIST: 0.9954834, DIVERSITY_HERFINDAHL: 0.9995280, COVERAGE_ITEM: 0.4804928, COVERAGE_ITEM_CORRECT: 0.0188489, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0569020, DIVERSITY_GINI: 0.2193780, SHANNON_ENTROPY: 12.6169298, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 996, 'shrink': 21, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684388, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0541730, RECALL: 0.0529190, MAP: 0.0223565, MRR: 0.0460187, NDCG: 0.0353211, F1: 0.0220847, HIT_RATE: 0.1395472, ARHR: 0.0498584, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162413, DIVERSITY_MEAN_INTER_LIST: 0.9959186, DIVERSITY_HERFINDAHL: 0.9995715, COVERAGE_ITEM: 0.5301328, COVERAGE_ITEM_CORRECT: 0.0242695, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723795, DIVERSITY_GINI: 0.2553476, SHANNON_ENTROPY: 12.8274892, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 998, 'shrink': 995, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684227, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0541730, RECALL: 0.0529204, MAP: 0.0223561, MRR: 0.0460153, NDCG: 0.0353208, F1: 0.0220849, HIT_RATE: 0.1395472, ARHR: 0.0498586, NOVELTY: 0.0047519, AVERAGE_POPULARITY: 0.0162409, DIVERSITY_MEAN_INTER_LIST: 0.9959179, DIVERSITY_HERFINDAHL: 0.9995714, COVERAGE_ITEM: 0.5301020, COVERAGE_ITEM_CORRECT: 0.0242618, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723543, DIVERSITY_GINI: 0.2553299, SHANNON_ENTROPY: 12.8273492, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 994, 'shrink': 9, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0697411, PRECISION: 0.0139629, PRECISION_RECALL_MIN_DEN: 0.0552403, RECALL: 0.0540791, MAP: 0.0220711, MRR: 0.0471484, NDCG: 0.0354958, F1: 0.0221927, HIT_RATE: 0.1396287, ARHR: 0.0508900, NOVELTY: 0.0047586, AVERAGE_POPULARITY: 0.0182943, DIVERSITY_MEAN_INTER_LIST: 0.9963441, DIVERSITY_HERFINDAHL: 0.9996140, COVERAGE_ITEM: 0.6038114, COVERAGE_ITEM_CORRECT: 0.0243619, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0729080, DIVERSITY_GINI: 0.3008429, SHANNON_ENTROPY: 13.0463532, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 25, 'shrink': 998, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0651872, PRECISION: 0.0125406, PRECISION_RECALL_MIN_DEN: 0.0494173, RECALL: 0.0483156, MAP: 0.0217117, MRR: 0.0443813, NDCG: 0.0333605, F1: 0.0199120, HIT_RATE: 0.1254055, ARHR: 0.0478794, NOVELTY: 0.0047285, AVERAGE_POPULARITY: 0.0163890, DIVERSITY_MEAN_INTER_LIST: 0.9955938, DIVERSITY_HERFINDAHL: 0.9995390, COVERAGE_ITEM: 0.5987372, COVERAGE_ITEM_CORRECT: 0.0221598, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0655342, DIVERSITY_GINI: 0.3107690, SHANNON_ENTROPY: 13.0819753, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0556992, PRECISION: 0.0107616, PRECISION_RECALL_MIN_DEN: 0.0412370, RECALL: 0.0403386, MAP: 0.0178931, MRR: 0.0378091, NDCG: 0.0278935, F1: 0.0169888, HIT_RATE: 0.1076163, ARHR: 0.0405651, NOVELTY: 0.0047470, AVERAGE_POPULARITY: 0.0153961, DIVERSITY_MEAN_INTER_LIST: 0.9954834, DIVERSITY_HERFINDAHL: 0.9995280, COVERAGE_ITEM: 0.4804928, COVERAGE_ITEM_CORRECT: 0.0188489, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0569020, DIVERSITY_GINI: 0.2193780, SHANNON_ENTROPY: 12.6169298, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 15, 'shrink': 12, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0599791, PRECISION: 0.0112861, PRECISION_RECALL_MIN_DEN: 0.0447513, RECALL: 0.0437907, MAP: 0.0203688, MRR: 0.0414363, NDCG: 0.0308468, F1: 0.0179449, HIT_RATE: 0.1128610, ARHR: 0.0444777, NOVELTY: 0.0047049, AVERAGE_POPULARITY: 0.0159715, DIVERSITY_MEAN_INTER_LIST: 0.9930066, DIVERSITY_HERFINDAHL: 0.9992804, COVERAGE_ITEM: 0.5783176, COVERAGE_ITEM_CORRECT: 0.0198499, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0596451, DIVERSITY_GINI: 0.2890561, SHANNON_ENTROPY: 12.8921996, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 984, 'shrink': 992, 'similarity': 'cosine', 'normalize': True, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0715485, PRECISION: 0.0143966, PRECISION_RECALL_MIN_DEN: 0.0561693, RECALL: 0.0549074, MAP: 0.0234783, MRR: 0.0484920, NDCG: 0.0369092, F1: 0.0228112, HIT_RATE: 0.1439656, ARHR: 0.0527088, NOVELTY: 0.0047548, AVERAGE_POPULARITY: 0.0165714, DIVERSITY_MEAN_INTER_LIST: 0.9964698, DIVERSITY_HERFINDAHL: 0.9996266, COVERAGE_ITEM: 0.5724504, COVERAGE_ITEM_CORRECT: 0.0251627, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0741915, DIVERSITY_GINI: 0.2896376, SHANNON_ENTROPY: 13.0256462, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 996, 'shrink': 14, 'similarity': 'cosine', 'normalize': False, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0684388, PRECISION: 0.0139547, PRECISION_RECALL_MIN_DEN: 0.0541730, RECALL: 0.0529190, MAP: 0.0223565, MRR: 0.0460187, NDCG: 0.0353211, F1: 0.0220847, HIT_RATE: 0.1395472, ARHR: 0.0498584, NOVELTY: 0.0047518, AVERAGE_POPULARITY: 0.0162413, DIVERSITY_MEAN_INTER_LIST: 0.9959186, DIVERSITY_HERFINDAHL: 0.9995715, COVERAGE_ITEM: 0.5301328, COVERAGE_ITEM_CORRECT: 0.0242695, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0723795, DIVERSITY_GINI: 0.2553476, SHANNON_ENTROPY: 12.8274892, 
