SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 56, 'shrink': 100, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2528200250940458, 'tversky_beta': 1.2449034044931075} - results: ROC_AUC: 0.0778437, PRECISION: 0.0154652, PRECISION_RECALL_MIN_DEN: 0.0631707, RECALL: 0.0618525, MAP: 0.0261163, MRR: 0.0518936, NDCG: 0.0407557, F1: 0.0247430, HIT_RATE: 0.1546520, ARHR: 0.0565182, NOVELTY: 0.0047913, AVERAGE_POPULARITY: 0.0187716, DIVERSITY_MEAN_INTER_LIST: 0.9963650, DIVERSITY_HERFINDAHL: 0.9996161, COVERAGE_ITEM: 0.5695553, COVERAGE_ITEM_CORRECT: 0.0270491, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0803322, DIVERSITY_GINI: 0.2860379, SHANNON_ENTROPY: 13.0167541, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 84, 'shrink': 95, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3199716864441265, 'tversky_beta': 1.6815164908158806} - results: ROC_AUC: 0.0762614, PRECISION: 0.0153549, PRECISION_RECALL_MIN_DEN: 0.0630561, RECALL: 0.0617550, MAP: 0.0253521, MRR: 0.0506692, NDCG: 0.0400175, F1: 0.0245921, HIT_RATE: 0.1535493, ARHR: 0.0550188, NOVELTY: 0.0047985, AVERAGE_POPULARITY: 0.0188037, DIVERSITY_MEAN_INTER_LIST: 0.9962584, DIVERSITY_HERFINDAHL: 0.9996055, COVERAGE_ITEM: 0.5411588, COVERAGE_ITEM_CORRECT: 0.0268797, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0799044, DIVERSITY_GINI: 0.2632887, SHANNON_ENTROPY: 12.9060891, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 902, 'shrink': 979, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.789553312212035, 'tversky_beta': 1.9732430393989475} - results: ROC_AUC: 0.0712544, PRECISION: 0.0142722, PRECISION_RECALL_MIN_DEN: 0.0594309, RECALL: 0.0582763, MAP: 0.0238373, MRR: 0.0469757, NDCG: 0.0376270, F1: 0.0229273, HIT_RATE: 0.1427221, ARHR: 0.0506360, NOVELTY: 0.0048208, AVERAGE_POPULARITY: 0.0186868, DIVERSITY_MEAN_INTER_LIST: 0.9953034, DIVERSITY_HERFINDAHL: 0.9995100, COVERAGE_ITEM: 0.4682271, COVERAGE_ITEM_CORRECT: 0.0243157, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0753744, DIVERSITY_GINI: 0.2015189, SHANNON_ENTROPY: 12.4967360, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 17, 'shrink': 911, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.90665497621907, 'tversky_beta': 1.9102875872184326} - results: ROC_AUC: 0.0744574, PRECISION: 0.0146928, PRECISION_RECALL_MIN_DEN: 0.0599559, RECALL: 0.0587791, MAP: 0.0253212, MRR: 0.0502877, NDCG: 0.0391992, F1: 0.0235072, HIT_RATE: 0.1469276, ARHR: 0.0545369, NOVELTY: 0.0047714, AVERAGE_POPULARITY: 0.0187948, DIVERSITY_MEAN_INTER_LIST: 0.9943687, DIVERSITY_HERFINDAHL: 0.9994165, COVERAGE_ITEM: 0.5950645, COVERAGE_ITEM_CORRECT: 0.0258017, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0766579, DIVERSITY_GINI: 0.2954447, SHANNON_ENTROPY: 12.9597091, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 977, 'shrink': 976, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9052467458021947, 'tversky_beta': 0.02887965251159242} - results: ROC_AUC: 0.0707689, PRECISION: 0.0142191, PRECISION_RECALL_MIN_DEN: 0.0590202, RECALL: 0.0578780, MAP: 0.0237183, MRR: 0.0468455, NDCG: 0.0374417, F1: 0.0228284, HIT_RATE: 0.1421908, ARHR: 0.0504881, NOVELTY: 0.0048195, AVERAGE_POPULARITY: 0.0186872, DIVERSITY_MEAN_INTER_LIST: 0.9952884, DIVERSITY_HERFINDAHL: 0.9995085, COVERAGE_ITEM: 0.4684658, COVERAGE_ITEM_CORRECT: 0.0242002, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0751227, DIVERSITY_GINI: 0.2013815, SHANNON_ENTROPY: 12.4939973, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 89, 'shrink': 100, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.973323367744386, 'tversky_beta': 0.06838069959461614} - results: ROC_AUC: 0.0779082, PRECISION: 0.0157140, PRECISION_RECALL_MIN_DEN: 0.0645947, RECALL: 0.0633180, MAP: 0.0261997, MRR: 0.0520608, NDCG: 0.0411953, F1: 0.0251773, HIT_RATE: 0.1571397, ARHR: 0.0566098, NOVELTY: 0.0047890, AVERAGE_POPULARITY: 0.0186685, DIVERSITY_MEAN_INTER_LIST: 0.9964329, DIVERSITY_HERFINDAHL: 0.9996229, COVERAGE_ITEM: 0.5688778, COVERAGE_ITEM_CORRECT: 0.0276420, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0817415, DIVERSITY_GINI: 0.2861112, SHANNON_ENTROPY: 13.0204607, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0467917, PRECISION: 0.0091354, PRECISION_RECALL_MIN_DEN: 0.0405821, RECALL: 0.0400518, MAP: 0.0151007, MRR: 0.0287867, NDCG: 0.0245032, F1: 0.0148726, HIT_RATE: 0.0913540, ARHR: 0.0303437, NOVELTY: 0.0046754, AVERAGE_POPULARITY: 0.0181188, DIVERSITY_MEAN_INTER_LIST: 0.9612016, DIVERSITY_HERFINDAHL: 0.9961005, COVERAGE_ITEM: 0.5097286, COVERAGE_ITEM_CORRECT: 0.0161771, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0508620, DIVERSITY_GINI: 0.2090875, SHANNON_ENTROPY: 11.7785287, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 988, 'shrink': 978, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7880368441445142, 'tversky_beta': 1.9797681381448333} - results: ROC_AUC: 0.0710678, PRECISION: 0.0141415, PRECISION_RECALL_MIN_DEN: 0.0589018, RECALL: 0.0577733, MAP: 0.0237665, MRR: 0.0469673, NDCG: 0.0374434, F1: 0.0227201, HIT_RATE: 0.1414145, ARHR: 0.0505483, NOVELTY: 0.0048201, AVERAGE_POPULARITY: 0.0186916, DIVERSITY_MEAN_INTER_LIST: 0.9952371, DIVERSITY_HERFINDAHL: 0.9995034, COVERAGE_ITEM: 0.4658171, COVERAGE_ITEM_CORRECT: 0.0240462, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0749214, DIVERSITY_GINI: 0.1995260, SHANNON_ENTROPY: 12.4791710, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 991, 'shrink': 1, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.001044887305028164, 'tversky_beta': 0.029108722954814377} - results: ROC_AUC: 0.0622836, PRECISION: 0.0124857, PRECISION_RECALL_MIN_DEN: 0.0505139, RECALL: 0.0494156, MAP: 0.0196210, MRR: 0.0411827, NDCG: 0.0317140, F1: 0.0199332, HIT_RATE: 0.1248573, ARHR: 0.0442960, NOVELTY: 0.0048075, AVERAGE_POPULARITY: 0.0162722, DIVERSITY_MEAN_INTER_LIST: 0.9965510, DIVERSITY_HERFINDAHL: 0.9996347, COVERAGE_ITEM: 0.5620866, COVERAGE_ITEM_CORRECT: 0.0220135, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0663898, DIVERSITY_GINI: 0.2803518, SHANNON_ENTROPY: 13.0077241, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0663473, PRECISION: 0.0128829, PRECISION_RECALL_MIN_DEN: 0.0522102, RECALL: 0.0511329, MAP: 0.0221821, MRR: 0.0439439, NDCG: 0.0342936, F1: 0.0205798, HIT_RATE: 0.1288294, ARHR: 0.0473175, NOVELTY: 0.0047343, AVERAGE_POPULARITY: 0.0185274, DIVERSITY_MEAN_INTER_LIST: 0.9761355, DIVERSITY_HERFINDAHL: 0.9975936, COVERAGE_ITEM: 0.5935476, COVERAGE_ITEM_CORRECT: 0.0227141, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0678243, DIVERSITY_GINI: 0.2732129, SHANNON_ENTROPY: 12.3567634, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0659084, PRECISION: 0.0128138, PRECISION_RECALL_MIN_DEN: 0.0520434, RECALL: 0.0509890, MAP: 0.0218800, MRR: 0.0435160, NDCG: 0.0340070, F1: 0.0204798, HIT_RATE: 0.1281376, ARHR: 0.0468348, NOVELTY: 0.0047341, AVERAGE_POPULARITY: 0.0183997, DIVERSITY_MEAN_INTER_LIST: 0.9761527, DIVERSITY_HERFINDAHL: 0.9975953, COVERAGE_ITEM: 0.5921155, COVERAGE_ITEM_CORRECT: 0.0225756, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0676482, DIVERSITY_GINI: 0.2723064, SHANNON_ENTROPY: 12.3540786, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 947, 'shrink': 29, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.899439150935731, 'tversky_beta': 1.9285391484099366} - results: ROC_AUC: 0.0761966, PRECISION: 0.0150773, PRECISION_RECALL_MIN_DEN: 0.0635704, RECALL: 0.0624402, MAP: 0.0256511, MRR: 0.0505300, NDCG: 0.0403715, F1: 0.0242874, HIT_RATE: 0.1507733, ARHR: 0.0545547, NOVELTY: 0.0048064, AVERAGE_POPULARITY: 0.0193147, DIVERSITY_MEAN_INTER_LIST: 0.9958400, DIVERSITY_HERFINDAHL: 0.9995636, COVERAGE_ITEM: 0.5188681, COVERAGE_ITEM_CORRECT: 0.0260173, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0796527, DIVERSITY_GINI: 0.2394533, SHANNON_ENTROPY: 12.7451371, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0620706, PRECISION: 0.0121430, PRECISION_RECALL_MIN_DEN: 0.0509877, RECALL: 0.0502422, MAP: 0.0208874, MRR: 0.0407404, NDCG: 0.0328159, F1: 0.0195581, HIT_RATE: 0.1214303, ARHR: 0.0434335, NOVELTY: 0.0047144, AVERAGE_POPULARITY: 0.0197380, DIVERSITY_MEAN_INTER_LIST: 0.9772004, DIVERSITY_HERFINDAHL: 0.9977001, COVERAGE_ITEM: 0.5862021, COVERAGE_ITEM_CORRECT: 0.0212589, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0654335, DIVERSITY_GINI: 0.2670574, SHANNON_ENTROPY: 12.3481054, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0685113, PRECISION: 0.0135856, PRECISION_RECALL_MIN_DEN: 0.0561614, RECALL: 0.0550335, MAP: 0.0222218, MRR: 0.0446248, NDCG: 0.0354061, F1: 0.0217909, HIT_RATE: 0.1358562, ARHR: 0.0480147, NOVELTY: 0.0048288, AVERAGE_POPULARITY: 0.0186185, DIVERSITY_MEAN_INTER_LIST: 0.9944092, DIVERSITY_HERFINDAHL: 0.9994206, COVERAGE_ITEM: 0.4243234, COVERAGE_ITEM_CORRECT: 0.0231068, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0721278, DIVERSITY_GINI: 0.1733119, SHANNON_ENTROPY: 12.2625322, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 977, 'shrink': 982, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0677912018037048, 'tversky_beta': 0.09158159737513107} - results: ROC_AUC: 0.0689157, PRECISION: 0.0138105, PRECISION_RECALL_MIN_DEN: 0.0573222, RECALL: 0.0561929, MAP: 0.0227402, MRR: 0.0450456, NDCG: 0.0361027, F1: 0.0221703, HIT_RATE: 0.1381050, ARHR: 0.0485449, NOVELTY: 0.0048269, AVERAGE_POPULARITY: 0.0184756, DIVERSITY_MEAN_INTER_LIST: 0.9948550, DIVERSITY_HERFINDAHL: 0.9994652, COVERAGE_ITEM: 0.4632839, COVERAGE_ITEM_CORRECT: 0.0235842, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0730590, DIVERSITY_GINI: 0.1963973, SHANNON_ENTROPY: 12.4329963, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 25, 'shrink': 906, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.12127337607692071, 'tversky_beta': 0.003689932883526704} - results: ROC_AUC: 0.0760828, PRECISION: 0.0150160, PRECISION_RECALL_MIN_DEN: 0.0613605, RECALL: 0.0601453, MAP: 0.0253834, MRR: 0.0504972, NDCG: 0.0396817, F1: 0.0240313, HIT_RATE: 0.1501604, ARHR: 0.0547499, NOVELTY: 0.0047780, AVERAGE_POPULARITY: 0.0187370, DIVERSITY_MEAN_INTER_LIST: 0.9956133, DIVERSITY_HERFINDAHL: 0.9995410, COVERAGE_ITEM: 0.5896824, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0786460, DIVERSITY_GINI: 0.2951667, SHANNON_ENTROPY: 13.0123471, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 954, 'shrink': 947, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9750766713411705, 'tversky_beta': 1.951892762432126} - results: ROC_AUC: 0.0710620, PRECISION: 0.0142641, PRECISION_RECALL_MIN_DEN: 0.0594147, RECALL: 0.0582935, MAP: 0.0237817, MRR: 0.0469105, NDCG: 0.0375838, F1: 0.0229182, HIT_RATE: 0.1426413, ARHR: 0.0505430, NOVELTY: 0.0048197, AVERAGE_POPULARITY: 0.0187030, DIVERSITY_MEAN_INTER_LIST: 0.9952889, DIVERSITY_HERFINDAHL: 0.9995086, COVERAGE_ITEM: 0.4674033, COVERAGE_ITEM_CORRECT: 0.0243003, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0754499, DIVERSITY_GINI: 0.2008687, SHANNON_ENTROPY: 12.4917860, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0279233, PRECISION: 0.0045772, PRECISION_RECALL_MIN_DEN: 0.0169474, RECALL: 0.0165120, MAP: 0.0090016, MRR: 0.0194677, NDCG: 0.0130895, F1: 0.0071670, HIT_RATE: 0.0457724, ARHR: 0.0203105, NOVELTY: 0.0046395, AVERAGE_POPULARITY: 0.0167931, DIVERSITY_MEAN_INTER_LIST: 0.7626790, DIVERSITY_HERFINDAHL: 0.9762523, COVERAGE_ITEM: 0.3701020, COVERAGE_ITEM_CORRECT: 0.0080385, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0255694, DIVERSITY_GINI: 0.0959265, SHANNON_ENTROPY: 8.8003063, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0707751, PRECISION: 0.0143501, PRECISION_RECALL_MIN_DEN: 0.0598699, RECALL: 0.0586775, MAP: 0.0236758, MRR: 0.0465351, NDCG: 0.0375339, F1: 0.0230591, HIT_RATE: 0.1435009, ARHR: 0.0502791, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0187606, DIVERSITY_MEAN_INTER_LIST: 0.9952917, DIVERSITY_HERFINDAHL: 0.9995088, COVERAGE_ITEM: 0.4703369, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2028461, SHANNON_ENTROPY: 12.5028311, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0707751, PRECISION: 0.0143501, PRECISION_RECALL_MIN_DEN: 0.0598699, RECALL: 0.0586775, MAP: 0.0236758, MRR: 0.0465351, NDCG: 0.0375339, F1: 0.0230591, HIT_RATE: 0.1435009, ARHR: 0.0502791, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0187606, DIVERSITY_MEAN_INTER_LIST: 0.9952917, DIVERSITY_HERFINDAHL: 0.9995088, COVERAGE_ITEM: 0.4703369, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2028461, SHANNON_ENTROPY: 12.5028311, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 980, 'shrink': 989, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9059908268588204, 'tversky_beta': 0.016355051357676013} - results: ROC_AUC: 0.0707962, PRECISION: 0.0142396, PRECISION_RECALL_MIN_DEN: 0.0590671, RECALL: 0.0579168, MAP: 0.0237459, MRR: 0.0468843, NDCG: 0.0374699, F1: 0.0228578, HIT_RATE: 0.1423956, ARHR: 0.0505267, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0186924, DIVERSITY_MEAN_INTER_LIST: 0.9952841, DIVERSITY_HERFINDAHL: 0.9995081, COVERAGE_ITEM: 0.4684427, COVERAGE_ITEM_CORRECT: 0.0242079, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0752234, DIVERSITY_GINI: 0.2012543, SHANNON_ENTROPY: 12.4928355, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 12, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.903843176029203, 'tversky_beta': 0.03269981711211845} - results: ROC_AUC: 0.0723619, PRECISION: 0.0143253, PRECISION_RECALL_MIN_DEN: 0.0577843, RECALL: 0.0566435, MAP: 0.0245764, MRR: 0.0488709, NDCG: 0.0380147, F1: 0.0228663, HIT_RATE: 0.1432527, ARHR: 0.0530969, NOVELTY: 0.0047666, AVERAGE_POPULARITY: 0.0187769, DIVERSITY_MEAN_INTER_LIST: 0.9921516, DIVERSITY_HERFINDAHL: 0.9991949, COVERAGE_ITEM: 0.6027565, COVERAGE_ITEM_CORRECT: 0.0252089, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0746949, DIVERSITY_GINI: 0.2968924, SHANNON_ENTROPY: 12.8796101, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0707751, PRECISION: 0.0143501, PRECISION_RECALL_MIN_DEN: 0.0598699, RECALL: 0.0586775, MAP: 0.0236758, MRR: 0.0465351, NDCG: 0.0375339, F1: 0.0230591, HIT_RATE: 0.1435009, ARHR: 0.0502791, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0187606, DIVERSITY_MEAN_INTER_LIST: 0.9952917, DIVERSITY_HERFINDAHL: 0.9995088, COVERAGE_ITEM: 0.4703369, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2028461, SHANNON_ENTROPY: 12.5028311, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 979, 'shrink': 22, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.553636633485018, 'tversky_beta': 0.004731486175833411} - results: ROC_AUC: 0.0733167, PRECISION: 0.0144449, PRECISION_RECALL_MIN_DEN: 0.0609466, RECALL: 0.0598720, MAP: 0.0247782, MRR: 0.0495851, NDCG: 0.0389182, F1: 0.0232714, HIT_RATE: 0.1444491, ARHR: 0.0534286, NOVELTY: 0.0047929, AVERAGE_POPULARITY: 0.0187286, DIVERSITY_MEAN_INTER_LIST: 0.9957355, DIVERSITY_HERFINDAHL: 0.9995532, COVERAGE_ITEM: 0.5052782, COVERAGE_ITEM_CORRECT: 0.0250626, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0761294, DIVERSITY_GINI: 0.2269786, SHANNON_ENTROPY: 12.6670276, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0707751, PRECISION: 0.0143501, PRECISION_RECALL_MIN_DEN: 0.0598699, RECALL: 0.0586775, MAP: 0.0236758, MRR: 0.0465351, NDCG: 0.0375339, F1: 0.0230591, HIT_RATE: 0.1435009, ARHR: 0.0502791, NOVELTY: 0.0048198, AVERAGE_POPULARITY: 0.0187606, DIVERSITY_MEAN_INTER_LIST: 0.9952917, DIVERSITY_HERFINDAHL: 0.9995088, COVERAGE_ITEM: 0.4703369, COVERAGE_ITEM_CORRECT: 0.0244158, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2028461, SHANNON_ENTROPY: 12.5028311, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 20, 'shrink': 988, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.03933683004283029, 'tversky_beta': 0.24538635910767642} - results: ROC_AUC: 0.0754957, PRECISION: 0.0149669, PRECISION_RECALL_MIN_DEN: 0.0611730, RECALL: 0.0599389, MAP: 0.0254215, MRR: 0.0504483, NDCG: 0.0396369, F1: 0.0239515, HIT_RATE: 0.1496689, ARHR: 0.0547973, NOVELTY: 0.0047748, AVERAGE_POPULARITY: 0.0186770, DIVERSITY_MEAN_INTER_LIST: 0.9950099, DIVERSITY_HERFINDAHL: 0.9994807, COVERAGE_ITEM: 0.5916304, COVERAGE_ITEM_CORRECT: 0.0262252, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0780672, DIVERSITY_GINI: 0.2944444, SHANNON_ENTROPY: 12.9818996, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 991, 'shrink': 6, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.060447578720849174, 'tversky_beta': 0.18712853203437543} - results: ROC_AUC: 0.0716754, PRECISION: 0.0140969, PRECISION_RECALL_MIN_DEN: 0.0580060, RECALL: 0.0568540, MAP: 0.0240424, MRR: 0.0481618, NDCG: 0.0375370, F1: 0.0225903, HIT_RATE: 0.1409685, ARHR: 0.0519493, NOVELTY: 0.0048159, AVERAGE_POPULARITY: 0.0178098, DIVERSITY_MEAN_INTER_LIST: 0.9959031, DIVERSITY_HERFINDAHL: 0.9995700, COVERAGE_ITEM: 0.4999808, COVERAGE_ITEM_CORRECT: 0.0242464, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0743174, DIVERSITY_GINI: 0.2302774, SHANNON_ENTROPY: 12.7135599, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 999, 'shrink': 54, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9933564270001152, 'tversky_beta': 1.8761989699974717} - results: ROC_AUC: 0.0760034, PRECISION: 0.0150200, PRECISION_RECALL_MIN_DEN: 0.0629974, RECALL: 0.0618377, MAP: 0.0256721, MRR: 0.0505569, NDCG: 0.0402139, F1: 0.0241676, HIT_RATE: 0.1502002, ARHR: 0.0546450, NOVELTY: 0.0048077, AVERAGE_POPULARITY: 0.0190931, DIVERSITY_MEAN_INTER_LIST: 0.9958177, DIVERSITY_HERFINDAHL: 0.9995614, COVERAGE_ITEM: 0.5120539, COVERAGE_ITEM_CORRECT: 0.0259788, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0789229, DIVERSITY_GINI: 0.2361097, SHANNON_ENTROPY: 12.7294287, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 20, 'shrink': 922, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.990934843480114, 'tversky_beta': 1.9998311052072248} - results: ROC_AUC: 0.0752981, PRECISION: 0.0149098, PRECISION_RECALL_MIN_DEN: 0.0609551, RECALL: 0.0597137, MAP: 0.0255509, MRR: 0.0506585, NDCG: 0.0396520, F1: 0.0238599, HIT_RATE: 0.1490978, ARHR: 0.0549804, NOVELTY: 0.0047767, AVERAGE_POPULARITY: 0.0187386, DIVERSITY_MEAN_INTER_LIST: 0.9950498, DIVERSITY_HERFINDAHL: 0.9994846, COVERAGE_ITEM: 0.5905679, COVERAGE_ITEM_CORRECT: 0.0260789, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0776897, DIVERSITY_GINI: 0.2936961, SHANNON_ENTROPY: 12.9812465, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 956, 'shrink': 977, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1270456192972718, 'tversky_beta': 1.912648604920059} - results: ROC_AUC: 0.0696637, PRECISION: 0.0138638, PRECISION_RECALL_MIN_DEN: 0.0576527, RECALL: 0.0565266, MAP: 0.0228928, MRR: 0.0453466, NDCG: 0.0363318, F1: 0.0222649, HIT_RATE: 0.1386377, ARHR: 0.0488230, NOVELTY: 0.0048272, AVERAGE_POPULARITY: 0.0186511, DIVERSITY_MEAN_INTER_LIST: 0.9947675, DIVERSITY_HERFINDAHL: 0.9994564, COVERAGE_ITEM: 0.4536131, COVERAGE_ITEM_CORRECT: 0.0235996, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0734617, DIVERSITY_GINI: 0.1898767, SHANNON_ENTROPY: 12.3878099, 
