
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 529, 'shrink': 922, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0231871761331173, 'tversky_beta': 1.4174259242892298, 'icm_weight': 14.248528868079857} - results: ROC_AUC: 0.1367516, PRECISION: 0.0281745, PRECISION_RECALL_MIN_DEN: 0.1062511, RECALL: 0.1036393, MAP: 0.0461076, MRR: 0.0963007, NDCG: 0.0714179, F1: 0.0443044, HIT_RATE: 0.2817447, ARHR: 0.1079477, NOVELTY: 0.0048421, AVERAGE_POPULARITY: 0.0699793, DIVERSITY_MEAN_INTER_LIST: 0.9916381, DIVERSITY_HERFINDAHL: 0.9991450, COVERAGE_ITEM: 0.4590414, COVERAGE_ITEM_CORRECT: 0.0369971, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1475022, DIVERSITY_GINI: 0.1748872, SHANNON_ENTROPY: 12.0751194, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 32, 'shrink': 755, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9769885892065988, 'tversky_beta': 1.051501644042036, 'icm_weight': 8.72881140990374} - results: ROC_AUC: 0.1375161, PRECISION: 0.0284594, PRECISION_RECALL_MIN_DEN: 0.1058794, RECALL: 0.1031114, MAP: 0.0466168, MRR: 0.0979869, NDCG: 0.0718394, F1: 0.0446058, HIT_RATE: 0.2845943, ARHR: 0.1099976, NOVELTY: 0.0048260, AVERAGE_POPULARITY: 0.0677189, DIVERSITY_MEAN_INTER_LIST: 0.9924215, DIVERSITY_HERFINDAHL: 0.9992233, COVERAGE_ITEM: 0.5474110, COVERAGE_ITEM_CORRECT: 0.0386756, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1477790, DIVERSITY_GINI: 0.2315302, SHANNON_ENTROPY: 12.4186686, 

SearchBayesianSkopt-CV: New best config found. Config 29: {'topK': 76, 'shrink': 919, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4715624787337018, 'tversky_beta': 1.2003177893353247, 'icm_weight': 17.520920564141935} - results: ROC_AUC: 0.1382060, PRECISION: 0.0288431, PRECISION_RECALL_MIN_DEN: 0.1065151, RECALL: 0.1036556, MAP: 0.0467348, MRR: 0.0981894, NDCG: 0.0721325, F1: 0.0451272, HIT_RATE: 0.2884313, ARHR: 0.1107787, NOVELTY: 0.0048352, AVERAGE_POPULARITY: 0.0682550, DIVERSITY_MEAN_INTER_LIST: 0.9925032, DIVERSITY_HERFINDAHL: 0.9992315, COVERAGE_ITEM: 0.5222175, COVERAGE_ITEM_CORRECT: 0.0388989, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1484334, DIVERSITY_GINI: 0.2174498, SHANNON_ENTROPY: 12.3618690, 

SearchBayesianSkopt-CV: New best config found. Config 30: {'topK': 76, 'shrink': 32, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09602833869057828, 'tversky_beta': 0.1561993987851971, 'icm_weight': 2.2372622520891587} - results: ROC_AUC: 0.1384121, PRECISION: 0.0290249, PRECISION_RECALL_MIN_DEN: 0.1071925, RECALL: 0.1043057, MAP: 0.0469039, MRR: 0.0986784, NDCG: 0.0724426, F1: 0.0454102, HIT_RATE: 0.2902486, ARHR: 0.1113957, NOVELTY: 0.0048678, AVERAGE_POPULARITY: 0.0605835, DIVERSITY_MEAN_INTER_LIST: 0.9941968, DIVERSITY_HERFINDAHL: 0.9994008, COVERAGE_ITEM: 0.5400962, COVERAGE_ITEM_CORRECT: 0.0408778, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1489619, DIVERSITY_GINI: 0.2356108, SHANNON_ENTROPY: 12.5590213, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'icm_weight': 1.0} - results: ROC_AUC: 0.1161272, PRECISION: 0.0224011, PRECISION_RECALL_MIN_DEN: 0.0845533, RECALL: 0.0825071, MAP: 0.0384464, MRR: 0.0818519, NDCG: 0.0587883, F1: 0.0352332, HIT_RATE: 0.2240110, ARHR: 0.0899858, NOVELTY: 0.0048063, AVERAGE_POPULARITY: 0.0603720, DIVERSITY_MEAN_INTER_LIST: 0.9775234, DIVERSITY_HERFINDAHL: 0.9977338, COVERAGE_ITEM: 0.5460173, COVERAGE_ITEM_CORRECT: 0.0316612, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1208255, DIVERSITY_GINI: 0.2107309, SHANNON_ENTROPY: 11.8579553, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 50, 'shrink': 44, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8837617435822513, 'tversky_beta': 1.965572446536423, 'icm_weight': 2.1575154718864757} - results: ROC_AUC: 0.1309252, PRECISION: 0.0273882, PRECISION_RECALL_MIN_DEN: 0.1034916, RECALL: 0.1008503, MAP: 0.0444655, MRR: 0.0915382, NDCG: 0.0689123, F1: 0.0430763, HIT_RATE: 0.2738823, ARHR: 0.1025940, NOVELTY: 0.0049564, AVERAGE_POPULARITY: 0.0378444, DIVERSITY_MEAN_INTER_LIST: 0.9969551, DIVERSITY_HERFINDAHL: 0.9996766, COVERAGE_ITEM: 0.5992839, COVERAGE_ITEM_CORRECT: 0.0433032, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1433497, DIVERSITY_GINI: 0.2946135, SHANNON_ENTROPY: 13.0455046, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 848, 'shrink': 63, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.990446991504227, 'tversky_beta': 0.10533573314903458, 'icm_weight': 1.357481694186972} - results: ROC_AUC: 0.1150465, PRECISION: 0.0237622, PRECISION_RECALL_MIN_DEN: 0.0925513, RECALL: 0.0904690, MAP: 0.0380374, MRR: 0.0787952, NDCG: 0.0600761, F1: 0.0376379, HIT_RATE: 0.2376221, ARHR: 0.0872159, NOVELTY: 0.0049891, AVERAGE_POPULARITY: 0.0319674, DIVERSITY_MEAN_INTER_LIST: 0.9965947, DIVERSITY_HERFINDAHL: 0.9996406, COVERAGE_ITEM: 0.5271838, COVERAGE_ITEM_CORRECT: 0.0394841, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1281742, DIVERSITY_GINI: 0.2355345, SHANNON_ENTROPY: 12.7452316, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1206094, PRECISION: 0.0234243, PRECISION_RECALL_MIN_DEN: 0.0892798, RECALL: 0.0871597, MAP: 0.0402559, MRR: 0.0846463, NDCG: 0.0615388, F1: 0.0369244, HIT_RATE: 0.2342435, ARHR: 0.0930671, NOVELTY: 0.0048186, AVERAGE_POPULARITY: 0.0583988, DIVERSITY_MEAN_INTER_LIST: 0.9800884, DIVERSITY_HERFINDAHL: 0.9979903, COVERAGE_ITEM: 0.5612012, COVERAGE_ITEM_CORRECT: 0.0336862, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1266641, DIVERSITY_GINI: 0.2224572, SHANNON_ENTROPY: 11.9949659, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 20, 'shrink': 27, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.17315835335788424, 'tversky_beta': 0.031532202357535295, 'icm_weight': 18.612182890442508} - results: ROC_AUC: 0.1336630, PRECISION: 0.0273802, PRECISION_RECALL_MIN_DEN: 0.1015405, RECALL: 0.0988493, MAP: 0.0448860, MRR: 0.0949454, NDCG: 0.0691280, F1: 0.0428818, HIT_RATE: 0.2738024, ARHR: 0.1063424, NOVELTY: 0.0048650, AVERAGE_POPULARITY: 0.0550877, DIVERSITY_MEAN_INTER_LIST: 0.9939927, DIVERSITY_HERFINDAHL: 0.9993804, COVERAGE_ITEM: 0.5796343, COVERAGE_ITEM_CORRECT: 0.0400847, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1432742, DIVERSITY_GINI: 0.2581848, SHANNON_ENTROPY: 12.6416067, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 897, 'shrink': 914, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.985135094846628, 'tversky_beta': 1.6904944663014407, 'icm_weight': 1.4979215222886344} - results: ROC_AUC: 0.1341750, PRECISION: 0.0275255, PRECISION_RECALL_MIN_DEN: 0.1046380, RECALL: 0.1021515, MAP: 0.0451331, MRR: 0.0944483, NDCG: 0.0701022, F1: 0.0433649, HIT_RATE: 0.2752552, ARHR: 0.1054358, NOVELTY: 0.0048600, AVERAGE_POPULARITY: 0.0656862, DIVERSITY_MEAN_INTER_LIST: 0.9922802, DIVERSITY_HERFINDAHL: 0.9992092, COVERAGE_ITEM: 0.4500866, COVERAGE_ITEM_CORRECT: 0.0364735, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1451869, DIVERSITY_GINI: 0.1698977, SHANNON_ENTROPY: 12.0712294, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 995, 'shrink': 910, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09615344999910527, 'tversky_beta': 1.8691562267987976, 'icm_weight': 1.7642721722218888} - results: ROC_AUC: 0.1335883, PRECISION: 0.0272682, PRECISION_RECALL_MIN_DEN: 0.1032030, RECALL: 0.1007547, MAP: 0.0445970, MRR: 0.0936499, NDCG: 0.0693495, F1: 0.0429197, HIT_RATE: 0.2726821, ARHR: 0.1045611, NOVELTY: 0.0048378, AVERAGE_POPULARITY: 0.0740166, DIVERSITY_MEAN_INTER_LIST: 0.9902522, DIVERSITY_HERFINDAHL: 0.9990065, COVERAGE_ITEM: 0.4307526, COVERAGE_ITEM_CORRECT: 0.0350260, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1434755, DIVERSITY_GINI: 0.1549454, SHANNON_ENTROPY: 11.8682939, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1041744, PRECISION: 0.0207020, PRECISION_RECALL_MIN_DEN: 0.0807849, RECALL: 0.0790421, MAP: 0.0351169, MRR: 0.0708748, NDCG: 0.0542350, F1: 0.0328093, HIT_RATE: 0.2070202, ARHR: 0.0777103, NOVELTY: 0.0049084, AVERAGE_POPULARITY: 0.0267551, DIVERSITY_MEAN_INTER_LIST: 0.9713609, DIVERSITY_HERFINDAHL: 0.9971177, COVERAGE_ITEM: 0.6432724, COVERAGE_ITEM_CORRECT: 0.0359346, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1133258, DIVERSITY_GINI: 0.3016469, SHANNON_ENTROPY: 12.3768962, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 995, 'shrink': 953, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.10425190137262821, 'tversky_beta': 0.06320981827568219, 'icm_weight': 17.10016802280203} - results: ROC_AUC: 0.1330545, PRECISION: 0.0271319, PRECISION_RECALL_MIN_DEN: 0.1026752, RECALL: 0.1002224, MAP: 0.0442868, MRR: 0.0931636, NDCG: 0.0689164, F1: 0.0427025, HIT_RATE: 0.2713189, ARHR: 0.1040477, NOVELTY: 0.0048291, AVERAGE_POPULARITY: 0.0753424, DIVERSITY_MEAN_INTER_LIST: 0.9899484, DIVERSITY_HERFINDAHL: 0.9989761, COVERAGE_ITEM: 0.4398537, COVERAGE_ITEM_CORRECT: 0.0345101, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1428212, DIVERSITY_GINI: 0.1592276, SHANNON_ENTROPY: 11.8818308, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 976, 'shrink': 27, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.11141818169584375, 'tversky_beta': 0.14264600990893953, 'icm_weight': 18.907726395211903} - results: ROC_AUC: 0.1328828, PRECISION: 0.0271885, PRECISION_RECALL_MIN_DEN: 0.1033371, RECALL: 0.1008948, MAP: 0.0445554, MRR: 0.0934405, NDCG: 0.0692411, F1: 0.0428334, HIT_RATE: 0.2718847, ARHR: 0.1042952, NOVELTY: 0.0048941, AVERAGE_POPULARITY: 0.0570708, DIVERSITY_MEAN_INTER_LIST: 0.9940131, DIVERSITY_HERFINDAHL: 0.9993825, COVERAGE_ITEM: 0.4632839, COVERAGE_ITEM_CORRECT: 0.0376439, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1433245, DIVERSITY_GINI: 0.1835289, SHANNON_ENTROPY: 12.2639299, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 1.0} - results: ROC_AUC: 0.1326893, PRECISION: 0.0271694, PRECISION_RECALL_MIN_DEN: 0.1024694, RECALL: 0.1000307, MAP: 0.0442480, MRR: 0.0931348, NDCG: 0.0688627, F1: 0.0427310, HIT_RATE: 0.2716937, ARHR: 0.1040540, NOVELTY: 0.0048376, AVERAGE_POPULARITY: 0.0759235, DIVERSITY_MEAN_INTER_LIST: 0.9897023, DIVERSITY_HERFINDAHL: 0.9989515, COVERAGE_ITEM: 0.4052358, COVERAGE_ITEM_CORRECT: 0.0346872, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1428715, DIVERSITY_GINI: 0.1426127, SHANNON_ENTROPY: 11.7596096, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 998, 'shrink': 4, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9687936481681407, 'tversky_beta': 0.11602204770487037, 'icm_weight': 2.380024503788104} - results: ROC_AUC: 0.0712955, PRECISION: 0.0149090, PRECISION_RECALL_MIN_DEN: 0.0598877, RECALL: 0.0586830, MAP: 0.0237331, MRR: 0.0478850, NDCG: 0.0378822, F1: 0.0237763, HIT_RATE: 0.1490898, ARHR: 0.0521455, NOVELTY: 0.0047920, AVERAGE_POPULARITY: 0.0128131, DIVERSITY_MEAN_INTER_LIST: 0.9954143, DIVERSITY_HERFINDAHL: 0.9995226, COVERAGE_ITEM: 0.4080616, COVERAGE_ITEM_CORRECT: 0.0280192, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0832767, DIVERSITY_GINI: 0.1571528, SHANNON_ENTROPY: 12.1937566, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 91, 'shrink': 997, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.971143903098474, 'tversky_beta': 1.94900759549876, 'icm_weight': 7.53880840881748} - results: ROC_AUC: 0.1387236, PRECISION: 0.0287638, PRECISION_RECALL_MIN_DEN: 0.1066667, RECALL: 0.1038509, MAP: 0.0467167, MRR: 0.0985234, NDCG: 0.0721586, F1: 0.0450485, HIT_RATE: 0.2876375, ARHR: 0.1110138, NOVELTY: 0.0048425, AVERAGE_POPULARITY: 0.0666356, DIVERSITY_MEAN_INTER_LIST: 0.9928329, DIVERSITY_HERFINDAHL: 0.9992645, COVERAGE_ITEM: 0.5164119, COVERAGE_ITEM_CORRECT: 0.0390221, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1486599, DIVERSITY_GINI: 0.2151981, SHANNON_ENTROPY: 12.3706228, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 5, 'shrink': 237, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'icm_weight': 1.0} - results: ROC_AUC: 0.1211511, PRECISION: 0.0237045, PRECISION_RECALL_MIN_DEN: 0.0900032, RECALL: 0.0877912, MAP: 0.0403640, MRR: 0.0854130, NDCG: 0.0618495, F1: 0.0373284, HIT_RATE: 0.2370451, ARHR: 0.0939008, NOVELTY: 0.0048585, AVERAGE_POPULARITY: 0.0497521, DIVERSITY_MEAN_INTER_LIST: 0.9813144, DIVERSITY_HERFINDAHL: 0.9981128, COVERAGE_ITEM: 0.5790568, COVERAGE_ITEM_CORRECT: 0.0352493, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1283252, DIVERSITY_GINI: 0.2413897, SHANNON_ENTROPY: 12.1917287, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4205319270211691, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1200799, PRECISION: 0.0234284, PRECISION_RECALL_MIN_DEN: 0.0893554, RECALL: 0.0872243, MAP: 0.0402102, MRR: 0.0844145, NDCG: 0.0614828, F1: 0.0369345, HIT_RATE: 0.2342839, ARHR: 0.0928462, NOVELTY: 0.0048229, AVERAGE_POPULARITY: 0.0569024, DIVERSITY_MEAN_INTER_LIST: 0.9802364, DIVERSITY_HERFINDAHL: 0.9980051, COVERAGE_ITEM: 0.5636882, COVERAGE_ITEM_CORRECT: 0.0339095, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1264125, DIVERSITY_GINI: 0.2246042, SHANNON_ENTROPY: 12.0167368, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 5, 'shrink': 537, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.861684179653425, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1210362, PRECISION: 0.0235268, PRECISION_RECALL_MIN_DEN: 0.0895387, RECALL: 0.0873769, MAP: 0.0403308, MRR: 0.0850534, NDCG: 0.0616640, F1: 0.0370711, HIT_RATE: 0.2352680, ARHR: 0.0936527, NOVELTY: 0.0048358, AVERAGE_POPULARITY: 0.0546736, DIVERSITY_MEAN_INTER_LIST: 0.9809496, DIVERSITY_HERFINDAHL: 0.9980764, COVERAGE_ITEM: 0.5675149, COVERAGE_ITEM_CORRECT: 0.0343176, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1270417, DIVERSITY_GINI: 0.2290931, SHANNON_ENTROPY: 12.0772924, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 999, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9667587426969622, 'tversky_beta': 0.38543711780290957, 'icm_weight': 18.417445304029975} - results: ROC_AUC: 0.1337271, PRECISION: 0.0273367, PRECISION_RECALL_MIN_DEN: 0.1038447, RECALL: 0.1014029, MAP: 0.0449731, MRR: 0.0941625, NDCG: 0.0697794, F1: 0.0430632, HIT_RATE: 0.2733669, ARHR: 0.1050070, NOVELTY: 0.0048509, AVERAGE_POPULARITY: 0.0673048, DIVERSITY_MEAN_INTER_LIST: 0.9918293, DIVERSITY_HERFINDAHL: 0.9991641, COVERAGE_ITEM: 0.4464755, COVERAGE_ITEM_CORRECT: 0.0358807, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443815, DIVERSITY_GINI: 0.1665283, SHANNON_ENTROPY: 12.0228232, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 804, 'shrink': 21, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.009940327269253093, 'tversky_beta': 1.2181991195016653, 'icm_weight': 3.104826015278761} - results: ROC_AUC: 0.1340942, PRECISION: 0.0275216, PRECISION_RECALL_MIN_DEN: 0.1045841, RECALL: 0.1020418, MAP: 0.0448778, MRR: 0.0940418, NDCG: 0.0698658, F1: 0.0433504, HIT_RATE: 0.2752156, ARHR: 0.1051332, NOVELTY: 0.0049161, AVERAGE_POPULARITY: 0.0573635, DIVERSITY_MEAN_INTER_LIST: 0.9939734, DIVERSITY_HERFINDAHL: 0.9993785, COVERAGE_ITEM: 0.4626141, COVERAGE_ITEM_CORRECT: 0.0382753, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441802, DIVERSITY_GINI: 0.1843466, SHANNON_ENTROPY: 12.2760327, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 85, 'shrink': 969, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9727781528515473, 'tversky_beta': 1.7421953882098509, 'icm_weight': 2.636721959688333} - results: ROC_AUC: 0.1385653, PRECISION: 0.0286269, PRECISION_RECALL_MIN_DEN: 0.1059125, RECALL: 0.1030946, MAP: 0.0464191, MRR: 0.0981566, NDCG: 0.0717244, F1: 0.0448098, HIT_RATE: 0.2862694, ARHR: 0.1105545, NOVELTY: 0.0048428, AVERAGE_POPULARITY: 0.0665292, DIVERSITY_MEAN_INTER_LIST: 0.9928494, DIVERSITY_HERFINDAHL: 0.9992661, COVERAGE_ITEM: 0.5195765, COVERAGE_ITEM_CORRECT: 0.0386756, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1480810, DIVERSITY_GINI: 0.2169169, SHANNON_ENTROPY: 12.3790696, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 936, 'shrink': 295, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.019006996523033285, 'tversky_beta': 1.9239775888057973, 'icm_weight': 18.80957370079209} - results: ROC_AUC: 0.1331598, PRECISION: 0.0274796, PRECISION_RECALL_MIN_DEN: 0.1041690, RECALL: 0.1016979, MAP: 0.0447199, MRR: 0.0936785, NDCG: 0.0696510, F1: 0.0432667, HIT_RATE: 0.2747961, ARHR: 0.1046362, NOVELTY: 0.0048534, AVERAGE_POPULARITY: 0.0707511, DIVERSITY_MEAN_INTER_LIST: 0.9910800, DIVERSITY_HERFINDAHL: 0.9990892, COVERAGE_ITEM: 0.4331781, COVERAGE_ITEM_CORRECT: 0.0357652, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444067, DIVERSITY_GINI: 0.1579626, SHANNON_ENTROPY: 11.9321837, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 5, 'shrink': 608, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0429842114026189, 'tversky_beta': 2.0, 'icm_weight': 1.0} - results: ROC_AUC: 0.1208408, PRECISION: 0.0234624, PRECISION_RECALL_MIN_DEN: 0.0895488, RECALL: 0.0873975, MAP: 0.0402922, MRR: 0.0848499, NDCG: 0.0615799, F1: 0.0369929, HIT_RATE: 0.2346239, ARHR: 0.0933897, NOVELTY: 0.0048320, AVERAGE_POPULARITY: 0.0551326, DIVERSITY_MEAN_INTER_LIST: 0.9807890, DIVERSITY_HERFINDAHL: 0.9980603, COVERAGE_ITEM: 0.5664755, COVERAGE_ITEM_CORRECT: 0.0341405, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1268907, DIVERSITY_GINI: 0.2279563, SHANNON_ENTROPY: 12.0628440, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1341125, PRECISION: 0.0274351, PRECISION_RECALL_MIN_DEN: 0.1043745, RECALL: 0.1019207, MAP: 0.0451541, MRR: 0.0944695, NDCG: 0.0700648, F1: 0.0432314, HIT_RATE: 0.2743511, ARHR: 0.1054000, NOVELTY: 0.0048573, AVERAGE_POPULARITY: 0.0661853, DIVERSITY_MEAN_INTER_LIST: 0.9921077, DIVERSITY_HERFINDAHL: 0.9991920, COVERAGE_ITEM: 0.4465140, COVERAGE_ITEM_CORRECT: 0.0362502, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1447339, DIVERSITY_GINI: 0.1673483, SHANNON_ENTROPY: 12.0444448, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 24, 'shrink': 4, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04323579531009548, 'tversky_beta': 1.6145662614210874, 'icm_weight': 2.5844777499105076} - results: ROC_AUC: 0.1119744, PRECISION: 0.0221378, PRECISION_RECALL_MIN_DEN: 0.0819027, RECALL: 0.0796430, MAP: 0.0372843, MRR: 0.0794683, NDCG: 0.0567919, F1: 0.0346398, HIT_RATE: 0.2213780, ARHR: 0.0880126, NOVELTY: 0.0049707, AVERAGE_POPULARITY: 0.0295184, DIVERSITY_MEAN_INTER_LIST: 0.9837989, DIVERSITY_HERFINDAHL: 0.9983612, COVERAGE_ITEM: 0.6115650, COVERAGE_ITEM_CORRECT: 0.0372589, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1179313, DIVERSITY_GINI: 0.2964572, SHANNON_ENTROPY: 12.6567152, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 1000, 'shrink': 584, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9280638006772166, 'tversky_beta': 2.0, 'icm_weight': 20.0} - results: ROC_AUC: 0.1343504, PRECISION: 0.0275262, PRECISION_RECALL_MIN_DEN: 0.1048723, RECALL: 0.1024148, MAP: 0.0453272, MRR: 0.0948680, NDCG: 0.0703436, F1: 0.0433894, HIT_RATE: 0.2752616, ARHR: 0.1058355, NOVELTY: 0.0048588, AVERAGE_POPULARITY: 0.0667348, DIVERSITY_MEAN_INTER_LIST: 0.9920068, DIVERSITY_HERFINDAHL: 0.9991819, COVERAGE_ITEM: 0.4443965, COVERAGE_ITEM_CORRECT: 0.0362579, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1451365, DIVERSITY_GINI: 0.1660406, SHANNON_ENTROPY: 12.0314179, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 114, 'shrink': 479, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.005206658289388156, 'tversky_beta': 0.19102415704772252, 'icm_weight': 18.111600819704414} - results: ROC_AUC: 0.1391044, PRECISION: 0.0290066, PRECISION_RECALL_MIN_DEN: 0.1079110, RECALL: 0.1050822, MAP: 0.0468690, MRR: 0.0988247, NDCG: 0.0726170, F1: 0.0454613, HIT_RATE: 0.2900662, ARHR: 0.1113775, NOVELTY: 0.0048212, AVERAGE_POPULARITY: 0.0743013, DIVERSITY_MEAN_INTER_LIST: 0.9912246, DIVERSITY_HERFINDAHL: 0.9991037, COVERAGE_ITEM: 0.5045467, COVERAGE_ITEM_CORRECT: 0.0384062, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1495910, DIVERSITY_GINI: 0.2037350, SHANNON_ENTROPY: 12.2292233, 
