
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 244, 'shrink': 677, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2409847596477004, 'feature_weighting': 'BM25', 'icm_weight': 17.810169881619476} - results: ROC_AUC: 0.0909449, PRECISION: 0.0192130, PRECISION_RECALL_MIN_DEN: 0.0752112, RECALL: 0.0734502, MAP: 0.0294321, MRR: 0.0615929, NDCG: 0.0474264, F1: 0.0304580, HIT_RATE: 0.1921295, ARHR: 0.0678792, NOVELTY: 0.0049300, AVERAGE_POPULARITY: 0.0165417, DIVERSITY_MEAN_INTER_LIST: 0.9972030, DIVERSITY_HERFINDAHL: 0.9997014, COVERAGE_ITEM: 0.5363157, COVERAGE_ITEM_CORRECT: 0.0352801, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1057254, DIVERSITY_GINI: 0.2512819, SHANNON_ENTROPY: 12.8914209, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 297, 'shrink': 28, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1832084196839692, 'feature_weighting': 'TF-IDF', 'icm_weight': 11.935871171355537} - results: ROC_AUC: 0.1035648, PRECISION: 0.0218147, PRECISION_RECALL_MIN_DEN: 0.0797646, RECALL: 0.0775514, MAP: 0.0332325, MRR: 0.0724992, NDCG: 0.0527086, F1: 0.0340483, HIT_RATE: 0.2181470, ARHR: 0.0812081, NOVELTY: 0.0049939, AVERAGE_POPULARITY: 0.0254559, DIVERSITY_MEAN_INTER_LIST: 0.9979078, DIVERSITY_HERFINDAHL: 0.9997719, COVERAGE_ITEM: 0.6509798, COVERAGE_ITEM_CORRECT: 0.0363580, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1142318, DIVERSITY_GINI: 0.3477818, SHANNON_ENTROPY: 13.3420062, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 408, 'shrink': 124, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7964760376270592, 'feature_weighting': 'none', 'icm_weight': 14.537717924449304} - results: ROC_AUC: 0.0439635, PRECISION: 0.0088804, PRECISION_RECALL_MIN_DEN: 0.0311888, RECALL: 0.0300977, MAP: 0.0117256, MRR: 0.0287902, NDCG: 0.0197678, F1: 0.0137108, HIT_RATE: 0.0888043, ARHR: 0.0309835, NOVELTY: 0.0050295, AVERAGE_POPULARITY: 0.0157065, DIVERSITY_MEAN_INTER_LIST: 0.9960614, DIVERSITY_HERFINDAHL: 0.9995873, COVERAGE_ITEM: 0.4137055, COVERAGE_ITEM_CORRECT: 0.0159923, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0511388, DIVERSITY_GINI: 0.1755557, SHANNON_ENTROPY: 12.3939480, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'icm_weight': 1.0} - results: ROC_AUC: 0.1305231, PRECISION: 0.0276237, PRECISION_RECALL_MIN_DEN: 0.1024833, RECALL: 0.0999794, MAP: 0.0438703, MRR: 0.0917304, NDCG: 0.0685125, F1: 0.0432863, HIT_RATE: 0.2762372, ARHR: 0.1032593, NOVELTY: 0.0051870, AVERAGE_POPULARITY: 0.0282467, DIVERSITY_MEAN_INTER_LIST: 0.9977396, DIVERSITY_HERFINDAHL: 0.9997550, COVERAGE_ITEM: 0.6295130, COVERAGE_ITEM_CORRECT: 0.0469990, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1434000, DIVERSITY_GINI: 0.3174914, SHANNON_ENTROPY: 13.2143053, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.061228432786613766, 'feature_weighting': 'BM25', 'icm_weight': 1.0} - results: ROC_AUC: 0.1302582, PRECISION: 0.0275858, PRECISION_RECALL_MIN_DEN: 0.1024168, RECALL: 0.0999274, MAP: 0.0438293, MRR: 0.0915849, NDCG: 0.0684494, F1: 0.0432350, HIT_RATE: 0.2758577, ARHR: 0.1031004, NOVELTY: 0.0051881, AVERAGE_POPULARITY: 0.0282211, DIVERSITY_MEAN_INTER_LIST: 0.9977466, DIVERSITY_HERFINDAHL: 0.9997558, COVERAGE_ITEM: 0.6302214, COVERAGE_ITEM_CORRECT: 0.0469143, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1431484, DIVERSITY_GINI: 0.3182514, SHANNON_ENTROPY: 13.2179356, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.10678018853461686, 'feature_weighting': 'BM25', 'icm_weight': 1.0} - results: ROC_AUC: 0.1301231, PRECISION: 0.0276125, PRECISION_RECALL_MIN_DEN: 0.1025679, RECALL: 0.1000737, MAP: 0.0437982, MRR: 0.0915083, NDCG: 0.0684500, F1: 0.0432816, HIT_RATE: 0.2761253, ARHR: 0.1030153, NOVELTY: 0.0051886, AVERAGE_POPULARITY: 0.0282095, DIVERSITY_MEAN_INTER_LIST: 0.9977511, DIVERSITY_HERFINDAHL: 0.9997562, COVERAGE_ITEM: 0.6308219, COVERAGE_ITEM_CORRECT: 0.0469374, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1432490, DIVERSITY_GINI: 0.3187598, SHANNON_ENTROPY: 13.2204647, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1362646, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024381, RECALL: 0.1000973, MAP: 0.0463554, MRR: 0.0972237, NDCG: 0.0708034, F1: 0.0424693, HIT_RATE: 0.2695496, ARHR: 0.1081151, NOVELTY: 0.0046190, AVERAGE_POPULARITY: 0.1337135, DIVERSITY_MEAN_INTER_LIST: 0.9729596, DIVERSITY_HERFINDAHL: 0.9972775, COVERAGE_ITEM: 0.3699172, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1019200, SHANNON_ENTROPY: 10.7762172, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'icm_weight': 20.0} - results: ROC_AUC: 0.1343252, PRECISION: 0.0281372, PRECISION_RECALL_MIN_DEN: 0.1077950, RECALL: 0.1052240, MAP: 0.0449208, MRR: 0.0929936, NDCG: 0.0705111, F1: 0.0443982, HIT_RATE: 0.2813716, ARHR: 0.1043415, NOVELTY: 0.0049643, AVERAGE_POPULARITY: 0.0370227, DIVERSITY_MEAN_INTER_LIST: 0.9969022, DIVERSITY_HERFINDAHL: 0.9996713, COVERAGE_ITEM: 0.5742368, COVERAGE_ITEM_CORRECT: 0.0437575, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1474015, DIVERSITY_GINI: 0.2737973, SHANNON_ENTROPY: 12.9534146, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0337533985162361, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1362723, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024468, RECALL: 0.1001100, MAP: 0.0463375, MRR: 0.0971690, NDCG: 0.0707920, F1: 0.0424707, HIT_RATE: 0.2695502, ARHR: 0.1080610, NOVELTY: 0.0046264, AVERAGE_POPULARITY: 0.1323774, DIVERSITY_MEAN_INTER_LIST: 0.9735266, DIVERSITY_HERFINDAHL: 0.9973342, COVERAGE_ITEM: 0.3745371, COVERAGE_ITEM_CORRECT: 0.0285274, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1040210, SHANNON_ENTROPY: 10.8093257, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1362646, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024381, RECALL: 0.1000973, MAP: 0.0463554, MRR: 0.0972237, NDCG: 0.0708034, F1: 0.0424693, HIT_RATE: 0.2695496, ARHR: 0.1081151, NOVELTY: 0.0046190, AVERAGE_POPULARITY: 0.1337135, DIVERSITY_MEAN_INTER_LIST: 0.9729596, DIVERSITY_HERFINDAHL: 0.9972775, COVERAGE_ITEM: 0.3699172, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1019200, SHANNON_ENTROPY: 10.7762172, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1362646, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024381, RECALL: 0.1000973, MAP: 0.0463554, MRR: 0.0972237, NDCG: 0.0708034, F1: 0.0424693, HIT_RATE: 0.2695496, ARHR: 0.1081151, NOVELTY: 0.0046190, AVERAGE_POPULARITY: 0.1337135, DIVERSITY_MEAN_INTER_LIST: 0.9729596, DIVERSITY_HERFINDAHL: 0.9972775, COVERAGE_ITEM: 0.3699172, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1019200, SHANNON_ENTROPY: 10.7762172, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'icm_weight': 1.0} - results: ROC_AUC: 0.1362646, PRECISION: 0.0269550, PRECISION_RECALL_MIN_DEN: 0.1024381, RECALL: 0.1000973, MAP: 0.0463554, MRR: 0.0972237, NDCG: 0.0708034, F1: 0.0424693, HIT_RATE: 0.2695496, ARHR: 0.1081151, NOVELTY: 0.0046190, AVERAGE_POPULARITY: 0.1337135, DIVERSITY_MEAN_INTER_LIST: 0.9729596, DIVERSITY_HERFINDAHL: 0.9972775, COVERAGE_ITEM: 0.3699172, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1019200, SHANNON_ENTROPY: 10.7762172, 

SearchBayesianSkopt-CV: New best config found. Config 39: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1607531, PRECISION: 0.0333420, PRECISION_RECALL_MIN_DEN: 0.1272567, RECALL: 0.1244792, MAP: 0.0560999, MRR: 0.1146669, NDCG: 0.0861838, F1: 0.0525921, HIT_RATE: 0.3334199, ARHR: 0.1294205, NOVELTY: 0.0047174, AVERAGE_POPULARITY: 0.1098366, DIVERSITY_MEAN_INTER_LIST: 0.9831781, DIVERSITY_HERFINDAHL: 0.9982992, COVERAGE_ITEM: 0.4342714, COVERAGE_ITEM_CORRECT: 0.0399769, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.1405357, SHANNON_ENTROPY: 11.4125143, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1336470, PRECISION: 0.0253332, PRECISION_RECALL_MIN_DEN: 0.0927094, RECALL: 0.0903510, MAP: 0.0450838, MRR: 0.0960877, NDCG: 0.0673792, F1: 0.0395679, HIT_RATE: 0.2533323, ARHR: 0.1061706, NOVELTY: 0.0049122, AVERAGE_POPULARITY: 0.0464681, DIVERSITY_MEAN_INTER_LIST: 0.9780589, DIVERSITY_HERFINDAHL: 0.9977874, COVERAGE_ITEM: 0.5847623, COVERAGE_ITEM_CORRECT: 0.0377517, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1353970, DIVERSITY_GINI: 0.2445077, SHANNON_ENTROPY: 12.1867653, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25', 'icm_weight': 20.0} - results: ROC_AUC: 0.0770208, PRECISION: 0.0160147, PRECISION_RECALL_MIN_DEN: 0.0632044, RECALL: 0.0617064, MAP: 0.0251024, MRR: 0.0522422, NDCG: 0.0401234, F1: 0.0254288, HIT_RATE: 0.1601469, ARHR: 0.0572064, NOVELTY: 0.0049795, AVERAGE_POPULARITY: 0.0138125, DIVERSITY_MEAN_INTER_LIST: 0.9964849, DIVERSITY_HERFINDAHL: 0.9996296, COVERAGE_ITEM: 0.4748181, COVERAGE_ITEM_CORRECT: 0.0298826, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0890147, DIVERSITY_GINI: 0.2081289, SHANNON_ENTROPY: 12.6060215, 

SearchBayesianSkopt-CV: New best config found. Config 42: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2537931461750285, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1624259, PRECISION: 0.0334027, PRECISION_RECALL_MIN_DEN: 0.1270693, RECALL: 0.1242368, MAP: 0.0566030, MRR: 0.1162877, NDCG: 0.0866617, F1: 0.0526459, HIT_RATE: 0.3340266, ARHR: 0.1310230, NOVELTY: 0.0047992, AVERAGE_POPULARITY: 0.0899769, DIVERSITY_MEAN_INTER_LIST: 0.9887875, DIVERSITY_HERFINDAHL: 0.9988600, COVERAGE_ITEM: 0.4778595, COVERAGE_ITEM_CORRECT: 0.0418787, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.1695209, SHANNON_ENTROPY: 11.8288529, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 808, 'shrink': 669, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9611285375579504, 'feature_weighting': 'none', 'icm_weight': 1.2697157456508765} - results: ROC_AUC: 0.1369097, PRECISION: 0.0274249, PRECISION_RECALL_MIN_DEN: 0.1028002, RECALL: 0.1004266, MAP: 0.0461063, MRR: 0.0977129, NDCG: 0.0709395, F1: 0.0430825, HIT_RATE: 0.2742487, ARHR: 0.1087355, NOVELTY: 0.0047196, AVERAGE_POPULARITY: 0.0956144, DIVERSITY_MEAN_INTER_LIST: 0.9850681, DIVERSITY_HERFINDAHL: 0.9984881, COVERAGE_ITEM: 0.4279962, COVERAGE_ITEM_CORRECT: 0.0319769, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1446332, DIVERSITY_GINI: 0.1373894, SHANNON_ENTROPY: 11.4333887, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 871, 'shrink': 942, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8316546499817457, 'feature_weighting': 'none', 'icm_weight': 1.5797790364352404} - results: ROC_AUC: 0.1363065, PRECISION: 0.0277091, PRECISION_RECALL_MIN_DEN: 0.1018666, RECALL: 0.0993495, MAP: 0.0454461, MRR: 0.0974835, NDCG: 0.0702094, F1: 0.0433323, HIT_RATE: 0.2770912, ARHR: 0.1090263, NOVELTY: 0.0046595, AVERAGE_POPULARITY: 0.1111790, DIVERSITY_MEAN_INTER_LIST: 0.9806290, DIVERSITY_HERFINDAHL: 0.9980443, COVERAGE_ITEM: 0.4253551, COVERAGE_ITEM_CORRECT: 0.0311376, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1451114, DIVERSITY_GINI: 0.1365432, SHANNON_ENTROPY: 11.3111574, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.32243054593138376, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1622441, PRECISION: 0.0334221, PRECISION_RECALL_MIN_DEN: 0.1271140, RECALL: 0.1242744, MAP: 0.0564559, MRR: 0.1165198, NDCG: 0.0865688, F1: 0.0526743, HIT_RATE: 0.3342210, ARHR: 0.1311818, NOVELTY: 0.0048208, AVERAGE_POPULARITY: 0.0849936, DIVERSITY_MEAN_INTER_LIST: 0.9899783, DIVERSITY_HERFINDAHL: 0.9989791, COVERAGE_ITEM: 0.4881694, COVERAGE_ITEM_CORRECT: 0.0425486, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1726941, DIVERSITY_GINI: 0.1771585, SHANNON_ENTROPY: 11.9332301, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3142011746143358, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1622899, PRECISION: 0.0334297, PRECISION_RECALL_MIN_DEN: 0.1270242, RECALL: 0.1241836, MAP: 0.0563880, MRR: 0.1163063, NDCG: 0.0864940, F1: 0.0526756, HIT_RATE: 0.3342971, ARHR: 0.1309778, NOVELTY: 0.0048188, AVERAGE_POPULARITY: 0.0855599, DIVERSITY_MEAN_INTER_LIST: 0.9898522, DIVERSITY_HERFINDAHL: 0.9989665, COVERAGE_ITEM: 0.4868142, COVERAGE_ITEM_CORRECT: 0.0424716, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1727696, DIVERSITY_GINI: 0.1762028, SHANNON_ENTROPY: 11.9210158, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 29, 'shrink': 984, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.045519116938276045, 'feature_weighting': 'BM25', 'icm_weight': 16.5596154108121} - results: ROC_AUC: 0.1181327, PRECISION: 0.0241072, PRECISION_RECALL_MIN_DEN: 0.0922766, RECALL: 0.0900742, MAP: 0.0397002, MRR: 0.0815424, NDCG: 0.0615248, F1: 0.0380329, HIT_RATE: 0.2410719, ARHR: 0.0907048, NOVELTY: 0.0049918, AVERAGE_POPULARITY: 0.0286583, DIVERSITY_MEAN_INTER_LIST: 0.9973948, DIVERSITY_HERFINDAHL: 0.9997206, COVERAGE_ITEM: 0.6429105, COVERAGE_ITEM_CORRECT: 0.0406006, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1288033, DIVERSITY_GINI: 0.3360177, SHANNON_ENTROPY: 13.2607485, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 406, 'shrink': 905, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9620289408061102, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.001754527428372} - results: ROC_AUC: 0.1104092, PRECISION: 0.0231667, PRECISION_RECALL_MIN_DEN: 0.0889420, RECALL: 0.0868170, MAP: 0.0367879, MRR: 0.0761138, NDCG: 0.0578569, F1: 0.0365708, HIT_RATE: 0.2316669, ARHR: 0.0848393, NOVELTY: 0.0050748, AVERAGE_POPULARITY: 0.0367952, DIVERSITY_MEAN_INTER_LIST: 0.9950418, DIVERSITY_HERFINDAHL: 0.9994853, COVERAGE_ITEM: 0.5565043, COVERAGE_ITEM_CORRECT: 0.0391222, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1232415, DIVERSITY_GINI: 0.2364825, SHANNON_ENTROPY: 12.5902687, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.31685116975400246, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1622559, PRECISION: 0.0334448, PRECISION_RECALL_MIN_DEN: 0.1271320, RECALL: 0.1242934, MAP: 0.0564150, MRR: 0.1163752, NDCG: 0.0865412, F1: 0.0527042, HIT_RATE: 0.3344483, ARHR: 0.1310612, NOVELTY: 0.0048194, AVERAGE_POPULARITY: 0.0853529, DIVERSITY_MEAN_INTER_LIST: 0.9898955, DIVERSITY_HERFINDAHL: 0.9989708, COVERAGE_ITEM: 0.4871838, COVERAGE_ITEM_CORRECT: 0.0425024, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1727948, DIVERSITY_GINI: 0.1764816, SHANNON_ENTROPY: 11.9248474, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 835, 'shrink': 969, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9384630196432064, 'feature_weighting': 'BM25', 'icm_weight': 1.3210881120979217} - results: ROC_AUC: 0.1324662, PRECISION: 0.0279093, PRECISION_RECALL_MIN_DEN: 0.1038441, RECALL: 0.1013640, MAP: 0.0436645, MRR: 0.0922025, NDCG: 0.0688590, F1: 0.0437658, HIT_RATE: 0.2790930, ARHR: 0.1036043, NOVELTY: 0.0051075, AVERAGE_POPULARITY: 0.0298097, DIVERSITY_MEAN_INTER_LIST: 0.9977016, DIVERSITY_HERFINDAHL: 0.9997513, COVERAGE_ITEM: 0.6432878, COVERAGE_ITEM_CORRECT: 0.0463292, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1452372, DIVERSITY_GINI: 0.3265953, SHANNON_ENTROPY: 13.2383878, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 848, 'shrink': 145, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08914400652894884, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.037038695582947} - results: ROC_AUC: 0.1625190, PRECISION: 0.0336118, PRECISION_RECALL_MIN_DEN: 0.1258610, RECALL: 0.1229391, MAP: 0.0562978, MRR: 0.1162672, NDCG: 0.0862302, F1: 0.0527878, HIT_RATE: 0.3361178, ARHR: 0.1313916, NOVELTY: 0.0048805, AVERAGE_POPULARITY: 0.0751958, DIVERSITY_MEAN_INTER_LIST: 0.9922864, DIVERSITY_HERFINDAHL: 0.9992098, COVERAGE_ITEM: 0.5256824, COVERAGE_ITEM_CORRECT: 0.0446891, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725934, DIVERSITY_GINI: 0.2073478, SHANNON_ENTROPY: 12.2504558, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1607531, PRECISION: 0.0333420, PRECISION_RECALL_MIN_DEN: 0.1272567, RECALL: 0.1244792, MAP: 0.0560999, MRR: 0.1146669, NDCG: 0.0861838, F1: 0.0525921, HIT_RATE: 0.3334199, ARHR: 0.1294205, NOVELTY: 0.0047174, AVERAGE_POPULARITY: 0.1098366, DIVERSITY_MEAN_INTER_LIST: 0.9831781, DIVERSITY_HERFINDAHL: 0.9982992, COVERAGE_ITEM: 0.4342714, COVERAGE_ITEM_CORRECT: 0.0399769, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.1405357, SHANNON_ENTROPY: 11.4125143, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1607531, PRECISION: 0.0333420, PRECISION_RECALL_MIN_DEN: 0.1272567, RECALL: 0.1244792, MAP: 0.0560999, MRR: 0.1146669, NDCG: 0.0861838, F1: 0.0525921, HIT_RATE: 0.3334199, ARHR: 0.1294205, NOVELTY: 0.0047174, AVERAGE_POPULARITY: 0.1098366, DIVERSITY_MEAN_INTER_LIST: 0.9831781, DIVERSITY_HERFINDAHL: 0.9982992, COVERAGE_ITEM: 0.4342714, COVERAGE_ITEM_CORRECT: 0.0399769, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1725431, DIVERSITY_GINI: 0.1405357, SHANNON_ENTROPY: 11.4125143, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 984, 'shrink': 65, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.30351078291824846, 'feature_weighting': 'BM25', 'icm_weight': 1.4045706224485948} - results: ROC_AUC: 0.1325806, PRECISION: 0.0281400, PRECISION_RECALL_MIN_DEN: 0.1048486, RECALL: 0.1023915, MAP: 0.0439566, MRR: 0.0919544, NDCG: 0.0693585, F1: 0.0441446, HIT_RATE: 0.2814004, ARHR: 0.1035072, NOVELTY: 0.0050766, AVERAGE_POPULARITY: 0.0320063, DIVERSITY_MEAN_INTER_LIST: 0.9975251, DIVERSITY_HERFINDAHL: 0.9997336, COVERAGE_ITEM: 0.6454745, COVERAGE_ITEM_CORRECT: 0.0463215, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1464452, DIVERSITY_GINI: 0.3247345, SHANNON_ENTROPY: 13.2066462, 

SearchBayesianSkopt-CV: New best config found. Config 55: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.241892724784089, 'feature_weighting': 'TF-IDF', 'icm_weight': 1.0} - results: ROC_AUC: 0.1626666, PRECISION: 0.0333721, PRECISION_RECALL_MIN_DEN: 0.1272571, RECALL: 0.1244281, MAP: 0.0566790, MRR: 0.1163218, NDCG: 0.0867415, F1: 0.0526252, HIT_RATE: 0.3337214, ARHR: 0.1310245, NOVELTY: 0.0047954, AVERAGE_POPULARITY: 0.0908741, DIVERSITY_MEAN_INTER_LIST: 0.9885728, DIVERSITY_HERFINDAHL: 0.9988385, COVERAGE_ITEM: 0.4760192, COVERAGE_ITEM_CORRECT: 0.0418017, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1726941, DIVERSITY_GINI: 0.1681573, SHANNON_ENTROPY: 11.8102885, 
