
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 330, 'shrink': 271, 'similarity': 'dice', 'normalize': True, 'icm_weight': 4.722355313986181} - results: ROC_AUC: 0.1366375, PRECISION: 0.0282727, PRECISION_RECALL_MIN_DEN: 0.1059296, RECALL: 0.1032870, MAP: 0.0458321, MRR: 0.0965684, NDCG: 0.0711906, F1: 0.0443921, HIT_RATE: 0.2827271, ARHR: 0.1082332, NOVELTY: 0.0048731, AVERAGE_POPULARITY: 0.0607856, DIVERSITY_MEAN_INTER_LIST: 0.9936848, DIVERSITY_HERFINDAHL: 0.9993497, COVERAGE_ITEM: 0.4844042, COVERAGE_ITEM_CORRECT: 0.0388450, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1477790, DIVERSITY_GINI: 0.1968178, SHANNON_ENTROPY: 12.3253581, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 25, 'shrink': 965, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.996062862547056} - results: ROC_AUC: 0.1362564, PRECISION: 0.0279977, PRECISION_RECALL_MIN_DEN: 0.1037800, RECALL: 0.1010470, MAP: 0.0459831, MRR: 0.0967401, NDCG: 0.0707222, F1: 0.0438459, HIT_RATE: 0.2799773, ARHR: 0.1085418, NOVELTY: 0.0048223, AVERAGE_POPULARITY: 0.0677193, DIVERSITY_MEAN_INTER_LIST: 0.9921423, DIVERSITY_HERFINDAHL: 0.9991954, COVERAGE_ITEM: 0.5530241, COVERAGE_ITEM_CORRECT: 0.0382445, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1457909, DIVERSITY_GINI: 0.2340336, SHANNON_ENTROPY: 12.4124019, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 970, 'shrink': 973, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.854227317483875} - results: ROC_AUC: 0.1343243, PRECISION: 0.0273781, PRECISION_RECALL_MIN_DEN: 0.1039748, RECALL: 0.1015246, MAP: 0.0450889, MRR: 0.0945933, NDCG: 0.0699382, F1: 0.0431255, HIT_RATE: 0.2737809, ARHR: 0.1055451, NOVELTY: 0.0048424, AVERAGE_POPULARITY: 0.0705139, DIVERSITY_MEAN_INTER_LIST: 0.9911601, DIVERSITY_HERFINDAHL: 0.9990972, COVERAGE_ITEM: 0.4442117, COVERAGE_ITEM_CORRECT: 0.0356343, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443060, DIVERSITY_GINI: 0.1637431, SHANNON_ENTROPY: 11.9694033, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True, 'icm_weight': 20.0} - results: ROC_AUC: 0.1199705, PRECISION: 0.0232125, PRECISION_RECALL_MIN_DEN: 0.0885608, RECALL: 0.0864690, MAP: 0.0402966, MRR: 0.0845642, NDCG: 0.0613357, F1: 0.0365977, HIT_RATE: 0.2321253, ARHR: 0.0929697, NOVELTY: 0.0048164, AVERAGE_POPULARITY: 0.0581293, DIVERSITY_MEAN_INTER_LIST: 0.9796130, DIVERSITY_HERFINDAHL: 0.9979427, COVERAGE_ITEM: 0.5612936, COVERAGE_ITEM_CORRECT: 0.0334937, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2220501, SHANNON_ENTROPY: 11.9774588, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1199705, PRECISION: 0.0232125, PRECISION_RECALL_MIN_DEN: 0.0885608, RECALL: 0.0864690, MAP: 0.0402966, MRR: 0.0845642, NDCG: 0.0613357, F1: 0.0365977, HIT_RATE: 0.2321253, ARHR: 0.0929697, NOVELTY: 0.0048164, AVERAGE_POPULARITY: 0.0581293, DIVERSITY_MEAN_INTER_LIST: 0.9796130, DIVERSITY_HERFINDAHL: 0.9979427, COVERAGE_ITEM: 0.5612936, COVERAGE_ITEM_CORRECT: 0.0334937, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2220501, SHANNON_ENTROPY: 11.9774588, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 946, 'shrink': 6, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.6924178170164} - results: ROC_AUC: 0.1196460, PRECISION: 0.0244257, PRECISION_RECALL_MIN_DEN: 0.0954964, RECALL: 0.0934218, MAP: 0.0405473, MRR: 0.0833478, NDCG: 0.0631230, F1: 0.0387248, HIT_RATE: 0.2442567, ARHR: 0.0923849, NOVELTY: 0.0049928, AVERAGE_POPULARITY: 0.0289714, DIVERSITY_MEAN_INTER_LIST: 0.9972357, DIVERSITY_HERFINDAHL: 0.9997047, COVERAGE_ITEM: 0.5578672, COVERAGE_ITEM_CORRECT: 0.0410626, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1308167, DIVERSITY_GINI: 0.2623952, SHANNON_ENTROPY: 12.9385240, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1199705, PRECISION: 0.0232125, PRECISION_RECALL_MIN_DEN: 0.0885608, RECALL: 0.0864690, MAP: 0.0402966, MRR: 0.0845642, NDCG: 0.0613357, F1: 0.0365977, HIT_RATE: 0.2321253, ARHR: 0.0929697, NOVELTY: 0.0048164, AVERAGE_POPULARITY: 0.0581293, DIVERSITY_MEAN_INTER_LIST: 0.9796130, DIVERSITY_HERFINDAHL: 0.9979427, COVERAGE_ITEM: 0.5612936, COVERAGE_ITEM_CORRECT: 0.0334937, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2220501, SHANNON_ENTROPY: 11.9774588, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 55, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.944127934000512} - results: ROC_AUC: 0.1265903, PRECISION: 0.0266982, PRECISION_RECALL_MIN_DEN: 0.1004609, RECALL: 0.0978246, MAP: 0.0426008, MRR: 0.0886078, NDCG: 0.0664760, F1: 0.0419468, HIT_RATE: 0.2669815, ARHR: 0.0994548, NOVELTY: 0.0049528, AVERAGE_POPULARITY: 0.0304845, DIVERSITY_MEAN_INTER_LIST: 0.9975709, DIVERSITY_HERFINDAHL: 0.9997382, COVERAGE_ITEM: 0.6367045, COVERAGE_ITEM_CORRECT: 0.0438961, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1395495, DIVERSITY_GINI: 0.3319480, SHANNON_ENTROPY: 13.2573689, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 977, 'shrink': 969, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.64003401830809} - results: ROC_AUC: 0.1342468, PRECISION: 0.0273401, PRECISION_RECALL_MIN_DEN: 0.1038827, RECALL: 0.1014433, MAP: 0.0450404, MRR: 0.0945169, NDCG: 0.0698719, F1: 0.0430712, HIT_RATE: 0.2734010, ARHR: 0.1054429, NOVELTY: 0.0048427, AVERAGE_POPULARITY: 0.0705015, DIVERSITY_MEAN_INTER_LIST: 0.9911613, DIVERSITY_HERFINDAHL: 0.9990974, COVERAGE_ITEM: 0.4442810, COVERAGE_ITEM_CORRECT: 0.0355881, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441299, DIVERSITY_GINI: 0.1637361, SHANNON_ENTROPY: 11.9693456, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 21, 'shrink': 46, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.962253268424693} - results: ROC_AUC: 0.1320541, PRECISION: 0.0272512, PRECISION_RECALL_MIN_DEN: 0.1020727, RECALL: 0.0993708, MAP: 0.0439047, MRR: 0.0924622, NDCG: 0.0682609, F1: 0.0427711, HIT_RATE: 0.2725122, ARHR: 0.1034888, NOVELTY: 0.0049232, AVERAGE_POPULARITY: 0.0431733, DIVERSITY_MEAN_INTER_LIST: 0.9957538, DIVERSITY_HERFINDAHL: 0.9995565, COVERAGE_ITEM: 0.6062445, COVERAGE_ITEM_CORRECT: 0.0420404, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1428715, DIVERSITY_GINI: 0.2908738, SHANNON_ENTROPY: 12.9347752, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 976, 'shrink': 975, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.2945241774840464} - results: ROC_AUC: 0.1342776, PRECISION: 0.0273401, PRECISION_RECALL_MIN_DEN: 0.1038016, RECALL: 0.1013648, MAP: 0.0450475, MRR: 0.0945592, NDCG: 0.0698680, F1: 0.0430640, HIT_RATE: 0.2734009, ARHR: 0.1054899, NOVELTY: 0.0048424, AVERAGE_POPULARITY: 0.0705384, DIVERSITY_MEAN_INTER_LIST: 0.9911527, DIVERSITY_HERFINDAHL: 0.9990965, COVERAGE_ITEM: 0.4443349, COVERAGE_ITEM_CORRECT: 0.0355727, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441299, DIVERSITY_GINI: 0.1637336, SHANNON_ENTROPY: 11.9689049, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 981, 'shrink': 959, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.32368707568305} - results: ROC_AUC: 0.1342561, PRECISION: 0.0273590, PRECISION_RECALL_MIN_DEN: 0.1039619, RECALL: 0.1015115, MAP: 0.0450603, MRR: 0.0944738, NDCG: 0.0699021, F1: 0.0431007, HIT_RATE: 0.2735901, ARHR: 0.1053917, NOVELTY: 0.0048427, AVERAGE_POPULARITY: 0.0704351, DIVERSITY_MEAN_INTER_LIST: 0.9911729, DIVERSITY_HERFINDAHL: 0.9990985, COVERAGE_ITEM: 0.4440346, COVERAGE_ITEM_CORRECT: 0.0355958, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1441802, DIVERSITY_GINI: 0.1636299, SHANNON_ENTROPY: 11.9693513, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 993, 'shrink': 991, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.88198920911992} - results: ROC_AUC: 0.1344195, PRECISION: 0.0273705, PRECISION_RECALL_MIN_DEN: 0.1039194, RECALL: 0.1014701, MAP: 0.0450769, MRR: 0.0945893, NDCG: 0.0699257, F1: 0.0431113, HIT_RATE: 0.2737052, ARHR: 0.1055028, NOVELTY: 0.0048423, AVERAGE_POPULARITY: 0.0706351, DIVERSITY_MEAN_INTER_LIST: 0.9911186, DIVERSITY_HERFINDAHL: 0.9990931, COVERAGE_ITEM: 0.4433109, COVERAGE_ITEM_CORRECT: 0.0355650, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1443312, DIVERSITY_GINI: 0.1631757, SHANNON_ENTROPY: 11.9636903, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.0} - results: ROC_AUC: 0.1343409, PRECISION: 0.0273895, PRECISION_RECALL_MIN_DEN: 0.1040506, RECALL: 0.1016071, MAP: 0.0450618, MRR: 0.0945759, NDCG: 0.0699513, F1: 0.0431471, HIT_RATE: 0.2738952, ARHR: 0.1054881, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.0706983, DIVERSITY_MEAN_INTER_LIST: 0.9911021, DIVERSITY_HERFINDAHL: 0.9990914, COVERAGE_ITEM: 0.4432185, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1630930, SHANNON_ENTROPY: 11.9622739, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.0} - results: ROC_AUC: 0.1152369, PRECISION: 0.0236979, PRECISION_RECALL_MIN_DEN: 0.0934510, RECALL: 0.0914401, MAP: 0.0392446, MRR: 0.0801730, NDCG: 0.0612409, F1: 0.0376396, HIT_RATE: 0.2369788, ARHR: 0.0887447, NOVELTY: 0.0049806, AVERAGE_POPULARITY: 0.0263034, DIVERSITY_MEAN_INTER_LIST: 0.9973684, DIVERSITY_HERFINDAHL: 0.9997179, COVERAGE_ITEM: 0.5653821, COVERAGE_ITEM_CORRECT: 0.0405390, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1274192, DIVERSITY_GINI: 0.2690337, SHANNON_ENTROPY: 12.9828202, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.0} - results: ROC_AUC: 0.1199705, PRECISION: 0.0232125, PRECISION_RECALL_MIN_DEN: 0.0885608, RECALL: 0.0864690, MAP: 0.0402966, MRR: 0.0845642, NDCG: 0.0613357, F1: 0.0365977, HIT_RATE: 0.2321253, ARHR: 0.0929697, NOVELTY: 0.0048164, AVERAGE_POPULARITY: 0.0581293, DIVERSITY_MEAN_INTER_LIST: 0.9796130, DIVERSITY_HERFINDAHL: 0.9979427, COVERAGE_ITEM: 0.5612936, COVERAGE_ITEM_CORRECT: 0.0334937, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2220501, SHANNON_ENTROPY: 11.9774588, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 17, 'shrink': 6, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.481284990255105} - results: ROC_AUC: 0.1248235, PRECISION: 0.0256452, PRECISION_RECALL_MIN_DEN: 0.0967660, RECALL: 0.0942592, MAP: 0.0418111, MRR: 0.0877597, NDCG: 0.0648193, F1: 0.0403198, HIT_RATE: 0.2564518, ARHR: 0.0980415, NOVELTY: 0.0049510, AVERAGE_POPULARITY: 0.0319695, DIVERSITY_MEAN_INTER_LIST: 0.9957284, DIVERSITY_HERFINDAHL: 0.9995540, COVERAGE_ITEM: 0.6496400, COVERAGE_ITEM_CORRECT: 0.0422483, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1354222, DIVERSITY_GINI: 0.3335544, SHANNON_ENTROPY: 13.1528649, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 952, 'shrink': 966, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.29530989326744} - results: ROC_AUC: 0.1343683, PRECISION: 0.0274123, PRECISION_RECALL_MIN_DEN: 0.1041093, RECALL: 0.1016572, MAP: 0.0451255, MRR: 0.0946622, NDCG: 0.0700115, F1: 0.0431800, HIT_RATE: 0.2741226, ARHR: 0.1055994, NOVELTY: 0.0048429, AVERAGE_POPULARITY: 0.0704225, DIVERSITY_MEAN_INTER_LIST: 0.9912006, DIVERSITY_HERFINDAHL: 0.9991013, COVERAGE_ITEM: 0.4446891, COVERAGE_ITEM_CORRECT: 0.0356959, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1445074, DIVERSITY_GINI: 0.1640797, SHANNON_ENTROPY: 11.9740142, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 987, 'shrink': 51, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.396252442532102} - results: ROC_AUC: 0.1282458, PRECISION: 0.0262377, PRECISION_RECALL_MIN_DEN: 0.1012422, RECALL: 0.0989029, MAP: 0.0430468, MRR: 0.0891123, NDCG: 0.0670752, F1: 0.0414716, HIT_RATE: 0.2623768, ARHR: 0.0991281, NOVELTY: 0.0049661, AVERAGE_POPULARITY: 0.0407412, DIVERSITY_MEAN_INTER_LIST: 0.9962186, DIVERSITY_HERFINDAHL: 0.9996030, COVERAGE_ITEM: 0.5067873, COVERAGE_ITEM_CORRECT: 0.0404389, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1395998, DIVERSITY_GINI: 0.2214560, SHANNON_ENTROPY: 12.6442386, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1343409, PRECISION: 0.0273895, PRECISION_RECALL_MIN_DEN: 0.1040506, RECALL: 0.1016071, MAP: 0.0450618, MRR: 0.0945759, NDCG: 0.0699513, F1: 0.0431471, HIT_RATE: 0.2738952, ARHR: 0.1054881, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.0706983, DIVERSITY_MEAN_INTER_LIST: 0.9911021, DIVERSITY_HERFINDAHL: 0.9990914, COVERAGE_ITEM: 0.4432185, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1630930, SHANNON_ENTROPY: 11.9622739, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 41, 'shrink': 998, 'similarity': 'dice', 'normalize': False, 'icm_weight': 18.868039992526196} - results: ROC_AUC: 0.1386608, PRECISION: 0.0286945, PRECISION_RECALL_MIN_DEN: 0.1066300, RECALL: 0.1038745, MAP: 0.0467493, MRR: 0.0986626, NDCG: 0.0722217, F1: 0.0449657, HIT_RATE: 0.2869447, ARHR: 0.1108679, NOVELTY: 0.0048229, AVERAGE_POPULARITY: 0.0690003, DIVERSITY_MEAN_INTER_LIST: 0.9922812, DIVERSITY_HERFINDAHL: 0.9992093, COVERAGE_ITEM: 0.5408585, COVERAGE_ITEM_CORRECT: 0.0387064, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1488360, DIVERSITY_GINI: 0.2278397, SHANNON_ENTROPY: 12.3955824, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 48, 'shrink': 17, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0470088602119452} - results: ROC_AUC: 0.1330269, PRECISION: 0.0275921, PRECISION_RECALL_MIN_DEN: 0.1038978, RECALL: 0.1011536, MAP: 0.0448445, MRR: 0.0933011, NDCG: 0.0694168, F1: 0.0433562, HIT_RATE: 0.2759208, ARHR: 0.1046765, NOVELTY: 0.0049573, AVERAGE_POPULARITY: 0.0366701, DIVERSITY_MEAN_INTER_LIST: 0.9971099, DIVERSITY_HERFINDAHL: 0.9996921, COVERAGE_ITEM: 0.6164543, COVERAGE_ITEM_CORRECT: 0.0437883, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1438782, DIVERSITY_GINI: 0.3095078, SHANNON_ENTROPY: 13.1196596, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 20.0} - results: ROC_AUC: 0.1343409, PRECISION: 0.0273895, PRECISION_RECALL_MIN_DEN: 0.1040506, RECALL: 0.1016071, MAP: 0.0450618, MRR: 0.0945759, NDCG: 0.0699513, F1: 0.0431471, HIT_RATE: 0.2738952, ARHR: 0.1054881, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.0706983, DIVERSITY_MEAN_INTER_LIST: 0.9911021, DIVERSITY_HERFINDAHL: 0.9990914, COVERAGE_ITEM: 0.4432185, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1630930, SHANNON_ENTROPY: 11.9622739, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 928, 'shrink': 9, 'similarity': 'dice', 'normalize': True, 'icm_weight': 19.79036304083804} - results: ROC_AUC: 0.1208436, PRECISION: 0.0246002, PRECISION_RECALL_MIN_DEN: 0.0961533, RECALL: 0.0940324, MAP: 0.0407889, MRR: 0.0839448, NDCG: 0.0635262, F1: 0.0389958, HIT_RATE: 0.2460017, ARHR: 0.0931461, NOVELTY: 0.0049937, AVERAGE_POPULARITY: 0.0301357, DIVERSITY_MEAN_INTER_LIST: 0.9971658, DIVERSITY_HERFINDAHL: 0.9996977, COVERAGE_ITEM: 0.5534321, COVERAGE_ITEM_CORRECT: 0.0409933, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1314962, DIVERSITY_GINI: 0.2588775, SHANNON_ENTROPY: 12.9151665, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1199705, PRECISION: 0.0232125, PRECISION_RECALL_MIN_DEN: 0.0885608, RECALL: 0.0864690, MAP: 0.0402966, MRR: 0.0845642, NDCG: 0.0613357, F1: 0.0365977, HIT_RATE: 0.2321253, ARHR: 0.0929697, NOVELTY: 0.0048164, AVERAGE_POPULARITY: 0.0581293, DIVERSITY_MEAN_INTER_LIST: 0.9796130, DIVERSITY_HERFINDAHL: 0.9979427, COVERAGE_ITEM: 0.5612936, COVERAGE_ITEM_CORRECT: 0.0334937, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2220501, SHANNON_ENTROPY: 11.9774588, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 998, 'shrink': 57, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0540481878279264} - results: ROC_AUC: 0.1287680, PRECISION: 0.0263059, PRECISION_RECALL_MIN_DEN: 0.1015090, RECALL: 0.0991716, MAP: 0.0432968, MRR: 0.0897243, NDCG: 0.0673973, F1: 0.0415804, HIT_RATE: 0.2630592, ARHR: 0.0998262, NOVELTY: 0.0049621, AVERAGE_POPULARITY: 0.0418393, DIVERSITY_MEAN_INTER_LIST: 0.9960943, DIVERSITY_HERFINDAHL: 0.9995905, COVERAGE_ITEM: 0.5019904, COVERAGE_ITEM_CORRECT: 0.0402079, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1397005, DIVERSITY_GINI: 0.2177291, SHANNON_ENTROPY: 12.6143156, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 20.0} - results: ROC_AUC: 0.1343409, PRECISION: 0.0273895, PRECISION_RECALL_MIN_DEN: 0.1040506, RECALL: 0.1016071, MAP: 0.0450618, MRR: 0.0945759, NDCG: 0.0699513, F1: 0.0431471, HIT_RATE: 0.2738952, ARHR: 0.1054881, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.0706983, DIVERSITY_MEAN_INTER_LIST: 0.9911021, DIVERSITY_HERFINDAHL: 0.9990914, COVERAGE_ITEM: 0.4432185, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1630930, SHANNON_ENTROPY: 11.9622739, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 20.0} - results: ROC_AUC: 0.1343409, PRECISION: 0.0273895, PRECISION_RECALL_MIN_DEN: 0.1040506, RECALL: 0.1016071, MAP: 0.0450618, MRR: 0.0945759, NDCG: 0.0699513, F1: 0.0431471, HIT_RATE: 0.2738952, ARHR: 0.1054881, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.0706983, DIVERSITY_MEAN_INTER_LIST: 0.9911021, DIVERSITY_HERFINDAHL: 0.9990914, COVERAGE_ITEM: 0.4432185, COVERAGE_ITEM_CORRECT: 0.0355804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1444319, DIVERSITY_GINI: 0.1630930, SHANNON_ENTROPY: 11.9622739, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 15, 'shrink': 90, 'similarity': 'dice', 'normalize': False, 'icm_weight': 19.83450371073212} - results: ROC_AUC: 0.1310190, PRECISION: 0.0266420, PRECISION_RECALL_MIN_DEN: 0.1004887, RECALL: 0.0979526, MAP: 0.0435668, MRR: 0.0921113, NDCG: 0.0675850, F1: 0.0418881, HIT_RATE: 0.2664201, ARHR: 0.1029092, NOVELTY: 0.0048978, AVERAGE_POPULARITY: 0.0490031, DIVERSITY_MEAN_INTER_LIST: 0.9941812, DIVERSITY_HERFINDAHL: 0.9993993, COVERAGE_ITEM: 0.5912223, COVERAGE_ITEM_CORRECT: 0.0401309, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1402039, DIVERSITY_GINI: 0.2707537, SHANNON_ENTROPY: 12.7405341, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 12, 'shrink': 987, 'similarity': 'dice', 'normalize': True, 'icm_weight': 18.76521864483921} - results: ROC_AUC: 0.1295946, PRECISION: 0.0263696, PRECISION_RECALL_MIN_DEN: 0.0992379, RECALL: 0.0967316, MAP: 0.0435605, MRR: 0.0916558, NDCG: 0.0672029, F1: 0.0414403, HIT_RATE: 0.2636959, ARHR: 0.1023706, NOVELTY: 0.0048246, AVERAGE_POPULARITY: 0.0643711, DIVERSITY_MEAN_INTER_LIST: 0.9904387, DIVERSITY_HERFINDAHL: 0.9990251, COVERAGE_ITEM: 0.5663677, COVERAGE_ITEM_CORRECT: 0.0370048, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1391217, DIVERSITY_GINI: 0.2373986, SHANNON_ENTROPY: 12.3480085, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 995, 'shrink': 987, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.2849245775740747} - results: ROC_AUC: 0.1343235, PRECISION: 0.0273705, PRECISION_RECALL_MIN_DEN: 0.1038730, RECALL: 0.1014291, MAP: 0.0450595, MRR: 0.0945676, NDCG: 0.0699066, F1: 0.0431075, HIT_RATE: 0.2737050, ARHR: 0.1054875, NOVELTY: 0.0048424, AVERAGE_POPULARITY: 0.0706058, DIVERSITY_MEAN_INTER_LIST: 0.9911244, DIVERSITY_HERFINDAHL: 0.9990937, COVERAGE_ITEM: 0.4434033, COVERAGE_ITEM_CORRECT: 0.0355727, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1442809, DIVERSITY_GINI: 0.1632149, SHANNON_ENTROPY: 11.9642338, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 996, 'shrink': 13, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.1318356967246244} - results: ROC_AUC: 0.1220222, PRECISION: 0.0248657, PRECISION_RECALL_MIN_DEN: 0.0969554, RECALL: 0.0947697, MAP: 0.0408391, MRR: 0.0844422, NDCG: 0.0638454, F1: 0.0393931, HIT_RATE: 0.2486566, ARHR: 0.0936883, NOVELTY: 0.0049942, AVERAGE_POPULARITY: 0.0313505, DIVERSITY_MEAN_INTER_LIST: 0.9970662, DIVERSITY_HERFINDAHL: 0.9996877, COVERAGE_ITEM: 0.5470337, COVERAGE_ITEM_CORRECT: 0.0411242, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1330817, DIVERSITY_GINI: 0.2534601, SHANNON_ENTROPY: 12.8802511, 
