
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 787, 'shrink': 636, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.4214061484084679} - results: ROC_AUC: 0.1441811, PRECISION: 0.0291350, PRECISION_RECALL_MIN_DEN: 0.1119509, RECALL: 0.1094710, MAP: 0.0491169, MRR: 0.1022903, NDCG: 0.0758255, F1: 0.0460198, HIT_RATE: 0.2913500, ARHR: 0.1140902, NOVELTY: 0.0052466, AVERAGE_POPULARITY: 0.1599857, DIVERSITY_MEAN_INTER_LIST: 0.9764319, DIVERSITY_HERFINDAHL: 0.9976247, COVERAGE_ITEM: 0.3875727, COVERAGE_ITEM_CORRECT: 0.0324543, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1534667, DIVERSITY_GINI: 0.1150980, SHANNON_ENTROPY: 11.0140981, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1437115, PRECISION: 0.0292378, PRECISION_RECALL_MIN_DEN: 0.1096594, RECALL: 0.1071799, MAP: 0.0492760, MRR: 0.1030231, NDCG: 0.0755323, F1: 0.0459388, HIT_RATE: 0.2923781, ARHR: 0.1156945, NOVELTY: 0.0052950, AVERAGE_POPULARITY: 0.1493299, DIVERSITY_MEAN_INTER_LIST: 0.9773554, DIVERSITY_HERFINDAHL: 0.9977170, COVERAGE_ITEM: 0.4636920, COVERAGE_ITEM_CORRECT: 0.0322387, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1523090, DIVERSITY_GINI: 0.1531062, SHANNON_ENTROPY: 11.3144904, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 311, 'shrink': 986, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.08422161551246955} - results: ROC_AUC: 0.1462442, PRECISION: 0.0295441, PRECISION_RECALL_MIN_DEN: 0.1118259, RECALL: 0.1092590, MAP: 0.0496410, MRR: 0.1043468, NDCG: 0.0764114, F1: 0.0465105, HIT_RATE: 0.2954413, ARHR: 0.1163512, NOVELTY: 0.0053154, AVERAGE_POPULARITY: 0.1375717, DIVERSITY_MEAN_INTER_LIST: 0.9855789, DIVERSITY_HERFINDAHL: 0.9985392, COVERAGE_ITEM: 0.4413244, COVERAGE_ITEM_CORRECT: 0.0348720, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1557821, DIVERSITY_GINI: 0.1491916, SHANNON_ENTROPY: 11.5698590, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 982, 'shrink': 5, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9348123534040442} - results: ROC_AUC: 0.1468448, PRECISION: 0.0297038, PRECISION_RECALL_MIN_DEN: 0.1131700, RECALL: 0.1106978, MAP: 0.0509049, MRR: 0.1051393, NDCG: 0.0777525, F1: 0.0468362, HIT_RATE: 0.2970380, ARHR: 0.1178292, NOVELTY: 0.0052775, AVERAGE_POPULARITY: 0.1534981, DIVERSITY_MEAN_INTER_LIST: 0.9756891, DIVERSITY_HERFINDAHL: 0.9975504, COVERAGE_ITEM: 0.4470452, COVERAGE_ITEM_CORRECT: 0.0327700, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1552284, DIVERSITY_GINI: 0.1414421, SHANNON_ENTROPY: 11.1762665, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 999, 'shrink': 975, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.051662711192122415} - results: ROC_AUC: 0.1419059, PRECISION: 0.0287638, PRECISION_RECALL_MIN_DEN: 0.1109716, RECALL: 0.1085503, MAP: 0.0484956, MRR: 0.1008227, NDCG: 0.0749279, F1: 0.0454762, HIT_RATE: 0.2876384, ARHR: 0.1121691, NOVELTY: 0.0052348, AVERAGE_POPULARITY: 0.1643858, DIVERSITY_MEAN_INTER_LIST: 0.9749971, DIVERSITY_HERFINDAHL: 0.9974812, COVERAGE_ITEM: 0.3758922, COVERAGE_ITEM_CORRECT: 0.0318383, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1522335, DIVERSITY_GINI: 0.1092653, SHANNON_ENTROPY: 10.9301344, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 313, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.0} - results: ROC_AUC: 0.1472987, PRECISION: 0.0301891, PRECISION_RECALL_MIN_DEN: 0.1105227, RECALL: 0.1078370, MAP: 0.0498060, MRR: 0.1056261, NDCG: 0.0765217, F1: 0.0471689, HIT_RATE: 0.3018911, ARHR: 0.1190945, NOVELTY: 0.0053322, AVERAGE_POPULARITY: 0.1356249, DIVERSITY_MEAN_INTER_LIST: 0.9841295, DIVERSITY_HERFINDAHL: 0.9983943, COVERAGE_ITEM: 0.4768200, COVERAGE_ITEM_CORRECT: 0.0350799, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1556059, DIVERSITY_GINI: 0.1649621, SHANNON_ENTROPY: 11.5905361, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 320, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 1.0} - results: ROC_AUC: 0.1469136, PRECISION: 0.0302308, PRECISION_RECALL_MIN_DEN: 0.1104963, RECALL: 0.1078024, MAP: 0.0498339, MRR: 0.1057030, NDCG: 0.0765517, F1: 0.0472165, HIT_RATE: 0.3023081, ARHR: 0.1192328, NOVELTY: 0.0053309, AVERAGE_POPULARITY: 0.1360522, DIVERSITY_MEAN_INTER_LIST: 0.9839288, DIVERSITY_HERFINDAHL: 0.9983742, COVERAGE_ITEM: 0.4762887, COVERAGE_ITEM_CORRECT: 0.0350414, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1555052, DIVERSITY_GINI: 0.1644733, SHANNON_ENTROPY: 11.5804449, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 7, 'shrink': 132, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9644084395969634} - results: ROC_AUC: 0.0801991, PRECISION: 0.0168672, PRECISION_RECALL_MIN_DEN: 0.0526340, RECALL: 0.0502795, MAP: 0.0231331, MRR: 0.0563187, NDCG: 0.0366807, F1: 0.0252581, HIT_RATE: 0.1686721, ARHR: 0.0641969, NOVELTY: 0.0055984, AVERAGE_POPULARITY: 0.0755599, DIVERSITY_MEAN_INTER_LIST: 0.9787109, DIVERSITY_HERFINDAHL: 0.9978525, COVERAGE_ITEM: 0.6653474, COVERAGE_ITEM_CORRECT: 0.0298056, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0855165, DIVERSITY_GINI: 0.3346240, SHANNON_ENTROPY: 12.6834329, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 239, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.0} - results: ROC_AUC: 0.1470735, PRECISION: 0.0304052, PRECISION_RECALL_MIN_DEN: 0.1108202, RECALL: 0.1081111, MAP: 0.0498279, MRR: 0.1059431, NDCG: 0.0767000, F1: 0.0474599, HIT_RATE: 0.3040516, ARHR: 0.1196847, NOVELTY: 0.0053487, AVERAGE_POPULARITY: 0.1301179, DIVERSITY_MEAN_INTER_LIST: 0.9864928, DIVERSITY_HERFINDAHL: 0.9986306, COVERAGE_ITEM: 0.4827873, COVERAGE_ITEM_CORRECT: 0.0363272, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1560589, DIVERSITY_GINI: 0.1708975, SHANNON_ENTROPY: 11.7185605, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 240, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.0} - results: ROC_AUC: 0.1470712, PRECISION: 0.0303862, PRECISION_RECALL_MIN_DEN: 0.1108561, RECALL: 0.1081551, MAP: 0.0498298, MRR: 0.1058986, NDCG: 0.0767032, F1: 0.0474410, HIT_RATE: 0.3038624, ARHR: 0.1196440, NOVELTY: 0.0053484, AVERAGE_POPULARITY: 0.1302122, DIVERSITY_MEAN_INTER_LIST: 0.9864556, DIVERSITY_HERFINDAHL: 0.9986269, COVERAGE_ITEM: 0.4827642, COVERAGE_ITEM_CORRECT: 0.0362887, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1559834, DIVERSITY_GINI: 0.1708089, SHANNON_ENTROPY: 11.7163086, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 621, 'shrink': 36, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.047061362932092635} - results: ROC_AUC: 0.1497621, PRECISION: 0.0303098, PRECISION_RECALL_MIN_DEN: 0.1165333, RECALL: 0.1140371, MAP: 0.0516816, MRR: 0.1069319, NDCG: 0.0793512, F1: 0.0478883, HIT_RATE: 0.3030980, ARHR: 0.1197583, NOVELTY: 0.0052617, AVERAGE_POPULARITY: 0.1556781, DIVERSITY_MEAN_INTER_LIST: 0.9760962, DIVERSITY_HERFINDAHL: 0.9975911, COVERAGE_ITEM: 0.4174321, COVERAGE_ITEM_CORRECT: 0.0340481, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1589279, DIVERSITY_GINI: 0.1261985, SHANNON_ENTROPY: 11.0643103, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 242, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1457236, PRECISION: 0.0296239, PRECISION_RECALL_MIN_DEN: 0.1116348, RECALL: 0.1090359, MAP: 0.0499615, MRR: 0.1042656, NDCG: 0.0765775, F1: 0.0465872, HIT_RATE: 0.2962390, ARHR: 0.1165474, NOVELTY: 0.0053377, AVERAGE_POPULARITY: 0.1310867, DIVERSITY_MEAN_INTER_LIST: 0.9879049, DIVERSITY_HERFINDAHL: 0.9987718, COVERAGE_ITEM: 0.4595111, COVERAGE_ITEM_CORRECT: 0.0355881, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1553039, DIVERSITY_GINI: 0.1625148, SHANNON_ENTROPY: 11.7576542, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 239, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.0} - results: ROC_AUC: 0.1470735, PRECISION: 0.0304052, PRECISION_RECALL_MIN_DEN: 0.1108202, RECALL: 0.1081111, MAP: 0.0498279, MRR: 0.1059431, NDCG: 0.0767000, F1: 0.0474599, HIT_RATE: 0.3040516, ARHR: 0.1196847, NOVELTY: 0.0053487, AVERAGE_POPULARITY: 0.1301179, DIVERSITY_MEAN_INTER_LIST: 0.9864928, DIVERSITY_HERFINDAHL: 0.9986306, COVERAGE_ITEM: 0.4827873, COVERAGE_ITEM_CORRECT: 0.0363272, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1560589, DIVERSITY_GINI: 0.1708975, SHANNON_ENTROPY: 11.7185605, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 845, 'shrink': 72, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.04420993249018069} - results: ROC_AUC: 0.1488834, PRECISION: 0.0299231, PRECISION_RECALL_MIN_DEN: 0.1158747, RECALL: 0.1133932, MAP: 0.0510449, MRR: 0.1054488, NDCG: 0.0785300, F1: 0.0473477, HIT_RATE: 0.2992312, ARHR: 0.1178646, NOVELTY: 0.0052445, AVERAGE_POPULARITY: 0.1609764, DIVERSITY_MEAN_INTER_LIST: 0.9740079, DIVERSITY_HERFINDAHL: 0.9973823, COVERAGE_ITEM: 0.4004774, COVERAGE_ITEM_CORRECT: 0.0333859, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1577199, DIVERSITY_GINI: 0.1176977, SHANNON_ENTROPY: 10.9477030, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 241, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1470997, PRECISION: 0.0304051, PRECISION_RECALL_MIN_DEN: 0.1108797, RECALL: 0.1081751, MAP: 0.0498108, MRR: 0.1059848, NDCG: 0.0767057, F1: 0.0474660, HIT_RATE: 0.3040515, ARHR: 0.1197219, NOVELTY: 0.0053482, AVERAGE_POPULARITY: 0.1302686, DIVERSITY_MEAN_INTER_LIST: 0.9864257, DIVERSITY_HERFINDAHL: 0.9986239, COVERAGE_ITEM: 0.4827180, COVERAGE_ITEM_CORRECT: 0.0362887, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1560589, DIVERSITY_GINI: 0.1707452, SHANNON_ENTROPY: 11.7146518, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 599, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1444831, PRECISION: 0.0294841, PRECISION_RECALL_MIN_DEN: 0.1096729, RECALL: 0.1071236, MAP: 0.0494378, MRR: 0.1039417, NDCG: 0.0757880, F1: 0.0462372, HIT_RATE: 0.2948414, ARHR: 0.1168609, NOVELTY: 0.0053049, AVERAGE_POPULARITY: 0.1456521, DIVERSITY_MEAN_INTER_LIST: 0.9792233, DIVERSITY_HERFINDAHL: 0.9979038, COVERAGE_ITEM: 0.4669182, COVERAGE_ITEM_CORRECT: 0.0329163, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1530389, DIVERSITY_GINI: 0.1560380, SHANNON_ENTROPY: 11.3841748, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 245, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 1.0} - results: ROC_AUC: 0.1471952, PRECISION: 0.0303482, PRECISION_RECALL_MIN_DEN: 0.1107250, RECALL: 0.1080245, MAP: 0.0497969, MRR: 0.1059065, NDCG: 0.0766436, F1: 0.0473819, HIT_RATE: 0.3034821, ARHR: 0.1196227, NOVELTY: 0.0053471, AVERAGE_POPULARITY: 0.1306524, DIVERSITY_MEAN_INTER_LIST: 0.9862799, DIVERSITY_HERFINDAHL: 0.9986093, COVERAGE_ITEM: 0.4822175, COVERAGE_ITEM_CORRECT: 0.0361809, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1557821, DIVERSITY_GINI: 0.1703191, SHANNON_ENTROPY: 11.7066729, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 843, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9830696857963657} - results: ROC_AUC: 0.1437634, PRECISION: 0.0293100, PRECISION_RECALL_MIN_DEN: 0.1096417, RECALL: 0.1071429, MAP: 0.0493584, MRR: 0.1033162, NDCG: 0.0756231, F1: 0.0460240, HIT_RATE: 0.2931001, ARHR: 0.1160546, NOVELTY: 0.0052976, AVERAGE_POPULARITY: 0.1483953, DIVERSITY_MEAN_INTER_LIST: 0.9778557, DIVERSITY_HERFINDAHL: 0.9977670, COVERAGE_ITEM: 0.4648239, COVERAGE_ITEM_CORRECT: 0.0324235, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1525104, DIVERSITY_GINI: 0.1539578, SHANNON_ENTROPY: 11.3337320, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 245, 'shrink': 1000, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1455792, PRECISION: 0.0296241, PRECISION_RECALL_MIN_DEN: 0.1115448, RECALL: 0.1089446, MAP: 0.0499313, MRR: 0.1041406, NDCG: 0.0765257, F1: 0.0465792, HIT_RATE: 0.2962407, ARHR: 0.1164163, NOVELTY: 0.0053366, AVERAGE_POPULARITY: 0.1313786, DIVERSITY_MEAN_INTER_LIST: 0.9877876, DIVERSITY_HERFINDAHL: 0.9987600, COVERAGE_ITEM: 0.4585486, COVERAGE_ITEM_CORRECT: 0.0355342, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1552787, DIVERSITY_GINI: 0.1617352, SHANNON_ENTROPY: 11.7471435, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 239, 'shrink': 0, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.0} - results: ROC_AUC: 0.1470735, PRECISION: 0.0304052, PRECISION_RECALL_MIN_DEN: 0.1108202, RECALL: 0.1081111, MAP: 0.0498279, MRR: 0.1059431, NDCG: 0.0767000, F1: 0.0474599, HIT_RATE: 0.3040516, ARHR: 0.1196847, NOVELTY: 0.0053487, AVERAGE_POPULARITY: 0.1301179, DIVERSITY_MEAN_INTER_LIST: 0.9864928, DIVERSITY_HERFINDAHL: 0.9986306, COVERAGE_ITEM: 0.4827873, COVERAGE_ITEM_CORRECT: 0.0363272, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1560589, DIVERSITY_GINI: 0.1708975, SHANNON_ENTROPY: 11.7185605, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 997, 'shrink': 934, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.11820219962529513} - results: ROC_AUC: 0.1419141, PRECISION: 0.0287449, PRECISION_RECALL_MIN_DEN: 0.1107701, RECALL: 0.1083596, MAP: 0.0484707, MRR: 0.1007920, NDCG: 0.0748673, F1: 0.0454357, HIT_RATE: 0.2874490, ARHR: 0.1121491, NOVELTY: 0.0052349, AVERAGE_POPULARITY: 0.1643307, DIVERSITY_MEAN_INTER_LIST: 0.9749880, DIVERSITY_HERFINDAHL: 0.9974803, COVERAGE_ITEM: 0.3760385, COVERAGE_ITEM_CORRECT: 0.0318075, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1520574, DIVERSITY_GINI: 0.1093270, SHANNON_ENTROPY: 10.9303726, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 867, 'shrink': 975, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.051170282398992475} - results: ROC_AUC: 0.1425221, PRECISION: 0.0288919, PRECISION_RECALL_MIN_DEN: 0.1111455, RECALL: 0.1086954, MAP: 0.0486054, MRR: 0.1014194, NDCG: 0.0751409, F1: 0.0456486, HIT_RATE: 0.2889192, ARHR: 0.1129257, NOVELTY: 0.0052424, AVERAGE_POPULARITY: 0.1615463, DIVERSITY_MEAN_INTER_LIST: 0.9760216, DIVERSITY_HERFINDAHL: 0.9975837, COVERAGE_ITEM: 0.3824293, COVERAGE_ITEM_CORRECT: 0.0321078, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1524852, DIVERSITY_GINI: 0.1127869, SHANNON_ENTROPY: 10.9875081, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 723, 'shrink': 37, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9506264409950723} - results: ROC_AUC: 0.1495975, PRECISION: 0.0302225, PRECISION_RECALL_MIN_DEN: 0.1166526, RECALL: 0.1141654, MAP: 0.0514422, MRR: 0.1063458, NDCG: 0.0791150, F1: 0.0477911, HIT_RATE: 0.3022254, ARHR: 0.1190380, NOVELTY: 0.0052560, AVERAGE_POPULARITY: 0.1577220, DIVERSITY_MEAN_INTER_LIST: 0.9750238, DIVERSITY_HERFINDAHL: 0.9974839, COVERAGE_ITEM: 0.4144909, COVERAGE_ITEM_CORRECT: 0.0338402, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1588021, DIVERSITY_GINI: 0.1242341, SHANNON_ENTROPY: 11.0221423, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 999, 'shrink': 21, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.08972196747663576} - results: ROC_AUC: 0.1486371, PRECISION: 0.0301659, PRECISION_RECALL_MIN_DEN: 0.1164155, RECALL: 0.1139442, MAP: 0.0516543, MRR: 0.1061409, NDCG: 0.0791888, F1: 0.0477000, HIT_RATE: 0.3016589, ARHR: 0.1187610, NOVELTY: 0.0052555, AVERAGE_POPULARITY: 0.1588041, DIVERSITY_MEAN_INTER_LIST: 0.9739621, DIVERSITY_HERFINDAHL: 0.9973778, COVERAGE_ITEM: 0.4207507, COVERAGE_ITEM_CORRECT: 0.0335091, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1584749, DIVERSITY_GINI: 0.1265534, SHANNON_ENTROPY: 11.0148848, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 385, 'shrink': 957, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9572991463071094} - results: ROC_AUC: 0.1458734, PRECISION: 0.0293843, PRECISION_RECALL_MIN_DEN: 0.1112123, RECALL: 0.1086532, MAP: 0.0493736, MRR: 0.1034813, NDCG: 0.0759835, F1: 0.0462570, HIT_RATE: 0.2938434, ARHR: 0.1155112, NOVELTY: 0.0052968, AVERAGE_POPULARITY: 0.1432706, DIVERSITY_MEAN_INTER_LIST: 0.9834210, DIVERSITY_HERFINDAHL: 0.9983235, COVERAGE_ITEM: 0.4265948, COVERAGE_ITEM_CORRECT: 0.0340943, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1546244, DIVERSITY_GINI: 0.1391827, SHANNON_ENTROPY: 11.4193184, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 1000, 'shrink': 113, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.9875998628890814} - results: ROC_AUC: 0.1475239, PRECISION: 0.0297297, PRECISION_RECALL_MIN_DEN: 0.1148500, RECALL: 0.1123736, MAP: 0.0503989, MRR: 0.1042934, NDCG: 0.0776920, F1: 0.0470171, HIT_RATE: 0.2972972, ARHR: 0.1165359, NOVELTY: 0.0052359, AVERAGE_POPULARITY: 0.1638926, DIVERSITY_MEAN_INTER_LIST: 0.9731494, DIVERSITY_HERFINDAHL: 0.9972965, COVERAGE_ITEM: 0.3909605, COVERAGE_ITEM_CORRECT: 0.0330780, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1568894, DIVERSITY_GINI: 0.1133016, SHANNON_ENTROPY: 10.8947141, 
SearchBayesianSkopt-CV: Config 56 is suboptimal. Config: {'topK': 630, 'shrink': 31, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9757636731101992} - results: ROC_AUC: 0.1496553, PRECISION: 0.0302871, PRECISION_RECALL_MIN_DEN: 0.1164547, RECALL: 0.1139577, MAP: 0.0517889, MRR: 0.1069090, NDCG: 0.0793857, F1: 0.0478526, HIT_RATE: 0.3028714, ARHR: 0.1197237, NOVELTY: 0.0052628, AVERAGE_POPULARITY: 0.1554976, DIVERSITY_MEAN_INTER_LIST: 0.9760281, DIVERSITY_HERFINDAHL: 0.9975843, COVERAGE_ITEM: 0.4196574, COVERAGE_ITEM_CORRECT: 0.0339634, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1587517, DIVERSITY_GINI: 0.1271462, SHANNON_ENTROPY: 11.0700831, 
SearchBayesianSkopt-CV: Config 57 is suboptimal. Config: {'topK': 559, 'shrink': 1, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.018615157702713606} - results: ROC_AUC: 0.1453269, PRECISION: 0.0297000, PRECISION_RECALL_MIN_DEN: 0.1107637, RECALL: 0.1081724, MAP: 0.0498606, MRR: 0.1046164, NDCG: 0.0764005, F1: 0.0466008, HIT_RATE: 0.2969998, ARHR: 0.1176108, NOVELTY: 0.0053025, AVERAGE_POPULARITY: 0.1458795, DIVERSITY_MEAN_INTER_LIST: 0.9792477, DIVERSITY_HERFINDAHL: 0.9979062, COVERAGE_ITEM: 0.4636843, COVERAGE_ITEM_CORRECT: 0.0333167, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1540707, DIVERSITY_GINI: 0.1537860, SHANNON_ENTROPY: 11.3652957, 
SearchBayesianSkopt-CV: Config 58 is suboptimal. Config: {'topK': 998, 'shrink': 957, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.9915885241341625} - results: ROC_AUC: 0.1419641, PRECISION: 0.0287450, PRECISION_RECALL_MIN_DEN: 0.1108614, RECALL: 0.1084445, MAP: 0.0484464, MRR: 0.1007159, NDCG: 0.0748604, F1: 0.0454434, HIT_RATE: 0.2874497, ARHR: 0.1120662, NOVELTY: 0.0052348, AVERAGE_POPULARITY: 0.1643655, DIVERSITY_MEAN_INTER_LIST: 0.9750020, DIVERSITY_HERFINDAHL: 0.9974817, COVERAGE_ITEM: 0.3758306, COVERAGE_ITEM_CORRECT: 0.0318152, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1521580, DIVERSITY_GINI: 0.1092615, SHANNON_ENTROPY: 10.9304164, 
SearchBayesianSkopt-CV: Config 59 is suboptimal. Config: {'topK': 838, 'shrink': 35, 'similarity': 'dice', 'normalize': True, 'icm_weight': 0.006608775560724369} - results: ROC_AUC: 0.1490855, PRECISION: 0.0301314, PRECISION_RECALL_MIN_DEN: 0.1165723, RECALL: 0.1140910, MAP: 0.0513188, MRR: 0.1058100, NDCG: 0.0789380, F1: 0.0476698, HIT_RATE: 0.3013137, ARHR: 0.1184742, NOVELTY: 0.0052521, AVERAGE_POPULARITY: 0.1591683, DIVERSITY_MEAN_INTER_LIST: 0.9742473, DIVERSITY_HERFINDAHL: 0.9974063, COVERAGE_ITEM: 0.4126275, COVERAGE_ITEM_CORRECT: 0.0335553, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1585252, DIVERSITY_GINI: 0.1230307, SHANNON_ENTROPY: 10.9933668, 
SearchBayesianSkopt-CV: Config 60 is suboptimal. Config: {'topK': 765, 'shrink': 11, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.962202750540317} - results: ROC_AUC: 0.1481659, PRECISION: 0.0301512, PRECISION_RECALL_MIN_DEN: 0.1150189, RECALL: 0.1124982, MAP: 0.0514899, MRR: 0.1062881, NDCG: 0.0787464, F1: 0.0475539, HIT_RATE: 0.3015118, ARHR: 0.1192028, NOVELTY: 0.0052714, AVERAGE_POPULARITY: 0.1542027, DIVERSITY_MEAN_INTER_LIST: 0.9757671, DIVERSITY_HERFINDAHL: 0.9975582, COVERAGE_ITEM: 0.4360885, COVERAGE_ITEM_CORRECT: 0.0335476, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1576696, DIVERSITY_GINI: 0.1351371, SHANNON_ENTROPY: 11.1272769, 
SearchBayesianSkopt-CV: Config 61 is suboptimal. Config: {'topK': 689, 'shrink': 0, 'similarity': 'dice', 'normalize': False, 'icm_weight': 0.0} - results: ROC_AUC: 0.1442336, PRECISION: 0.0293820, PRECISION_RECALL_MIN_DEN: 0.1095343, RECALL: 0.1070092, MAP: 0.0494225, MRR: 0.1037088, NDCG: 0.0756958, F1: 0.0461001, HIT_RATE: 0.2938197, ARHR: 0.1164768, NOVELTY: 0.0053015, AVERAGE_POPULARITY: 0.1469117, DIVERSITY_MEAN_INTER_LIST: 0.9785878, DIVERSITY_HERFINDAHL: 0.9978402, COVERAGE_ITEM: 0.4658941, COVERAGE_ITEM_CORRECT: 0.0326314, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1526614, DIVERSITY_GINI: 0.1551240, SHANNON_ENTROPY: 11.3612077, 
