
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 915, 'shrink': 185, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.2507839301467985, 'tversky_alpha': 0.4785127351927797, 'tversky_beta': 0.2751103599846921} - results: ROC_AUC: 0.1447341, PRECISION: 0.0293664, PRECISION_RECALL_MIN_DEN: 0.1130326, RECALL: 0.1105670, MAP: 0.0494780, MRR: 0.1028534, NDCG: 0.0764216, F1: 0.0464058, HIT_RATE: 0.2936644, ARHR: 0.1147177, NOVELTY: 0.0052375, AVERAGE_POPULARITY: 0.1631056, DIVERSITY_MEAN_INTER_LIST: 0.9746400, DIVERSITY_HERFINDAHL: 0.9974455, COVERAGE_ITEM: 0.3833070, COVERAGE_ITEM_CORRECT: 0.0325236, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1551026, DIVERSITY_GINI: 0.1117461, SHANNON_ENTROPY: 10.9336068, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 534, 'shrink': 464, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.1255563210208908, 'tversky_alpha': 1.4125006008529906, 'tversky_beta': 1.3321717042097545} - results: ROC_AUC: 0.1468879, PRECISION: 0.0298394, PRECISION_RECALL_MIN_DEN: 0.1140795, RECALL: 0.1115392, MAP: 0.0503400, MRR: 0.1048311, NDCG: 0.0775419, F1: 0.0470811, HIT_RATE: 0.2983942, ARHR: 0.1172270, NOVELTY: 0.0052679, AVERAGE_POPULARITY: 0.1525591, DIVERSITY_MEAN_INTER_LIST: 0.9792272, DIVERSITY_HERFINDAHL: 0.9979042, COVERAGE_ITEM: 0.4065679, COVERAGE_ITEM_CORRECT: 0.0339480, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1566629, DIVERSITY_GINI: 0.1252462, SHANNON_ENTROPY: 11.1699958, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 189, 'shrink': 531, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9575548754136443, 'tversky_alpha': 0.1628933227234897, 'tversky_beta': 1.5824735772527405} - results: ROC_AUC: 0.1426838, PRECISION: 0.0289001, PRECISION_RECALL_MIN_DEN: 0.1091148, RECALL: 0.1066072, MAP: 0.0487869, MRR: 0.1014523, NDCG: 0.0747962, F1: 0.0454719, HIT_RATE: 0.2890013, ARHR: 0.1132651, NOVELTY: 0.0053581, AVERAGE_POPULARITY: 0.1255299, DIVERSITY_MEAN_INTER_LIST: 0.9900255, DIVERSITY_HERFINDAHL: 0.9989838, COVERAGE_ITEM: 0.4754110, COVERAGE_ITEM_CORRECT: 0.0357575, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1520070, DIVERSITY_GINI: 0.1759925, SHANNON_ENTROPY: 11.9478546, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1424251, PRECISION: 0.0291811, PRECISION_RECALL_MIN_DEN: 0.1085605, RECALL: 0.1060658, MAP: 0.0485565, MRR: 0.1023950, NDCG: 0.0747028, F1: 0.0457655, HIT_RATE: 0.2918108, ARHR: 0.1151441, NOVELTY: 0.0053073, AVERAGE_POPULARITY: 0.1463693, DIVERSITY_MEAN_INTER_LIST: 0.9787067, DIVERSITY_HERFINDAHL: 0.9978521, COVERAGE_ITEM: 0.4758884, COVERAGE_ITEM_CORRECT: 0.0325313, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1515792, DIVERSITY_GINI: 0.1619152, SHANNON_ENTROPY: 11.4209226, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 999, 'shrink': 282, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.99910113622586, 'tversky_alpha': 1.8232597162427702, 'tversky_beta': 0.10849580518527338} - results: ROC_AUC: 0.1472709, PRECISION: 0.0296236, PRECISION_RECALL_MIN_DEN: 0.1147320, RECALL: 0.1122466, MAP: 0.0504501, MRR: 0.1044240, NDCG: 0.0776492, F1: 0.0468737, HIT_RATE: 0.2962361, ARHR: 0.1166565, NOVELTY: 0.0052360, AVERAGE_POPULARITY: 0.1636961, DIVERSITY_MEAN_INTER_LIST: 0.9733972, DIVERSITY_HERFINDAHL: 0.9973213, COVERAGE_ITEM: 0.3887507, COVERAGE_ITEM_CORRECT: 0.0328316, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1565119, DIVERSITY_GINI: 0.1127195, SHANNON_ENTROPY: 10.8985347, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 999, 'shrink': 888, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.8746875173801508, 'tversky_alpha': 0.23735104383829447, 'tversky_beta': 1.6243236390147355} - results: ROC_AUC: 0.1393305, PRECISION: 0.0282713, PRECISION_RECALL_MIN_DEN: 0.1092158, RECALL: 0.1068315, MAP: 0.0475885, MRR: 0.0987282, NDCG: 0.0735967, F1: 0.0447097, HIT_RATE: 0.2827127, ARHR: 0.1095737, NOVELTY: 0.0052370, AVERAGE_POPULARITY: 0.1639429, DIVERSITY_MEAN_INTER_LIST: 0.9758904, DIVERSITY_HERFINDAHL: 0.9975705, COVERAGE_ITEM: 0.3720500, COVERAGE_ITEM_CORRECT: 0.0313994, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1502705, DIVERSITY_GINI: 0.1088233, SHANNON_ENTROPY: 10.9589365, 

SearchBayesianSkopt-CV: New best config found. Config 33: {'topK': 303, 'shrink': 62, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.028913629948756243, 'tversky_alpha': 1.9702792065720138, 'tversky_beta': 1.6451540049709392} - results: ROC_AUC: 0.1522394, PRECISION: 0.0311283, PRECISION_RECALL_MIN_DEN: 0.1169588, RECALL: 0.1142972, MAP: 0.0523149, MRR: 0.1089081, NDCG: 0.0802228, F1: 0.0489285, HIT_RATE: 0.3112829, ARHR: 0.1226267, NOVELTY: 0.0053048, AVERAGE_POPULARITY: 0.1410881, DIVERSITY_MEAN_INTER_LIST: 0.9828967, DIVERSITY_HERFINDAHL: 0.9982710, COVERAGE_ITEM: 0.4415014, COVERAGE_ITEM_CORRECT: 0.0364658, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1611929, DIVERSITY_GINI: 0.1425247, SHANNON_ENTROPY: 11.3895123, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 244, 'shrink': 117, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9812552225890067, 'tversky_alpha': 1.9394924196703112, 'tversky_beta': 0.0777020325045208} - results: ROC_AUC: 0.1517779, PRECISION: 0.0309801, PRECISION_RECALL_MIN_DEN: 0.1154250, RECALL: 0.1126949, MAP: 0.0521655, MRR: 0.1088902, NDCG: 0.0797022, F1: 0.0485985, HIT_RATE: 0.3098008, ARHR: 0.1226284, NOVELTY: 0.0053337, AVERAGE_POPULARITY: 0.1322898, DIVERSITY_MEAN_INTER_LIST: 0.9864415, DIVERSITY_HERFINDAHL: 0.9986255, COVERAGE_ITEM: 0.4578710, COVERAGE_ITEM_CORRECT: 0.0369817, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1601107, DIVERSITY_GINI: 0.1559369, SHANNON_ENTROPY: 11.6271077, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 1000, 'shrink': 973, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.012232774980794229, 'tversky_alpha': 0.0840108767115313, 'tversky_beta': 1.921451824364979} - results: ROC_AUC: 0.1387439, PRECISION: 0.0280363, PRECISION_RECALL_MIN_DEN: 0.1083201, RECALL: 0.1059605, MAP: 0.0472558, MRR: 0.0980142, NDCG: 0.0730742, F1: 0.0443391, HIT_RATE: 0.2803626, ARHR: 0.1087351, NOVELTY: 0.0052382, AVERAGE_POPULARITY: 0.1636450, DIVERSITY_MEAN_INTER_LIST: 0.9762071, DIVERSITY_HERFINDAHL: 0.9976022, COVERAGE_ITEM: 0.3708181, COVERAGE_ITEM_CORRECT: 0.0310914, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1491632, DIVERSITY_GINI: 0.1087094, SHANNON_ENTROPY: 10.9699299, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 332, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.1260650, PRECISION: 0.0251978, PRECISION_RECALL_MIN_DEN: 0.0925072, RECALL: 0.0900250, MAP: 0.0406989, MRR: 0.0895160, NDCG: 0.0633092, F1: 0.0393713, HIT_RATE: 0.2519781, ARHR: 0.0997418, NOVELTY: 0.0054156, AVERAGE_POPULARITY: 0.1172168, DIVERSITY_MEAN_INTER_LIST: 0.9892271, DIVERSITY_HERFINDAHL: 0.9989040, COVERAGE_ITEM: 0.5034379, COVERAGE_ITEM_CORRECT: 0.0286968, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1335850, DIVERSITY_GINI: 0.1973137, SHANNON_ENTROPY: 12.0702561, 
SearchBayesianSkopt-CV: Config 37 is suboptimal. Config: {'topK': 768, 'shrink': 116, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9326814307657536, 'tversky_alpha': 1.9567121838003234, 'tversky_beta': 1.876808945415606} - results: ROC_AUC: 0.1497163, PRECISION: 0.0302074, PRECISION_RECALL_MIN_DEN: 0.1165382, RECALL: 0.1140485, MAP: 0.0514240, MRR: 0.1063138, NDCG: 0.0790946, F1: 0.0477611, HIT_RATE: 0.3020739, ARHR: 0.1189556, NOVELTY: 0.0052511, AVERAGE_POPULARITY: 0.1589567, DIVERSITY_MEAN_INTER_LIST: 0.9748046, DIVERSITY_HERFINDAHL: 0.9974620, COVERAGE_ITEM: 0.4072993, COVERAGE_ITEM_CORRECT: 0.0340327, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1588272, DIVERSITY_GINI: 0.1211799, SHANNON_ENTROPY: 10.9954453, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 784, 'shrink': 29, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9509645323925782, 'tversky_alpha': 0.05450050045582168, 'tversky_beta': 0.22067275236449096} - results: ROC_AUC: 0.1437390, PRECISION: 0.0290785, PRECISION_RECALL_MIN_DEN: 0.1119369, RECALL: 0.1095145, MAP: 0.0490665, MRR: 0.1018965, NDCG: 0.0757708, F1: 0.0459531, HIT_RATE: 0.2907846, ARHR: 0.1135812, NOVELTY: 0.0052386, AVERAGE_POPULARITY: 0.1626994, DIVERSITY_MEAN_INTER_LIST: 0.9753252, DIVERSITY_HERFINDAHL: 0.9975140, COVERAGE_ITEM: 0.3810664, COVERAGE_ITEM_CORRECT: 0.0321309, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1534416, DIVERSITY_GINI: 0.1113553, SHANNON_ENTROPY: 10.9495303, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 399, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1411975, PRECISION: 0.0288508, PRECISION_RECALL_MIN_DEN: 0.1086626, RECALL: 0.1059427, MAP: 0.0471971, MRR: 0.1000214, NDCG: 0.0732298, F1: 0.0453506, HIT_RATE: 0.2885080, ARHR: 0.1116466, NOVELTY: 0.0052717, AVERAGE_POPULARITY: 0.1530597, DIVERSITY_MEAN_INTER_LIST: 0.9835864, DIVERSITY_HERFINDAHL: 0.9983400, COVERAGE_ITEM: 0.3657979, COVERAGE_ITEM_CORRECT: 0.0349490, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1520070, DIVERSITY_GINI: 0.1130542, SHANNON_ENTROPY: 11.2494551, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 797, 'shrink': 982, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.10991639023743352, 'tversky_alpha': 1.9022649458729457, 'tversky_beta': 0.5283354776438763} - results: ROC_AUC: 0.1449268, PRECISION: 0.0293057, PRECISION_RECALL_MIN_DEN: 0.1128091, RECALL: 0.1103232, MAP: 0.0494897, MRR: 0.1029374, NDCG: 0.0763676, F1: 0.0463082, HIT_RATE: 0.2930568, ARHR: 0.1148519, NOVELTY: 0.0052460, AVERAGE_POPULARITY: 0.1601596, DIVERSITY_MEAN_INTER_LIST: 0.9761690, DIVERSITY_HERFINDAHL: 0.9975984, COVERAGE_ITEM: 0.3881116, COVERAGE_ITEM_CORRECT: 0.0326391, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1543476, DIVERSITY_GINI: 0.1150147, SHANNON_ENTROPY: 11.0043386, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 264, 'shrink': 960, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.005288035365443756, 'tversky_alpha': 0.8914001442983319, 'tversky_beta': 1.9850065994729942} - results: ROC_AUC: 0.1451458, PRECISION: 0.0296051, PRECISION_RECALL_MIN_DEN: 0.1116629, RECALL: 0.1090816, MAP: 0.0497848, MRR: 0.1038667, NDCG: 0.0764484, F1: 0.0465697, HIT_RATE: 0.2960514, ARHR: 0.1159760, NOVELTY: 0.0053280, AVERAGE_POPULARITY: 0.1338095, DIVERSITY_MEAN_INTER_LIST: 0.9870481, DIVERSITY_HERFINDAHL: 0.9986861, COVERAGE_ITEM: 0.4520192, COVERAGE_ITEM_CORRECT: 0.0354187, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1553291, DIVERSITY_GINI: 0.1569773, SHANNON_ENTROPY: 11.6841948, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 644, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.1278034, PRECISION: 0.0255537, PRECISION_RECALL_MIN_DEN: 0.0951221, RECALL: 0.0926887, MAP: 0.0418889, MRR: 0.0909679, NDCG: 0.0649941, F1: 0.0400583, HIT_RATE: 0.2555369, ARHR: 0.1012349, NOVELTY: 0.0053824, AVERAGE_POPULARITY: 0.1273906, DIVERSITY_MEAN_INTER_LIST: 0.9854364, DIVERSITY_HERFINDAHL: 0.9985250, COVERAGE_ITEM: 0.4949451, COVERAGE_ITEM_CORRECT: 0.0282348, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1356235, DIVERSITY_GINI: 0.1870235, SHANNON_ENTROPY: 11.8665615, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 994, 'shrink': 211, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9710102755039188, 'tversky_alpha': 1.948552167509337, 'tversky_beta': 0.012711241724592485} - results: ROC_AUC: 0.1479133, PRECISION: 0.0298359, PRECISION_RECALL_MIN_DEN: 0.1153668, RECALL: 0.1128730, MAP: 0.0506862, MRR: 0.1049828, NDCG: 0.0780598, F1: 0.0471930, HIT_RATE: 0.2983592, ARHR: 0.1173648, NOVELTY: 0.0052380, AVERAGE_POPULARITY: 0.1630872, DIVERSITY_MEAN_INTER_LIST: 0.9732550, DIVERSITY_HERFINDAHL: 0.9973071, COVERAGE_ITEM: 0.3930703, COVERAGE_ITEM_CORRECT: 0.0331704, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1573927, DIVERSITY_GINI: 0.1143356, SHANNON_ENTROPY: 10.9053050, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 340, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1467257, PRECISION: 0.0298357, PRECISION_RECALL_MIN_DEN: 0.1128681, RECALL: 0.1102669, MAP: 0.0499607, MRR: 0.1048112, NDCG: 0.0769565, F1: 0.0469626, HIT_RATE: 0.2983573, ARHR: 0.1171450, NOVELTY: 0.0053048, AVERAGE_POPULARITY: 0.1407200, DIVERSITY_MEAN_INTER_LIST: 0.9842280, DIVERSITY_HERFINDAHL: 0.9984041, COVERAGE_ITEM: 0.4345563, COVERAGE_ITEM_CORRECT: 0.0349182, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1562854, DIVERSITY_GINI: 0.1434899, SHANNON_ENTROPY: 11.4740538, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 852, 'shrink': 994, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.011508860239030307, 'tversky_alpha': 1.493429006789004, 'tversky_beta': 1.9564766041722297} - results: ROC_AUC: 0.1438369, PRECISION: 0.0290629, PRECISION_RECALL_MIN_DEN: 0.1118196, RECALL: 0.1093705, MAP: 0.0489879, MRR: 0.1019687, NDCG: 0.0756713, F1: 0.0459213, HIT_RATE: 0.2906292, ARHR: 0.1136512, NOVELTY: 0.0052423, AVERAGE_POPULARITY: 0.1614952, DIVERSITY_MEAN_INTER_LIST: 0.9758220, DIVERSITY_HERFINDAHL: 0.9975637, COVERAGE_ITEM: 0.3840462, COVERAGE_ITEM_CORRECT: 0.0323311, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1533157, DIVERSITY_GINI: 0.1132270, SHANNON_ENTROPY: 10.9829023, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 996, 'shrink': 890, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.20738790369277532, 'tversky_alpha': 0.014129578871739715, 'tversky_beta': 0.006298746715643901} - results: ROC_AUC: 0.1384454, PRECISION: 0.0279644, PRECISION_RECALL_MIN_DEN: 0.1081672, RECALL: 0.1058078, MAP: 0.0472571, MRR: 0.0980766, NDCG: 0.0730104, F1: 0.0442365, HIT_RATE: 0.2796437, ARHR: 0.1087655, NOVELTY: 0.0052385, AVERAGE_POPULARITY: 0.1635360, DIVERSITY_MEAN_INTER_LIST: 0.9762413, DIVERSITY_HERFINDAHL: 0.9976056, COVERAGE_ITEM: 0.3708489, COVERAGE_ITEM_CORRECT: 0.0309374, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1489619, DIVERSITY_GINI: 0.1087705, SHANNON_ENTROPY: 10.9718162, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 239, 'shrink': 882, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0069739498269511, 'tversky_alpha': 0.030637416277360392, 'tversky_beta': 0.05144298460310283} - results: ROC_AUC: 0.1431426, PRECISION: 0.0289190, PRECISION_RECALL_MIN_DEN: 0.1093876, RECALL: 0.1068808, MAP: 0.0491796, MRR: 0.1020518, NDCG: 0.0751984, F1: 0.0455203, HIT_RATE: 0.2891905, ARHR: 0.1138164, NOVELTY: 0.0053422, AVERAGE_POPULARITY: 0.1297988, DIVERSITY_MEAN_INTER_LIST: 0.9884287, DIVERSITY_HERFINDAHL: 0.9988241, COVERAGE_ITEM: 0.4602040, COVERAGE_ITEM_CORRECT: 0.0349644, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1521580, DIVERSITY_GINI: 0.1648056, SHANNON_ENTROPY: 11.8004662, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 366, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1416440, PRECISION: 0.0285169, PRECISION_RECALL_MIN_DEN: 0.1083469, RECALL: 0.1059112, MAP: 0.0481613, MRR: 0.1001674, NDCG: 0.0740500, F1: 0.0449337, HIT_RATE: 0.2851686, ARHR: 0.1115032, NOVELTY: 0.0053055, AVERAGE_POPULARITY: 0.1409747, DIVERSITY_MEAN_INTER_LIST: 0.9849040, DIVERSITY_HERFINDAHL: 0.9984717, COVERAGE_ITEM: 0.4298672, COVERAGE_ITEM_CORRECT: 0.0335091, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1509249, DIVERSITY_GINI: 0.1437397, SHANNON_ENTROPY: 11.5183168, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 988, 'shrink': 20, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9377670948806824, 'tversky_alpha': 1.9661573872065028, 'tversky_beta': 1.8215615018614162} - results: ROC_AUC: 0.1482979, PRECISION: 0.0301586, PRECISION_RECALL_MIN_DEN: 0.1151906, RECALL: 0.1126841, MAP: 0.0514300, MRR: 0.1061248, NDCG: 0.0787371, F1: 0.0475795, HIT_RATE: 0.3015859, ARHR: 0.1190025, NOVELTY: 0.0052733, AVERAGE_POPULARITY: 0.1542688, DIVERSITY_MEAN_INTER_LIST: 0.9755243, DIVERSITY_HERFINDAHL: 0.9975339, COVERAGE_ITEM: 0.4425332, COVERAGE_ITEM_CORRECT: 0.0336169, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1575186, DIVERSITY_GINI: 0.1384561, SHANNON_ENTROPY: 11.1482960, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 338, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1457622, PRECISION: 0.0299350, PRECISION_RECALL_MIN_DEN: 0.1092084, RECALL: 0.1065701, MAP: 0.0490381, MRR: 0.1047712, NDCG: 0.0755832, F1: 0.0467379, HIT_RATE: 0.2993499, ARHR: 0.1182640, NOVELTY: 0.0053390, AVERAGE_POPULARITY: 0.1346219, DIVERSITY_MEAN_INTER_LIST: 0.9844188, DIVERSITY_HERFINDAHL: 0.9984232, COVERAGE_ITEM: 0.4864216, COVERAGE_ITEM_CORRECT: 0.0349567, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1540959, DIVERSITY_GINI: 0.1720059, SHANNON_ENTROPY: 11.6538923, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 824, 'shrink': 87, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.005044779350102947, 'tversky_alpha': 0.10380520087529346, 'tversky_beta': 1.868411445038892} - results: ROC_AUC: 0.1423706, PRECISION: 0.0288847, PRECISION_RECALL_MIN_DEN: 0.1117126, RECALL: 0.1092961, MAP: 0.0485580, MRR: 0.1005733, NDCG: 0.0751635, F1: 0.0456917, HIT_RATE: 0.2888467, ARHR: 0.1118777, NOVELTY: 0.0052326, AVERAGE_POPULARITY: 0.1656048, DIVERSITY_MEAN_INTER_LIST: 0.9755422, DIVERSITY_HERFINDAHL: 0.9975357, COVERAGE_ITEM: 0.3719808, COVERAGE_ITEM_CORRECT: 0.0324543, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1530640, DIVERSITY_GINI: 0.1078141, SHANNON_ENTROPY: 10.9329165, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 346, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1456171, PRECISION: 0.0298782, PRECISION_RECALL_MIN_DEN: 0.1090681, RECALL: 0.1064220, MAP: 0.0490220, MRR: 0.1045794, NDCG: 0.0755031, F1: 0.0466541, HIT_RATE: 0.2987819, ARHR: 0.1180474, NOVELTY: 0.0053378, AVERAGE_POPULARITY: 0.1350239, DIVERSITY_MEAN_INTER_LIST: 0.9842352, DIVERSITY_HERFINDAHL: 0.9984049, COVERAGE_ITEM: 0.4862830, COVERAGE_ITEM_CORRECT: 0.0348335, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1538694, DIVERSITY_GINI: 0.1717189, SHANNON_ENTROPY: 11.6457599, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 343, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 1.0, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1468112, PRECISION: 0.0298283, PRECISION_RECALL_MIN_DEN: 0.1128661, RECALL: 0.1102650, MAP: 0.0499556, MRR: 0.1048194, NDCG: 0.0769531, F1: 0.0469533, HIT_RATE: 0.2982831, ARHR: 0.1171364, NOVELTY: 0.0053042, AVERAGE_POPULARITY: 0.1408930, DIVERSITY_MEAN_INTER_LIST: 0.9841622, DIVERSITY_HERFINDAHL: 0.9983976, COVERAGE_ITEM: 0.4340173, COVERAGE_ITEM_CORRECT: 0.0348489, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1563861, DIVERSITY_GINI: 0.1431408, SHANNON_ENTROPY: 11.4689084, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 997, 'shrink': 878, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.007370272512511768, 'tversky_alpha': 1.8332332269310407, 'tversky_beta': 1.9821442376339897} - results: ROC_AUC: 0.1434512, PRECISION: 0.0291580, PRECISION_RECALL_MIN_DEN: 0.1124618, RECALL: 0.1099919, MAP: 0.0490780, MRR: 0.1019674, NDCG: 0.0758420, F1: 0.0460946, HIT_RATE: 0.2915796, ARHR: 0.1136880, NOVELTY: 0.0052339, AVERAGE_POPULARITY: 0.1645249, DIVERSITY_MEAN_INTER_LIST: 0.9743666, DIVERSITY_HERFINDAHL: 0.9974182, COVERAGE_ITEM: 0.3788412, COVERAGE_ITEM_CORRECT: 0.0323080, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1538694, DIVERSITY_GINI: 0.1098191, SHANNON_ENTROPY: 10.9119983, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 284, 'shrink': 915, 'similarity': 'tversky', 'normalize': True, 'icm_weight': 0.9932887292921055, 'tversky_alpha': 0.0858741463537447, 'tversky_beta': 0.1295226934113858} - results: ROC_AUC: 0.1431991, PRECISION: 0.0288315, PRECISION_RECALL_MIN_DEN: 0.1095232, RECALL: 0.1070293, MAP: 0.0489466, MRR: 0.1018554, NDCG: 0.0750342, F1: 0.0454245, HIT_RATE: 0.2883153, ARHR: 0.1135356, NOVELTY: 0.0053262, AVERAGE_POPULARITY: 0.1343370, DIVERSITY_MEAN_INTER_LIST: 0.9868982, DIVERSITY_HERFINDAHL: 0.9986711, COVERAGE_ITEM: 0.4471761, COVERAGE_ITEM_CORRECT: 0.0343792, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1521832, DIVERSITY_GINI: 0.1550004, SHANNON_ENTROPY: 11.6689958, 
