
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 695, 'shrink': 681, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.7986923044549219, 'asymmetric_alpha': 1.6776400769314133, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1149219, PRECISION: 0.0254589, PRECISION_RECALL_MIN_DEN: 0.0888115, RECALL: 0.0858270, MAP: 0.0381023, MRR: 0.0821384, NDCG: 0.0594622, F1: 0.0392676, HIT_RATE: 0.2545892, ARHR: 0.0938781, NOVELTY: 0.0056647, AVERAGE_POPULARITY: 0.0643933, DIVERSITY_MEAN_INTER_LIST: 0.9985234, DIVERSITY_HERFINDAHL: 0.9998334, COVERAGE_ITEM: 0.7099134, COVERAGE_ITEM_CORRECT: 0.0456131, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1282497, DIVERSITY_GINI: 0.4199863, SHANNON_ENTROPY: 13.6640623, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'topK': 109, 'shrink': 722, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.7809562409879013, 'asymmetric_alpha': 0.8504233420090446, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1428045, PRECISION: 0.0284606, PRECISION_RECALL_MIN_DEN: 0.1067228, RECALL: 0.1042095, MAP: 0.0483627, MRR: 0.1017775, NDCG: 0.0739227, F1: 0.0447081, HIT_RATE: 0.2846064, ARHR: 0.1137127, NOVELTY: 0.0053921, AVERAGE_POPULARITY: 0.1159240, DIVERSITY_MEAN_INTER_LIST: 0.9919213, DIVERSITY_HERFINDAHL: 0.9991733, COVERAGE_ITEM: 0.4868912, COVERAGE_ITEM_CORRECT: 0.0354649, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1490877, DIVERSITY_GINI: 0.1817842, SHANNON_ENTROPY: 12.0701190, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'topK': 636, 'shrink': 379, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.4744871095719613, 'asymmetric_alpha': 1.6417603532146778, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1439963, PRECISION: 0.0287334, PRECISION_RECALL_MIN_DEN: 0.1114091, RECALL: 0.1090563, MAP: 0.0497741, MRR: 0.1025930, NDCG: 0.0761433, F1: 0.0454808, HIT_RATE: 0.2873337, ARHR: 0.1142671, NOVELTY: 0.0052574, AVERAGE_POPULARITY: 0.1565788, DIVERSITY_MEAN_INTER_LIST: 0.9731727, DIVERSITY_HERFINDAHL: 0.9972988, COVERAGE_ITEM: 0.4075688, COVERAGE_ITEM_CORRECT: 0.0307834, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1522587, DIVERSITY_GINI: 0.1190418, SHANNON_ENTROPY: 10.9282348, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1515633, PRECISION: 0.0306586, PRECISION_RECALL_MIN_DEN: 0.1191464, RECALL: 0.1165823, MAP: 0.0529914, MRR: 0.1079277, NDCG: 0.0809539, F1: 0.0485469, HIT_RATE: 0.3065856, ARHR: 0.1207888, NOVELTY: 0.0052392, AVERAGE_POPULARITY: 0.1620240, DIVERSITY_MEAN_INTER_LIST: 0.9715991, DIVERSITY_HERFINDAHL: 0.9971415, COVERAGE_ITEM: 0.4000000, COVERAGE_ITEM_CORRECT: 0.0341482, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1607902, DIVERSITY_GINI: 0.1149918, SHANNON_ENTROPY: 10.8642766, 
SearchBayesianSkopt-CV: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1515633, PRECISION: 0.0306586, PRECISION_RECALL_MIN_DEN: 0.1191464, RECALL: 0.1165823, MAP: 0.0529914, MRR: 0.1079277, NDCG: 0.0809539, F1: 0.0485469, HIT_RATE: 0.3065856, ARHR: 0.1207888, NOVELTY: 0.0052392, AVERAGE_POPULARITY: 0.1620240, DIVERSITY_MEAN_INTER_LIST: 0.9715991, DIVERSITY_HERFINDAHL: 0.9971415, COVERAGE_ITEM: 0.4000000, COVERAGE_ITEM_CORRECT: 0.0341482, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1607902, DIVERSITY_GINI: 0.1149918, SHANNON_ENTROPY: 10.8642766, 
SearchBayesianSkopt-CV: Config 32 is suboptimal. Config: {'topK': 978, 'shrink': 29, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.02413149187776443, 'asymmetric_alpha': 1.9930708226017269, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1175433, PRECISION: 0.0235908, PRECISION_RECALL_MIN_DEN: 0.0865579, RECALL: 0.0842374, MAP: 0.0378324, MRR: 0.0831449, NDCG: 0.0590427, F1: 0.0368536, HIT_RATE: 0.2359078, ARHR: 0.0923677, NOVELTY: 0.0054247, AVERAGE_POPULARITY: 0.1191565, DIVERSITY_MEAN_INTER_LIST: 0.9906014, DIVERSITY_HERFINDAHL: 0.9990414, COVERAGE_ITEM: 0.5371011, COVERAGE_ITEM_CORRECT: 0.0286121, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1253806, DIVERSITY_GINI: 0.2281143, SHANNON_ENTROPY: 12.3509037, 
SearchBayesianSkopt-CV: Config 33 is suboptimal. Config: {'topK': 997, 'shrink': 6, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.732724900980236, 'asymmetric_alpha': 0.006496123574608383, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1370228, PRECISION: 0.0271898, PRECISION_RECALL_MIN_DEN: 0.1031690, RECALL: 0.1007899, MAP: 0.0466246, MRR: 0.0978400, NDCG: 0.0712526, F1: 0.0428218, HIT_RATE: 0.2718982, ARHR: 0.1087435, NOVELTY: 0.0052315, AVERAGE_POPULARITY: 0.1626711, DIVERSITY_MEAN_INTER_LIST: 0.9683752, DIVERSITY_HERFINDAHL: 0.9968192, COVERAGE_ITEM: 0.3632262, COVERAGE_ITEM_CORRECT: 0.0287738, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1439789, DIVERSITY_GINI: 0.0971614, SHANNON_ENTROPY: 10.6347725, 
SearchBayesianSkopt-CV: Config 34 is suboptimal. Config: {'topK': 938, 'shrink': 124, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9174921045559313, 'asymmetric_alpha': 1.9778311422021555, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1462589, PRECISION: 0.0293852, PRECISION_RECALL_MIN_DEN: 0.1126833, RECALL: 0.1102281, MAP: 0.0504588, MRR: 0.1041637, NDCG: 0.0771774, F1: 0.0463992, HIT_RATE: 0.2938522, ARHR: 0.1165295, NOVELTY: 0.0052747, AVERAGE_POPULARITY: 0.1540123, DIVERSITY_MEAN_INTER_LIST: 0.9756471, DIVERSITY_HERFINDAHL: 0.9975462, COVERAGE_ITEM: 0.4407238, COVERAGE_ITEM_CORRECT: 0.0321001, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1540959, DIVERSITY_GINI: 0.1379054, SHANNON_ENTROPY: 11.1517701, 
SearchBayesianSkopt-CV: Config 35 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1433033, PRECISION: 0.0283992, PRECISION_RECALL_MIN_DEN: 0.1102175, RECALL: 0.1078659, MAP: 0.0493096, MRR: 0.1014637, NDCG: 0.0753791, F1: 0.0449582, HIT_RATE: 0.2839924, ARHR: 0.1129430, NOVELTY: 0.0052458, AVERAGE_POPULARITY: 0.1604530, DIVERSITY_MEAN_INTER_LIST: 0.9708370, DIVERSITY_HERFINDAHL: 0.9970653, COVERAGE_ITEM: 0.4006083, COVERAGE_ITEM_CORRECT: 0.0302753, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1509500, DIVERSITY_GINI: 0.1148102, SHANNON_ENTROPY: 10.8397371, 
SearchBayesianSkopt-CV: Config 36 is suboptimal. Config: {'topK': 852, 'shrink': 62, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9661061486392313, 'asymmetric_alpha': 0.034630644556611585, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1529122, PRECISION: 0.0312572, PRECISION_RECALL_MIN_DEN: 0.1203268, RECALL: 0.1176768, MAP: 0.0536886, MRR: 0.1092325, NDCG: 0.0819213, F1: 0.0493918, HIT_RATE: 0.3125716, ARHR: 0.1226765, NOVELTY: 0.0052479, AVERAGE_POPULARITY: 0.1588269, DIVERSITY_MEAN_INTER_LIST: 0.9734633, DIVERSITY_HERFINDAHL: 0.9973279, COVERAGE_ITEM: 0.4046506, COVERAGE_ITEM_CORRECT: 0.0353109, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1628036, DIVERSITY_GINI: 0.1181252, SHANNON_ENTROPY: 10.9373467, 

SearchBayesianSkopt-CV: New best config found. Config 37: {'topK': 284, 'shrink': 97, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9585117271965725, 'asymmetric_alpha': 0.0031097302976979, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1577684, PRECISION: 0.0322649, PRECISION_RECALL_MIN_DEN: 0.1220487, RECALL: 0.1192729, MAP: 0.0545933, MRR: 0.1128990, NDCG: 0.0835161, F1: 0.0507878, HIT_RATE: 0.3226491, ARHR: 0.1272737, NOVELTY: 0.0053093, AVERAGE_POPULARITY: 0.1377575, DIVERSITY_MEAN_INTER_LIST: 0.9840706, DIVERSITY_HERFINDAHL: 0.9983884, COVERAGE_ITEM: 0.4336554, COVERAGE_ITEM_CORRECT: 0.0404851, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1665786, DIVERSITY_GINI: 0.1392173, SHANNON_ENTROPY: 11.4174535, 
SearchBayesianSkopt-CV: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1433033, PRECISION: 0.0283992, PRECISION_RECALL_MIN_DEN: 0.1102175, RECALL: 0.1078659, MAP: 0.0493096, MRR: 0.1014637, NDCG: 0.0753791, F1: 0.0449582, HIT_RATE: 0.2839924, ARHR: 0.1129430, NOVELTY: 0.0052458, AVERAGE_POPULARITY: 0.1604530, DIVERSITY_MEAN_INTER_LIST: 0.9708370, DIVERSITY_HERFINDAHL: 0.9970653, COVERAGE_ITEM: 0.4006083, COVERAGE_ITEM_CORRECT: 0.0302753, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1509500, DIVERSITY_GINI: 0.1148102, SHANNON_ENTROPY: 10.8397371, 
SearchBayesianSkopt-CV: Config 39 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1341773, PRECISION: 0.0265759, PRECISION_RECALL_MIN_DEN: 0.1024572, RECALL: 0.1002754, MAP: 0.0460832, MRR: 0.0959841, NDCG: 0.0705147, F1: 0.0420137, HIT_RATE: 0.2657588, ARHR: 0.1063915, NOVELTY: 0.0052286, AVERAGE_POPULARITY: 0.1640663, DIVERSITY_MEAN_INTER_LIST: 0.9667132, DIVERSITY_HERFINDAHL: 0.9966530, COVERAGE_ITEM: 0.3652974, COVERAGE_ITEM_CORRECT: 0.0275111, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1417390, DIVERSITY_GINI: 0.0975305, SHANNON_ENTROPY: 10.6044322, 
SearchBayesianSkopt-CV: Config 40 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1433033, PRECISION: 0.0283992, PRECISION_RECALL_MIN_DEN: 0.1102175, RECALL: 0.1078659, MAP: 0.0493096, MRR: 0.1014637, NDCG: 0.0753791, F1: 0.0449582, HIT_RATE: 0.2839924, ARHR: 0.1129430, NOVELTY: 0.0052458, AVERAGE_POPULARITY: 0.1604530, DIVERSITY_MEAN_INTER_LIST: 0.9708370, DIVERSITY_HERFINDAHL: 0.9970653, COVERAGE_ITEM: 0.4006083, COVERAGE_ITEM_CORRECT: 0.0302753, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1509500, DIVERSITY_GINI: 0.1148102, SHANNON_ENTROPY: 10.8397371, 
SearchBayesianSkopt-CV: Config 41 is suboptimal. Config: {'topK': 44, 'shrink': 998, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.1749586268374175, 'asymmetric_alpha': 0.02501368790796033, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1441452, PRECISION: 0.0289534, PRECISION_RECALL_MIN_DEN: 0.1107940, RECALL: 0.1083362, MAP: 0.0498312, MRR: 0.1021253, NDCG: 0.0759569, F1: 0.0456933, HIT_RATE: 0.2895340, ARHR: 0.1146185, NOVELTY: 0.0054607, AVERAGE_POPULARITY: 0.1000099, DIVERSITY_MEAN_INTER_LIST: 0.9957004, DIVERSITY_HERFINDAHL: 0.9995512, COVERAGE_ITEM: 0.5597459, COVERAGE_ITEM_CORRECT: 0.0438345, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1510255, DIVERSITY_GINI: 0.2443218, SHANNON_ENTROPY: 12.6799137, 
SearchBayesianSkopt-CV: Config 42 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 1.3699600638265712, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1391846, PRECISION: 0.0275155, PRECISION_RECALL_MIN_DEN: 0.1062952, RECALL: 0.1040128, MAP: 0.0479252, MRR: 0.0989796, NDCG: 0.0731224, F1: 0.0435159, HIT_RATE: 0.2751549, ARHR: 0.1100405, NOVELTY: 0.0052328, AVERAGE_POPULARITY: 0.1636273, DIVERSITY_MEAN_INTER_LIST: 0.9675856, DIVERSITY_HERFINDAHL: 0.9967402, COVERAGE_ITEM: 0.3785255, COVERAGE_ITEM_CORRECT: 0.0286583, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1460425, DIVERSITY_GINI: 0.1038785, SHANNON_ENTROPY: 10.6762973, 
SearchBayesianSkopt-CV: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1433033, PRECISION: 0.0283992, PRECISION_RECALL_MIN_DEN: 0.1102175, RECALL: 0.1078659, MAP: 0.0493096, MRR: 0.1014637, NDCG: 0.0753791, F1: 0.0449582, HIT_RATE: 0.2839924, ARHR: 0.1129430, NOVELTY: 0.0052458, AVERAGE_POPULARITY: 0.1604530, DIVERSITY_MEAN_INTER_LIST: 0.9708370, DIVERSITY_HERFINDAHL: 0.9970653, COVERAGE_ITEM: 0.4006083, COVERAGE_ITEM_CORRECT: 0.0302753, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1509500, DIVERSITY_GINI: 0.1148102, SHANNON_ENTROPY: 10.8397371, 
SearchBayesianSkopt-CV: Config 44 is suboptimal. Config: {'topK': 993, 'shrink': 5, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.011387506486705725, 'asymmetric_alpha': 0.054031725296945346, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1525769, PRECISION: 0.0311130, PRECISION_RECALL_MIN_DEN: 0.1198741, RECALL: 0.1172415, MAP: 0.0535887, MRR: 0.1090827, NDCG: 0.0817160, F1: 0.0491724, HIT_RATE: 0.3111299, ARHR: 0.1223953, NOVELTY: 0.0052460, AVERAGE_POPULARITY: 0.1598359, DIVERSITY_MEAN_INTER_LIST: 0.9728964, DIVERSITY_HERFINDAHL: 0.9972712, COVERAGE_ITEM: 0.4064755, COVERAGE_ITEM_CORRECT: 0.0349875, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1621241, DIVERSITY_GINI: 0.1187561, SHANNON_ENTROPY: 10.9286006, 
SearchBayesianSkopt-CV: Config 45 is suboptimal. Config: {'topK': 961, 'shrink': 56, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.06456601995086798, 'asymmetric_alpha': 0.0005107676776814342, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1520856, PRECISION: 0.0309502, PRECISION_RECALL_MIN_DEN: 0.1194944, RECALL: 0.1168924, MAP: 0.0532976, MRR: 0.1086186, NDCG: 0.0813418, F1: 0.0489379, HIT_RATE: 0.3095024, ARHR: 0.1218569, NOVELTY: 0.0052432, AVERAGE_POPULARITY: 0.1603160, DIVERSITY_MEAN_INTER_LIST: 0.9725841, DIVERSITY_HERFINDAHL: 0.9972400, COVERAGE_ITEM: 0.4001771, COVERAGE_ITEM_CORRECT: 0.0348104, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1615452, DIVERSITY_GINI: 0.1156269, SHANNON_ENTROPY: 10.8937196, 
SearchBayesianSkopt-CV: Config 46 is suboptimal. Config: {'topK': 43, 'shrink': 111, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9552044484957252, 'asymmetric_alpha': 0.014647347986754603, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1225174, PRECISION: 0.0232497, PRECISION_RECALL_MIN_DEN: 0.1014363, RECALL: 0.1004142, MAP: 0.0458902, MRR: 0.0866871, NDCG: 0.0688800, F1: 0.0377551, HIT_RATE: 0.2324968, ARHR: 0.0949132, NOVELTY: 0.0055023, AVERAGE_POPULARITY: 0.0922371, DIVERSITY_MEAN_INTER_LIST: 0.9967381, DIVERSITY_HERFINDAHL: 0.9996549, COVERAGE_ITEM: 0.5935553, COVERAGE_ITEM_CORRECT: 0.0390298, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1270668, DIVERSITY_GINI: 0.2795181, SHANNON_ENTROPY: 12.9424979, 
SearchBayesianSkopt-CV: Config 47 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 1.176353688728505, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1381177, PRECISION: 0.0272732, PRECISION_RECALL_MIN_DEN: 0.1056295, RECALL: 0.1033832, MAP: 0.0474802, MRR: 0.0982120, NDCG: 0.0725395, F1: 0.0431573, HIT_RATE: 0.2727318, ARHR: 0.1090781, NOVELTY: 0.0052316, AVERAGE_POPULARITY: 0.1639095, DIVERSITY_MEAN_INTER_LIST: 0.9671627, DIVERSITY_HERFINDAHL: 0.9966979, COVERAGE_ITEM: 0.3763465, COVERAGE_ITEM_CORRECT: 0.0283118, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1450610, DIVERSITY_GINI: 0.1028788, SHANNON_ENTROPY: 10.6609089, 
SearchBayesianSkopt-CV: Config 48 is suboptimal. Config: {'topK': 37, 'shrink': 966, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0942932552359638, 'asymmetric_alpha': 1.9978946806232352, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1136392, PRECISION: 0.0235138, PRECISION_RECALL_MIN_DEN: 0.0770757, RECALL: 0.0744764, MAP: 0.0353023, MRR: 0.0821846, NDCG: 0.0549963, F1: 0.0357410, HIT_RATE: 0.2351380, ARHR: 0.0932180, NOVELTY: 0.0055353, AVERAGE_POPULARITY: 0.0857976, DIVERSITY_MEAN_INTER_LIST: 0.9951306, DIVERSITY_HERFINDAHL: 0.9994942, COVERAGE_ITEM: 0.6357344, COVERAGE_ITEM_CORRECT: 0.0357883, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1196426, DIVERSITY_GINI: 0.3254111, SHANNON_ENTROPY: 13.1031536, 
SearchBayesianSkopt-CV: Config 49 is suboptimal. Config: {'topK': 980, 'shrink': 999, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9155654933601883, 'asymmetric_alpha': 0.9340329991562619, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1526499, PRECISION: 0.0313187, PRECISION_RECALL_MIN_DEN: 0.1212625, RECALL: 0.1187244, MAP: 0.0539059, MRR: 0.1093342, NDCG: 0.0823482, F1: 0.0495592, HIT_RATE: 0.3131873, ARHR: 0.1227848, NOVELTY: 0.0052701, AVERAGE_POPULARITY: 0.1554398, DIVERSITY_MEAN_INTER_LIST: 0.9762597, DIVERSITY_HERFINDAHL: 0.9976075, COVERAGE_ITEM: 0.4436882, COVERAGE_ITEM_CORRECT: 0.0354726, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1630049, DIVERSITY_GINI: 0.1402943, SHANNON_ENTROPY: 11.1963897, 
SearchBayesianSkopt-CV: Config 50 is suboptimal. Config: {'topK': 975, 'shrink': 997, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.09496095686683506, 'asymmetric_alpha': 0.020248033475795294, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1515095, PRECISION: 0.0307455, PRECISION_RECALL_MIN_DEN: 0.1194771, RECALL: 0.1169038, MAP: 0.0530315, MRR: 0.1079117, NDCG: 0.0810599, F1: 0.0486836, HIT_RATE: 0.3074554, ARHR: 0.1208045, NOVELTY: 0.0052400, AVERAGE_POPULARITY: 0.1617759, DIVERSITY_MEAN_INTER_LIST: 0.9717791, DIVERSITY_HERFINDAHL: 0.9971595, COVERAGE_ITEM: 0.4008470, COVERAGE_ITEM_CORRECT: 0.0342406, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1612684, DIVERSITY_GINI: 0.1154433, SHANNON_ENTROPY: 10.8722901, 
SearchBayesianSkopt-CV: Config 51 is suboptimal. Config: {'topK': 945, 'shrink': 8, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9431105548987118, 'asymmetric_alpha': 0.7441430814007134, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1484179, PRECISION: 0.0302193, PRECISION_RECALL_MIN_DEN: 0.1155484, RECALL: 0.1130075, MAP: 0.0512451, MRR: 0.1057034, NDCG: 0.0786573, F1: 0.0476822, HIT_RATE: 0.3021931, ARHR: 0.1185205, NOVELTY: 0.0053144, AVERAGE_POPULARITY: 0.1447928, DIVERSITY_MEAN_INTER_LIST: 0.9810209, DIVERSITY_HERFINDAHL: 0.9980835, COVERAGE_ITEM: 0.4867603, COVERAGE_ITEM_CORRECT: 0.0348720, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1581226, DIVERSITY_GINI: 0.1722447, SHANNON_ENTROPY: 11.5817419, 
SearchBayesianSkopt-CV: Config 52 is suboptimal. Config: {'topK': 990, 'shrink': 994, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9519923249095903, 'asymmetric_alpha': 0.745354819933678, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1534169, PRECISION: 0.0312734, PRECISION_RECALL_MIN_DEN: 0.1214948, RECALL: 0.1189536, MAP: 0.0539770, MRR: 0.1095201, NDCG: 0.0824644, F1: 0.0495225, HIT_RATE: 0.3127341, ARHR: 0.1228652, NOVELTY: 0.0052610, AVERAGE_POPULARITY: 0.1574330, DIVERSITY_MEAN_INTER_LIST: 0.9750748, DIVERSITY_HERFINDAHL: 0.9974890, COVERAGE_ITEM: 0.4320154, COVERAGE_ITEM_CORRECT: 0.0352647, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1633572, DIVERSITY_GINI: 0.1332335, SHANNON_ENTROPY: 11.1085467, 
SearchBayesianSkopt-CV: Config 53 is suboptimal. Config: {'topK': 940, 'shrink': 9, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.9902271737408139, 'asymmetric_alpha': 0.8702200026011035, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1455174, PRECISION: 0.0296279, PRECISION_RECALL_MIN_DEN: 0.1125729, RECALL: 0.1100370, MAP: 0.0500234, MRR: 0.1036626, NDCG: 0.0768214, F1: 0.0466815, HIT_RATE: 0.2962794, ARHR: 0.1161613, NOVELTY: 0.0053301, AVERAGE_POPULARITY: 0.1412730, DIVERSITY_MEAN_INTER_LIST: 0.9826137, DIVERSITY_HERFINDAHL: 0.9982427, COVERAGE_ITEM: 0.4973628, COVERAGE_ITEM_CORRECT: 0.0343022, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1548509, DIVERSITY_GINI: 0.1820357, SHANNON_ENTROPY: 11.7084044, 
SearchBayesianSkopt-CV: Config 54 is suboptimal. Config: {'topK': 969, 'shrink': 938, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 0.0007680823376380321, 'asymmetric_alpha': 0.024817551644712228, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1515700, PRECISION: 0.0307303, PRECISION_RECALL_MIN_DEN: 0.1194926, RECALL: 0.1169312, MAP: 0.0530747, MRR: 0.1079141, NDCG: 0.0810962, F1: 0.0486668, HIT_RATE: 0.3073028, ARHR: 0.1208182, NOVELTY: 0.0052403, AVERAGE_POPULARITY: 0.1616740, DIVERSITY_MEAN_INTER_LIST: 0.9718344, DIVERSITY_HERFINDAHL: 0.9971650, COVERAGE_ITEM: 0.4010780, COVERAGE_ITEM_CORRECT: 0.0342406, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1611677, DIVERSITY_GINI: 0.1155632, SHANNON_ENTROPY: 10.8747363, 
SearchBayesianSkopt-CV: Config 55 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'icm_weight': 1.0, 'asymmetric_alpha': 0.6993882589258557, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1357631, PRECISION: 0.0269057, PRECISION_RECALL_MIN_DEN: 0.1035177, RECALL: 0.1012648, MAP: 0.0466037, MRR: 0.0969860, NDCG: 0.0712502, F1: 0.0425118, HIT_RATE: 0.2690569, ARHR: 0.1076299, NOVELTY: 0.0052278, AVERAGE_POPULARITY: 0.1644148, DIVERSITY_MEAN_INTER_LIST: 0.9666157, DIVERSITY_HERFINDAHL: 0.9966432, COVERAGE_ITEM: 0.3664062, COVERAGE_ITEM_CORRECT: 0.0278191, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1432742, DIVERSITY_GINI: 0.0979665, SHANNON_ENTROPY: 10.6027221, 
